id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
3368,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,“AI폰 다음은 AI OS”… 中 오포·비보가 운영체제에 공들이는 이유 - 조선비즈,ai폰 다음은 ai os 오포 비보가 운영체제에 공들이는 이유,Chosunbiz,Chosunbiz,"Mon, 21 Sep 2026 21:00:00 GMT",“AI폰 다음은 AI OS”… 中 오포·비보가 운영체제에 공들이는 이유 - 조선비즈 Chosunbiz,https://news.google.com/rss/articles/CBMiggFBVV95cUxOZVVZUVNydTg5NEEySm5tSWtiTG1QenpFcnRudTRrbFpuRFdMSlhTeTNiMVo0dXFBTGR6djN0em5LZXVMOTR1ZTVKd29zYXdPSlJLNWE5Uy13cDJoQm5aOHprWFpSUk5VSk42Qk52R2V1dmxqd2pCQ1B0S3VHY3MxZElB0gGWAUFVX3lxTFB0XzFrUWk1cTN5dERyNk5IVzNHZ2NLZTRDdTZTalVxOEZZdnZjZ2VwTDNINUpNeEN2NWJWcm1ULVBOc0QzY1VRWEw2bUJfR19Od25CN2lPNDBmT1VScElfWnJ1MEtxT3pRMVF1aFRVb0hwZGdrMEVsQ1VuQVBETE9FWHNWcXh6ekhDVEdQMDNBUXo0RHJnQQ?oc=5,google_rss_중국 AI when:2d,4.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,business_change,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,4.0,ai_infrastructure_security,self:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ai폰 다음은 ai os 오포 비보가 운영체제에 공들이는 이유,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:ai폰 다음은 ai os 오포 비보가 운영체제에 공들이는 이유,government_ai_core_policy,,,
3398,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"시진핑 만나는 트럼프, AI 레드폰 구축할까",시진핑 만나는 트럼프 ai 레드폰 구축할까,아주경제,아주경제,"Mon, 21 Sep 2026 20:00:00 GMT","시진핑 만나는 트럼프, AI 레드폰 구축할까 아주경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE5uMV9MdFVHbGkwc1BlYmhLR0dXUmtEWVpTbzg0ejhkMlFDeFp3UXZLTk02TkdsUTNBbHR3WEN1aDZKcHZEa3d6cmd2VmZHRE5tR25jNlQ0T0RXUdIBWEFVX3lxTE00SldJYjhlQjBRSHN5R2poTzBfMllSUENlZTZSNGR2SXQ3N1BSZENVVWRwR3N1eVhNdFlVSnotWm9zX3laS0dKQ1NSSWw0RldaSktoeUhtY1M?oc=5,google_rss_중국 AI when:2d,4.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,business_change,,general,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,4.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:시진핑 만나는 트럼프 ai 레드폰 구축할까,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:시진핑 만나는 트럼프 ai 레드폰 구축할까,government_ai_core_policy,,,
2900,경쟁사/해외이슈,경쟁사_해외이슈,MS,"MS(MSFT)보다 더 번다고?...마이크론(MU), 2027년 대역전 시나리오 등장",ms msft 보다 더 번다고 마이크론 mu 2027년 대역전 시나리오 등장,코인리더스,코인리더스,"Mon, 21 Sep 2026 18:00:00 GMT","MS(MSFT)보다 더 번다고?...마이크론(MU), 2027년 대역전 시나리오 등장 코인리더스",https://news.google.com/rss/articles/CBMiSkFVX3lxTE1CT2JmVXltcV9fVTZYSEpCM0tTLXcwRnNCQURkalJwUzJYSDlVNFJFdzdNUXM0Njl0VHdHS040R3hRZDlJYVhfM3B3?oc=5,google_rss_MS when:2d,4.0,11.0,digital_asset_stablecoin,digital_asset_stablecoin,,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,4.0,digital_asset_stablecoin,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:ms msft 보다 더 번다고 마이크론 mu 2027년 대역전 시나리오 등장,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:ms msft 보다 더 번다고 마이크론 mu 2027년 대역전 시나리오 등장,competitor_general_low_relevance,,,
2646,경쟁사/해외이슈,경쟁사_해외이슈,구글,"퀄컴 스냅드래곤 X 엘리트, '구글북' 탑재…제미나이 인텔리전스 최적화",퀄컴 스냅드래곤 x 엘리트 구글북 탑재 제미나이 인텔리전스 최적화,전자신문,전자신문,"Mon, 21 Sep 2026 13:00:00 GMT","퀄컴 스냅드래곤 X 엘리트, '구글북' 탑재…제미나이 인텔리전스 최적화 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE01T2JyTXhPZW5aTG1fNkZQaGt4UWYwRG4taDVkQVZpRkljazZ3eHF4Q1VwUi1FNkZuS1UtSDY1TFhPQmtsZzNXUzl6S2JyUQ?oc=5,google_rss_구글 when:2d,4.0,9.5,ai_agent,,구글,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,4.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:퀄컴 스냅드래곤 x 엘리트 구글북 탑재 제미나이 인텔리전스 최적화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:퀄컴 스냅드래곤 x 엘리트 구글북 탑재 제미나이 인텔리전스 최적화,comp_overseas_platform_ai,,,
258,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"김태환·이시우, 카카오게임즈 체질 바꾼다…980억원 첫 승부수 [인물 포커스]",김태환 이시우 카카오게임즈 체질 바꾼다 980억원 첫 승부수 인물 포커스,뉴스저널리즘,뉴스저널리즘,"Sun, 20 Sep 2026 20:40:00 GMT","김태환·이시우, 카카오게임즈 체질 바꾼다…980억원 첫 승부수 [인물 포커스] 뉴스저널리즘",https://news.google.com/rss/articles/CBMia0FVX3lxTE1NLUdHMGU0Nk9ITzN0eDNSd2lFdlhoMVJzQ3RodGtXSk5PdHlSRXBZd1dZQTNGX05ObzNQbjdoMDgzODM4eDFnY1U2U2lkUmRFWHQxbTZNc1l0R0pfbHZsR2djVjFueGk1Q1Nz?oc=5,google_rss_카카오 카카오게임즈 when:2d,3.8,20.0,kakao_games_management,kakao_games_ceo_appointment,"카카오,카카오게임즈",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,event:카카오+카카오게임즈:kakao_games_management,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,카카오게임즈 최대주주 변경 및 공동대표 체제,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,카카오게임즈 최대주주 변경 및 공동대표 체제,self_filler_reference,,,
3097,경쟁사/해외이슈,경쟁사_해외이슈,애플,"[단독] ‘1000만’ 아이폰 이용자, 긴급구조 사각지대…애플, 경찰이 ‘실종자’ 위치 요청해도 불응",1000만 아이폰 이용자 긴급구조 사각지대 애플 경찰이 실종자 위치 요청해도 불응,헤럴드경제,헤럴드경제,"Mon, 21 Sep 2026 08:40:00 GMT","[단독] ‘1000만’ 아이폰 이용자, 긴급구조 사각지대…애플, 경찰이 ‘실종자’ 위치 요청해도 불응 헤럴드경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTE42SnRTLWNnc3Y0M190WmdXYThmOGVleThGa1pLSTJFb0t0OXVCdzBlMFMzLWdsVm8tWElhRG4xTGN4Y1VjNlJOQ2piSDd5U3BDbzR6dDln?oc=5,google_rss_애플 when:2d,3.75,11.0,legal_regulatory_enforcement,legal_regulatory_enforcement,애플,v43_not_true_competitor,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,event:애플:legal_regulatory_enforcement,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.75,legal_regulatory_enforcement,competitor:regulatory_enforcement,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:1000만 아이폰 이용자 긴급구조 사각지대 애플 경찰이 실종자 위치 요청해도 불응,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:1000만 아이폰 이용자 긴급구조 사각지대 애플 경찰이 실종자 위치 요청해도 불응,competitor_general_low_relevance,,,
3337,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"트럼프 일가, AI·데이터센터 투자 확대…'이해충돌' 재가열",트럼프 일가 ai 데이터센터 투자 확대 이해충돌 재가열,뉴스1,뉴스1,"Sun, 20 Sep 2026 23:18:42 GMT","트럼프 일가, AI·데이터센터 투자 확대…'이해충돌' 재가열 뉴스1",https://news.google.com/rss/articles/CBMiXkFVX3lxTE9WRzZORGZxU1hEU0N0WUZGX3M1MmMySV9idElKV1BfUzBfcWdLUTFnZTA5UXJ5QTM1eW9XdWlBZDE1ZU1hdjhwSzFjd3FfXzNObXRzT29LekRjRGZEMFHSAV5BVV95cUxPVkc2TkRmcVNYRFNDdFlGRl9zNTJjMklfYnRJSldQX1MwX3FnS1ExZ2UwOVFyeUEzNXlvV3VpQWQxNWVNYXY4cEsxY3dxX18zTm10c09vS3pEY0RmRDBR?oc=5,"google_rss_""트럼프 행정부"" when:2d",3.5,14.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,business_change,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,3.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:트럼프 일가 ai 데이터센터 투자 확대 이해충돌 재가열,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:트럼프 일가 ai 데이터센터 투자 확대 이해충돌 재가열,government_ai_core_policy,,,
3430,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"美·中, AI 공식 대화채널 구축… ‘위협 통보체계’ 제안",ai 공식 대화채널 구축 위협 통보체계 제안,디지털데일리,디지털데일리,"Mon, 21 Sep 2026 08:58:36 GMT","美·中, AI 공식 대화채널 구축… ‘위협 통보체계’ 제안 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBQZHl6R0hoQS1nejE3aDlyM0k1ZTI2ZHYyMUoyTi1wbkYxOWZLNUdDUjR2aURWbGViZHlLNFQ1U3c3blRiOG9Dc1ZzTEJVZ0taUzhvWHdoYzVTTHZLeFduOEk0SUE?oc=5,google_rss_중국 AI when:2d,3.5,11.0,ai_infrastructure_security,ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,business_change,,general,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,3.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ai 공식 대화채널 구축 위협 통보체계 제안,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:ai 공식 대화채널 구축 위협 통보체계 제안,government_ai_core_policy,,,
55,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"웅진프리드라이프, 추석 맞아 카카오톡 이모티콘 무료 배포",웅진프리드라이프 추석 맞아 카카오톡 이모티콘 무료 배포,fetv.co.kr,fetv.co.kr,"Tue, 22 Sep 2026 00:40:43 GMT","웅진프리드라이프, 추석 맞아 카카오톡 이모티콘 무료 배포 fetv.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBqcHJETU84OEhTanR6b0JCTzlnQU9mQlBhaXVvSFo0Y3BvU1lkWmY4Y1Y0cHhmN0tWazhtN3Yzak5EWXdtQS1OdkhGUmhoYVpRY2N4TlN3V3RiME1ScmgxNnFyYzNPUnhW?oc=5,google_rss_카카오 when:2d,3.3,10.5,,,"카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:웅진프리드라이프 추석 맞아 카카오톡 이모티콘 무료 배포,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:웅진프리드라이프 추석 맞아 카카오톡 이모티콘 무료 배포,self_filler_reference,,,
34,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오·토스 이어 원스토어도 가세…커지는 H5 게임 유통시장,카카오 토스 이어 원스토어도 가세 커지는 h5 게임 유통시장,v.daum.net,v.daum.net,"Mon, 21 Sep 2026 21:00:00 GMT",카카오·토스 이어 원스토어도 가세…커지는 H5 게임 유통시장 v.daum.net,https://news.google.com/rss/articles/CBMiS0FVX3lxTFBvVTZicnJYZFl0aUxyaG1SalAtNDFqbl9rTjVsSkJiZXNaNW1hdUtzSHl6aGstR1Fxb255blV1YXdvZXFqOFZoNXFMbw?oc=5,google_rss_카카오 when:2d,3.3,10.5,,,"카카오,토스",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 토스 이어 원스토어도 가세 커지는 h5 게임 유통시장,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local,OFF_TOPIC,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:카카오 토스 이어 원스토어도 가세 커지는 h5 게임 유통시장,self_filler_reference,,,
57,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오·토스 이어 원스토어도 가세…커지는 H5 게임 유통시장,카카오 토스 이어 원스토어도 가세 커지는 h5 게임 유통시장,아주경제,아주경제,"Mon, 21 Sep 2026 21:00:00 GMT",카카오·토스 이어 원스토어도 가세…커지는 H5 게임 유통시장 아주경제,https://news.google.com/rss/articles/CBMiWEFVX3lxTE92M0szX2VZRWZiZ2J2Mlp1RkdoaVJmNzM3c0xTd0l4cWZmUGZGd1dsUDMyclU0c01mOGlNZDJmYkpNVkNpZ2FYZzVVSGkxb09KQ05WUmo5VzHSAVhBVV95cUxPdjNLM19lWUVmYmdidjJadUZHaGlSZjczN3NMU3dJeHFmZlBmRndXbFAzMnJVNHNNZjhpTWQyZmJKTVZDaWdhWGc1VUhpMW9PSkNOVlJqOVcx?oc=5,google_rss_카카오 when:2d,3.3,10.5,,,"카카오,토스",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오 토스 이어 원스토어도 가세 커지는 h5 게임 유통시장,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local,OFF_TOPIC,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:카카오 토스 이어 원스토어도 가세 커지는 h5 게임 유통시장,self_filler_reference,,,
2356,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,직장 내 괴롭힘 신고 분석...'톱5'에 쿠팡 계열사 2곳,직장 내 괴롭힘 신고 분석 톱5 에 쿠팡 계열사 2곳,싱글리스트,싱글리스트,"Mon, 21 Sep 2026 22:45:05 GMT",직장 내 괴롭힘 신고 분석...'톱5'에 쿠팡 계열사 2곳 싱글리스트,https://news.google.com/rss/articles/CBMiZkFVX3lxTE4tbl8yM0JYbmdDYlNINHJkZUc4VmF6T3RraFBzbVM2VjlLXzNBdzcyRWJqMnFTdUdqTExKWjBVQlJTbkNPY1Q3ZlJ4ZThjQ3hNMTNXSjY4ZmdNNXlJRnZQdjJSUUV4QQ?oc=5,google_rss_쿠팡 when:2d,3.0,11.0,platform_obligation,platform_obligation,쿠팡,v43_not_true_competitor,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,event:쿠팡:platform_obligation,rumor_or_report,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,3.0,platform_obligation,competitor:general,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:직장 내 괴롭힘 신고 분석 톱5 에 쿠팡 계열사 2곳,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:직장 내 괴롭힘 신고 분석 톱5 에 쿠팡 계열사 2곳,comp_domestic_strategy,,,
2415,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, 제주 중소기업 47곳 온라인 판로 지원…전국 확대 추진",쿠팡 제주 중소기업 47곳 온라인 판로 지원 전국 확대 추진,연합뉴스,연합뉴스,"Tue, 22 Sep 2026 00:39:14 GMT","쿠팡, 제주 중소기업 47곳 온라인 판로 지원…전국 확대 추진 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBFbXZ3OUJ5SFBlTlJLcjZxeUpYcDlVSFhYOHlJSGhoTkwwYTFIM3ExNldFNHp5Wl9KSWxTTGtWbnJzOGowOVhSSk4yM3I1cS04ZDlVV1JhalJrSHPSAWBBVV95cUxPc1Y1WVBpQko5bmIydldVWmFUdEJmV0tDZnpkYVZzNm1RektsaWpSZ0UwTWdILVg0UnBtZ0Y1ellWM1ZWVWpLTmtKd2Zfb01TUGV3UklkMVlDTEo5S25vTFE?oc=5,google_rss_쿠팡 site:yna.co.kr when:2d,3.0,4.0,,,쿠팡,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,3.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:쿠팡 제주 중소기업 47곳 온라인 판로 지원 전국 확대 추진,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:쿠팡 제주 중소기업 47곳 온라인 판로 지원 전국 확대 추진,comp_domestic_strategy,,,
180,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,추석에 카카오페이 송금봉투로 보낸 부모님 용돈 21만원…5년간 38% 증가,추석에 카카오페이 송금봉투로 보낸 부모님 용돈 21만원 5년간 38 증가,전자신문,전자신문,"Mon, 21 Sep 2026 06:34:02 GMT",추석에 카카오페이 송금봉투로 보낸 부모님 용돈 21만원…5년간 38% 증가 전자신문,https://news.google.com/rss/articles/CBMiTkFVX3lxTFBJV05RQmxidnprdnkyY21WdUd1dzRqMzFBaEhSVGIya3lIb29WbXg2NElkdXhJVFVjUnBzUkpLRHNscmhFelFEaVJxVDFwUQ?oc=5,google_rss_카카오 카카오페이 when:2d,2.8,13.0,,,"카카오,카카오페이",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,2.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:추석에 카카오페이 송금봉투로 보낸 부모님 용돈 21만원 5년간 38 증가,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:추석에 카카오페이 송금봉투로 보낸 부모님 용돈 21만원 5년간 38 증가,self_filler_reference,,,
3245,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"'백악관 출입금지' 언론3社 위헌소송…트럼프 ""암같은 가짜뉴스""",백악관 출입금지 언론3 위헌소송 트럼프 암같은 가짜뉴스,yna.co.kr,연합뉴스,"Mon, 21 Sep 2026 14:04:35 GMT","'백악관 출입금지' 언론3社 위헌소송…트럼프 ""암같은 가짜뉴스"" yna.co.kr",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1tOUxleFlqdWs5Q3FGaXJMeEpFa1hBd3g3MkFGT3AwQWEtemRDMXhYWHg2V2ZobkdvSVVoYldMdTBGR0J6TWk5bHU5M3Y4bTRvVnU2VDMwaGFIcTjSAWBBVV95cUxNa1lFaGN1d2FldnAyanNHMU1Ya0tTS2xlV19fTmp4MS1nTkpZcHhHem1iVUJoOU4zckpqRlh3QTQ3WlN6S2R0cGVOM3Brc2pvN3dDRWoySGhBUWRPX0VqN3Y?oc=5,google_rss_트럼프 행정부 when:2d,2.5,19.0,,,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,direct_risk,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,2.5,,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:백악관 출입금지 언론3 위헌소송 트럼프 암같은 가짜뉴스,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,Y,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:백악관 출입금지 언론3 위헌소송 트럼프 암같은 가짜뉴스,government_general_low_relevance,,,
1938,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""세계 최정상 선수 모인다""…현대카드, 네이버와 테니스 대회 개최",세계 최정상 선수 모인다 현대카드 네이버와 테니스 대회 개최,뉴스1,뉴스1,"Tue, 22 Sep 2026 02:18:54 GMT","""세계 최정상 선수 모인다""…현대카드, 네이버와 테니스 대회 개최 뉴스1",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1JLV8wZmZjelV0bFJXQnNCWVdDV0pWam9nSWlxMjR0QWU0cjBVLVVDdnpGbzRxVXFweGZ5US1HUENOYzRHQ0RlcVR3aHhxUXpidDI0MnB4VXZWZGZzVnUzdNIBZkFVX3lxTE9tRmRUWlBiOGFwc2NSVERRVWVFVk45NWtlZU1rdUtKTEJPRGo4dEJaNGV5RU8wYURtSmpvamRvNHczdlQ2WldHU3JNZXF3cXFTQXlDOFV1UzVXdlVnLVd6SnROdDFtQQ?oc=5,google_rss_네이버 when:2d,2.5,6.5,,,네이버,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,2.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:세계 최정상 선수 모인다 현대카드 네이버와 테니스 대회 개최,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:세계 최정상 선수 모인다 현대카드 네이버와 테니스 대회 개최,comp_domestic_strategy,,,
