카테고리,카테고리명,검색어,기사제목,언론사,정규언론사,게시일,RSS게시일,RSS요약,본문전문,본문글자수,본문추출방식,본문품질점수,본문품질사유,중요도점수,본문사용가능,본문정제적용,원래RSS링크,링크,랭킹점수,사건태그,사건단계,원문날짜,원문날짜출처,날짜검증결과,날짜후보수,대표선택점수,개인정보보안사건키,개인정보보안대표보너스,전역사건키,전역사건기본키,전역사건대표보너스,이슈패밀리,정책규제의무,자사홍보성,제외단계,v20_issue_id,v20_issue_group,수집검색어,수집원카테고리,수집JSON카테고리,Gemini판단카테고리,최종카테고리,최종카테고리명,본문상태,최종카테고리검증결과
경쟁사_해외이슈,경쟁사/해외이슈,네이버,[머니네버슬립] 젠슨 황 “내년 엔비디아 칩 판매량 두 배로 늘어난다” : 네이버 블로그,Naver Blog,,"Sun, 20 Sep 2026 23:45:12 GMT",,[머니네버슬립] 젠슨 황 “내년 엔비디아 칩 판매량 두 배로 늘어난다” : 네이버 블로그 Naver Blog,,0,domain_filter,-100.0,naver_blog_result,0.0,False,,https://news.google.com/rss/articles/CBMijwFBVV95cUxOOVFBVTVWYXMzT1NlQzJJWkxfTURxM1dubTl6N3NnTXNVUzBmOHVDTGxWVTZfLUY2aEJJX0QwZEctajlmd1NlTFJiNUdWZ3E4QVBkOUctclhqTDVEVTRCTkIxNWNPMlc3cDNUVTA2RGIwMWNQd0R3dXE3YUtjRjA5YlZXNzYxY0E1cDFud0NKaw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxOOVFBVTVWYXMzT1NlQzJJWkxfTURxM1dubTl6N3NnTXNVUzBmOHVDTGxWVTZfLUY2aEJJX0QwZEctajlmd1NlTFJiNUdWZ3E4QVBkOUctclhqTDVEVTRCTkIxNWNPMlc3cDNUVTA2RGIwMWNQd0R3dXE3YUtjRjA5YlZXNzYxY0E1cDFud0NKaw?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,,,,,,not_checked_domain_filtered,,,,0.0,,,0.0,,,,issue_representative_attempt,I007,comp_domestic_strategy:머니네버슬립 젠슨 황 내년 엔비디아 칩 판매량 두 배로 늘어난다 네이버 블로그,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"네이버클라우드, DB·서버 접근제어 통합 보안 서비스 출시 “개인정보보호법 준수 부담 낮춰”",전자신문,전자신문,"Tue, 22 Sep 2026 02:27:03 GMT","Tue, 22 Sep 2026 02:27:03 GMT","네이버클라우드, DB·서버 접근제어 통합 보안 서비스 출시 “개인정보보호법 준수 부담 낮춰” 전자신문",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,102.0,False,False,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5jWV91THhJVVVGX3JYUkVTQW56MzNXbGp1clVncHMzbkpMU29xVDU1T3Itbkstc3h0ZFhGOHlUU0g2b1VOdGlyQm8zRlEzQQ?oc=5,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5jWV91THhJVVVGX3JYUkVTQW56MzNXbGp1clVncHMzbkpMU29xVDU1T3Itbkstc3h0ZFhGOHlUU0g2b1VOdGlyQm8zRlEzQQ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,249.0,"phishing_security,platform_obligation,privacy_security_reliability",security_general,,no_original_date_found,no_original_date_found_kept,0.0,-79.3,privacy_security:naver:data_leak:initial_investigation_response,0.0,global_incident:platform_enforcement:naver:privacy_data_violation:general,global_incident:platform_enforcement:naver:privacy_data_violation,24.0,competitor:platform_obligation,Y,,issue_representative_attempt,I009,global_incident:platform_enforcement:naver:privacy_data_violation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"네이버클라우드, DB·서버 접근제어 통합 보안 서비스 출시 “개인정보보호법 준수 부담 낮춘다”",NAVERCorp.,NAVERCorp.,"Tue, 22 Sep 2026 01:24:41 GMT","Tue, 22 Sep 2026 01:24:41 GMT","네이버클라우드, DB·서버 접근제어 통합 보안 서비스 출시 “개인정보보호법 준수 부담 낮춘다” NAVERCorp.",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,102.0,False,False,https://news.google.com/rss/articles/CBMickFVX3lxTE5yWnZQbUVtemZBZ0o1RWNnbDV5VWxfTmtfT1htbl9iYlV1R29KelpSQ1F6LURIOHFhRERFN0ctRWFiMVluTV92bkNKa2VkNEFXZU8wbzZYUWZJcjdhU2VTQm54dFJFOHBEMzBQTWdUQ0xUZw?oc=5,https://news.google.com/rss/articles/CBMickFVX3lxTE5yWnZQbUVtemZBZ0o1RWNnbDV5VWxfTmtfT1htbl9iYlV1R29KelpSQ1F6LURIOHFhRERFN0ctRWFiMVluTV92bkNKa2VkNEFXZU8wbzZYUWZJcjdhU2VTQm54dFJFOHBEMzBQTWdUQ0xUZw?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,243.0,"phishing_security,platform_obligation,privacy_security_reliability",security_general,,no_original_date_found,no_original_date_found_kept,0.0,-93.3,privacy_security:naver:data_leak:initial_investigation_response,0.0,global_incident:platform_enforcement:naver:privacy_data_violation:general,global_incident:platform_enforcement:naver:privacy_data_violation,24.0,competitor:platform_obligation,Y,,issue_representative_attempt,I009,global_incident:platform_enforcement:naver:privacy_data_violation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"네이버클라우드, DB·서버 접근제어 보안 서비스 출시...개인정보보호법 준수 지원",디지털투데이,디지털투데이,"Tue, 22 Sep 2026 00:39:36 GMT","Tue, 22 Sep 2026 00:39:36 GMT","네이버클라우드, DB·서버 접근제어 보안 서비스 출시...개인정보보호법 준수 지원 디지털투데이",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,102.0,False,False,https://news.google.com/rss/articles/CBMic0FVX3lxTE9lMUhnMEEyV211OVVpMUJTZXJPb05ua2diWG5RLW1mWFo0UXI1NDZMcUI1RmhBSjBQYjBqa0w2d0I5OG1OQzFlSG1KQmxIMkdoazBzanFPeEViR0xBZW43UTNFVHVycmZCWWs4Z2w1Tm50UVU?oc=5,https://news.google.com/rss/articles/CBMic0FVX3lxTE9lMUhnMEEyV211OVVpMUJTZXJPb05ua2diWG5RLW1mWFo0UXI1NDZMcUI1RmhBSjBQYjBqa0w2d0I5OG1OQzFlSG1KQmxIMkdoazBzanFPeEViR0xBZW43UTNFVHVycmZCWWs4Z2w1Tm50UVU?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,243.0,"phishing_security,platform_obligation,privacy_security_reliability",security_general,,no_original_date_found,no_original_date_found_kept,0.0,-93.3,privacy_security:naver:data_leak:initial_investigation_response,0.0,global_incident:platform_enforcement:naver:privacy_data_violation:general,global_incident:platform_enforcement:naver:privacy_data_violation,24.0,competitor:platform_obligation,Y,,issue_representative_attempt,I009,global_incident:platform_enforcement:naver:privacy_data_violation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"네이버클라우드, DB·서버 접근제어 통합 보안 서비스 출시... “개인정보보호법 부담 낮춰”",v.daum.net,v.daum.net,"Tue, 22 Sep 2026 00:59:00 GMT","Tue, 22 Sep 2026 00:59:00 GMT","네이버클라우드, DB·서버 접근제어 통합 보안 서비스 출시... “개인정보보호법 부담 낮춰” v.daum.net",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,41.0,False,False,https://news.google.com/rss/articles/CBMiT0FVX3lxTE03QjFaNkNPa2lncnhESHA0ckpwbGtLZm5xSDhSYU9jY3lsSl9MeC1OTUwyNU5aR2lRcEduV0dmdXUzZ3p2VFQtcUpkOS1peTA?oc=5,https://news.google.com/rss/articles/CBMiT0FVX3lxTE03QjFaNkNPa2lncnhESHA0ckpwbGtLZm5xSDhSYU9jY3lsSl9MeC1OTUwyNU5aR2lRcEduV0dmdXUzZ3p2VFQtcUpkOS1peTA?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,229.5,"phishing_security,privacy_security_reliability",security_general,,no_original_date_found,no_original_date_found_kept,0.0,-136.0,privacy_security:naver:data_leak:initial_investigation_response,0.0,global_incident:platform_enforcement:naver:privacy_data_violation:general,global_incident:platform_enforcement:naver:privacy_data_violation,0.0,,,,issue_representative_attempt,I009,global_incident:platform_enforcement:naver:privacy_data_violation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"네이버클라우드, DB·서버 접근제어 통합 보안 서비스 출시... “개인정보보호법 부담 낮춰”",보안뉴스,보안뉴스,"Tue, 22 Sep 2026 00:59:52 GMT","Tue, 22 Sep 2026 00:59:52 GMT","네이버클라우드, DB·서버 접근제어 통합 보안 서비스 출시... “개인정보보호법 부담 낮춰” 보안뉴스",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,41.0,False,False,https://news.google.com/rss/articles/CBMia0FVX3lxTE9uNzZ4X3FCVmYweFdmNkx6Y0JFaEFZSDZ3d2swaktNaTZRXzBoYlFZM3QxdlpmdlgzNnFoSWJvSU5IRE12d1YwRjhFX0ZCTFVyWFUxUTladl8xTGFXQWJyQXctN1ZrVGI3N05v?oc=5,https://news.google.com/rss/articles/CBMia0FVX3lxTE9uNzZ4X3FCVmYweFdmNkx6Y0JFaEFZSDZ3d2swaktNaTZRXzBoYlFZM3QxdlpmdlgzNnFoSWJvSU5IRE12d1YwRjhFX0ZCTFVyWFUxUTladl8xTGFXQWJyQXctN1ZrVGI3N05v?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,229.5,"phishing_security,privacy_security_reliability",security_general,,no_original_date_found,no_original_date_found_kept,0.0,-136.0,privacy_security:naver:data_leak:initial_investigation_response,0.0,global_incident:platform_enforcement:naver:privacy_data_violation:general,global_incident:platform_enforcement:naver:privacy_data_violation,0.0,,,,issue_representative_attempt,I009,global_incident:platform_enforcement:naver:privacy_data_violation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,트럼프 행정부,"CNN 등 트럼프 정부 상대 소송... ""백악관 출입 금지는 수정헌법 1조 위반""",네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Mon, 21 Sep 2026 12:36:00 GMT","Mon, 21 Sep 2026 12:36:00 GMT","CNN 등 트럼프 정부 상대 소송... ""백악관 출입 금지는 수정헌법 1조 위반"" 네이버 프리미엄콘텐츠",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,21.5,False,False,https://news.google.com/rss/articles/CBMijgFBVV95cUxOVTl2QmVCaTB1OVltMmQ2ejlKeHE4LVJTZ1BacnNUMWsxTi1HUVZyYzY4M1JodUFUZnZxcV8wQjhuRkw0LXM3cEM0Z2dMMlBXNElSMzAzMVZxNlpuNXl4YVFBZFRPZVh2VURiVUpzcjU4cmdCWGxMX3BzRnVoelB1X3BaWWRLVUlrZGhFN0FR?oc=5,https://news.google.com/rss/articles/CBMijgFBVV95cUxOVTl2QmVCaTB1OVltMmQ2ejlKeHE4LVJTZ1BacnNUMWsxTi1HUVZyYzY4M1JodUFUZnZxcV8wQjhuRkw0LXM3cEM0Z2dMMlBXNElSMzAzMVZxNlpuNXl4YVFBZFRPZVh2VURiVUpzcjU4cmdCWGxMX3BzRnVoelB1X3BaWWRLVUlrZGhFN0FR?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,230.5,platform_obligation,,,no_original_date_found,no_original_date_found_kept,0.0,-149.65,,0.0,global_incident:platform_regulation:naver:platform_content_moderation_obligation:general,global_incident:platform_regulation:naver:platform_content_moderation_obligation,32.0,government:platform_obligation,Y,,issue_representative_attempt,I011,global_incident:platform_regulation:naver:platform_content_moderation_obligation,트럼프 행정부,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"아시안게임 영상 클립, AI로 생성… ‘스포터’로 생태계 확대하는 네이버 치지직",dt.co.kr,디지털타임스,"Mon, 21 Sep 2026 06:17:12 GMT","Mon, 21 Sep 2026 06:17:12 GMT","아시안게임 영상 클립, AI로 생성… ‘스포터’로 생태계 확대하는 네이버 치지직 dt.co.kr",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,56.0,False,False,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5mQ3FDaGZoaG5YbF9USjhaYjJkZ0hnbHFYNWs3SWFsVGNKRVg4SHRfUTFxZVJybjBkM004WGZiWkNkcGRyV3ZkUVAtSlFKZw?oc=5,https://news.google.com/rss/articles/CBMiTkFVX3lxTE5mQ3FDaGZoaG5YbF9USjhaYjJkZ0hnbHFYNWs3SWFsVGNKRVg4SHRfUTFxZVJybjBkM004WGZiWkNkcGRyV3ZkUVAtSlFKZw?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,85.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,,no_original_date_found,no_original_date_found_kept,0.0,-128.5,,0.0,global_incident:platform_regulation:naver:platform_content_moderation_obligation:general,global_incident:platform_regulation:naver:platform_content_moderation_obligation,24.0,competitor:platform_obligation,Y,,issue_representative_attempt,I011,global_incident:platform_regulation:naver:platform_content_moderation_obligation,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,SKT,SKT 이어 KT도 법정으로···'개인정보 과징금' 소송전 확산,seoulfn.com,seoulfn.com,"Tue, 22 Sep 2026 02:00:00 GMT","Tue, 22 Sep 2026 02:00:00 GMT",SKT 이어 KT도 법정으로···'개인정보 과징금' 소송전 확산 seoulfn.com,Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,41.5,False,False,https://news.google.com/rss/articles/CBMiakFVX3lxTE1iV0ZuVldjZ3A3Q2RRNUxYTHI4NEphR3hKZDU1Mi1hYjh6bXh1X0xQWnhJa2MtY0JsVzgxRk1McFF2YVJfNXk2Zng5elNMRHNUeHd1MldIMXpCYzlQeGtJU05qMlBCQk8xV2c?oc=5,https://news.google.com/rss/articles/CBMiakFVX3lxTE1iV0ZuVldjZ3A3Q2RRNUxYTHI4NEphR3hKZDU1Mi1hYjh6bXh1X0xQWnhJa2MtY0JsVzgxRk1McFF2YVJfNXk2Zng5elNMRHNUeHd1MldIMXpCYzlQeGtJU05qMlBCQk8xV2c?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,228.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,,no_original_date_found,no_original_date_found_kept,0.0,-138.65,privacy_security:skt:data_leak:sanction_or_penalty,0.0,global_incident:platform_enforcement:google:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:google:privacy_data_violation,0.0,,,,issue_representative_attempt,I012,global_incident:platform_regulation:skt:platform_regulation,SKT,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,SKT,"SKT, 고객이 직접 정한 ‘신뢰 지표’ 만든다…서비스·개인정보·요금 투명성 반영",leadeconomy.co.kr,leadeconomy.co.kr,"Mon, 21 Sep 2026 23:38:35 GMT","Mon, 21 Sep 2026 23:38:35 GMT","SKT, 고객이 직접 정한 ‘신뢰 지표’ 만든다…서비스·개인정보·요금 투명성 반영 leadeconomy.co.kr",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,24.5,False,False,https://news.google.com/rss/articles/CBMib0FVX3lxTE0zV2cyc3pzMWZWRWN3bkxZcngteEhpQ3FsRWN2VVJWNlpvUW9MM2NNWE5GNmliRFdXU2pPRDhqMW1fNVJRLU91dlhJM3lXdWRuQ2hhbUQ2RXFQQVZYOTVNUkU5dE92MUZ3N21aVmpGQQ?oc=5,https://news.google.com/rss/articles/CBMib0FVX3lxTE0zV2cyc3pzMWZWRWN3bkxZcngteEhpQ3FsRWN2VVJWNlpvUW9MM2NNWE5GNmliRFdXU2pPRDhqMW1fNVJRLU91dlhJM3lXdWRuQ2hhbUQ2RXFQQVZYOTVNUkU5dE92MUZ3N21aVmpGQQ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,205.0,,,,no_original_date_found,no_original_date_found_kept,0.0,-150.55,privacy_security:skt:data_leak:initial_investigation_response,0.0,global_incident:platform_regulation:google:platform_regulation:general,global_incident:platform_regulation:google:platform_regulation,0.0,,,,issue_representative_attempt,I012,global_incident:platform_regulation:skt:platform_regulation,SKT,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,[기업家] 네이버 ⑲ㅣ AI 쇼핑 키우고 배민 인수 접고…네이버제트는 ‘파업 전운’,CBC뉴스,CBC뉴스,"Tue, 22 Sep 2026 02:00:40 GMT","Tue, 22 Sep 2026 02:00:40 GMT",[기업家] 네이버 ⑲ㅣ AI 쇼핑 키우고 배민 인수 접고…네이버제트는 ‘파업 전운’ CBC뉴스,Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,58.0,False,False,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9ZSmVzR3NwaE00VGNyM2dSQlRxLTV0UnVKdldlemJrLWxtOE91d2JNV2c2SVhpbVpxTmhPMldGN0ZmRlZpSkpCdnhJRmdvaDhYTEttdnh1dWN5ZTM3MEhjQ2l4Q0ZMYkVP?oc=5,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9ZSmVzR3NwaE00VGNyM2dSQlRxLTV0UnVKdldlemJrLWxtOE91d2JNV2c2SVhpbVpxTmhPMldGN0ZmRlZpSkpCdnhJRmdvaDhYTEttdnh1dWN5ZTM3MEhjQ2l4Q0ZMYkVP?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,242.0,"ai_infrastructure_security,labor_dispute,labor_negotiation,strategy_mna_governance",labor_general,,no_original_date_found,no_original_date_found_kept,0.0,-124.1,,0.0,global_incident:platform_regulation:naver:delivery_app_fee_policy:general,global_incident:platform_regulation:naver:delivery_app_fee_policy,0.0,,,,issue_representative_attempt,I013,global_incident:platform_regulation:naver:delivery_app_fee_policy,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"키움증권, 비상장주 교차거래 시스템 구축…네이버와 맞손",글로벌이코노믹,글로벌이코노믹,"Mon, 21 Sep 2026 23:41:46 GMT","Mon, 21 Sep 2026 23:41:46 GMT","키움증권, 비상장주 교차거래 시스템 구축…네이버와 맞손 글로벌이코노믹",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,19.0,False,False,https://news.google.com/rss/articles/CBMihwFBVV95cUxPcjM1dTdiM0FWQUt6b1QwWS1JNzdnUUVkZGZCcjNkd2V1S082YTRuVFhsVEZhV0x6ZDlIT2JoRTI3aXp6WGlTSF9kMWMxWDI2aU9KTHZxc3RHdTVDczZzcVlMVVljZEMxMVBOcWFOc0NMWlAtY3RNcTkxZ0VLenNmU2N1THFIWUk?oc=5,https://news.google.com/rss/articles/CBMihwFBVV95cUxPcjM1dTdiM0FWQUt6b1QwWS1JNzdnUUVkZGZCcjNkd2V1S082YTRuVFhsVEZhV0x6ZDlIT2JoRTI3aXp6WGlTSF9kMWMxWDI2aU9KTHZxc3RHdTVDczZzcVlMVVljZEMxMVBOcWFOc0NMWlAtY3RNcTkxZ0VLenNmU2N1THFIWUk?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,269.5,strategy_mna_governance,strategy_mna_governance,,no_original_date_found,no_original_date_found_kept,0.0,-151.4,,-18.0,global_incident:mna_capital:naver:mna_capital:general,global_incident:mna_capital:naver:mna_capital,-18.0,,,,issue_representative_attempt,I014,global_incident:mna_capital:naver:mna_capital,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"네이버페이(Npay) 비상장, 한국투자증권·키움증권과 비상장주식 장외거래 활성화를 위한 업무협약 체결",NAVERCorp.,,"Tue, 22 Sep 2026 01:23:51 GMT",,"네이버페이(Npay) 비상장, 한국투자증권·키움증권과 비상장주식 장외거래 활성화를 위한 업무협약 체결 NAVERCorp.",,0,v24_pre_body_guardrail,-100.0,never_allow_title_only_low_value_or_caption,,False,,https://news.google.com/rss/articles/CBMickFVX3lxTE1qd1ZQbkZxY3JIZERQb2dJeFh1T0ZXT1JDY01wMjhwUWhDbkNOTnYwcHJ5ZnRZVFVFWkNkdkVUam5xd2dNdUo3dFktaXBldTVSbE1RZ1RadnJNQVBiUWJIUFB5MzRoTnFPWmV6eUtWTDBxUQ?oc=5,https://news.google.com/rss/articles/CBMickFVX3lxTE1qd1ZQbkZxY3JIZERQb2dJeFh1T0ZXT1JDY01wMjhwUWhDbkNOTnYwcHJ5ZnRZVFVFWkNkdkVUam5xd2dNdUo3dFktaXBldTVSbE1RZ1RadnJNQVBiUWJIUFB5MzRoTnFPWmV6eUtWTDBxUQ?oc=5,,,,,,,,,,,,,,,,,issue_representative_attempt,I014,global_incident:mna_capital:naver:mna_capital,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,최종금지_대체필요,fail:never_allow_title_only
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"네이버웹툰, 9개 언어로 신작 동시에 푼다…'글로벌 드롭' 첫 가동",fnnews.com,파이낸셜뉴스,"Mon, 21 Sep 2026 00:05:32 GMT","Mon, 21 Sep 2026 00:05:32 GMT","네이버웹툰, 9개 언어로 신작 동시에 푼다…'글로벌 드롭' 첫 가동 fnnews.com",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,9.0,False,False,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5BX3VJUTMyaVZuZlBRZEZELVJ3OG1UcEg4MGtvUEFaTkRTeUN5dFNHRVJ5WVFXRElZQVdjekUyNXd3VWl2Mk5hTjVmYWxLbGV6UllfbDhKU3dBQQ?oc=5,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5BX3VJUTMyaVZuZlBRZEZELVJ3OG1UcEg4MGtvUEFaTkRTeUN5dFNHRVJ5WVFXRElZQVdjekUyNXd3VWl2Mk5hTjVmYWxLbGV6UllfbDhKU3dBQQ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,245.0,,,,no_original_date_found,no_original_date_found_kept,0.0,-149.4,,0.0,,,0.0,,,,issue_representative_attempt,I015,comp_domestic_strategy:네이버웹툰 9개 언어로 신작 동시에 푼다 글로벌 드롭 첫 가동,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
경쟁사_해외이슈,경쟁사/해외이슈,네이버,"네이버웹툰, 9개 언어로 신작 동시에 푼다…'글로벌 드롭' 첫 가동",newsis.com,뉴시스,"Mon, 21 Sep 2026 00:04:16 GMT","Mon, 21 Sep 2026 00:04:16 GMT","네이버웹툰, 9개 언어로 신작 동시에 푼다…'글로벌 드롭' 첫 가동 newsis.com",Google 뉴스가 전세계 매체로부터 종합한 최신 뉴스,30,meta_description_short,-103.0,meta_description_not_full_body,9.0,False,False,https://news.google.com/rss/articles/CBMieEFVX3lxTE9ab3BpR2YzN1FLbm03WGZVNDVJWGFzeTBTR0R2dU5UTVJFRTFfVlJQa0FOdHRHLW5pckRMVGRNQmZBSGVqVDVJWWMwekRYQUJLN0lOYml5ZUlOaWhOaG1IUVYzSTB2MnlMV1pZbEV4RVFmbDBBRjNGSdIBeEFVX3lxTE9ab3BpR2YzN1FLbm03WGZVNDVJWGFzeTBTR0R2dU5UTVJFRTFfVlJQa0FOdHRHLW5pckRMVGRNQmZBSGVqVDVJWWMwekRYQUJLN0lOYml5ZUlOaWhOaG1IUVYzSTB2MnlMV1pZbEV4RVFmbDBBRjNGSQ?oc=5,https://news.google.com/rss/articles/CBMieEFVX3lxTE9ab3BpR2YzN1FLbm03WGZVNDVJWGFzeTBTR0R2dU5UTVJFRTFfVlJQa0FOdHRHLW5pckRMVGRNQmZBSGVqVDVJWWMwekRYQUJLN0lOYml5ZUlOaWhOaG1IUVYzSTB2MnlMV1pZbEV4RVFmbDBBRjNGSdIBeEFVX3lxTE9ab3BpR2YzN1FLbm03WGZVNDVJWGFzeTBTR0R2dU5UTVJFRTFfVlJQa0FOdHRHLW5pckRMVGRNQmZBSGVqVDVJWWMwekRYQUJLN0lOYml5ZUlOaWhOaG1IUVYzSTB2MnlMV1pZbEV4RVFmbDBBRjNGSQ?oc=5&hl=ko&gl=KR&ceid=KR%3Ako,245.0,,,,no_original_date_found,no_original_date_found_kept,0.0,-144.4,,0.0,,,0.0,,,,issue_representative_attempt,I015,comp_domestic_strategy:네이버웹툰 9개 언어로 신작 동시에 푼다 글로벌 드롭 첫 가동,네이버,경쟁사/해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사_해외이슈,경쟁사/해외이슈,,
