id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
2930,경쟁사/해외이슈,경쟁사_해외이슈,MS,"LG, 엔비디아 AI팩토리·MS 데이터센터 등 빅테크와 글로벌 협력(종합)",lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 글로벌 협력,코인리더스,코인리더스,"Tue, 22 Sep 2026 03:00:02 GMT","LG, 엔비디아 AI팩토리·MS 데이터센터 등 빅테크와 글로벌 협력(종합) 코인리더스",https://news.google.com/rss/articles/CBMiSkFVX3lxTFBZSThDQWFQbHNQOEpTS2VzeklOWFR5WTY1NFplSU45d2RLMTdjdzNnc2MwRWJqYkViSnpySWx5MTlfbGNXYzJjMExn?oc=5,google_rss_MS 해킹 when:2d,220.25,21.0,"ai_infrastructure_security,digital_asset_stablecoin",ai_infrastructure_security,,,,,,,,general,29.0,published_today+exclusive_breaking,business_change,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,220.25,"ai_infrastructure_security,digital_asset_stablecoin",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 글로벌 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 글로벌 협력,comp_overseas_regulation_data,,,
2017,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, DB·서버 접근 통제 SaaS로 개인정보 규제 대응 나선다",네이버클라우드 db 서버 접근 통제 saas로 개인정보 규제 대응 나선다,콕스뉴스,콕스뉴스,"Tue, 22 Sep 2026 01:02:33 GMT","네이버클라우드, DB·서버 접근 통제 SaaS로 개인정보 규제 대응 나선다 콕스뉴스",https://news.google.com/rss/articles/CBMiakFVX3lxTFBHQmJab2o1T2ZaOUZCTHNXRHppUFd2SzdnRXNNc0xuX2IwSFNEbmpra19aTndDbFlMWlNtQm9ZUENGOTdZYjBoczl6TS1zQU9zbGJ2ZEp6MnI3Y29QM0RrMkZxOGFpaFF2S2c?oc=5,"google_rss_""네이버"" when:2d",219.5,31.5,policy_legislation,policy_legislation,네이버,,,,,,,general,24.0,published_today,direct_risk,privacy_security:naver:data_leak,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,219.5,policy_legislation,competitor:general,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_direct_risk,global_incident:platform_regulation:naver:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_regulation,comp_domestic_direct_risk,,,
2264,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI·신뢰 보안 국제표준화 주도⋯ITU-T 개발지침 제안",kt ai 신뢰 보안 국제표준화 주도 itu t 개발지침 제안,현대경제신문,현대경제신문,"Mon, 21 Sep 2026 23:59:36 GMT","KT, AI·신뢰 보안 국제표준화 주도⋯ITU-T 개발지침 제안 현대경제신문",https://news.google.com/rss/articles/CBMia0FVX3lxTE1QSW42YUo1blo3UkEzQzRqeTJZc0Zrb3RWSWo3emVKdXVFTkhZU3N1ZVliUUZlVnJ0cC1PXzJoaFdYV0NGdjNiZEZ1WGtwZW1CN2FkQ1I3X0hqalA1V1F1WjRwanVpN0poZm5R0gFrQVVfeXFMTVBJbjZhSjVuWjdSQTNDNGp5MllzRmtvdFZJajd6ZUp1dUVOSFlTc3VlWWJRRmVWcnRwLU9fMmhoV1hXQ0Z2M2JkRnVYa3BlbUI3YWRDUjdfSGpqUDVXUXVaNHBqdWk3SmhmblE?oc=5,google_rss_KT when:2d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2789,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI '아스트라' 약진에…""앤트로픽, IPO 전 신모델 출시 검토""",오픈ai 아스트라 약진에 앤트로픽 ipo 전 신모델 출시 검토,뉴스1,뉴스1,"Mon, 21 Sep 2026 07:47:40 GMT","오픈AI '아스트라' 약진에…""앤트로픽, IPO 전 신모델 출시 검토"" 뉴스1",https://news.google.com/rss/articles/CBMiXkFVX3lxTE9QbW8zUGU3Tm9yRUgtbnV2cU5GM2dPWWlJVjhQemFLU24xMXp2N1lkS3NCczBxX011U0dLWE44T0cxM3ZBOS01UTZZWnQyeGJCZjMwYTRKUVR3MHZER0HSAV5BVV95cUxPUG1vM1BlN05vckVILW51dnFORjNnT1lpSVY4UHphS1NuMTF6djdZZEtzQnMwcV9NdVNHS1hOOE9HMTN2QTktNVE2WVp0MnhiQmYzMGE0SlFUdzB2REdB?oc=5,google_rss_오픈AI when:2d,219.0,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,consultation,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,219.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:announcement,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_regulation_data,,,
2879,경쟁사/해외이슈,경쟁사_해외이슈,MS,"LG그룹, AI 데이터센터 '원 LG' 체제로 총출동…엔비디아·MS 잇따라 협력",lg그룹 ai 데이터센터 원 lg 체제로 총출동 엔비디아 ms 잇따라 협력,팝콘뉴스,팝콘뉴스,"Tue, 22 Sep 2026 00:50:39 GMT","LG그룹, AI 데이터센터 '원 LG' 체제로 총출동…엔비디아·MS 잇따라 협력 팝콘뉴스",https://news.google.com/rss/articles/CBMibkFVX3lxTE44TXFMd2J1Tzhsck90aGlPaFdOcHRpaFdVYVNOU29OUkNYem03ZXZuLTVsYlpWbnZoa1N6a2FSNm1CU3FqLTdDOG5WaWoxLWNxSWt1X0JSaVVjdm9COG96bXY4b3ljdVRDZjRmMzZ30gFyQVVfeXFMTS1hNDRrLUpqLXY5S2RLc1hVaEZNNEJvWUNrUDNvWmloS19LQlNEazFsTGp1SDBYWlBCeTNuOU51bVBlR25FejdsbFJSRWtmaFE3SlpQMmRKWHBtOG81cTZhVFRXdGIwRGVUSUstQUFFUjZn?oc=5,google_rss_MS when:2d,219.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,,,,,,,,general,24.0,published_today,business_change,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,219.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
2882,경쟁사/해외이슈,경쟁사_해외이슈,MS,"구광모의 ‘AIDC 승부수’… LG, MS 동맹 맺고 엔비디아 규격 넘었다",구광모의 aidc 승부수 lg ms 동맹 맺고 엔비디아 규격 넘었다,아시아타임즈,아시아타임즈,"Tue, 22 Sep 2026 00:40:00 GMT","구광모의 ‘AIDC 승부수’… LG, MS 동맹 맺고 엔비디아 규격 넘었다 아시아타임즈",https://news.google.com/rss/articles/CBMiXkFVX3lxTE5GVFdUei1Nd25fck9UcnNDWldPQ1hvSWFYS0JwTGVQWmNwN2VobnAzOExIOUx1NGFhb2lRdFFkS1N1UzBtdS1SaVBlcGVQUTFZV1Nid2pRVkRjSkhMX3c?oc=5,google_rss_MS when:2d,219.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,,,,,,,,general,24.0,published_today,business_change,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,219.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_platform_ai,,,
2868,경쟁사/해외이슈,경쟁사_해외이슈,MS,"LG-MS, AI 전략적 동맹 확대 … 데이터센터·피지컬 AI·AX 협력",lg ms ai 전략적 동맹 확대 데이터센터 피지컬 ai ax 협력,뉴데일리,뉴데일리,"Tue, 22 Sep 2026 00:10:27 GMT","LG-MS, AI 전략적 동맹 확대 … 데이터센터·피지컬 AI·AX 협력 뉴데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxOME8tbElSSXFTQzJkOW5PU2hPWklrdFBoV3Zzd3lSU3YyN2xVWnh6U0phaTFuMnp6blE3SkhaYV93NGZRZ0NQZmkydVQ3MGlkOWhzaHlwdWlYdEt4TGxZSXlJSDhxbWpSYl9hUHl5YWpxZDFQT2JzaTBvUlV0dGdVRNIBgAFBVV95cUxOME8tbElSSXFTQzJkOW5PU2hPWklrdFBoV3Zzd3lSU3YyN2xVWnh6U0phaTFuMnp6blE3SkhaYV93NGZRZ0NQZmkydVQ3MGlkOWhzaHlwdWlYdEt4TGxZSXlJSDhxbWpSYl9hUHl5YWpxZDFQT2JzaTBvUlV0dGdVRA?oc=5,google_rss_MS when:2d,219.0,21.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,,,,,,,general,24.0,published_today,business_change,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,219.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:lg ms ai 전략적 동맹 확대 데이터센터 피지컬 ai ax 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:lg ms ai 전략적 동맹 확대 데이터센터 피지컬 ai ax 협력,comp_overseas_regulation_data,,,
2855,경쟁사/해외이슈,경쟁사_해외이슈,MS,"LG, 엔비디아 AI팩토리·MS 데이터센터 등 빅테크와 글로벌 협력(종합)",lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 글로벌 협력,연합뉴스,연합뉴스,"Tue, 22 Sep 2026 01:01:41 GMT","LG, 엔비디아 AI팩토리·MS 데이터센터 등 빅테크와 글로벌 협력(종합) 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1RYkJELUZzbEZZSHZDeUlzOUxWYWpPQ0FpQU1Wa0xiR3E2MUU0ZXZUdFlfaGYxMmJfR1ZuOUoyWHEzUTgwV25IRTRwbUpMc1VrZEl3a0RCR1RfV1XSAWBBVV95cUxQUHlOb3R6aDF6OFR5RVJtNk1fVlFRenNsRUFVdmI5ZVhTTkZEUVdFdk92ZGcySVZ4UFhFQlVTUlVXeGU0eXpTbVRYVDdJd2ZWQzh2WnZZYUhESW8yUEdwVVI?oc=5,google_rss_MS when:2d,217.25,14.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,29.0,published_today+exclusive_breaking,business_change,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,217.25,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 글로벌 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 글로벌 협력,comp_overseas_regulation_data,,,
2878,경쟁사/해외이슈,경쟁사_해외이슈,MS,LG 구광모·MS 나델라 맞손… AI 데이터센터부터 피지컬 AI까지 협력,lg 구광모 ms 나델라 맞손 ai 데이터센터부터 피지컬 ai까지 협력,2news.co.kr,2news.co.kr,"Tue, 22 Sep 2026 01:15:00 GMT",LG 구광모·MS 나델라 맞손… AI 데이터센터부터 피지컬 AI까지 협력 2news.co.kr,https://news.google.com/rss/articles/CBMiaEFVX3lxTE9vaEZVLUt5NFFPZzdyNFlKYTFrYkNHWE4yNDlqbzdmUmQxUEZ4ZmlyRi1vZU5sZ3NUbVFxcDRwWFA4WkNqaUFEQW1BYmwyNHV2YjcySjNfcXJIUjNjWFBGeXl3c3Y5eUtL?oc=5,google_rss_MS when:2d,217.0,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,,,,,,,,general,24.0,published_today,business_change,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,217.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
2280,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, ITU 국제표준회의서 AI 보안 표준화 주도",kt itu 국제표준회의서 ai 보안 표준화 주도,지디넷코리아,지디넷코리아,"Mon, 21 Sep 2026 08:07:05 GMT","KT, ITU 국제표준회의서 AI 보안 표준화 주도 지디넷코리아",https://news.google.com/rss/articles/CBMiVkFVX3lxTE5CajljNk5JM3ZZMURJam45RktPVldCQlVUQ0FidnNpVXA1bU5nSEtrLXJFUHJkSl9hdU9hRmhUemZHR0xZMUEyRzJrNlMzWWtpWlJ1ajBn?oc=5,google_rss_KT when:2d,216.5,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,216.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2917,경쟁사/해외이슈,경쟁사_해외이슈,MS,"LG, 엔비디아 AI팩토리·MS 데이터센터 등 빅테크와 협력 강화",lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 협력 강화,연합뉴스TV,연합뉴스TV,"Tue, 22 Sep 2026 01:21:00 GMT","LG, 엔비디아 AI팩토리·MS 데이터센터 등 빅테크와 협력 강화 연합뉴스TV",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE10QVRDVHc3RHM4dFo0OXdvb2pfVzBvdHBkQkxrNHNjazZicXhONW4tNUNsMHVNb0h1QTRqV2x5ZkJwbU9qMDc5Slc2RGNBSFRya0hScThSMEM5NllZV3BPYTJya1d0YTg?oc=5,"google_rss_""MS"" when:2d",216.0,14.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,24.0,published_today,business_change,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,216.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 협력 강화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:lg 엔비디아 ai팩토리 ms 데이터센터 등 빅테크와 협력 강화,comp_overseas_regulation_data,,,
2810,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,“스페이스X가 ‘입문약’”…오픈AI·앤트로픽 찾아 비상장시장 몰리는 미국 개미들｜Global Money Club,스페이스x가 입문약 오픈ai 앤트로픽 찾아 비상장시장 몰리는 미국 개미들 global money club,중앙일보,중앙일보,"Mon, 21 Sep 2026 13:00:00 GMT",“스페이스X가 ‘입문약’”…오픈AI·앤트로픽 찾아 비상장시장 몰리는 미국 개미들｜Global Money Club 중앙일보,https://news.google.com/rss/articles/CBMiW0FVX3lxTE0yS2hfWkItazdCTnIwb2RubGF2SXFsZkVZM1RwY0ZIWlU5NUhfQkZ4TkdZalpmT01uWFpjMmdkYkU0ajhoTUFKcVdsdlY0bERrY2FfRkV3S2hIZ1k?oc=5,google_rss_오픈AI AI when:2d,215.0,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,215.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,
2775,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"앤트로픽, 2년 반 만에 오픈AI에 밀렸다…""상장 미루고 신모델""",앤트로픽 2년 반 만에 오픈ai에 밀렸다 상장 미루고 신모델,v.daum.net,v.daum.net,"Mon, 21 Sep 2026 12:59:00 GMT","앤트로픽, 2년 반 만에 오픈AI에 밀렸다…""상장 미루고 신모델"" v.daum.net",https://news.google.com/rss/articles/CBMiS0FVX3lxTE5hVG5FR1dHOWQ0Q0FHZ3BMeWc3aklBQmVwczgxX0lzQlM0TWxFZnNCTDBTTHNUTEZJbWJ1YkU0a3ppVG9GWjZOYVVScw?oc=5,google_rss_오픈AI when:2d,215.0,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,215.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,self_filler_reference,,,
2801,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI '아스트라' 약진에…""앤트로픽, IPO 전 신모델 출시 검토""",오픈ai 아스트라 약진에 앤트로픽 ipo 전 신모델 출시 검토,v.daum.net,v.daum.net,"Mon, 21 Sep 2026 07:49:00 GMT","오픈AI '아스트라' 약진에…""앤트로픽, IPO 전 신모델 출시 검토"" v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTFBwNHA3bkpETU5mRjE4V0xBcXpUZzQwa1FfTHBTQ0hHVElzNHhWSkM0MFJkOHQ2Z3hOUXRxdnpkbTYwMkZnVUE?oc=5,"google_rss_""오픈AI"" when:2d",215.0,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,consultation,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,215.0,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:announcement,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,self_filler_reference,,,
2764,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"[국제] 유엔 AI 패널, 오픈AI 해킹 사건 위험성 경고...""리스크 관리 강화해야""",국제 유엔 ai 패널 오픈ai 해킹 사건 위험성 경고 리스크 관리 강화해야,서울뉴스통신,서울뉴스통신,"Tue, 22 Sep 2026 02:37:52 GMT","[국제] 유엔 AI 패널, 오픈AI 해킹 사건 위험성 경고...""리스크 관리 강화해야"" 서울뉴스통신",https://news.google.com/rss/articles/CBMia0FVX3lxTE9oc3N0clVtazl0eUR6STlJY25ST0RRSmNpV24wM1plOFh2NTVsMHhoazFGaGtpRFUtZ1Y4dl8tY0hycUFSQzZIN2hsNjVHZzMzWi1MSUtEalVUT3J0YTNSNW5ITmtYUmc0R3Y4?oc=5,google_rss_오픈AI when:2d,214.0,52.5,"ai_infrastructure_security,phishing_security,platform_obligation,privacy_security_reliability",security_hacking_incident,오픈AI,,,,,,,general,24.0,published_today,direct_risk,privacy_security:openai:data_leak,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,214.0,"privacy_security_reliability,ai_infrastructure_security,platform_obligation",competitor:security_reliability,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,,
