id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v27_event_key
2077,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, CSAP 인증 'AI 메일보안' 출시…공공·교육기관 이메일 보안 시장 공략",kt csap 인증 ai 메일보안 출시 공공 교육기관 이메일 보안 시장 공략,비즈니스플러스,비즈니스플러스,"Mon, 13 Jul 2026 00:22:27 GMT","KT, CSAP 인증 'AI 메일보안' 출시…공공·교육기관 이메일 보안 시장 공략 비즈니스플러스",https://news.google.com/rss/articles/CBMib0FVX3lxTE9WOUYwLUNIS1AwSC1HY1p0bmVMZGpmaEFZTzVvZE1NZWR5X3ZRa0l6cEJrZ3BoN20yVXFoX3RTNDl1SG9CTlhIRWV0WkhzTi1FMi1tS0ZrVW1XcXRZNkExUTkyeWhzNkdIU0FaS1J0QQ?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
2092,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, '국내 첫 CSAP 인증' 공공형 AI 메일보안 출시",kt 국내 첫 csap 인증 공공형 ai 메일보안 출시,네이트,네이트,"Mon, 13 Jul 2026 00:18:00 GMT","KT, '국내 첫 CSAP 인증' 공공형 AI 메일보안 출시 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9tYVk5bzYzX3ppWHFKdExWRmExdGw3b0F1cUVzZlVlU1VpQ3BEWF9XWktaQ01NUmlIYkNvZVM1X1JTNWFDN3A5eEpRODYwdkFhb1Fz?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
2071,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 국내 최초 AI·APT 결합 ‘공공형 AI 메일보안’ 서비스 선봬",kt 국내 최초 ai apt 결합 공공형 ai 메일보안 서비스 선봬,뉴스프리존,뉴스프리존,"Mon, 13 Jul 2026 00:17:23 GMT","KT, 국내 최초 AI·APT 결합 ‘공공형 AI 메일보안’ 서비스 선봬 뉴스프리존",https://news.google.com/rss/articles/CBMic0FVX3lxTFAzODZjTi10MC1EYmxKQXo2NTlSTHdoRlVUci1STnlRRHlSeGRnMFNWQWYtam5iN00yblhvdjdZcVFKV2NUVnQ5U1pBYXhUd2tTZHhNR3FicjBNRnVaZllrZ1BDSnZfcWZ3ZmFEMnhFS2hmNnPSAXdBVV95cUxPZDNJLTZtMk14X3hycldmVWhaUEljd2hMejBNY1h0c0ZzMnlEWWNfVEtFMjVZTW1oSno0WHprS2JwVlRCM1lFal9JejlybmFLUV9JdndoOS1yZFRUZzhiV3cyN0VleENyek5IY1gwRkhkWXRJWHljNA?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
2087,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, CSAP 인증 'AI 메일보안'으로 공공·교육기관 이메일 보안 시장 확대",kt csap 인증 ai 메일보안 으로 공공 교육기관 이메일 보안 시장 확대,네이트,네이트,"Mon, 13 Jul 2026 00:16:06 GMT","KT, CSAP 인증 'AI 메일보안'으로 공공·교육기관 이메일 보안 시장 확대 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9PQ19sZVZmaDI5a3h1cTY1UV9WekRiUDZVQ1lyeE94clpEdFhaM3oxbHpMVVh2NlQyOFpiN011YmxTQVNxaDAtMnMzcjVCQTFCaUlj?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
2058,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 공공용 'AI 메일보안' 출시…CSAP 인증 획득",kt 공공용 ai 메일보안 출시 csap 인증 획득,디지털투데이,디지털투데이,"Mon, 13 Jul 2026 00:13:33 GMT","KT, 공공용 'AI 메일보안' 출시…CSAP 인증 획득 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE1hRnVnQ1pLOV9zVUg4bHh3Unh6VUVNVzlYUG1zSGJ3dHQ0Yl91WkxJSW83OWQ5MHVvSWR1ZnNnWTZFUVF2ajhFRFRzd1RNY3A3TU9wdE1oTzB6WDRpVzNXUW44OVF3bU5KVl9VdkJVdC1Mc1U?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
2110,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 정보보호 자문위원회 출범…선제적 보안 체계 구축",kt 정보보호 자문위원회 출범 선제적 보안 체계 구축,전자신문,전자신문,"Sun, 12 Jul 2026 00:00:00 GMT","KT, 정보보호 자문위원회 출범…선제적 보안 체계 구축 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1XaVNEalFkT3ltdXA1SGNWTUprcThlY0R2Y0k5b2U4VXM2N2hhcXNCWVpjaG56bm9GOU1QTm1hMEdRWHpxN19ycHQ3X2h3QQ?oc=5,google_rss_KT when:4d,218.5,25.0,"phishing_security,policy_legislation,privacy_security_reliability",security_general,KT,,,,,,,general,14.0,published_yesterday,direct_risk,event:KT:phishing_security+policy_legislation,action_started,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,218.5,"privacy_security_reliability,policy_legislation",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:kt 정보보호 자문위원회 출범 선제적 보안 체계 구축,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:kt 정보보호 자문위원회 출범 선제적 보안 체계 구축,comp_domestic_strategy,,,
717,정부/국회,정부_국회,공정거래위원회,"공정위, 석유 가격 담합한 제주주유소협회·제주농협·서귀포농협에 과징금 20억5000만원",공정위 석유 가격 담합한 제주주유소협회 제주농협 서귀포농협에 과징금 20억5000만원,MSN,MSN,"Sat, 11 Jul 2026 15:25:18 GMT","공정위, 석유 가격 담합한 제주주유소협회·제주농협·서귀포농협에 과징금 20억5000만원 MSN",https://news.google.com/rss/articles/CBMikwVBVV95cUxOWGlmMkJIb2c5YzJLa1lZb3ZnRndRa1ZEaU04emVQenVRTE41Y0RqblVua0hucGxJZFF6SnJUUTlwLVpIZEdpTVRPSHY4YWRyVnJJWFB6V1IxZ29CUEoycVFpTXEyMzNZWDRsRG54emdlVVJFOTY5c3c2STlEcDdlUDFHcFplV2ZoRkJzWGF4VHp2VjRlbDZud2VxQzc0OUUyUDFvbG1GaG1JMWtOaVdPeTkzWDkzUXJPQjVFdkFVVG9ESkhXcE5wZDB0UW9OSW1pMGNvQzN6VzRfR2Rmb1dHSHdHWGJlUEZaaWE3WVBtLWw4b292T3piUnVWcTU2dTN4SWw1RU1vN3NaajMxdldHd2RpVHFrSFFoTGxueW1ZYzI5R0ZlVzlqYTZoeHJNc3lNZTNBc2dMTHd0ZEozTUt1bEJJQmF3MTBmdUdzVWl3emFBM29ieGhaa2JoNXkzc0hoR2JSMEpmN3JOMHhpY2RqOFRaVHNxLWpVTDBtTzNDRHVJZ0Z5a1g1QnFZb1dtWC0yN2ZycVJlbURlS1VieWpKekNjamlNWWRyeFlrOWJOdXQ5SzBlRWZvWmFUR3JBbHVUZjJDRkFSOXZuWDdqMzQwWXR4OGpHMkNpM1ZrWlV4M0Y0WnhoV2lOSEhZYUQzR1p0dU1aTXpFSHdxcWllY1ZvbTRGR2RsRUg4LVIybTF2T3RHNS1ZTk5OU2ZhMW5OLWJ4d2Zxc29MMnNGRHkzZWhCWnp3ZmlIQ2RDVEIzZ1d3VlN2djNsOUVjSlZGTFk0Z19DUmd3UWFuNWNkSkU0SW41bTFTWlVieGtpNC15bVdNSnh6UExiZWpYWlh6ZkdvaHRnaXRfblo3U0M5YUVGYUNZUHVEcw?oc=5,google_rss_공정거래위원회 과징금 when:4d,217.6,70.5,"antitrust_platform,legal_regulatory_enforcement",antitrust_collusion,공정위,,,,,,,general,14.0,published_yesterday,official_action,global_incident:platform_regulation:fair_trade_authority:platform_regulation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,217.6,"legal_regulatory_enforcement,policy_legislation",government:regulatory_enforcement,global_incident:platform_regulation:fair_trade_authority:platform_regulation:sanction_penalty,global_incident:platform_regulation:fair_trade_authority:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:platform_regulation:fair_trade_authority:platform_regulation,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,COMP_OVERSEAS_REGULATION_DATA,overseas,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,global_incident:platform_regulation:fair_trade_authority:platform_regulation,comp_overseas_regulation_data,,,
2118,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 정보보호 자문위 출범…“AI·클라우드 보안 강화”",kt 정보보호 자문위 출범 ai 클라우드 보안 강화,서울경제TV,서울경제TV,"Sun, 12 Jul 2026 00:00:08 GMT","KT, 정보보호 자문위 출범…“AI·클라우드 보안 강화” 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE9TeW45dmE3eTE1SV9icVZoRk5nd1NpZGNrZUt6NjMxTWRRQldTS2JZM2xBdXhVdUhYS2VFVkJqdjU1bVV0ci1uSTV5UnVLaGwyLWVSQVE0Nzk0ZFV4RTVEZE1tb3A?oc=5,google_rss_KT when:4d,217.5,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,14.0,published_yesterday,direct_risk,event:KT:ai_infrastructure_security+phishing_security,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,217.5,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"투자 늘리는 네이버, 몸집 줄이는 카카오...엇갈린 전략",투자 늘리는 네이버 몸집 줄이는 카카오 엇갈린 전략,조선일보,조선일보,"Sun, 12 Jul 2026 21:03:34 GMT","투자 늘리는 네이버, 몸집 줄이는 카카오...엇갈린 전략 조선일보",https://news.google.com/rss/articles/CBMigwFBVV95cUxOOVdWdjhCZFpzZEdyVlNRUEJzeGlqaS1kSjZUMmtkbWNBVHNXb0RWbHppcEg4cFdUVnBDZHExQ05NeUU3ZlpUMTlWaDhyUjFQZnhQVzduYUxQN09hU1JpTGJHYkRONkhyanV3d0ptdVloWlZGbV9UVU91dG9yd1BQOG5mWQ?oc=5,google_rss_카카오 when:4d,216.8,20.0,policy_legislation,policy_legislation,"네이버,카카오",,,,,,,general,24.0,published_today,business_change,event:네이버+카카오:policy_legislation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,216.8,policy_legislation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:투자 늘리는 네이버 몸집 줄이는 카카오 엇갈린 전략,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,COMP_DOMESTIC_STRATEGY,domestic,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,self_strategic_reference:투자 늘리는 네이버 몸집 줄이는 카카오 엇갈린 전략,self_strategic_reference,,,
2784,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 앤트로픽과 피말리는 IPO경쟁 중…2인자 사임",오픈ai 앤트로픽과 피말리는 ipo경쟁 중 2인자 사임,매일경제,매일경제,"Fri, 10 Jul 2026 01:31:56 GMT","오픈AI, 앤트로픽과 피말리는 IPO경쟁 중…2인자 사임 매일경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE54WkVESV9GTzBKaWx3ZkRaaEFDYm55Rko0aGtFYkQ2eEMwZjZFTWJKSngwenU3Q3VTRVBHSlVYXzVTZ2gteTlsVTdQLW9lckwyeFE?oc=5,google_rss_오픈AI site:mk.co.kr when:4d,214.5,23.5,"ai_infrastructure_security,strategy_mna_governance",ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,0.0,,direct_risk,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,214.5,"strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:anthropic_glasswing_security:executive_or_org_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,,
1898,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[조상권의 경제이야기] 네이버·컬리 연합, 쿠팡 위기 속 새벽배송과 AI 광고로 시장 공략 강화",조상권의 경제이야기 네이버 컬리 연합 쿠팡 위기 속 새벽배송과 ai 광고로 시장 공략 강화,한국AI부동산신문,한국AI부동산신문,"Fri, 10 Jul 2026 15:38:43 GMT","[조상권의 경제이야기] 네이버·컬리 연합, 쿠팡 위기 속 새벽배송과 AI 광고로 시장 공략 강화 한국AI부동산신문",https://news.google.com/rss/articles/CBMiTEFVX3lxTE10c0prQUFfeHRxNDRjSHFNQ1lPemp6aWFEODVnVGFYLVBnRVBiM0VhUnA5MDJLb3NUcFp1T2VsRkZLQTFUbENFN3M4ZzM?oc=5,google_rss_네이버 AI when:4d,214.0,56.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,"네이버,쿠팡",,Y,,,,competitor:platform_obligation,platform_operator_obligation,0.0,,business_change,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,general,,"weak_form_without_full_basis:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,214.0,ai_infrastructure_security,competitor:platform_obligation,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation:general,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,comp_domestic_ai_platform,,,
1961,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"NAVER, `실적 견조하나, AI 수익화 전까지는 공백` 증권사 발표에 강세",naver 실적 견조하나 ai 수익화 전까지는 공백 증권사 발표에 강세,매일경제,매일경제,"Fri, 10 Jul 2026 01:04:46 GMT","NAVER, `실적 견조하나, AI 수익화 전까지는 공백` 증권사 발표에 강세 매일경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5ZcU5rSTc4WXFqSkZjS0hfZ3FiV1NneGVUaWYwTVpNVHVaZkFJd2l3NFJFQUJuWHFuSTJ2VWI3NnBQdlNMeG5ZYVM3LWZvZTMtOXc?oc=5,google_rss_네이버 site:mk.co.kr when:4d,212.5,41.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,0.0,,direct_risk,event:네이버:ai_infrastructure_security+financial_performance,rumor_or_report,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,naver_telco_strategy_or_infra,Y,naver,212.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,AI 정책 컨트롤타워 인선/공백,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,AI 정책 컨트롤타워 인선/공백,comp_domestic_ai_platform,,,
2095,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 정보보호 자문위원회 출범… 보안 거버넌스 강화",kt 정보보호 자문위원회 출범 보안 거버넌스 강화,v.daum.net,v.daum.net,"Sun, 12 Jul 2026 07:44:43 GMT","KT, 정보보호 자문위원회 출범… 보안 거버넌스 강화 v.daum.net",https://news.google.com/rss/articles/CBMiS0FVX3lxTFBoM18ycHBWYTdTUUdFRzlXUnFnLTdVQ1ZqOE5xZnhmbTc5c0NuYUFLRTFFczdlMGY4YmtmTXlYdW5CbTVvNlVvYlJaTQ?oc=5,google_rss_KT when:4d,212.5,25.0,"phishing_security,policy_legislation,privacy_security_reliability",security_general,KT,,,,,,,general,14.0,published_yesterday,direct_risk,event:KT:phishing_security+policy_legislation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,212.5,"privacy_security_reliability,policy_legislation",competitor:security_reliability,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:kt 정보보호 자문위원회 출범 보안 거버넌스 강화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:kt 정보보호 자문위원회 출범 보안 거버넌스 강화,self_filler_reference,,,
2117,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 정보보호 자문위원회 출범…제로트러스트 기반 보안 거버넌스 강화",kt 정보보호 자문위원회 출범 제로트러스트 기반 보안 거버넌스 강화,매일일보,매일일보,"Sun, 12 Jul 2026 04:46:50 GMT","KT, 정보보호 자문위원회 출범…제로트러스트 기반 보안 거버넌스 강화 매일일보",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5jZ2g4X0xFcnpWN05FWWxyVjBlXzlQeGVoX3Q4UzZKX3E3MFBZTmZrNlVzVVBiWW94Z21ORXJVaDFsOG5taTRVanNUVWx6bm40NGZMUjh0dDZpSUxYUERJRW9Rby0?oc=5,google_rss_KT when:4d,212.5,25.0,"phishing_security,policy_legislation,privacy_security_reliability",security_hacking_incident,KT,,,,,,,general,14.0,published_yesterday,direct_risk,event:KT:phishing_security+policy_legislation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,212.5,"privacy_security_reliability,policy_legislation",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:kt 정보보호 자문위원회 출범 제로트러스트 기반 보안 거버넌스 강화,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:kt 정보보호 자문위원회 출범 제로트러스트 기반 보안 거버넌스 강화,comp_domestic_strategy,,,
2638,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"반도체 막고 AI는 열렸다…오픈AI·구글, 美 제재 대상 中 기업에 첨단 AI 모델 제공",반도체 막고 ai는 열렸다 오픈ai 구글 제재 대상 기업에 첨단 ai 모델 제공,네이트,네이트,"Mon, 13 Jul 2026 00:23:07 GMT","반도체 막고 AI는 열렸다…오픈AI·구글, 美 제재 대상 中 기업에 첨단 AI 모델 제공 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE43MXVGN3RSZkk5aG9pYXpwb3VzX3RxS2RrUUNNUkYyMW8xeDdMakJ2T2J2clhUMm1qZXh2cUZWc0ppX1Nwc19OZTNLSk8zRFByT09J?oc=5,google_rss_오픈AI when:4d,212.0,81.0,"ai_infrastructure_security,legal_regulatory_enforcement",ai_infrastructure_security,"구글,오픈AI",,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,global_incident:platform_regulation:google:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,212.0,"legal_regulatory_enforcement,ai_infrastructure_security",competitor:platform_obligation,global_incident:platform_regulation:google:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:google:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:google:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:google:platform_operator_obligation,comp_overseas_platform_ai,,,
