id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유
2926,경쟁사/해외이슈,경쟁사_해외이슈,구글,AI속도조절론에 오픈AI·앤트로픽·구글 딥마인드 이용자들 소송,ai속도조절론에 오픈ai 앤트로픽 구글 딥마인드 이용자들 소송,v.daum.net,v.daum.net,"Sun, 20 Sep 2026 01:40:01 GMT",AI속도조절론에 오픈AI·앤트로픽·구글 딥마인드 이용자들 소송 v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9ZUXM4dDZSMXYwUzEtYkUxczFOTGpnOVJObGlrUDFzakpxUDlYQnVyQnlMMkZkNzJRaHVwRVpScVJIblMyazhzZV80LVZYTkxJSUJOSQ?oc=5,google_rss_구글 AI when:4d,219.5,31.0,ai_infrastructure_security,ai_infrastructure_security,"구글,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,219.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:google:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:anthropic_glasswing_security,self_filler_reference,,
2365,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 사이버보안 ‘디지털 신뢰’ 기준 주도",kt ai 사이버보안 디지털 신뢰 기준 주도,v.daum.net,v.daum.net,"Mon, 21 Sep 2026 02:37:10 GMT","KT, AI 사이버보안 ‘디지털 신뢰’ 기준 주도 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE55R04waWxNcW14RTVPRnMtSllNY2d4TUtyZ2VJY21vaGRaX21fOXp2d0poMkRWeV8zU1k1YmpFMk9GLWZJdlQ5b0l5QjJveE0?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,self_filler_reference,,
2393,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 보안 국제표준 주도권 강화… ‘사이버보안 특화 AI’ 기준 제안",kt ai 보안 국제표준 주도권 강화 사이버보안 특화 ai 기준 제안,Korea IT Times,Korea IT Times,"Mon, 21 Sep 2026 02:00:13 GMT","KT, AI 보안 국제표준 주도권 강화… ‘사이버보안 특화 AI’ 기준 제안 Korea IT Times",https://news.google.com/rss/articles/CBMib0FVX3lxTE90NG9OUVNRMVU2NDJqR0VkZmVkNzIyQS1SWXVucVlwQU5KaldaS2dGRGRydjYyX2drZmQyRzZwTmprcnN0SmtDeG5tNGJWcmJaYmZoeUZheE5LNnVQMlFyekk4S1ZmblhiV2VNRWRVQQ?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2390,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, ITU 국제표준회의서 ‘사이버보안 특화 AI 개발 지침’ 신규 제안",kt itu 국제표준회의서 사이버보안 특화 ai 개발 지침 신규 제안,매일산업뉴스,매일산업뉴스,"Mon, 21 Sep 2026 01:56:58 GMT","KT, ITU 국제표준회의서 ‘사이버보안 특화 AI 개발 지침’ 신규 제안 매일산업뉴스",https://news.google.com/rss/articles/CBMiY0FVX3lxTE5kVE1PcXZnSU5DZVM4ZmF1RXdRX1V0Sk5ieEhoY04tSEpRY0RtYWVYYzUyaWtXeUhhZVExbW0ta0tXZEVsbE1zVzBPSEExUjV0UVJPVTZhc0Zsc0JOUGNSM3NkNA?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2384,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI·신뢰 보안 국제표준화 리더십 강화해",kt ai 신뢰 보안 국제표준화 리더십 강화해,elec4,elec4,"Mon, 21 Sep 2026 01:47:42 GMT","KT, AI·신뢰 보안 국제표준화 리더십 강화해 elec4",https://news.google.com/rss/articles/CBMibkFVX3lxTE1kcHloN09LSEVGQ1l4Rkx6RE5zcFZTU3BrU2s1LVRTU2hsR1ZjalY4dE00OG1QRUx1VG5nVUNoQWVmSWZjUHBLSjNHWG0yTnh4eEhsd0ozTmtwdURpZ0szZzB0dVlhYllmNG9md3Fn?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2398,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, ITU 회의서 AI 보안 모델 개발 기준 제안…디지털 신뢰 표준화 참여",kt itu 회의서 ai 보안 모델 개발 기준 제안 디지털 신뢰 표준화 참여,라이센스뉴스,라이센스뉴스,"Mon, 21 Sep 2026 01:34:16 GMT","KT, ITU 회의서 AI 보안 모델 개발 기준 제안…디지털 신뢰 표준화 참여 라이센스뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE5LeWFmalFJbDYxbGN2SEZidFhMMEtUeDNDTVQxWXlVRXMwckZkOUlISkpBZ1ZsbG5SdXhSaURycTRqSHNnRThFT3hvUWdjaTBXQldKOWV2cmYwdkpzN1lSMU9WMXg5VXNjRjc4?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2402,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 보안 국제표준화 주도..특화모델 개발 지침 제안",kt ai 보안 국제표준화 주도 특화모델 개발 지침 제안,한국정경신문,한국정경신문,"Mon, 21 Sep 2026 01:27:11 GMT","KT, AI 보안 국제표준화 주도..특화모델 개발 지침 제안 한국정경신문",https://news.google.com/rss/articles/CBMiUkFVX3lxTFBBRGljcGNfTktOWGFIam5TVzdDZFlsVHRpUk1ubWcwZGY4WmM2S0JrMGZKWUZKNHFHemtJbE5YcU1yU0NVVnA0UUxoSmdVYXBYTGc?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2427,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 유엔 산하 ITU에 ‘AI 보안모델 개발 기준’ 국제표준으로 제안",kt 유엔 산하 itu에 ai 보안모델 개발 기준 국제표준으로 제안,뉴스퀘스트,뉴스퀘스트,"Mon, 21 Sep 2026 01:01:46 GMT","KT, 유엔 산하 ITU에 ‘AI 보안모델 개발 기준’ 국제표준으로 제안 뉴스퀘스트",https://news.google.com/rss/articles/CBMib0FVX3lxTE4xbjBZaXJpRjVydE5lVHE2QzhQTVQzelEzLVVEaGFPRHlGZWtUTTZTNUpRRlBOdzdLVjdqZG80cnVPckVOdVlXZllxQ0tXcjVVTFZadFhTbHVzcmR6Zm1nUGJhOTE5dHF2RjlSdkZvVQ?oc=5,"google_rss_""KT"" when:4d",219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2364,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, ITU 국제표준회의서 AI 보안·디지털 신뢰 표준화 제안",kt itu 국제표준회의서 ai 보안 디지털 신뢰 표준화 제안,인더스트리뉴스,인더스트리뉴스,"Mon, 21 Sep 2026 00:49:46 GMT","KT, ITU 국제표준회의서 AI 보안·디지털 신뢰 표준화 제안 인더스트리뉴스",https://news.google.com/rss/articles/CBMickFVX3lxTE5IMzNFOWZZSzJyaWRoaDlQX014UTdoUFFqTm5fMDNGU3hEVHdzMXo2SWNZNGVfNlJEcGVSOVJacTJsVnZ6N2J0eDQtT0JSWnVhSS1rTkZhTGpabWFYOEZEeVNLb1FidGZwQUM4cEN6b1pGZw?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2414,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, ITU에 사이버보안 AI 개발 기준 제안…‘디지털 신뢰’ 보고서 발행",kt itu에 사이버보안 ai 개발 기준 제안 디지털 신뢰 보고서 발행,서울타임즈뉴스,서울타임즈뉴스,"Mon, 21 Sep 2026 00:40:47 GMT","KT, ITU에 사이버보안 AI 개발 기준 제안…‘디지털 신뢰’ 보고서 발행 서울타임즈뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE1ERjAwU0MwWFZibWRFSTJDRkFZR0R0ZkdDUlJLV2ZKOU1YS21kZkF5S2JTWVRKQ1AzNnVfUlU4bm5yR1RkcnZ4QTNzN21LYUR1Z1dWNl9CVWVmX3BxR3pyQmkyRk9NNjBiM0Iw?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2392,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, ITU 국제표준회의서 AI 보안 모델 개발 기준 제시",kt itu 국제표준회의서 ai 보안 모델 개발 기준 제시,디지틀조선TV,디지틀조선TV,"Mon, 21 Sep 2026 00:35:00 GMT","KT, ITU 국제표준회의서 AI 보안 모델 개발 기준 제시 디지틀조선TV",https://news.google.com/rss/articles/CBMifEFVX3lxTE8xVDRDS3l5WEpMNUZ3WF9XZW1nODA4LTRvQzg0RENsd1RISG9NRWM3cmV1TkhGNmVoQU00TUo5bkNLSXFtRklGUHZOUU9wOFgyVHhiMFh0NFlqSnJ1YzhUT04xZl9UcE1VQlplVElRcW91VUJoZXNXOU1kN3Y?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2356,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 파운데이션 모델 기반 ‘보안 특화 AI’ 국제표준 추진 - 조선비즈",kt 파운데이션 모델 기반 보안 특화 ai 국제표준 추진,Chosunbiz,Chosunbiz,"Mon, 21 Sep 2026 00:33:00 GMT","KT, 파운데이션 모델 기반 ‘보안 특화 AI’ 국제표준 추진 - 조선비즈 Chosunbiz",https://news.google.com/rss/articles/CBMiggFBVV95cUxOSDFlWTJ4TDBJQjY0NkduOS1ab2ZvTUZaeThfNVFfZHZZZHN0VXFPNGRrekZ2Z2FJOHJPVU1kYkJvRVFEcDZsUmZkcEEyV21YMENFVWU1c2FjYUZabFE0RkNXQURsaGxKVUZmOS1adEFoSDhFOXdBZG10dV9NSTByUENR0gGWAUFVX3lxTE5sTDBOWkpTUXAzWmx1UzNEQWdJZ2d1aGw4RGxzbHI4aU5fZDBXTWttNG5ib1NUenNMMU1GWFZDWThsZXZhUmN1MzRsQXphQ1N1UnNhRGY3T0JVWVVvcEIzN1lSQVdNUHFLTXBQLVQtSFJmOWE0dW1ReGY2M2xHSHQ0Qk5kZHRGNkhyN1JXLVdjcnI1MVE4UQ?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2387,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, UN 산하 ITU-T SG17 정보보호 연구반서 AI·신뢰 보안 국제표준화 리더십 강화",kt un 산하 itu t sg17 정보보호 연구반서 ai 신뢰 보안 국제표준화 리더십 강화,데일리e뉴스,데일리e뉴스,"Mon, 21 Sep 2026 00:32:49 GMT","KT, UN 산하 ITU-T SG17 정보보호 연구반서 AI·신뢰 보안 국제표준화 리더십 강화 데일리e뉴스",https://news.google.com/rss/articles/CBMib0FVX3lxTFBLaDFSUk1Sem1DTVN2enJIX0RwYTJPRjBFMl9zeGRHOXFydGVrVnNpME5PWjdaVnZoNXAyRmpPODlmYVpValdfdkVVMnJzcWMxLWo1eFI0X3U2UmhNWTFHMEpwOUtZcmtwTE90Vm55TQ?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2409,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 사이버보안 특화 AI 개발 지침 국제표준 제안…ITU 정보보호 연구반서 신뢰 보고서 발행도",kt 사이버보안 특화 ai 개발 지침 국제표준 제안 itu 정보보호 연구반서 신뢰 보고서 발행도,콕스뉴스,콕스뉴스,"Mon, 21 Sep 2026 00:31:50 GMT","KT, 사이버보안 특화 AI 개발 지침 국제표준 제안…ITU 정보보호 연구반서 신뢰 보고서 발행도 콕스뉴스",https://news.google.com/rss/articles/CBMiakFVX3lxTFBlQnJkR0h4WkZHLWpZZ3ZGNkxKSW5aT18zdFNaeHFEVXFxZlBZUG9zaXRtOXhQek1uek5OeldpNjUyZTY1VzR0NlFYNnp6QVhBQ3pnMXh4RFh5ekxmbEZVN1FqdmotZFp2bWc?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,global_incident:ai_security_policy:kt:ai_security_policy,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,global_incident:ai_security_policy:kt:ai_security_policy:general,global_incident:ai_security_policy:kt:ai_security_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
2360,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, UN 산하 ITU-T SG17 정보보호 연구반서 AI·신뢰 보안 국제표준화 주도",kt un 산하 itu t sg17 정보보호 연구반서 ai 신뢰 보안 국제표준화 주도,보안뉴스,보안뉴스,"Mon, 21 Sep 2026 00:29:19 GMT","KT, UN 산하 ITU-T SG17 정보보호 연구반서 AI·신뢰 보안 국제표준화 주도 보안뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE1aVFg5eGRGb0xKX01ZbzN3WUR6VFl3YjlNT3RqeGhodzZkMGNKOVNQLVduYXNUbnBHMXVnam83NEUyNGVPcVp0VG9Wa1RsbFhad25DNmNRNWo3MjR0Wm5rZHZLOTZjNWVHaHhv?oc=5,google_rss_KT when:4d,219.0,25.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,KT,,,,,,,general,24.0,published_today,direct_risk,event:KT:ai_infrastructure_security+phishing_security,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,telco,219.0,"privacy_security_reliability,ai_infrastructure_security",competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,
