id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
3590,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"산업부, EU에 “새 통상 규제 입법과정시 우리 기업 불이익 없어야”",산업부 eu에 새 통상 규제 입법과정시 우리 기업 불이익 없어야,v.daum.net,v.daum.net,"Fri, 18 Sep 2026 01:24:10 GMT","산업부, EU에 “새 통상 규제 입법과정시 우리 기업 불이익 없어야” v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE1jM3kyMVI1SEMzaXNqR1pVb3paOW1PUFdFeHR1UlB0ZTZ2Ni1fUUdEUUpORXRzTFVIeFV5R1QycnJXcDFvWllvMllEeHhoVEJjTlJnaA?oc=5,google_rss_EU 규제 when:4d,111.0,11.0,policy_legislation,policy_legislation,,v43_not_true_competitor,,,,,,general,0.0,,general,,general,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,111.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:산업부 eu에 새 통상 규제 입법과정시 우리 기업 불이익 없어야,카카오 대외협력 관점 간접 참고,4,2,2,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,self_filler_reference:산업부 eu에 새 통상 규제 입법과정시 우리 기업 불이익 없어야,self_filler_reference,,,
3583,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"산업부, EU 통상 규제 협의…IAA·CBAM 기업 부담 완화 요청",산업부 eu 통상 규제 협의 iaa cbam 기업 부담 완화 요청,페로타임즈,페로타임즈,"Fri, 18 Sep 2026 01:19:00 GMT","산업부, EU 통상 규제 협의…IAA·CBAM 기업 부담 완화 요청 페로타임즈",https://news.google.com/rss/articles/CBMibEFVX3lxTE4zUmpMeGVlZUhuZlprNUJrcDF1T0V3cEpHRGttVnB4V045S0hZc1Z5TUVHTzFucGs4RDl3Z0tiS1plQTlLWjh0ZkZNNkt0ODA4R1JrVGVJcVg1NzdQNWpyWjVhSGVRUnNPN3R6VQ?oc=5,google_rss_EU 규제 when:4d,111.0,11.0,policy_legislation,policy_legislation,,v43_not_true_competitor,,,,,,general,0.0,,general,,consultation,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,111.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:산업부 eu 통상 규제 협의 iaa cbam 기업 부담 완화 요청,카카오 대외협력 관점 간접 참고,4,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:산업부 eu 통상 규제 협의 iaa cbam 기업 부담 완화 요청,off_topic,,,
3588,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"정부, EU 新통상 규제 대응 총력...IAA·CBAM 기업 부담 완화 요청",정부 eu 통상 규제 대응 총력 iaa cbam 기업 부담 완화 요청,M이코노미뉴스,M이코노미뉴스,"Fri, 18 Sep 2026 00:43:01 GMT","정부, EU 新통상 규제 대응 총력...IAA·CBAM 기업 부담 완화 요청 M이코노미뉴스",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFAtVGFjSnR6ZGp5S1pTY19TZWZfaGp4WTlMa01BekhadUcwSGwtc2VrbGw5b1FtRm4tbmFoNHljNGxBbmNQN1poeTk5M2VheVNncHpZY1RzdkVIY1JGcjdhNDIwenZtOE0?oc=5,google_rss_EU 규제 when:4d,111.0,11.0,policy_legislation,policy_legislation,,v43_not_true_competitor,,,,,,general,0.0,,general,,general,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,111.0,policy_legislation,government:policy_legislation,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:정부 eu 통상 규제 대응 총력 iaa cbam 기업 부담 완화 요청,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,Y,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate,local,,GOV_GENERAL_LOW_RELEVANCE,COMP_GENERAL_LOW_RELEVANCE,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:정부 eu 통상 규제 대응 총력 iaa cbam 기업 부담 완화 요청,government_general_low_relevance,,,
3599,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"""디지털 창작 기회 뺏는 것""…팀 스위니 CEO, EU 15세 미만 규제 준비에 반발",디지털 창작 기회 뺏는 것 팀 스위니 ceo eu 15세 미만 규제 준비에 반발,v.daum.net,v.daum.net,"Fri, 18 Sep 2026 00:11:50 GMT","""디지털 창작 기회 뺏는 것""…팀 스위니 CEO, EU 15세 미만 규제 준비에 반발 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE1VUFRJWWpvYW1rZWR3X0pXa3VRcHIxYTJIREZ4eHZpTW5LSnZOd2NPWHJfYzdmWnJEandPdGRIUkhGYlQwNHlWR2RtM0NRTEtkQlBxdA?oc=5,google_rss_EU 규제 when:4d,111.0,11.0,policy_legislation,policy_legislation,,v43_not_true_competitor,,,,,,general,0.0,,general,,general,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,111.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:디지털 창작 기회 뺏는 것 팀 스위니 ceo eu 15세 미만 규제 준비에 반발,카카오 대외협력 관점 간접 참고,4,2,2,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,self_filler_reference:디지털 창작 기회 뺏는 것 팀 스위니 ceo eu 15세 미만 규제 준비에 반발,self_filler_reference,,,
3362,경쟁사/해외이슈,경쟁사_해외이슈,애플,애플 새 하드웨어 책임자 “아이폰 화면 보호필름 붙이는 모습 보면 소름”,애플 새 하드웨어 책임자 아이폰 화면 보호필름 붙이는 모습 보면 소름,IT조선,IT조선,"Sun, 20 Sep 2026 23:19:27 GMT",애플 새 하드웨어 책임자 “아이폰 화면 보호필름 붙이는 모습 보면 소름” IT조선,https://news.google.com/rss/articles/CBMicEFVX3lxTFBRVE13T2E3Z2w0UFRUa0Ryd0hyTmFtZUdKeFJjMnF6Mm1vNDBkOHRtMi1HNTU0Ulhfb2t2T0NEQUlCN2tqeEpJMlNSU1JrNUhyMkNTR2RndFZjSTJFRENpalBHTnBGLVRVNGF0LUtfUWLSAXRBVV95cUxQNDdYV2EyZDM2UDdWS1JjNWUzekF4WTlBMV9FdkNFbHBHeUNMSS1hZzZkLUx5Uzg0Zk1MSnJ5REZfcW56T1M5RDAzdjJld1RnczNyM1Vxb3kweHBSVTRRanFDUjFPUFdHVHhXa2V5a2xyS0JtMQ?oc=5,google_rss_애플 when:4d,111.0,4.0,,,애플,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,111.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:애플 새 하드웨어 책임자 아이폰 화면 보호필름 붙이는 모습 보면 소름,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:애플 새 하드웨어 책임자 아이폰 화면 보호필름 붙이는 모습 보면 소름,competitor_general_low_relevance,,,
2883,경쟁사/해외이슈,경쟁사_해외이슈,구글,"제미나이, 외부 기업 3곳 무단접속…구글 ""피해 없어 공개할 사안 아냐""",제미나이 외부 기업 3곳 무단접속 구글 피해 없어 공개할 사안 아냐,v.daum.net,v.daum.net,"Sat, 19 Sep 2026 01:59:00 GMT","제미나이, 외부 기업 3곳 무단접속…구글 ""피해 없어 공개할 사안 아냐"" v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9lXzRLdy1fRVo2X1FiS1dIbloxZ1dWVU11VEJDWHRtTllGNDZNY0lVNzNVSl9yN2NBMjJPZXJlNUlIWHVfdEQ0b3JHWW9CbjY4VkVIbw?oc=5,google_rss_구글 when:4d,109.5,9.5,ai_agent,,구글,v43_not_true_competitor,,,,,,general,0.0,,general,privacy_security:google:security_incident,rumor_or_report,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,109.5,,,global_incident:privacy_security:google:google:security_incident:announcement,global_incident:privacy_security:google:google,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:privacy_security:google:google,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:privacy_security:google:google,self_filler_reference,,,
2992,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글, 애플 대비 강력한 IP포트폴리오를 구축한 `MS`",구글 애플 대비 강력한 ip포트폴리오를 구축한 ms,전자신문,전자신문,"Fri, 18 Sep 2026 15:42:16 GMT","구글, 애플 대비 강력한 IP포트폴리오를 구축한 `MS` 전자신문",https://news.google.com/rss/articles/CBMi8gRBVV95cUxQd1J6OGI1UzYyOWJXbWNzTlJYeUMtOVZpTVRfSjRNQmNReFFMYXB2QlNobEZHTWZJdHdyRm9POHYtX1lUR3g0UWVYMS1lZGdWS0lBVmluTGpENmpaQlBnaFQxVVp1dHdhTmtraTE1Mm55TF8xUUJUWmQ0cnVwQVA2ZnV4NnM5YU41YUkwRF93VUJ3elJpMUpDRlhNb2ZoMFlvVHJieUZGd1lwX1V3MGhZdEVqVnR6RzhtR04zWTZFZ3hrdEZ1SVhjQkh2cHRVMGFFeEtRZlM2SjBnSzZJZ0NYRWZGWjFLUnlnN0dhVDR4cXFIVGpTLXlfY2gxQzlVV1B0Ql82enRwTVNFZUJ6NzhKZG9oRlVfYlpLUlZ5b2RLODRKZlA2RW9CMTZGRWZkenRfRHNJeFBSS1pVcjU3cVpLeFlyV3JTZ0lUYlpSWDRYNU1jR2EtUmprZEhSMzFGVnJwTHQya3kxM1FhX0VoX1BKSUM1cEh4dnh1ckpSV2haTUJScHFocHJmUmVVQ0ZNZXdzdm1TUWNDNXZrb01WM0cwZ0I4YmkxRk9vQ1UyQkp6WEIwbGFQWWo2TUEtRXhiTDgzNjg2R0tuUkoxYkFuX1NkNjYxak5tN1NMZlE1THRaemNER0JGR0NRR3c5bHFoZ3JLcDJLSDRqQmM5T0lPX21rS3NIRV9KcUNIQjNMYzBpUEQ3elNFN2lCcS1BS2Y2aGo4aDZQRF93aVJaeDVoMmlXbG5LY1g0LTVzbENYUV9jUmRTQjlzcHJTZlliVkc1cW4yRUxDN2d4a3BEUUlkS0FpMExrSl9ITjgtbmxQdlprZ1JjUQ?oc=5,google_rss_구글 site:etnews.com when:4d,109.5,6.5,,,"구글,애플",v43_not_true_competitor,,,,,,general,0.0,,general,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,109.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:구글 애플 대비 강력한 ip포트폴리오를 구축한 ms,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:구글 애플 대비 강력한 ip포트폴리오를 구축한 ms,competitor_general_low_relevance,,,
2197,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"변우석 사생 피해, 법적 조치 강행…매니저 거주지·비공개 이동 정보까지 건드렸다 : 네이버 블로그",변우석 사생 피해 법적 조치 강행 매니저 거주지 비공개 이동 정보까지 건드렸다 네이버 블로그,Naver Blog,Naver Blog,"Sun, 20 Sep 2026 20:55:07 GMT","변우석 사생 피해, 법적 조치 강행…매니저 거주지·비공개 이동 정보까지 건드렸다 : 네이버 블로그 Naver Blog",https://news.google.com/rss/articles/CBMikAFBVV95cUxQbktXRTVXX0hEUUotZVZWakFyR01vVGhJUHFuVVBPWVJjQkVqMks5bzhneUhSb202Q1NjZlRGVUIxbjRja3lBaWhubmlXajZ4aGFpVHEzOGdabl9CZEN0RUhGSHlfUEEyRnFYQWlJcVFRZmpRc2tYTWxlZF9jVkNNNGJXUVlEU2hMSkp0WmRINWE?oc=5,google_rss_네이버 개인정보 when:4d,109.5,-23.5,,,네이버,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,rumor_or_report,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,109.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:변우석 사생 피해 법적 조치 강행 매니저 거주지 비공개 이동 정보까지 건드렸다 네이버 블로그,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:변우석 사생 피해 법적 조치 강행 매니저 거주지 비공개 이동 정보까지 건드렸다 네이버 블로그,comp_domestic_strategy,,,
3592,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,앞으로 13세 미만은 SNS 전면 금지야! 유럽연합이 초강수 'EU 키즈법' 발표한 사연 ✋🚫,앞으로 13세 미만은 sns 전면 금지야 유럽연합이 초강수 eu 키즈법 발표한 사연,뉴닉,뉴닉,"Fri, 18 Sep 2026 06:45:00 GMT",앞으로 13세 미만은 SNS 전면 금지야! 유럽연합이 초강수 'EU 키즈법' 발표한 사연 ✋🚫 뉴닉,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBESE5Cb2xSWS1DTG93U1AxYmN6RnRSSTRFX0haR3p1cW1Yd1VBNVZEcmZNb1NFUjB5ZEFNS3NWVnFVQl85VDNRRFhvZEUzWGJyZHNJ?oc=5,google_rss_EU 규제 when:4d,109.0,18.0,"deepfake_youth,platform_obligation",deepfake_youth,,v43_not_true_competitor,Y,,,,,platform_operator_obligation,0.0,,general,,rumor_or_report,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,social_media_platform,109.0,"policy_legislation,platform_obligation",competitor:general,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:앞으로 13세 미만은 sns 전면 금지야 유럽연합이 초강수 eu 키즈법 발표한 사연,카카오 대외협력 관점 간접 참고,2,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음,local_low_confidence,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:앞으로 13세 미만은 sns 전면 금지야 유럽연합이 초강수 eu 키즈법 발표한 사연,off_topic,,,
3589,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"산업부, EU 신통상 규제 대응 총력…韓기업 부담 완화 요청",산업부 eu 신통상 규제 대응 총력 기업 부담 완화 요청,ebn.co.kr,ebn.co.kr,"Thu, 17 Sep 2026 22:34:37 GMT","산업부, EU 신통상 규제 대응 총력…韓기업 부담 완화 요청 ebn.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE56UlNUSHk1X0pKX2ZrakRrN1laejltUFpNVm9MWmhLbzVhMlY4QW1nc2daQ3RBeDBlUlh1YmNHLWtmWXlwa2ZVb3dvNWdxZWtFTWliRWtMM1huTU9SbmdnT01HNGwwc3kx?oc=5,google_rss_EU 규제 when:4d,109.0,11.0,policy_legislation,policy_legislation,,v43_not_true_competitor,,,,,,general,0.0,,general,,general,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,109.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:산업부 eu 신통상 규제 대응 총력 기업 부담 완화 요청,카카오 대외협력 관점 간접 참고,4,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:산업부 eu 신통상 규제 대응 총력 기업 부담 완화 요청,off_topic,,,
3595,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"산업부, EU 집행위와 IAA·CBAM 주요 통상 규제 고위급 협의",산업부 eu 집행위와 iaa cbam 주요 통상 규제 고위급 협의,newsis.com,뉴시스,"Thu, 17 Sep 2026 21:00:00 GMT","산업부, EU 집행위와 IAA·CBAM 주요 통상 규제 고위급 협의 newsis.com",https://news.google.com/rss/articles/CBMiYEFVX3lxTE15R1p0dkt4aHVheW5tTjNZV2dSTnpmbUk3cnJEVXJ1cWlZUi1EeXhDODdlcFB4ZlF1b20tbFJ6WHZfRDUzakZIeHZ5blQwU01fR0wtWnE1RTh1TmRDZFVDQtIBeEFVX3lxTE9kSVBjek5kZGpkTE5JMkxrdXhkY2hCTDNpX3lXb2VTQ1VDTEFiWHotNHJvRkJ3M3RBYnByZG9yclRkNXJ5TjlIVmxTSm9iakt6V3QzazlxX2xNSXAxNDJOOVEyME1WaW01aHp2Q3VVSERoejJqSjFuNw?oc=5,google_rss_EU 규제 when:4d,109.0,11.0,policy_legislation,policy_legislation,,v43_not_true_competitor,,,,,,general,0.0,,general,,consultation,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,109.0,policy_legislation,competitor:general,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:산업부 eu 집행위와 iaa cbam 주요 통상 규제 고위급 협의,카카오 대외협력 관점 간접 참고,4,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:산업부 eu 집행위와 iaa cbam 주요 통상 규제 고위급 협의,off_topic,,,
3263,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타 커넥트 2026, 스마트글래스 대거 공개될까…관전 포인트 7가지",메타 커넥트 2026 스마트글래스 대거 공개될까 관전 포인트 7가지,digitaltoday.co.kr,digitaltoday.co.kr,"Mon, 21 Sep 2026 02:03:00 GMT","메타 커넥트 2026, 스마트글래스 대거 공개될까…관전 포인트 7가지 digitaltoday.co.kr",https://news.google.com/rss/articles/CBMic0FVX3lxTE9TVFlfV3NaVjBLSXY5b0VIZzA5MF9aR2NZMl9vQlRUWmdpYnFJM0FDUUhDREpZSHNQX2w1YUdKaXBKYVRlc2JIY0JQTVlET2c3NHh3LUV1a0FEbGhRaXNQVXNVMGtEZXBBNmRwb1FXNXVzZkE?oc=5,google_rss_메타 when:4d,109.0,4.0,,,메타,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,rumor_or_report,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,109.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:메타 커넥트 2026 스마트글래스 대거 공개될까 관전 포인트 7가지,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:메타 커넥트 2026 스마트글래스 대거 공개될까 관전 포인트 7가지,competitor_general_low_relevance,,,
3879,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,“글로벌 AI 안전 전략” 미·중 협력에 달려,글로벌 ai 안전 전략 미 중 협력에 달려,뉴스타운,뉴스타운,"Sun, 20 Sep 2026 00:46:27 GMT",“글로벌 AI 안전 전략” 미·중 협력에 달려 뉴스타운,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1jZ1gzeGFBbTBrNVNNYjJxQWFITEFYdmpJU0Q3QlRrTXZsTERCc0x5OVplWDdyY2tnaW1lc3NIZVVLMnpQT0cyT1ZtcXhWQUMzSGZrZ3pIXzd6SGtGYm03M1pUanZhTU5S?oc=5,"google_rss_""중국 AI"" when:4d",108.5,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,business_change,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,108.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:글로벌 ai 안전 전략 미 중 협력에 달려,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:글로벌 ai 안전 전략 미 중 협력에 달려,government_ai_core_policy,,,
3236,경쟁사/해외이슈,경쟁사_해외이슈,MS,펀드 청산 모멘텀이 모건 스탠리(MS) 주가에 대한 시장 전망을 바꾼 것일까?,펀드 청산 모멘텀이 모건 스탠리 ms 주가에 대한 시장 전망을 바꾼 것일까,simplywall.st,simplywall.st,"Fri, 18 Sep 2026 10:28:14 GMT",펀드 청산 모멘텀이 모건 스탠리(MS) 주가에 대한 시장 전망을 바꾼 것일까? simplywall.st,https://news.google.com/rss/articles/CBMipAFBVV95cUxNNy1fM1pxTWRCTVZaOWhNZVBNTzNVbUJRYnVsTjlhbnJ5bnptbmhGVWhkdFYtVzdsRlhjN2xUOVI5U2JJOTV3VkEwbkhUWEV5Nk42TEJLVlc1a2V1UHNCRFZkb2N2SmJBLUlFSUlnSUtWN3J3NGQ2MUViVXRHbW9VTW1hSjVfeXJsbWFYQ3BJdlluYkkxN3dwZmhoSDJYU3pLYXJSWNIBqgFBVV95cUxNWFhqTEpfQWF5MlBmQ1lpaHRPU25BLVhoUGxDa2Nzdl9FeHAxdjJTdGR5dVdEV3RxUTBGTEgwcEZyS1cxMXFyaXFCWTdzd0xsU2JEUHdhaFJ5SUtkREJ1NUoyM1l1UU52cVIxZmNSYUV5aF9aSEpqQmNXdDVENGtZNGl1Y2ZUemN1N1NIS2NNR2xlRWRiYV9rcnNKNGw4QUR3azRwYXY3QkNQdw?oc=5,google_rss_MS when:4d,108.0,11.0,financial_performance,financial_performance,,v43_not_true_competitor,,,,,,general,-12.0,analysis_without_direct_event,market_commentary,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,108.0,financial_performance,competitor:general,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_market_signal,comp_overseas_market_signal:펀드 청산 모멘텀이 모건 스탠리 ms 주가에 대한 시장 전망을 바꾼 것일까,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_market_signal:펀드 청산 모멘텀이 모건 스탠리 ms 주가에 대한 시장 전망을 바꾼 것일까,comp_overseas_market_signal,,,
3154,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,클로드로 챗GPT 뚫렸다…직원 계정 통해 기밀 저장소 접근,클로드로 챗gpt 뚫렸다 직원 계정 통해 기밀 저장소 접근,뉴스1,뉴스1,"Sat, 19 Sep 2026 05:55:30 GMT",클로드로 챗GPT 뚫렸다…직원 계정 통해 기밀 저장소 접근 뉴스1,https://news.google.com/rss/articles/CBMiWEFVX3lxTFBLMlRUTEFDSnNoblZYclVoNmxYcHgzMUI4ekNUMTY3ZUFnSXNwYVM1UU5YanJSdVl6cTlfdExmWFl4c0YxSF9RdWE2WkVMb0lfcHgzWlBWd2LSAV5BVV95cUxPYUpnQm8teW11VkpHaER4aFlkdmpGaU50UlZuV093bkhoVXpIVWw1elhjdExlUGpvQnJsbVF1dWhsU25mYkczY2t2Z2lWYUt4eV9VSGlQOFZ5eFNxVXNn?oc=5,google_rss_오픈AI site:news1.kr when:4d,107.5,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"앤트로픽,오픈AI",v43_not_true_competitor,,,,,,general,0.0,,business_change,event:앤트로픽+오픈AI:ai_infrastructure_security,general,,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,global_platform_or_overseas_rule,Y,global,107.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:클로드로 챗gpt 뚫렸다 직원 계정 통해 기밀 저장소 접근,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:클로드로 챗gpt 뚫렸다 직원 계정 통해 기밀 저장소 접근,comp_overseas_regulation_data,,,
