date,url,title,press,issue_group,canonical_url,event_key,event_stage,title_hash,source_version
2026.6.8,https://www.newsworks.co.kr/news/articleView.html?idxno=843135,"올해 국가정보보호백서 살펴보니…""AI가 스스로 해킹하는 시대 왔다""",뉴스웍스,"국가정보보호백서, AI 기반 해킹 시대 도래",,,,,
2026.6.8,https://www.dataeconomy.co.kr/news/articleView.html?idxno=40506,"AI 서버 랙 하나가 65가구분 전력을 삼킨다, 미국 30개 주 300건 법안의 경고",한국데이터경제신문,AI 서버 전력 소비 규제,,,,,
2026.6.8,https://digitalchosun.dizzo.com/site/data/html_dir/2026/06/08/2026060880043.html,"뉴엔AI-한국에너지정보문화재단, AI 기반 에너지 이슈 분석·정보 검증 협력",디지틀조선일보,AI 기반 에너지 이슈 분석·정보 검증 협력,,,,,
2026.6.8,https://news.nate.com/view/20260608n00073,"지선 끝났는데 또 미뤄진 디지털자산기본법…업계 ""답답함 넘어 분통""",네이트,디지털자산기본법 제정 지연,,,,,
2026.6.8,https://www.sedaily.com/article/20052980?ref=sedailyEng,"‘통신사→AI 인프라 기업’…SKT, 그룹 AI 전략 핵심축 부상",서울경제,국가 AI 인프라/AIDC/GPU 정책,,,,,
2026.6.8,http://www.newsworker.co.kr/news/articleView.html?idxno=430132,"[분석_AI플랫폼 ②네이버] 최수연 체제 네이버, AI 투자 확대에 순이익 급감... 플랫폼 성장 이어갔지만 수익성 방어 시험대 올라",뉴스워커,네이버 AI 투자 확대 및 수익성 시험대,,,,,
2026.6.8,https://v.daum.net/v/QWQVIgEoWj?f=p,CU편의점·티빙 등 대형서비스 3곳 해킹… 개인정보 줄줄 새,v.daum.net,CU편의점·티빙 등 해킹,,,,,
2026.6.8,https://v.daum.net/v/20260607163817116?f=p,"美 정부, AI기업 지분 보유 검토… 오픈AI와 논의",v.daum.net,"미국 정부, AI 기업 지분 보유 검토 (오픈AI 논의)",,,,,
2026.6.8,https://news.nate.com/view/20260608n24097,"'새만금 AI·수소도시' 속도…김윤덕 장관, 베이징·내몽골 수소생태계 점검",네이트,새만금 AI·수소도시 추진,,,,,
2026.6.9,https://www.yna.co.kr/amp/view/AKR20260608070700017,카카오 파업 예고에 정부 촉각…비상대응체계 점검,연합뉴스,카카오 노조 임단협/파업 및 내부 갈등,,,,,
2026.6.9,https://news.nate.com/view/20260605n33662,"실적 좋은데 카카오는 날 수 없다, 왜?",네이트,카카오 실적 대비 주가 부진,,,,,
2026.6.9,https://www.newsis.com/view/NISX20260609_0003661784,"카카오 준신위, 'AI 기본법' 대응 워크숍 개최",뉴시스,"카카오 준신위, AI 기본법 대응 워크숍 개최",,,,,
2026.6.9,https://www.businesspost.co.kr/BP?command=article_view&num=439495,"캐피털업계 지형 변화 일어날까, 1조 규모 애큐온캐피탈 인수전 뜨겁고 카카오뱅크도 진출 예고",비즈니스포스트,애큐온캐피탈 인수전 및 카카오뱅크 진출,,,,,
2026.6.9,https://v.daum.net/v/pcudYb8BWV?f=p,개인정보 유출한 티빙·CU…쿠팡 최종 제재 수위만 기다린다,v.daum.net,"티빙·CU 개인정보 유출, 쿠팡 제재 수위 주목",,,,,
2026.6.9,https://www.daenews.co.kr/25441,“아동·청소년 디지털 성범죄 대응체계 개선 방안 모색”…여성가족부·방통위·경찰청 및 법조·시민사회 모여 플랫폼 규제와 공조 체계 진단:동아경제신문 & daenews.co.kr,동아경제,global_incident:platform_regulation:platform_sector:platform_regulation,,,,,
2026.6.9,https://newsyonhap.com/news/107786,스테이블코인 감독권 갈등에 막힌 '디지털 자산 기본법'…원화 스테이블코인·현물 ETF로 돌파구 모색,뉴스N연합,스테이블코인 감독권 갈등에 막힌 '디지털 자산 기본법',,,,,
2026.6.9,http://www.bubb.co.kr/news/articleView.html?idxno=4886,"중국, ‘뒷광고·가짜 리뷰’ 겨냥…온라인 제품평가 규제 강화",법치뉴스,"중국, 온라인 제품평가 규제 강화",,,,,
2026.6.9,https://www.newsis.com/view/NISX20260609_0003661376,"오픈AI도 IPO 비공개 신청서 제출…""시기 아직 결정 안해""",뉴시스,오픈AI IPO 추진,,,,,
2026.6.9,https://www.ddaily.co.kr/page/view/2026060909393680546,"삼성SDS, 과기정통부 첨단 GPU 사업 선정에 주가 강세",디지털데일리,국가 AI 인프라/AIDC/GPU 정책,,,,,
2026.6.9,https://contents.premium.naver.com/ahnlaw/anlaw/contents/260608115043751vx,"일베금지법 완벽정리 처벌부터 위헌 논란까지, 정말 커뮤니티 폐쇄가 가능할까",네이버 프리미엄콘텐츠,global_incident:platform_regulation:naver:platform_content_moderation_obligation,,,,,
2026.6.9,https://www.thefairnews.co.kr/news/articleView.html?idxno=78988,배민 1:1 맞춤 컨설팅 통했다…외식업주 주문·매출 두 자릿수 성장,thefairnews.co.kr,배민 1:1 맞춤 컨설팅 효과,,,,,
2026.6.9,https://www.businessplus.kr/news/articleView.html?idxno=112663,[마켓+]엔비디아 생태계 올라탄 'K-로봇'…'피지컬 AI' 시대 글로벌 격전지 부상,비즈니스플러스,"K-로봇, 피지컬 AI 시대 글로벌 격전지 부상",,,,,
2026.6.10,https://www.hankyung.com/amp/2026061070287,삼성전자도 안했는데…카카오 오늘 첫 파업,한국경제,카카오 노조 임단협/파업 및 내부 갈등,https://www.hankyung.com/amp/2026061070287,global_incident:platform_regulation:kakao:platform_operator_obligation,action_started,삼성전자도 안했는데 카카오 오늘 첫 파업,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://www.ngetnews.com/news/articleView.html?idxno=550691,카카오 지우고 네이버 품으로…두나무 지분구조 '3단 변신',뉴스저널리즘,"두나무 지분구조 변화 (카카오 제외, 네이버 편입)",https://www.ngetnews.com/news/articleView.html?idxno=550691,global_incident:mna_capital:kakao:dunamu_upbit_capital,general,카카오 지우고 네이버 품으로 두나무 지분구조 3단 변신,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,http://www.timesisa.com/news/view.html?section=1&category=149&item=&no=49518,"과기정통부, 피지컬 AI 핵심기술 국산화 위한 선도사업 본격 착수",시사타임즈,government_ai_core_policy:과기정통부 피지컬 ai 핵심기술 국산화 위한 선도사업 본격 착수,http://www.timesisa.com/news/view.html?section=1&category=149&item=&no=49518,global_incident:platform_regulation:kt:platform_content_moderation_obligation,decision,과기정통부 피지컬 ai 핵심기술 국산화 위한 선도사업 본격 착수,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://www.hankyung.com/article/2026060957157,"'와우회원가'면 항상 싼줄 알았는데…'기만 광고' 쿠팡, 5억 과징금",한국경제,쿠팡 '와우회원가' 관련 기만 광고 제재,https://www.hankyung.com/article/2026060957157,privacy_security:coupang:data_leak,penalty_or_sanction,와우회원가 면 항상 싼줄 알았는데 기만 광고 쿠팡 5억 과징금,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://news.nate.com/view/20260610n23419,방미통위·과기정통부 정책협의회 출범…AI 데이터 공유,네이트,AI 데이터 공유 및 협력,https://news.nate.com/view/20260610n23419,global_incident:platform_regulation:science_ict_ministry:platform_content_moderation_obligation,action_started,방미통위 과기정통부 정책협의회 출범 ai 데이터 공유,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://www.sedaily.com/article/20053683,공정위 “거짓 광고 반복하면 7월부터 과징금 최대 2배”,서울경제,거짓 광고 과징금 상향,https://www.sedaily.com/article/20053683,global_incident:platform_regulation:fair_trade_authority:platform_algorithm_ad_obligation,penalty_or_sanction,공정위 거짓 광고 반복하면 7월부터 과징금 최대 2배,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://www.thelec.kr/news/articleView.html?idxno=57829,"과기정통부, 피지컬AI 선도사업 착수... 월드모델 국산화 박차",디일렉,과기정통부 피지컬 AI 핵심 기술 국산화 선도사업 착수,https://www.thelec.kr/news/articleView.html?idxno=57829,global_incident:platform_regulation:kt:platform_data_protection_obligation,decision,과기정통부 피지컬ai 선도사업 착수 월드모델 국산화 박차,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://m.dailian.co.kr/amp/news/view/1654026/%EC%82%B0%EB%A6%BC%EC%B2%AD-%EA%B5%AD%EB%AF%BC%EC%B0%B8%EC%97%AC-%EC%A0%95%EC%B1%85AI-%ED%96%89%EC%A0%95%ED%98%81%EC%8B%A0-%EC%84%B1-2026,"산림청, 국민참여 정책·AI 행정혁신 성과…정부혁신평가 1위",데일리안,government_ai_core_policy:산림청 국민참여 정책 ai 행정혁신 성과 정부혁신평가 1위,https://m.dailian.co.kr/amp/news/view/1654026/%EC%82%B0%EB%A6%BC%EC%B2%AD-%EA%B5%AD%EB%AF%BC%EC%B0%B8%EC%97%AC-%EC%A0%95%EC%B1%85AI-%ED%96%89%EC%A0%95%ED%98%81%EC%8B%A0-%EC%84%B1-2026,event:행안부:ai_infrastructure_security+policy_legislation,decision,산림청 국민참여 정책 ai 행정혁신 성과 정부혁신평가 1위,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,http://www.newsroad.co.kr/news/articleViewAmp.html?idxno=60225,“상시 회원가인 줄 알았는데”…쿠팡 ‘와우회원가’ 허위 광고에 법정 최고 5억 과징금,뉴스로드,global_incident:platform_regulation:coupang:platform_algorithm_ad_obligation,http://www.newsroad.co.kr/news/articleViewAmp.html?idxno=60225,global_incident:platform_regulation:naver:platform_algorithm_ad_obligation,penalty_or_sanction,상시 회원가인 줄 알았는데 쿠팡 와우회원가 허위 광고에 법정 최고 5억 과징금,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257,LG·현대차·네이버까지…AI 보안 스타트업 '에임인텔리전스'에 전략 투자,이데일리,"국내 AI 보안 스타트업 '에임인텔리전스'에 대한 LG, 현대차, 네이버의 전략적 투자",https://www.edaily.co.kr/News/Read?newsId=03345606645480408&mediaCodeNo=257,privacy_security:naver:data_leak,general,lg 현대차 네이버까지 ai 보안 스타트업 에임인텔리전스 에 전략 투자,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://www.digitaltoday.co.kr/news/articleView.html?idxno=673153,"""오픈AI·앤트로픽 지분 절반은 국민 것""…美 뒤흔든 초대형 법안 나왔다",디지털투데이,AI 기업 지분 구조 관련 법안 발의,https://www.digitaltoday.co.kr/news/articleView.html?idxno=673153,global_incident:platform_regulation:openai:platform_operator_obligation,penalty_or_sanction,오픈ai 앤트로픽 지분 절반은 국민 것 뒤흔든 초대형 법안 나왔다,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://www.kfmn.co.kr/news/articleView.html?idxno=42508,"유럽 식품 안전 플랫폼, ‘곰팡이독소 위험 관리’ 개시",한국식품의약신문,global_incident:platform_regulation:platform_sector:platform_regulation,https://www.kfmn.co.kr/news/articleView.html?idxno=42508,global_incident:platform_regulation:digital_asset_sector:platform_data_protection_obligation,decision,유럽 식품 안전 플랫폼 곰팡이독소 위험 관리 개시,google_rss_v26_2_generic_profile_gov_industry_pivot
2026.6.10,https://www.ddaily.co.kr/page/view/2026060909532782736,"MS, 연이은 오픈소스 해킹 피해 … AI 개발 공급망 리스크 부각 [AI 인포그래픽]",디지털데일리,"MS, 오픈소스 해킹 피해 및 AI 공급망 리스크",https://www.ddaily.co.kr/page/view/2026060909532782736,privacy_security:google:data_leak,consultation,ms 연이은 오픈소스 해킹 피해 ai 개발 공급망 리스크 부각 ai 인포그래픽,google_rss_v26_2_generic_profile_gov_industry_pivot
