issue_id,issue_group,issue_family,internal_category,primary_category,self_tier,gov_tier,competitor_tier,competitor_scope,issue_score,max_ceo_priority,max_pa_priority,max_relevance,article_count,top_article_id,candidate_article_ids,titles,sources,company_impact,label_reasons,is_pr,exclude
I011,global_incident:platform_regulation:platform_sector:platform_transaction_user_protection_obligation,government_platform_market_rule,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,GOV_PLATFORM_MARKET_RULE,COMP_GENERAL_LOW_RELEVANCE,other,231.0,4,5,4,2,2899,"2899,2870","미 법원, 트럼프 전문직비자 10만달러 수수료 제동…이민 제한정책 항소전으로 | 미 법원, 트럼프 전문직비자 10만달러 수수료 제동…이민 제한정책 항소전으로",네이트 | 아시아투데이,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,"미 법원의 트럼프 전문직비자 수수료 제동 관련 기사로, 카카오와 직접적인 연관성이 낮은 '이민 제한 정책' 관련 내용임. 카카오의 사업이나 정책 환경에 직접적인 영향 경로를 설명하기 어려움.",False,True
I012,global_incident:digital_asset_policy:digital_asset_sector:digital_asset_policy,government_digital_finance_policy,GOV_FINANCIAL_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_DIGITAL_FINANCE_POLICY,,other,218.5,4,5,4,3,861,"861,1529,1520","[넥스블록]美 은행권, 디지털자산 규제완화 정책 표명 | 미 하원, 스테이킹·채굴 등 ‘7개 디지털자산 세법안’ 검토 착수 | 이재명 '디지털자산 허브' 공약 1년 … 육성은 정체, 규제만 전속력",이투데이 | 블록미디어 | 뉴데일리,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈 / 카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,"미 은행권의 디지털자산 규제완화 정책 표명 기사이나, '넥스블록'이라는 특정 업체의 시각을 다루고 있어 카카오의 직접적인 정책 환경 변화나 리스크로 연결하기 어려움. '디지털자산 규제완화'라는 큰 틀 외 구체적인 영향 경로 설명이 부족함. / v23_category_reassign:government_without_policy_basis / 미 하원의 스테이킹·채굴 등 '7개 디지털자산 세법안' 검토 착수 기사이나, 카카오의 현재 사업 모델이나 정책 환경에 직접적인 영향 경로를 설명하기 어려움. '카카오' 언급 없이 단순히 디지털 자산 관련 일반적인 정책 논의로 판단됨. / v23_category_reassign:government_wi",False,True
I013,"산란계협회, 과징금 불복 소송 예고",담합 및 과징금,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,,other,218.5,3,2,1,3,591,"591,706,592","산란계협회, 과징금불복 소송 예고…""계란값 상승, 수급불안 탓"" | 산란계협회, 과징금불복 소송 예고…""계란값 상승, 수급불안 탓"" | 산란계협회, 공정위 담합 제재에 불복…행정소송 예고",v.daum.net | 파이낸셜뉴스 | 아주경제,산란계협회가 공정위의 과징금 제재에 불복하여 소송을 예고했다. 이는 정부의 담합 조사 및 제재 절차에 대한 동향을 보여준다.,"카카오의 직접적인 사업 연관성은 낮으나, 공정거래 관련 규제 동향 파악 차원에서 참고 가능. (ID 706과 동일 이슈) / v23_category_reassign:government_without_policy_basis / 카카오의 직접적인 사업 연관성은 낮으나, 공정거래 관련 규제 동향 파악 차원에서 참고 가능. / v23_category_reassign:government_without_policy_basis / 카카오의 직접적인 사업 연관성은 낮으나, 공정거래 관련 규제 동향 파악 차원에서 참고 가능. (ID 706, 591과 동일 이슈) / v23_category_reassign:government_without_policy_b",False,False
I014,"산란계협회, 공정위 과징금 제재에 반발",담합 및 과징금,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,,other,217.0,3,2,1,2,580,"580,582","산란계협회, 공정위 과징금 제재에 반발…“계란값 상승, 수급 불안 탓” | 산란계협회, 공정위 과징금 제재에 반발…“계란값 상승, 수급 불안 탓”",v.daum.net | 시사저널,"산란계협회가 공정위의 과징금 제재에 반발하며, 계란값 상승은 수급 불안 탓이라고 주장했다. 이는 정부의 담합 조사 및 제재 절차에 대한 동향을 보여준다.","카카오의 직접적인 사업 연관성은 낮으나, 공정거래 관련 규제 동향 파악 차원에서 참고 가능. (ID 706, 591, 592, 577과 동일 이슈) / v23_category_reassign:government_without_policy_basis / 카카오의 직접적인 사업 연관성은 낮으나, 공정거래 관련 규제 동향 파악 차원에서 참고 가능. (ID 706, 591, 592, 577, 580과 동일 이슈) / v23_category_reassign:government_without_policy_basis",False,False
I015,7개 업체 밀가루 담합 과징금 부과 및 정부 보조금 환수 검토,담합 및 과징금,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,,other,217.0,3,2,1,2,557,"557,548",[단독] 7개 업체 ‘밀가루 담합’ 과징금 끝이 아니다… 정부 보조금 환수 검토 | [단독] 7개 업체 ‘밀가루 담합’ 과징금 끝이 아니다… 정부 보조금 환수 검토,v.daum.net | 국민일보,"7개 밀가루 업체에 담합 과징금이 부과되었고, 정부 보조금 환수도 검토된다. 이는 담합 행위에 대한 정부의 엄중한 제재를 보여준다.","카카오의 사업과 직접적인 연관성은 낮으나, 담합 관련 규제 동향 파악 차원에서 참고 가능. / v23_category_reassign:government_without_policy_basis / 카카오의 사업과 직접적인 연관성은 낮으나, 담합 관련 규제 동향 파악 차원에서 참고 가능. (ID 557과 동일 이슈) / v23_category_reassign:government_without_policy_basis",False,False
I016,쿠팡 노조법 위반 정황,경쟁사 노조/노동 이슈,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_DIRECT_RISK,domestic,215.5,2,2,4,1,2154,2154,"“노란봉투법 시행 전에 한국노총 가입해라”...쿠팡 배송기사 상대로 노조 편가르기 나선 쿠팡, 노조법 위반 정황",JTBC,"쿠팡의 노조법 위반 정황은 플랫폼 노동 환경 전반에 대한 규제 및 사회적 관심 증대로 이어질 수 있으며, 카카오 역시 유사한 노동 이슈 발생 시 사회적 파장이 커질 수 있음을 시사한다.",쿠팡의 노조 관련 이슈는 플랫폼 사업자의 노동 환경 및 법규 준수 문제와 직결되어 카카오의 간접적인 정책 및 경영 환경에 영향을 미칠 수 있으므로 관련성 높음.,False,False
I017,"산란계협회, 공정위 담합 제재에 불복",담합 및 과징금,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,DIRECT_RISK,GOV_REGULATORY_ENFORCEMENT,,other,215.5,3,2,1,1,577,577,"산란계협회, 공정위 담합 제재에 불복…""행정소송 예고""",v.daum.net,산란계협회가 공정위의 담합 제재에 불복하여 행정소송을 예고했다. 이는 정부의 담합 조사 및 제재 절차에 대한 동향을 보여준다.,"카카오의 직접적인 사업 연관성은 낮으나, 공정거래 관련 규제 동향 파악 차원에서 참고 가능. (ID 706, 591, 592와 동일 이슈) / v23_category_reassign:government_without_policy_basis",False,False
I018,배민 1:1 맞춤 컨설팅 효과,플랫폼 사업자 성장 지원,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,215.5,2,3,2,1,2363,2363,배민 1:1 맞춤 컨설팅 통했다…외식업주 주문·매출 두 자릿수 성장,thefairnews.co.kr,플랫폼 사업자가 입점 사업자의 성장을 지원하는 성공적인 모델은 카카오의 커머스 및 기타 플랫폼 비즈니스 강화에 대한 시사점을 제공함.,"플랫폼 사업자의 파트너 지원 모델로서 카카오 커머스 사업에도 참고할 만한 사례이나, 직접적인 리스크나 규제 이슈는 아니므로 우선순위는 낮음.",False,False
I019,팀뷰어 '윈도 AI' 적용,AI 기반 AR 기술,COMPETITOR_AI_STRATEGY,경쟁사_해외이슈,,,COMP_DOMESTIC_AI_PLATFORM,mixed,215.5,2,3,2,1,1877,1877,"팀뷰어, 어시스트 AR에 '윈도 AI' 적용…""현장 영상도 선명하게""",지디넷코리아,"AI 기술이 원격 협업 솔루션에 적용되는 사례를 보여주며, 카카오의 비즈니스 솔루션 경쟁력 강화에 대한 시사점을 제공함.","AI 기술이 원격 협업 솔루션에 적용되는 사례로, 카카오의 관련 사업에 대한 기술적 시사점을 제공할 수 있으나, 국내 경쟁사 직접 이슈보다는 우선순위가 낮음.",False,False
I020,배민 사장님 코칭 효과,플랫폼 사업자 성장 지원,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,215.5,2,3,2,1,2353,2353,"배민, 사장님 코칭했더니 주문·매출 뛰었다",전자신문,플랫폼 사업자가 입점 사업자의 성장을 지원하는 성공적인 모델은 카카오의 커머스 및 기타 플랫폼 비즈니스 강화에 대한 시사점을 제공함.,"플랫폼 사업자의 파트너 지원 모델로서 카카오 커머스 사업에도 참고할 만한 사례이나, 직접적인 리스크나 규제 이슈는 아니므로 우선순위는 낮음. (기사 2363과 동일 이슈)",False,False
I021,배민 외식업 컨설팅 확대,플랫폼 사업자 성장 지원,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,215.0,2,3,2,1,2360,2360,컨설팅 후 주문·매출 두 자릿수 점프…'배민가게 성장 컨설팅' 3기 성료,뉴스1,플랫폼 사업자가 입점 사업자의 성장을 지원하는 성공적인 모델은 카카오의 커머스 및 기타 플랫폼 비즈니스 강화에 대한 시사점을 제공함.,"플랫폼 사업자의 파트너 지원 모델로서 카카오 커머스 사업에도 참고할 만한 사례이나, 직접적인 리스크나 규제 이슈는 아니므로 우선순위는 낮음. (기사 2363, 2353과 동일 이슈)",False,False
I022,배민 외식업 컨설팅 효과,플랫폼 사업자 성장 지원,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,213.0,2,3,2,1,2352,2352,"배민, 외식업주 1대1 맞춤 컨설팅 효과 입증…주문 36%·매출 30% 증가",나눔경제뉴스,플랫폼 사업자가 입점 사업자의 성장을 지원하는 성공적인 모델은 카카오의 커머스 및 기타 플랫폼 비즈니스 강화에 대한 시사점을 제공함.,"플랫폼 사업자의 파트너 지원 모델로서 카카오 커머스 사업에도 참고할 만한 사례이나, 직접적인 리스크나 규제 이슈는 아니므로 우선순위는 낮음. (기사 2363, 2353, 2360, 2361과 동일 이슈)",False,False
I023,배민 외식업 컨설팅으로 주문·매출 성장 지원,플랫폼 사업자 성장 지원,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,213.0,2,3,2,1,2364,2364,"배민, 외식업 컨설팅으로 주문·매출 두 자릿수 성장 지원",디지털투데이,플랫폼 사업자가 입점 사업자의 성장을 지원하는 성공적인 모델은 카카오의 커머스 및 기타 플랫폼 비즈니스 강화에 대한 시사점을 제공함.,"플랫폼 사업자의 파트너 지원 모델로서 카카오 커머스 사업에도 참고할 만한 사례이나, 직접적인 리스크나 규제 이슈는 아니므로 우선순위는 낮음. (기사 2363, 2353, 2360, 2361, 2352와 동일 이슈)",False,False
I024,배민 외식업주 맞춤 컨설팅 확대,플랫폼 사업자 성장 지원,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,213.0,2,3,2,1,2361,2361,"배민, 외식업주 맞춤 컨설팅 확대…매출 성장률 최대 55%",메가경제,플랫폼 사업자가 입점 사업자의 성장을 지원하는 성공적인 모델은 카카오의 커머스 및 기타 플랫폼 비즈니스 강화에 대한 시사점을 제공함.,"플랫폼 사업자의 파트너 지원 모델로서 카카오 커머스 사업에도 참고할 만한 사례이나, 직접적인 리스크나 규제 이슈는 아니므로 우선순위는 낮음. (기사 2363, 2353, 2360과 동일 이슈)",False,False
I025,"금감원, 전국 순회 공시 설명회 개최",금융_공시,GOV_PLATFORM_REGULATION,경쟁사_해외이슈,,GOV_REGULATORY_ENFORCEMENT,,other,203.5,3,3,1,1,921,921,"금감원, 전국 순회 공시 설명회 개최…상장사 공시 품질 개선 나선다",tokenpost.kr,금감원의 공시 설명회는 카카오 등 상장사의 공시 품질 개선 및 규정 준수 강화에 대한 필요성을 강조한다.,카카오의 공시 투명성은 중요하므로 금감원의 공시 관련 활동은 관련성이 낮지만 참고 가능성이 있다. / v23_category_reassign:government_without_policy_basis,False,False
I026,카카오뱅크 AI 기반 금융사기 예방 고도화,AI 기술 활용,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,202.0,2,3,3,4,34,"34,17,16,169","카카오뱅크, AI기반 거래흐름 분석해 금융사기 예측한다 | 카카오뱅크, AI 기반 ‘시퀀스 탐지 모델’ 개발… 금융사기 예방 4.4배 늘었다 | 카카오뱅크, 거래 맥락 읽는 AI로 금융사기 탐지 고도화 | 카카오뱅크, AI 기반 ‘시퀀스 탐지 모델’ 개발… 금융사기 예방 4.4배 늘었다 |",네이트 | v.daum.net | 뉴스후플러스 | HeraldK.com,카카오뱅크가 AI 기술을 활용해 금융사기 탐지 및 예방 역량을 강화하고 있음을 보여줌. / 카카오뱅크가 AI 기반 '시퀀스 탐지 모델' 개발을 통해 금융사기 예방률을 4.4배 높였다는 성과를 알림. / 카카오뱅크가 AI를 활용하여 거래 맥락을 분석하고 금융사기 탐지를 고도화하는 기술적 접근 방식을 설명함. / 카카오뱅크가 AI 기반 '시퀀스 탐지 모델'을 개발하여 금융사기 예방률을 4.4배 높였다는 내용을 전함.,"카카오뱅크가 AI 기술을 활용하여 금융사기 예방을 고도화하는 사례로, 카카오의 AI 전략 및 기술 적용 현황을 파악하는 데 참고할 만함. / 카카오뱅크가 AI 기술을 활용하여 금융사기 예방을 고도화하는 사례로, 카카오의 AI 전략 및 기술 적용 현황을 파악하는 데 참고할 만함. (기사 34와 동일 이슈) / 카카오뱅크가 AI 기술을 활용하여 금융사기 예방을 고도화하는 사례로, 카카오의 AI 전략 및 기술 적용 현황을 파악하는 데 참고할 만함. (기사 34, 17와 동일 이슈) / 카카오뱅크가 AI 기술을 활용하여 금융사기 예방을 고도화하는 사례로, 카카오의 AI 전략 및 기술 적용 현황을 파악하는 데 참고할 만함. (기사 34, 17,",False,False
I027,"토스모바일, CU 제휴 요금제 누적 가입자 2만 명 돌파",통신 서비스,COMPETITOR_PLATFORM_RISK,경쟁사_해외이슈,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,201.5,3,2,1,1,2280,2280,토스모바일 'CU 제휴 요금제' 누적 가입자 2만명... 생활형 통신 서비스 확대,ER 이코노믹리뷰,토스모바일이 CU와 제휴한 요금제의 누적 가입자가 2만 명을 돌파하며 생활형 통신 서비스 확장에 나서고 있다.,토스모바일의 생활 밀착형 서비스 확장 전략은 카카오의 관련 사업 부문 경쟁력 확보에 중요한 참고가 되므로 관련성이 높음.,False,False
I028,카카오뱅크 AI 연금서비스 검토,AI 서비스 확장,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,199.0,2,3,3,2,137,"137,53","카카오뱅크, 501조 퇴직연금 시장 진입 채비…AI 연금서비스 검토 | 카카오뱅크, 501조 퇴직연금 시장 진입 채비…AI 연금서비스 검토",MTN 머니투데이방송 | v.daum.net,카카오뱅크가 501조 규모의 퇴직연금 시장 진입을 준비하며 AI 연금서비스 도입을 검토 중임을 알림. / 카카오뱅크가 퇴직연금 시장 진출을 준비하며 AI 기반 연금 서비스 도입을 검토하고 있다는 내용을 보도함.,카카오뱅크의 신사업 진출 계획 및 AI 기술 활용 방안은 카카오의 금융 시장 경쟁력 강화 전략과 연관되어 있어 주목할 필요가 있음. / 카카오뱅크의 신사업 진출 계획 및 AI 기술 활용 방안은 카카오의 금융 시장 경쟁력 강화 전략과 연관되어 있어 주목할 필요가 있음. (기사 137과 동일 이슈),False,False
I029,"엔비디아, 한국 주요 대기업과 AI 동맹 구축",AI 기술,GOV_AI_DIGITAL_POLICY,경쟁사_해외이슈,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,domestic,198.5,2,2,2,1,2963,2963,"반도체부터 로봇까지...엔비디아, 한국 주요 대기업과 AI 전방위 동맹 구축",nbn 시사경제,"엔비디아와 한국 주요 대기업 간의 AI 전방위 동맹 구축은 국내 AI 생태계 강화 및 기술 발전에 기여하며, 카카오의 AI 기술 개발 및 파트너십 전략 수립에 중요한 참고 자료가 됩니다.",엔비디아와 한국 주요 대기업 간 AI 동맹은 국내 AI 생태계 강화에 중요한 영향을 미치므로 GOV_AI_CORE_POLICY로 분류합니다. / v23_category_reassign:industry_item_is_competitor_issue,False,False
I030,"K-로봇, 피지컬 AI 시대 글로벌 격전지 부상",AI 기술,COMPETITOR_AI_STRATEGY,산업동향,,GOV_AI_CORE_POLICY,COMP_OVERSEAS_PLATFORM_AI,mixed,198.5,2,2,2,1,3044,3044,[마켓+]엔비디아 생태계 올라탄 'K-로봇'…'피지컬 AI' 시대 글로벌 격전지 부상,비즈니스플러스,"엔비디아 생태계에 올라탄 'K-로봇'의 '피지컬 AI' 시대 글로벌 격전지 부상 소식은 국내 로봇 산업의 성장 가능성과 글로벌 경쟁 환경을 보여주며, 카카오의 로봇 및 AI 사업 전략 수립에 참고가 될 수 있습니다.","K-로봇의 피지컬 AI 시대 글로벌 경쟁력은 카카오의 AI 및 로봇 사업 전략에 중요한 시사점을 제공하므로 MIXED로 분류합니다. (GOV_AI_CORE_POLICY, COMP_OVERSEAS_PLATFORM_AI)",False,False
I031,카카오 준법 워크숍 AI 거버넌스 교육,AI 윤리/거버넌스,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,STRATEGIC_REFERENCE,,,other,197.5,2,3,3,1,10,10,"카카오 준신위, AI 거버넌스 교육으로 준법 워크숍 열었다",ER 이코노믹리뷰,카카오 준법감시위원회가 AI 거버넌스 교육을 포함한 준법 워크숍을 개최하여 임직원의 AI 윤리 및 규범 준수 의식을 높였다고 알림.,"카카오의 AI 윤리 및 거버넌스 구축 노력은 AI 서비스 개발 및 운영에 필수적인 요소로, 잠재적 리스크 관리 측면에서 중요하게 관리되어야 함.",False,False
I032,카카오페이손보 수익성 검증,사업 분석,SELF_AFFILIATE_BUSINESS,자사_및_계열사_이슈,FILLER_REFERENCE,,,other,197.0,3,4,1,1,156,156,"[SWOT 보험분석] 카카오페이손보, 외형 성장 속 수익성 검증 본격화",네이트,카카오페이손해보험이 외형 성장에도 불구하고 수익성 검증이 본격화될 것이라는 SWOT 분석 결과.,"카카오페이손보의 사업 분석 및 수익성 검증에 대한 내용으로, 자사 이슈 중 낮은 강도의 운영/서비스 소식에 해당하여 FILLER_REFERENCE로 분류함.",False,False
