id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v27_event_key
1439,정부/국회,정부_국회,과학기술정보통신위원회,"방송미디어통신위원회, 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진",방송미디어통신위원회 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진,세계로컬타임즈,세계로컬타임즈,"Thu, 18 Jun 2026 05:30:12 GMT","방송미디어통신위원회, 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진 세계로컬타임즈",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBLckNMLWJ4ZFVTLUFPRUFxRmhWZC1YSU1TNTJUazJIY0huSlI3eUQybndmQ21LVk02RkNnV1NLYWxURzJncnZ3ZkRMNFRkdVl2UXJyVWM2VTNGQVgzVGgzLQ?oc=5,google_rss_과학기술정보통신위원회 when:2d,214.6,48.0,policy_legislation,policy_legislation,"과기정통부,방미통위",,,,,,,general,14.0,published_yesterday,general,event:과기정통부+방미통위:policy_legislation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,global_platform_or_overseas_rule,Y,global,214.6,policy_legislation,government:policy_legislation,,,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:방송미디어통신위원회 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,로컬 보조 라벨,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:방송미디어통신위원회 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진,government_general_low_relevance,,
526,정부/국회,정부_국회,방송미디어통신위원회,"방송미디어통신위원회, 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진",방송미디어통신위원회 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진,더뉴스코리아,더뉴스코리아,"Thu, 18 Jun 2026 04:55:00 GMT","방송미디어통신위원회, 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진 더뉴스코리아",https://news.google.com/rss/articles/CBMiSkFVX3lxTE1RMVZBaFJOcFV2UE1kMFRlNzJ6S1FRaTloVWhYUzNhOGU1MGJ6SlFMUHJPa3VzRDhUTGZ5RWFrRnJGM3hSd2M0ZVhn?oc=5,google_rss_방송미디어통신위원회 when:2d,214.6,48.0,policy_legislation,policy_legislation,"과기정통부,방미통위",,,,,,,general,14.0,published_yesterday,general,event:과기정통부+방미통위:policy_legislation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,global_platform_or_overseas_rule,Y,global,214.6,policy_legislation,government:policy_legislation,,,정부_국회,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:방송미디어통신위원회 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,,로컬 보조 라벨,local_low_confidence,,GOV_GENERAL_LOW_RELEVANCE,,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,,government_general_low_relevance:방송미디어통신위원회 과기정통부와 협력해 방송콘텐츠 해외 홍보 추진,government_general_low_relevance,,
2008,경쟁사/해외이슈,경쟁사_해외이슈,네이버,‘비의료인 문신 시술 무죄’ 판결에… 네이버도 타투숍 빗장 풀었다 - 조선비즈,비의료인 문신 시술 무죄 판결에 네이버도 타투숍 빗장 풀었다,Chosunbiz,Chosunbiz,"Thu, 18 Jun 2026 06:35:00 GMT",‘비의료인 문신 시술 무죄’ 판결에… 네이버도 타투숍 빗장 풀었다 - 조선비즈 Chosunbiz,https://news.google.com/rss/articles/CBMiggFBVV95cUxQTEV1S1NaSGJ4T2dMNW93QWFncFNoOWVMUWc0Y3J6eDdLVG81UEUtUm05dlVmSEg0M0JpbGt0aF9YeTlJa0FZYjlTNXVSTVFvQWJiNzJRSVM1bHdNMnJ4OEQyWUZQTnlrb3VFbFh1S0JlTS12VUFsd25FcmlhaWJGbk9n0gGWAUFVX3lxTE1kTUZtbTZKUDNvSkV0dTdmcFZrR1JGblg1d3NBR0s0QlNCeEJHaHZtNHF5alF0Yi1ITXU3QTdLS1hKOU1PeVJrTjdPaklDT1NDaHpLZzc1dGhidWFwWmpHdDVRSDRoNXlHTFJydHFvNmV0c2dZZ29fbXdESWJObVkwcW9WaUZyZ3JFc29RVGRPemVmNjlMUQ?oc=5,google_rss_네이버 site:chosun.com when:2d,213.0,31.5,legal_regulatory_enforcement,legal_regulatory_enforcement,네이버,,,,,,,general,14.0,published_yesterday,direct_risk,event:네이버:legal_regulatory_enforcement,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,213.0,legal_regulatory_enforcement,competitor:regulatory_enforcement,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:비의료인 문신 시술 무죄 판결에 네이버도 타투숍 빗장 풀었다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:비의료인 문신 시술 무죄 판결에 네이버도 타투숍 빗장 풀었다,comp_domestic_strategy,,
1926,경쟁사/해외이슈,경쟁사_해외이슈,네이버,10년 공들인 조현준의 미래사업…AI 데이터센터 승부수 : 네이버 블로그,10년 공들인 조현준의 미래사업 ai 데이터센터 승부수 네이버 블로그,Naver Blog,Naver Blog,"Thu, 18 Jun 2026 14:49:51 GMT",10년 공들인 조현준의 미래사업…AI 데이터센터 승부수 : 네이버 블로그 Naver Blog,https://news.google.com/rss/articles/CBMijwFBVV95cUxPcm82ZVdIUC1fQnlCcUxTVTZ3N0xqVkVmSkc3N0JKQ3I4R1QzM2pUTU5hYllGWG1HUTVGaHdNOFlaTXVwUThMb2ZSVG5Yc3pyNlpxRmlVbWJBcmZVdHM2bGtCeXpfU0hYZlFVMHZOMFA0Y05CbUJoZVVvQ21Gb1JHT2lMMTF4WGJLTEZRYTUzQQ?oc=5,google_rss_네이버 AI when:2d,213.0,-6.5,"ai_infrastructure_security,aidc_datacenter",aidc_general,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,213.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,
2616,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,亞 최대 스타트업 축제 '넥스트라이즈 2026' 개막…엔비디아·오픈AI 등 빅테크 집결,최대 스타트업 축제 넥스트라이즈 2026 개막 엔비디아 오픈ai 등 빅테크 집결,뉴시스,뉴시스,"Thu, 18 Jun 2026 04:53:00 GMT",亞 최대 스타트업 축제 '넥스트라이즈 2026' 개막…엔비디아·오픈AI 등 빅테크 집결 뉴시스,https://news.google.com/rss/articles/CBMieEFVX3lxTFBER2JQR3ctX1lwd29IRWpHQ1JlZzJJWTlwWlAwWjBCOC1OSGNZbFZfc2pXMUd6Z2lPU1VsODB5VFM3ZXk4b2RSMjYydTdBSko3Si1PY3ZUR2M4dzVrQS14OURxUVFaUDhucHZzZUJwdFFpWVByM09zeNIBeEFVX3lxTFBER2JQR3ctX1lwd29IRWpHQ1JlZzJJWTlwWlAwWjBCOC1OSGNZbFZfc2pXMUd6Z2lPU1VsODB5VFM3ZXk4b2RSMjYydTdBSko3Si1PY3ZUR2M4dzVrQS14OURxUVFaUDhucHZzZUJwdFFpWVByM09zeA?oc=5,google_rss_오픈AI site:newsis.com when:2d,212.0,16.5,"ai_infrastructure_security,self_pr_promo",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,212.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,
2541,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"AI 대부 르쿤, ""일론 머스크의 xAI는 실패작, 오픈AI·앤트로픽과 경쟁 불가능""",ai 대부 르쿤 일론 머스크의 xai는 실패작 오픈ai 앤트로픽과 경쟁 불가능,미디어펜,미디어펜,"Thu, 18 Jun 2026 23:46:19 GMT","AI 대부 르쿤, ""일론 머스크의 xAI는 실패작, 오픈AI·앤트로픽과 경쟁 불가능"" 미디어펜",https://news.google.com/rss/articles/CBMiVEFVX3lxTE1SZkNzTkh2OG1jZ0hRdDllYUEtVlE3VjJ6bFFjamZ6RjY2OV9RWThIMXp5c3VjanY1bFpVVDZ0b3ctNnltdE9jLW9iR2ZmV1VLRjBybNIBWEFVX3lxTE41WlowazZzaXg5NUpyNlZpZ2JSR1pnaXF1Wmk2YkZONWhUR3BubnpqbTBUdGZ6dE5uS1VCWmhGUTBEcGp2MG42MF9xc0FiX3VLWVNXb3Fta1E?oc=5,google_rss_오픈AI when:2d,208.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,208.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,
2457,경쟁사/해외이슈,경쟁사_해외이슈,구글,"엔비디아, 로컬 AI 위한 구글 딥마인드 디퓨전젬마 가속화 > 뉴스",엔비디아 로컬 ai 위한 구글 딥마인드 디퓨전젬마 가속화 뉴스,브레인박스,브레인박스,"Fri, 19 Jun 2026 03:16:47 GMT","엔비디아, 로컬 AI 위한 구글 딥마인드 디퓨전젬마 가속화 > 뉴스 브레인박스",https://news.google.com/rss/articles/CBMisgFBVV95cUxNQUdWWXhpUE41c2RIdEN3WDdmcnNhaERfQTB6NnVRcnJRQVNQSGFpV2RSQjVnUFlSQUd2Nnl5WDFhcGpiQnRZYmtFMS15cDM4eUlZX3Q5ZzY2WEdaaFJ1TURWcjA2RlRlOTY3WHRWaHNjNzFwU2x6cXpVcjhFRTJkemNVVXQ2N2NEdTMzRW9ndF85Qm91N3g1d18yMFgyVHc0NW1iQi1fYWsyemJTUWtTS3dB?oc=5,google_rss_구글 AI when:2d,208.5,13.5,ai_infrastructure_security,ai_infrastructure_security,구글,,,,,,,general,24.0,published_today,business_change,event:구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,208.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:엔비디아 로컬 ai 위한 구글 딥마인드 디퓨전젬마 가속화 뉴스,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:엔비디아 로컬 ai 위한 구글 딥마인드 디퓨전젬마 가속화 뉴스,comp_overseas_regulation_data,,
2525,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"얀 르쿤 ""머스크의 xAI는 실패작...오픈AI·앤트로픽과 경쟁 안 돼""",얀 르쿤 머스크의 xai는 실패작 오픈ai 앤트로픽과 경쟁 안 돼,AI타임스,AI타임스,"Fri, 19 Jun 2026 03:10:33 GMT","얀 르쿤 ""머스크의 xAI는 실패작...오픈AI·앤트로픽과 경쟁 안 돼"" AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE02UGZ5WmxpNGtPeVNmSmtpMzV3VzR3bzV0R0tSNXJjUFRXM3hmMzNmQkJ5V0h5bHRWQjgzQzNOd3J2MEVyTUdBbW5JZFpob1hkZ1lKUC1iaU1aUTloam1LeV9lQTA2VUQwNUE?oc=5,google_rss_오픈AI when:2d,208.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,208.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,
1924,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버NAVER, AI 인프라 사업 본격화 기대감…목표주가 30만3000원 상향",네이버naver ai 인프라 사업 본격화 기대감 목표주가 30만3000원 상향,CBC뉴스,CBC뉴스,"Thu, 18 Jun 2026 15:00:00 GMT","네이버NAVER, AI 인프라 사업 본격화 기대감…목표주가 30만3000원 상향 CBC뉴스",https://news.google.com/rss/articles/CBMiaEFVX3lxTFAyVDhPOFBpV2hmNl9LWmVoYzhHSGZKWThvdkFOdEphSU1WS3NWR0Z6Qm8tMy1YRUZRdE0xVGpXSlNfNllVRERsakZUVElPM1lUWFhUOWE4Y09ZRWc1SHJaMHBDODlPLUhQ?oc=5,google_rss_네이버 AI when:2d,207.5,20.5,"ai_infrastructure_security,financial_performance",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,market_commentary,event:네이버:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,207.5,"financial_performance,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_domestic_ai_platform,,
1884,경쟁사/해외이슈,경쟁사_해외이슈,네이버,[기업家] 네이버 ⑧ㅣ월드컵 특수에 AI 서비스 급성장…검색·쇼핑·클라우드 확장,기업 네이버 월드컵 특수에 ai 서비스 급성장 검색 쇼핑 클라우드 확장,CBC뉴스,CBC뉴스,"Fri, 19 Jun 2026 00:21:31 GMT",[기업家] 네이버 ⑧ㅣ월드컵 특수에 AI 서비스 급성장…검색·쇼핑·클라우드 확장 CBC뉴스,https://news.google.com/rss/articles/CBMiaEFVX3lxTFBHZlRYRXR4aDN0TkNOY0NhQm5SZDdNbFdvMm9iNHU5UFNFVFAxaDc5ZkxybkJ0UF9lMUZfa1piRHZKcm5EX1pickplc2VwZTh1VGV0aUNsTlpVOTdUbmFQV2tHWE92QUdv?oc=5,google_rss_네이버 when:2d,207.5,16.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,207.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:기업 네이버 월드컵 특수에 ai 서비스 급성장 검색 쇼핑 클라우드 확장,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:기업 네이버 월드컵 특수에 ai 서비스 급성장 검색 쇼핑 클라우드 확장,comp_domestic_ai_platform,,
2538,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,앤트로픽·오픈AI에 반격?....유력 SW 기업들 ARD 프로토콜 띄운다,앤트로픽 오픈ai에 반격 유력 sw 기업들 ard 프로토콜 띄운다,디지털투데이,디지털투데이,"Thu, 18 Jun 2026 21:45:04 GMT",앤트로픽·오픈AI에 반격?....유력 SW 기업들 ARD 프로토콜 띄운다 디지털투데이,https://news.google.com/rss/articles/CBMic0FVX3lxTE40R0tSNnBNSTNjcFFURFJLenltN1paSDF3TkRtdDI4eTF4c0pGUHE4NENzdU83d3lad1lCOE9ldUVHNnYyWF9Kc0l6UXhkVDl0cHNfSGQ4eUswSU1VcWxUdnJxWk5rb085OWhMVDNFYzRqRGs?oc=5,google_rss_오픈AI when:2d,206.5,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,206.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:general,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:anthropic_glasswing_security,comp_overseas_platform_ai,,
2594,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,'오픈AI·엔비디아' 서울 집결…넥스트라이즈 2026 개막,오픈ai 엔비디아 서울 집결 넥스트라이즈 2026 개막,뉴스1,뉴스1,"Thu, 18 Jun 2026 05:43:08 GMT",'오픈AI·엔비디아' 서울 집결…넥스트라이즈 2026 개막 뉴스1,https://news.google.com/rss/articles/CBMiZEFVX3lxTE52THdRQUNKWnVzaTB5dmNobVZrbmI3TV9aVHIwWmRHaFZkbVQxbmZBbVU5LXA0VXZDRVB2R05CTVQybzc3YjdzQ2lDVkx1cmszZGVwb1FIRXZzLTJkdWxxRU1IWjI?oc=5,google_rss_오픈AI AI when:2d,206.0,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,206.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_regulation_data,,
2638,경쟁사/해외이슈,경쟁사_해외이슈,MS,"MS, 에이전틱 시스템 ‘코파일럿 코워크’ 정식 출시…앤트로픽 모델 기반",ms 에이전틱 시스템 코파일럿 코워크 정식 출시 앤트로픽 모델 기반,AI타임스,AI타임스,"Thu, 18 Jun 2026 06:44:57 GMT","MS, 에이전틱 시스템 ‘코파일럿 코워크’ 정식 출시…앤트로픽 모델 기반 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTFBlUXh2aTdLVlZXdmMxQUZCc3dZcW5BQkpWMXNVOGVYYWxEdmxqYnZ6ODYwc2tjdnNSUGVueHZnV1RmSE16ejNJSUpQamVUNWIyQWhaRE9xQUVTbG4yVE1iX1BfVW1TXzVWYmc?oc=5,google_rss_MS when:2d,205.5,14.0,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,앤트로픽,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:sector:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,205.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:sector:anthropic_glasswing_security:general,global_incident:ai_security_policy:sector:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:sector:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:sector:anthropic_glasswing_security,comp_overseas_platform_ai,,
2692,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, Crusoe 데이터센터에서 AI 컴퓨팅 파워 확보 - 블룸버그",메타 crusoe 데이터센터에서 ai 컴퓨팅 파워 확보 블룸버그,Investing.com 한국어,Investing.com 한국어,"Thu, 18 Jun 2026 20:33:00 GMT","메타, Crusoe 데이터센터에서 AI 컴퓨팅 파워 확보 - 블룸버그 Investing.com 한국어",https://news.google.com/rss/articles/CBMid0FVX3lxTE85d1JUWFlRNzFKZDNTRm5IZEZWLUplMUNSSEF2bkkyM0JrSkNYUGZXd2M4M0FkaTBMNV9tNmJnM1dyaHlONGpsRXVmS0VyTXdHcVR0b3FnOWRqNHdqUUN4aHhGZUJQSHdxTkd3OWJEc05QdXFDWHhv?oc=5,google_rss_메타 when:2d,205.0,14.0,ai_infrastructure_security,ai_infrastructure_security,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,205.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:메타 crusoe 데이터센터에서 ai 컴퓨팅 파워 확보 블룸버그,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:메타 crusoe 데이터센터에서 ai 컴퓨팅 파워 확보 블룸버그,comp_overseas_regulation_data,,
