id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26가드레일사유,v26_2_profile_reason,v32_weak_non_digital_gov
2408,경쟁사/해외이슈,경쟁사_해외이슈,구글,구글이 한국을 선택했다! 세계 최초 '구글 AI 캠퍼스' 서울 상륙... 이재명·허사비스 1시간 밀담 브리핑 Giudice Di Pace (cvuRyIq2VL),구글이 한국을 선택했다 세계 최초 구글 ai 캠퍼스 서울 상륙 이재명 허사비스 1시간 밀담 브리핑 giudice di pace cvuryiq2vl,Mshale,Mshale,"Sun, 16 Aug 2026 22:31:45 GMT",구글이 한국을 선택했다! 세계 최초 '구글 AI 캠퍼스' 서울 상륙... 이재명·허사비스 1시간 밀담 브리핑 Giudice Di Pace (cvuRyIq2VL) Mshale,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9CT0t2bTRXMTkxWW1RbklCWnd0TTBieUlEbXVsbXBrS1ZTRGVLZzNzdjVBZUY5SHkyR0habXhTNWJiM2M3eTB4RHlpS0dTa2FDTF91cXpPNF90V0E?oc=5,google_rss_구글 when:4d,42.5,13.5,ai_infrastructure_security,ai_infrastructure_security,구글,,,,,,,general,24.0,published_today,business_change,privacy_security:google:data_leak,general,,"weak_form_without_full_basis:actor=True,change=False,bridge=True",2,,,,42.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:privacy_security:google:google:data_leak:general,global_incident:privacy_security:google:google,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:privacy_security:google:google,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:privacy_security:google:google,comp_overseas_platform_ai,,,
283,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오픽코마,"카카오엔터, 삼양씨앤씨-인타임-필연매니지먼트 3사 합병",카카오엔터 삼양씨앤씨 인타임 필연매니지먼트 3사 합병,뉴스웰,뉴스웰,"Fri, 14 Aug 2026 01:46:09 GMT","카카오엔터, 삼양씨앤씨-인타임-필연매니지먼트 3사 합병 뉴스웰",https://news.google.com/rss/articles/CBMibEFVX3lxTFBiVGUwYkg2czQxS21nOG5HWmFwT3VLZHRXbnNRdlVjMV9jcUp6LUlybFRKSlJvOWZjbHpTMFp1aWt1NURtaHJMMnd3MjJsbjVyRkxubTN0VEgyMHRZMWphbGtxZTZRWW9lQm84cw?oc=5,google_rss_카카오픽코마 when:4d,42.0,77.5,strategy_mna_governance,strategy_mna_governance,"카카오,카카오엔터",v43_self_not_actual_actor:OFF_TOPIC;brand_not_in_title,,Y,must_review:self_strict:strategy_mna:strategy_mna_governance,,,direct_self_risk,0.0,,direct_risk,global_incident:mna_capital:kakao:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,42.0,strategy_mna_governance,self:strategy_mna,global_incident:mna_capital:kakao:mna_capital:general,global_incident:mna_capital:kakao:mna_capital,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:mna_capital:kakao:mna_capital,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,,other,,,global_incident:mna_capital:kakao:mna_capital,self_filler_reference,,,
2393,경쟁사/해외이슈,경쟁사_해외이슈,구글,구글은 9월 4일부로 안드로이드에서 어시스턴트 서비스를 공식적으로 종료했습니다.,구글은 9월 4일부로 안드로이드에서 어시스턴트 서비스를 공식적으로 종료했습니다,Vietnam.vn,Vietnam.vn,"Sun, 16 Aug 2026 06:45:59 GMT",구글은 9월 4일부로 안드로이드에서 어시스턴트 서비스를 공식적으로 종료했습니다. Vietnam.vn,https://news.google.com/rss/articles/CBMijwFBVV95cUxOUjNwMzJQLUJBWGM4SGRSWl9kUjNYeVhRZHhoclF2bU94NjU5bUJQVkJrWGtjUHpfZUtiR25QREdjTGRuaFl2ejJuX3lQb01XX3hXMTNoQ1NTZkhBSXBSakFPXzk5MUZvUmIwRThMLUhIRFJnbWFvR1QycVRRN1lrdFhYdi1tMVJ3NVJRZ2VtMA?oc=5,google_rss_구글 when:4d,42.0,6.5,,,구글,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:구글은 9월 4일부로 안드로이드에서 어시스턴트 서비스를 공식적으로 종료했습니다,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:구글은 9월 4일부로 안드로이드에서 어시스턴트 서비스를 공식적으로 종료했습니다,competitor_general_low_relevance,,,
1772,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버에서 커피 배달하는 로봇⋯진화형 '루키2' 순차 투입 [IT돋보기],네이버에서 커피 배달하는 로봇 진화형 루키2 순차 투입 it돋보기,v.daum.net,v.daum.net,"Sun, 16 Aug 2026 03:02:09 GMT",네이버에서 커피 배달하는 로봇⋯진화형 '루키2' 순차 투입 [IT돋보기] v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1RWE9ieW80NkxUTGRLWVp4M0FkN0NnYTZVWVJ0WDdoR2QwdXBnUVRfY0ozS0d6eDRBZFRWcUhXNnUyb2hYVFlpQVgyVFh2Z0dDRGt3ZA?oc=5,google_rss_네이버 when:4d,42.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,42.0,,,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:네이버에서 커피 배달하는 로봇 진화형 루키2 순차 투입 it돋보기,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:네이버에서 커피 배달하는 로봇 진화형 루키2 순차 투입 it돋보기,self_filler_reference,,,
2118,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡풀필먼트서비스, 말복 맞아 전국 풀필먼트센터에 삼계탕 제공",쿠팡풀필먼트서비스 말복 맞아 전국 풀필먼트센터에 삼계탕 제공,전자신문,전자신문,"Fri, 14 Aug 2026 11:50:50 GMT","쿠팡풀필먼트서비스, 말복 맞아 전국 풀필먼트센터에 삼계탕 제공 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE5IQmhaRElZc05MVGg4UTVYaTQtTkIwa1JKWVZTZ1lKX09IZFdqajZFVGplZVJEdjZiTGpHc201X2JCV011V3Q1MjljN2RhZw?oc=5,google_rss_쿠팡 when:4d,42.0,4.0,,,쿠팡,,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:쿠팡풀필먼트서비스 말복 맞아 전국 풀필먼트센터에 삼계탕 제공,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:쿠팡풀필먼트서비스 말복 맞아 전국 풀필먼트센터에 삼계탕 제공,comp_domestic_strategy,,,
2121,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡 CPLB, PB 고급화 나선다…프리미엄 '한눈담다' 출시",쿠팡 cplb pb 고급화 나선다 프리미엄 한눈담다 출시,전자신문,전자신문,"Fri, 14 Aug 2026 00:38:51 GMT","쿠팡 CPLB, PB 고급화 나선다…프리미엄 '한눈담다' 출시 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE03RDVaanRGcEpEVnN1WGpiejdDMmVmREIzd0VFcXZweG5LQTNJU19TU2JEbGV4Q2V3VFUtTERQOGZkY0FUVWpDNkxINUY1Zw?oc=5,google_rss_쿠팡 when:4d,42.0,4.0,,,쿠팡,,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,coupang,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:쿠팡 cplb pb 고급화 나선다 프리미엄 한눈담다 출시,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:쿠팡 cplb pb 고급화 나선다 프리미엄 한눈담다 출시,comp_domestic_strategy,,,
2536,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"범죄 예방 vs 사적 감시… 챗GPT에 털어놓은 살인 계획, 오픈AI가 신고",범죄 예방 vs 사적 감시 챗gpt에 털어놓은 살인 계획 오픈ai가 신고,서울신문,서울신문,"Sun, 16 Aug 2026 09:17:19 GMT","범죄 예방 vs 사적 감시… 챗GPT에 털어놓은 살인 계획, 오픈AI가 신고 서울신문",https://news.google.com/rss/articles/CBMic0FVX3lxTE5lVXh2SUxfelZmLWFWdTdEY2poejBJenNLLW1sNElsOFlBNF81MmRDZGFZdFBEOFVXTzkxd0JQRGRZTGl5ZHlXX0NxMzNrQ2phNXExTFEtOHFmWFZWSmhPbEMtM1NvTzZJa00xVVU1dXF2VEE?oc=5,google_rss_오픈AI when:4d,42.0,-14.5,"ai_infrastructure_security,platform_obligation",ai_infrastructure_security,오픈AI,individual_crime_case_not_policy,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,42.0,"ai_infrastructure_security,platform_obligation",competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
16,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오엔터, 웹툰·웹소설 자회사 3곳 통합…""IP 경쟁력 강화""",카카오엔터 웹툰 웹소설 자회사 3곳 통합 ip 경쟁력 강화,연합뉴스,연합뉴스,"Fri, 14 Aug 2026 00:52:41 GMT","카카오엔터, 웹툰·웹소설 자회사 3곳 통합…""IP 경쟁력 강화"" 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE1kV0lnc05lZU1pd3Eyd2Y5RVhFZUQtMDlyUDVkNWR5LUtsRU1DWUZGdE14Z0hhNGJGUDI4S3k1cHZiV21acjJqUGdlRHZvRUVoTTFFZFNIc1RrZFXSAWBBVV95cUxNUExnZlowQnh0d0k4bFdPWWdrN19FazU1TWQ1M3I3Q3pCNENUenhzcXQxZzlDRHRNRWZhQzNfSkpac3dzdjQweXNlU2NMTEVqclgzTkNHRm5XTExqdUlDbV8?oc=5,google_rss_카카오 when:4d,41.5,10.5,,,"카카오,카카오엔터",,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,41.5,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오엔터 웹툰 웹소설 자회사 3곳 통합 ip 경쟁력 강화,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오엔터 웹툰 웹소설 자회사 3곳 통합 ip 경쟁력 강화,self_strategic_reference,,,
76,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오엔터, 웹툰 자회사 3곳 합병...“콘텐츠 시너지 강화”",카카오엔터 웹툰 자회사 3곳 합병 콘텐츠 시너지 강화,매일경제,매일경제,"Fri, 14 Aug 2026 04:27:38 GMT","카카오엔터, 웹툰 자회사 3곳 합병...“콘텐츠 시너지 강화” 매일경제",https://news.google.com/rss/articles/CBMiVkFVX3lxTFBvNVJjQXNJSEQ4akhrX2F2cFV6NGRSN1FsaUc5ckliczdnaWF6REtWWVMwaVpRNnBGRlZCN2xIYl9VU2J6dWI5MENRUnZxNllLWHBYRUdn?oc=5,google_rss_카카오 when:4d,41.0,117.5,strategy_mna_governance,strategy_mna_governance,"카카오,카카오엔터",v43_self_not_actual_actor:OFF_TOPIC,Y,,,,self:platform_obligation,platform_operator_obligation,0.0,,direct_risk,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,41.0,strategy_mna_governance,self:platform_obligation,global_incident:platform_regulation:kakao:platform_content_moderation_obligation:general,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,,other,,,global_incident:platform_regulation:kakao:platform_content_moderation_obligation,self_filler_reference,,,
2124,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡풀필먼트서비스, 말복 맞아 전국 센터에 삼계탕 쏜다",쿠팡풀필먼트서비스 말복 맞아 전국 센터에 삼계탕 쏜다,서울경제TV,서울경제TV,"Fri, 14 Aug 2026 06:01:22 GMT","쿠팡풀필먼트서비스, 말복 맞아 전국 센터에 삼계탕 쏜다 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTFBHZWQyVHM4WnpIWldRS1FXcHRZOFVhaVRwaTZ3aDQ1TUotR2VobkdOVDZFWk5vT0Rad1dWakxLUm13YlpuTnVZb0VQb1FpSGhhVW5qVVRyUUsyZHBkcFhrb09tLTg?oc=5,google_rss_쿠팡 when:4d,41.0,4.0,,,쿠팡,,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,41.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:쿠팡풀필먼트서비스 말복 맞아 전국 센터에 삼계탕 쏜다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:쿠팡풀필먼트서비스 말복 맞아 전국 센터에 삼계탕 쏜다,comp_domestic_strategy,,,
2113,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"쿠팡, 프리미엄 PB '한눈담다' 출시…첫 제품은 화장지 '순연'",쿠팡 프리미엄 pb 한눈담다 출시 첫 제품은 화장지 순연,한국경제,한국경제,"Fri, 14 Aug 2026 05:19:35 GMT","쿠팡, 프리미엄 PB '한눈담다' 출시…첫 제품은 화장지 '순연' 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE1UN2JUZnE1WmZ1RGF3VWtrelkxdGoxOHFIdTZDYlNXdUlic1VHRmFZRFBjNkNIYTZrcGdwRWp5UFFZUzZIRW92Q1YtWVQxaUpZcUNuVjVFMm52UQ?oc=5,google_rss_쿠팡 when:4d,41.0,4.0,,,쿠팡,,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,coupang,41.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:쿠팡 프리미엄 pb 한눈담다 출시 첫 제품은 화장지 순연,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:쿠팡 프리미엄 pb 한눈담다 출시 첫 제품은 화장지 순연,comp_domestic_strategy,,,
2224,경쟁사/해외이슈,경쟁사_해외이슈,토스,"“금융앱 넘어 일상으로”…토스, 미니앱 1만 개 품었다",금융앱 넘어 일상으로 토스 미니앱 1만 개 품었다,서울경제TV,서울경제TV,"Fri, 14 Aug 2026 02:14:23 GMT","“금융앱 넘어 일상으로”…토스, 미니앱 1만 개 품었다 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE8xNGdvOXBFQmdIeU5lV2p0bHliZXF5YnJVcmYyRjlBMlN0MjN1VGg1anFKZTZYR1pRMTJDNGR1SUh3ZXpqVm5hZ0J6ZHNqbWUwRXp6a1JMeUR4U0xYSDQxU2ppWl8?oc=5,google_rss_토스 when:4d,41.0,4.0,,,토스,,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,41.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:금융앱 넘어 일상으로 토스 미니앱 1만 개 품었다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:금융앱 넘어 일상으로 토스 미니앱 1만 개 품었다,comp_domestic_finance_commerce,,,
213,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,'카톡 업데이트 논란' 홍민택 상반기 보수 28억,카톡 업데이트 논란 홍민택 상반기 보수 28억,v.daum.net,v.daum.net,"Sat, 15 Aug 2026 09:09:00 GMT",'카톡 업데이트 논란' 홍민택 상반기 보수 28억 v.daum.net,https://news.google.com/rss/articles/CBMiT0FVX3lxTFBySi1jaXduQzJwQXZJNlJJbkVBSnliNVZveEI3QmxMR0RzcjBMVGt5cV9zQzNKSm5KdDAzM05IVkhIRHh4NFhJVV9OM0JHYkE?oc=5,google_rss_카카오 카카오 최고책임자 when:4d,40.0,63.5,service_reform_backlash,service_reform_backlash,"카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC,,Y,must_review:self_strict:leadership_service:service_reform_backlash,,,direct_self_risk,0.0,,general,event:카카오+카카오서비스:service_reform_backlash,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,40.0,service_reform_backlash,self:leadership_service,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카톡 업데이트 논란 홍민택 상반기 보수 28억,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local_low_confidence,OFF_TOPIC,,,other,,,self_filler_reference:카톡 업데이트 논란 홍민택 상반기 보수 28억,self_filler_reference,,,
1954,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"독파모 2차 선발 임박…업스테이지·LG·SKT·모티프, ‘국가대표 AI’ 승부 갈린다",독파모 2차 선발 임박 업스테이지 lg skt 모티프 국가대표 ai 승부 갈린다,kmjournal.net,kmjournal.net,"Mon, 17 Aug 2026 00:52:30 GMT","독파모 2차 선발 임박…업스테이지·LG·SKT·모티프, ‘국가대표 AI’ 승부 갈린다 kmjournal.net",https://news.google.com/rss/articles/CBMia0FVX3lxTFBhdWtTZmNvSVlqY1RRSFpKcm1TNExBcl9ydXd3V2N2OVRuTmNZdmJaMUhqSEt4ZVEzVzlsY1lFRjN2Q1FpNW5VUl91RmY5NDNsajFtY1p5dDJYbXVMT3RpWTY2Snh3UWRheDlz?oc=5,google_rss_SKT when:4d,40.0,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,direct_risk,global_incident:leadership_service:skt:leadership_service,general,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,,,,40.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:leadership_service:skt:leadership_service:general,global_incident:leadership_service:skt:leadership_service,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1771,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버에서 커피 배달하는 로봇⋯진화형 '루키2' 순차 투입 [IT돋보기],네이버에서 커피 배달하는 로봇 진화형 루키2 순차 투입 it돋보기,inews24.com,아이뉴스24,"Sun, 16 Aug 2026 03:00:02 GMT",네이버에서 커피 배달하는 로봇⋯진화형 '루키2' 순차 투입 [IT돋보기] inews24.com,https://news.google.com/rss/articles/CBMiS0FVX3lxTE1ZT1F1ZmYyN1J6RGw5anZ4UkFQc21DNU83dUtCVUVkejcwUjJfeC11SjFVVlZJYUJqWU5aWUkyeHRiRldCSXhYcF9FUQ?oc=5,google_rss_네이버 when:4d,40.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,40.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:네이버에서 커피 배달하는 로봇 진화형 루키2 순차 투입 it돋보기,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:네이버에서 커피 배달하는 로봇 진화형 루키2 순차 투입 it돋보기,comp_domestic_finance_commerce,,,
2275,경쟁사/해외이슈,경쟁사_해외이슈,토스,"토스, '앱인토스' 미니앱 1만개 돌파…출시 1년 만",토스 앱인토스 미니앱 1만개 돌파 출시 1년 만,뉴시스,뉴시스,"Fri, 14 Aug 2026 02:39:20 GMT","토스, '앱인토스' 미니앱 1만개 돌파…출시 1년 만 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTFBNY0t2X3Q1LVpHeTBzN2pEOV95YW1JY3BzWkV6WExZWlNwQWRpNlVuLVZqeGRPSExCVG8wbk9ZakJ2aEpYaEZSdEpDTXk3WHlWcFdCWXBWeTZ5QnVQUlpOcNIBeEFVX3lxTE1Kc2twdEI3bllXdDgyTUdoOFNLS3JxdjZIX2EzRkhwVFpzWGp6bF84cWRhTkd5RUJvc3lqck9WNDdWTTE2QW1oMURKQ09DNUtFUHdSNkJTRGhzTGNrWVJvdWlMT3FaZnJaN0RhOGpzTzdfVHBsVXRHbg?oc=5,google_rss_토스 AI when:4d,40.0,4.0,,,토스,,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,competitor_actor_action_pass,Y,toss,40.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,comp_domestic_finance_commerce:토스 앱인토스 미니앱 1만개 돌파 출시 1년 만,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_finance_commerce:토스 앱인토스 미니앱 1만개 돌파 출시 1년 만,comp_domestic_finance_commerce,,,
106,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오엔터, CP 자회사 3사 통합…“IP 경쟁력 강화”",카카오엔터 cp 자회사 3사 통합 ip 경쟁력 강화,서울경제,서울경제,"Fri, 14 Aug 2026 01:45:24 GMT","카카오엔터, CP 자회사 3사 통합…“IP 경쟁력 강화” 서울경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE9xZE9Ccnl3dGd0Rl9ENFNSSkJuX01wVDlQYVdJLURVWXhMamhyRWJzcnFMZVd1WF9lMkVTNGJ6NVMyc2NzR0lLSUkwTFcxWlhhT2c?oc=5,google_rss_카카오 지분 when:4d,39.5,10.5,,,"카카오,카카오엔터",,,,,,,general,0.0,,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,39.5,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오엔터 cp 자회사 3사 통합 ip 경쟁력 강화,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오엔터 cp 자회사 3사 통합 ip 경쟁력 강화,self_strategic_reference,,,
