id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
105,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[재계 포커스] 실적 살아난 카카오, 회사까지 둘로 나눈다…정신아의 'AI 승부수'",재계 포커스 실적 살아난 카카오 회사까지 둘로 나눈다 정신아의 ai 승부수,폴리뉴스 Polinews,폴리뉴스 Polinews,"Fri, 28 Aug 2026 06:05:00 GMT","[재계 포커스] 실적 살아난 카카오, 회사까지 둘로 나눈다…정신아의 'AI 승부수' 폴리뉴스 Polinews",https://news.google.com/rss/articles/CBMibkFVX3lxTFBMTkd5ZUx3aF9WbklLQUJzaU9LTVhrTzlzZkdHWi01NlppTWZRUmM4aDlYMEYxbE1CY2hQb3JwdTA4ZWpGOGNyNEFpdzNaaF8yZ2VSSmNrQjBXRnFvRTlleWVmQzdOZEdHamJMYU5B0gFyQVVfeXFMUEw0T2dJZi1Rc1ZGeEM3VldPS04tMkI3cFZUN0JKc2Q5dEFhRlZqNk0wRlZzSm1FajRzQXlTOGJvOHhkLWQ5dVpGRks0aWtydDFmNkNvUHJMV21fVGVBVmotOVNlTWV6YzVkMXYyQUpNa29B?oc=5,google_rss_카카오 조정 when:4d,90.0,69.5,"ai_infrastructure_security,earnings,financial_performance",ai_infrastructure_security,카카오,,,,,,,general,0.0,,direct_risk,event:카카오:ai_infrastructure_security+financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,90.0,"financial_performance,ai_infrastructure_security",self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:재계 포커스 실적 살아난 카카오 회사까지 둘로 나눈다 정신아의 ai 승부수,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:재계 포커스 실적 살아난 카카오 회사까지 둘로 나눈다 정신아의 ai 승부수,self_direct_risk,,,
3347,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 청소년 SNS ‘2시간 사용제한’, AI 나이 조작·VPN 우회 막을 수 있나",메타 청소년 sns 2시간 사용제한 ai 나이 조작 vpn 우회 막을 수 있나,The Economy Korea,The Economy Korea,"Fri, 28 Aug 2026 21:50:02 GMT","메타, 청소년 SNS ‘2시간 사용제한’, AI 나이 조작·VPN 우회 막을 수 있나 The Economy Korea",https://news.google.com/rss/articles/CBMiW0FVX3lxTFBlem1TRE9XX1BPZ0NJeS1rV0huZV83WmJjQjk3VkNsbFItc285S1lFbU8ybVdrbmEzcVVvalJYMTJ0WUN6V2RvNGdMVHY3MzZlc1pxUndzWXpfVDQ?oc=5,google_rss_메타 규제 when:4d,90.0,65.0,"ai_infrastructure_security,deepfake_youth,platform_obligation",ai_infrastructure_security,메타,,Y,,,,competitor:platform_obligation,platform_operator_obligation,0.0,,business_change,global_incident:platform_regulation:meta:platform_content_moderation_obligation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,90.0,"ai_infrastructure_security,platform_obligation",competitor:platform_obligation,global_incident:platform_regulation:meta:platform_content_moderation_obligation:general,global_incident:platform_regulation:meta:platform_content_moderation_obligation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:meta:platform_content_moderation_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:meta:platform_content_moderation_obligation,comp_overseas_platform_ai,,,
217,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"여행자·펫보험 수요 꾸준…카카오페이손해보험, 실적 성장세 꾸준",여행자 펫보험 수요 꾸준 카카오페이손해보험 실적 성장세 꾸준,매일경제,매일경제,"Fri, 28 Aug 2026 05:20:42 GMT","여행자·펫보험 수요 꾸준…카카오페이손해보험, 실적 성장세 꾸준 매일경제",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9fdk1Xandva2JBUVpKRUc3SGxiMFlWaWd0eExuN2s2WG5wSXozam4tT1hHdG5leGtXaWlGVjVtMlNmbVMzUTNqeHlRdk84R0dYbHlHbw?oc=5,google_rss_카카오 카카오페이 when:4d,90.0,53.0,"earnings,financial_performance",financial_performance,"카카오,카카오페이",,,,,,,general,0.0,,direct_risk,event:카카오+카카오페이:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,90.0,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:여행자 펫보험 수요 꾸준 카카오페이손해보험 실적 성장세 꾸준,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:여행자 펫보험 수요 꾸준 카카오페이손해보험 실적 성장세 꾸준,self_direct_risk,,,
3529,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,[주간리뷰-판재] 환율 내리자 수입재 ‘꿈틀’,주간리뷰 판재 환율 내리자 수입재 꿈틀,스틸데일리,스틸데일리,"Sun, 30 Aug 2026 20:16:02 GMT",[주간리뷰-판재] 환율 내리자 수입재 ‘꿈틀’ 스틸데일리,https://news.google.com/rss/articles/CBMidEFVX3lxTE1feHgzWWdaeVEydklBSTJzS3A2c3R1Y0NDdVp1RndpeWROU0Q2NHl4dEw0dVBNU0tLV3drSDNEZGZqTnhHZUVGWU1iQ3owR1JlMXJnTzZ5Mk5KYmZYVUJPMzRoel9INktOLXdwZldaVTl5c0JG0gF0QVVfeXFMTV94eDNZZ1p5UTJ2SUFJMnNLcDZzdHVjQ0N1WnVGd2l5ZE5TRDY0eXh0TDR1UE1TS0tXd2tIM0RkZmpOeEdlRUZZTWJDejBHUmUxcmdPNnkyTkpiZlhVQk8zNGh6X0g2S04td3BmV1pVOXlzQkY?oc=5,google_rss_EU 규제 when:4d,90.0,4.0,,,,v43_not_true_competitor,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,90.0,policy_legislation,,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:주간리뷰 판재 환율 내리자 수입재 꿈틀,카카오 대외협력 관점 간접 참고,2,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:주간리뷰 판재 환율 내리자 수입재 꿈틀,off_topic,,,
515,정부/국회,정부_국회,과학기술정보통신부,‘독파모’ 재심의 요구 나선 모티프…갈수록 태산인 정부 AI 사업 [팩플],독파모 재심의 요구 나선 모티프 갈수록 태산인 정부 ai 사업 팩플,미주중앙일보,미주중앙일보,"Thu, 27 Aug 2026 20:27:00 GMT",‘독파모’ 재심의 요구 나선 모티프…갈수록 태산인 정부 AI 사업 [팩플] 미주중앙일보,https://news.google.com/rss/articles/CBMiYkFVX3lxTE9QbV9CcmdRX2tKdzFrSDJoV2ZIbjMtNnNjTVk1NXVHNy1aWXh1Z3VnMjNxWWJiTy1kQmRENWU1SG9sako4cTc2V3Jac0lKT2pITDN5Nzh5dHJySkhubGgyakdR?oc=5,google_rss_과학기술정보통신부 when:4d,89.0,40.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,0.0,,official_action,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,89.0,ai_infrastructure_security,government:tech_security_policy,,,정부_국회,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:독파모 재심의 요구 나선 모티프 갈수록 태산인 정부 ai 사업 팩플,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,로컬 보조 라벨,local_low_confidence,,GOV_AI_CORE_POLICY,,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,,government_ai_core_policy:독파모 재심의 요구 나선 모티프 갈수록 태산인 정부 ai 사업 팩플,government_ai_core_policy,,,
3434,경쟁사/해외이슈,경쟁사_해외이슈,애플,"아이폰18·폴더블 '울트라' 9월 10일 공개…300만원 시대, 통신 3사 보상 전쟁",아이폰18 폴더블 울트라 9월 10일 공개 300만원 시대 통신 3사 보상 전쟁,솔루션뉴스,솔루션뉴스,"Sun, 30 Aug 2026 13:25:45 GMT","아이폰18·폴더블 '울트라' 9월 10일 공개…300만원 시대, 통신 3사 보상 전쟁 솔루션뉴스",https://news.google.com/rss/articles/CBMia0FVX3lxTE1PaVJZbnY5RHpVMWp4Y19LcmRIT2JLY0VxZDZ0aE1wOHJvX21JbUxMVkcwSGY5bDdYRUdBWFJmTzh5dkJLVXA2TC1KWTdBcWxoTnAzZVVKNEtZa1ZmZVpzUUFIQkFYdkEwUVU4?oc=5,google_rss_애플 when:4d,88.5,4.0,,,애플,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,general,,rumor_or_report,,"weak_form_without_full_basis:actor=False,change=True,bridge=False",1,global_platform_or_overseas_rule,Y,global,88.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:아이폰18 폴더블 울트라 9월 10일 공개 300만원 시대 통신 3사 보상 전쟁,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:아이폰18 폴더블 울트라 9월 10일 공개 300만원 시대 통신 3사 보상 전쟁,comp_overseas_regulation_data,,,
3524,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"아이슬란드, EU 가입 협상 재개 무산…국민 52.8% 반대",아이슬란드 eu 가입 협상 재개 무산 국민 52 8 반대,아주경제,아주경제,"Sun, 30 Aug 2026 11:29:12 GMT","아이슬란드, EU 가입 협상 재개 무산…국민 52.8% 반대 아주경제",https://news.google.com/rss/articles/CBMiWEFVX3lxTE5vVVpaQnZ2c2ZmX0lRRl9BaS00MTZfNGNVcVRHOHZMcW1lTGg1YmQ5aGRORl83U1pZQmp3eHIzSC1PcnBzNks0MXJmZDVoLUN3WWdYa3lIWnfSAVhBVV95cUxOb1VaWkJ2dnNmZl9JUUZfQWktNDE2XzRjVXFURzh2THFtZUxoNWJkOWhkTkZfN1NaWUJqd3hyM0gtT3JwczZLNDFyZmQ1aC1Dd1lnWGt5SFp3?oc=5,google_rss_EU 규제 when:4d,88.5,4.0,,,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,88.5,policy_legislation,,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:아이슬란드 eu 가입 협상 재개 무산 국민 52 8 반대,카카오 대외협력 관점 간접 참고,2,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:아이슬란드 eu 가입 협상 재개 무산 국민 52 8 반대,off_topic,,,
3536,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"SEC, EU 부채를 외국 정부 선물 면제에 추가 제안",sec eu 부채를 외국 정부 선물 면제에 추가 제안,Securities.io,Securities.io,"Sat, 29 Aug 2026 20:57:27 GMT","SEC, EU 부채를 외국 정부 선물 면제에 추가 제안 Securities.io",https://news.google.com/rss/articles/CBMingFBVV95cUxQSlY3WUtoUFRZenJXcjNPb0YySlJTUGFhcGtDV1MxYVkyT2VOMl9oZnJOZERXZDJPMlJGZnMybEtIaDNLc2wwa3NFeWxnZllsTUVLaE1ranRYUzdkUk5GTjFvNlNfOWd2RWxoQ3JfY1Q3eEFtcEFoU1h2S0x1SmFqQnZYUkJ2a3ZsWDd4cm9FYkVjcGRubWJmczZqMFBHUQ?oc=5,google_rss_EU 규제 when:4d,88.5,4.0,,,,v43_not_true_competitor,,,,,,general,14.0,published_yesterday,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,88.5,policy_legislation,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:sec eu 부채를 외국 정부 선물 면제에 추가 제안,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,2,2,1,,Y,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류,local,,GOV_GENERAL_LOW_RELEVANCE,COMP_GENERAL_LOW_RELEVANCE,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:sec eu 부채를 외국 정부 선물 면제에 추가 제안,government_general_low_relevance,,,
221,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"여행자·펫보험 수요 꾸준…카카오페이손해보험, 실적 성장세 꾸준",여행자 펫보험 수요 꾸준 카카오페이손해보험 실적 성장세 꾸준,v.daum.net,v.daum.net,"Fri, 28 Aug 2026 05:21:05 GMT","여행자·펫보험 수요 꾸준…카카오페이손해보험, 실적 성장세 꾸준 v.daum.net",https://news.google.com/rss/articles/CBMiS0FVX3lxTE9Ed2VBeFhTUEgydVV6NnJCcXJzc3JJNDBITjF5QzFSRnNMblJ5TkRpRHpVTGQxOHFWZ1pVTzQ0aFZPb09BeDcwY3BWRQ?oc=5,google_rss_카카오 카카오페이 when:4d,87.0,53.0,"earnings,financial_performance",financial_performance,"카카오,카카오페이",,,,,,,general,0.0,,direct_risk,event:카카오+카카오페이:financial_performance,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,87.0,financial_performance,self:financial_performance,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_direct_risk,self_direct_risk:여행자 펫보험 수요 꾸준 카카오페이손해보험 실적 성장세 꾸준,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨,local_low_confidence,DIRECT_RISK,,,other,,,self_direct_risk:여행자 펫보험 수요 꾸준 카카오페이손해보험 실적 성장세 꾸준,self_direct_risk,,,
277,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,[금융 게시판] 보안 높이고 지역 살리고 AI 키우고…농협은행·경남은행·카카오뱅크,보안 높이고 지역 살리고 ai 키우고 농협은행 경남은행 카카오뱅크,라이센스뉴스,라이센스뉴스,"Fri, 28 Aug 2026 11:20:00 GMT",[금융 게시판] 보안 높이고 지역 살리고 AI 키우고…농협은행·경남은행·카카오뱅크 라이센스뉴스,https://news.google.com/rss/articles/CBMia0FVX3lxTE9jazEzY0VHVVNiYlFwYTh2ZHZkeng0UHVvSVZQcTV2QkFxUzhPTVJmUjdrQjdIb0tCZlhTajdwQXpzTTg2T3NJVlJheUdqWWVUWWRqM2ppYzdqV29uazZEdTRDa0xkUmxlYV9z?oc=5,google_rss_카카오 카카오뱅크 when:4d,86.0,77.0,"ai_infrastructure_security,phishing_security,privacy_security_reliability",security_general,"카카오,카카오뱅크",low_value:게시판,,Y,must_review:self_strict:privacy_security:privacy_security_reliability,,,direct_self_risk,0.0,,direct_risk,event:카카오+카카오뱅크:ai_infrastructure_security+phishing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,86.0,"privacy_security_reliability,ai_infrastructure_security",self:privacy_security,,,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,self_privacy_security:보안 높이고 지역 살리고 ai 키우고 농협은행 경남은행 카카오뱅크,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨,local_low_confidence,DIRECT_RISK,,,other,,,self_privacy_security:보안 높이고 지역 살리고 ai 키우고 농협은행 경남은행 카카오뱅크,self_privacy_security,,,
3541,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"SEC, EU 부채를 면제 항목으로 포함하는 규칙 개정 제안",sec eu 부채를 면제 항목으로 포함하는 규칙 개정 제안,Coinfomania,Coinfomania,"Fri, 28 Aug 2026 19:11:23 GMT","SEC, EU 부채를 면제 항목으로 포함하는 규칙 개정 제안 Coinfomania",https://news.google.com/rss/articles/CBMilAFBVV95cUxPYjVpSGxJb3J2YVRxQlZkeXFhMGpNZ2E3aWI1ckNaaXRFbFVnd1FoTGZJSEo5X1czQXRuQVlSbGFJRmVjZnc3YUc3N2k4OWlMaHU3V2NmOUtDMXg0WFpIQjZjWWd0eGRkNmJ1dDU5dExZaFhDR2k0YXEtS0pTSTdaQmliMFd1akt1b1AzblF2Ymc0N2RY?oc=5,google_rss_EU 규제 when:4d,85.0,4.0,,,,v43_not_true_competitor,,,,,,general,0.0,,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,85.0,policy_legislation,,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:sec eu 부채를 면제 항목으로 포함하는 규칙 개정 제안,카카오 대외협력 관점 간접 참고,2,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:sec eu 부채를 면제 항목으로 포함하는 규칙 개정 제안,off_topic,,,
3532,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,[환경용어] 출생부터 폐기까지 전 생애 추적... 전기차 필수 ‘배터리 여권’,환경용어 출생부터 폐기까지 전 생애 추적 전기차 필수 배터리 여권,파인드비,파인드비,"Fri, 28 Aug 2026 07:54:58 GMT",[환경용어] 출생부터 폐기까지 전 생애 추적... 전기차 필수 ‘배터리 여권’ 파인드비,https://news.google.com/rss/articles/CBMiZ0FVX3lxTFB5R3Q2ajZER1V0c2lpeVVWM0dtUDRTS1VTeW83UURVTVRwd3dDS1ZIbXV2cW0wMUxhVndaRUUzY1NGYzMyajYyb1BSWnBJRE9WVHJsLXFYWFFTUUhwNzA0NVJIaVhjZjjSAWpBVV95cUxPbDhkemJmV2lPNU1sYmNDMTV3VXBKcEU4Smg1VF9BQjRZWDhQcW5JLTlLYVhmYVcwdmpPU0RjMHVqeHlpVF96SnA2ZlY4N25vdWdjWGE5TDBqcEJhT1YzbTlrZVE3UXd5R2hn?oc=5,google_rss_EU 규제 when:4d,85.0,4.0,,,,v43_not_true_competitor,,,,,,general,0.0,,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,85.0,policy_legislation,,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:환경용어 출생부터 폐기까지 전 생애 추적 전기차 필수 배터리 여권,카카오 대외협력 관점 간접 참고,2,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:환경용어 출생부터 폐기까지 전 생애 추적 전기차 필수 배터리 여권,off_topic,,,
3535,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,"[주목 e-노동] 女 경력단절 대응 '韓·EU·日'…""“돌봄·노동시간·성평등을 동시에""",주목 e 노동 경력단절 대응 eu 돌봄 노동시간 성평등을 동시에,이코노미톡뉴스,이코노미톡뉴스,"Fri, 28 Aug 2026 02:09:43 GMT","[주목 e-노동] 女 경력단절 대응 '韓·EU·日'…""“돌봄·노동시간·성평등을 동시에"" 이코노미톡뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE1zOVlhQWd2ZXRLcFQzOXJPREE1UERVVGh2dlNPdEdURVZ5OVgtMXdCNmFrRllsdWN0NDdXbGo1cE9pMW1kcmYzQ3FIY2NBQVZuVlU4TU5wYzAzQXdGYjZpb2ZKYUVxSmk5T0FvTA?oc=5,google_rss_EU 규제 when:4d,85.0,4.0,,,,v43_not_true_competitor,,,,,,general,0.0,,general,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,85.0,policy_legislation,,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:주목 e 노동 경력단절 대응 eu 돌봄 노동시간 성평등을 동시에,카카오 대외협력 관점 간접 참고,2,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:주목 e 노동 경력단절 대응 eu 돌봄 노동시간 성평등을 동시에,off_topic,,,
2842,경쟁사/해외이슈,경쟁사_해외이슈,토스,"토스, 개인사업자 대출 문턱 낮춘다…우리금융저축은행에 '소호스코어' 적용",토스 개인사업자 대출 문턱 낮춘다 우리금융저축은행에 소호스코어 적용,네이트,네이트,"Sat, 29 Aug 2026 02:02:00 GMT","토스, 개인사업자 대출 문턱 낮춘다…우리금융저축은행에 '소호스코어' 적용 네이트",https://news.google.com/rss/articles/CBMieEFVX3lxTE9CWmpZeTJwaFNMN3VSODRQSnJGdnVRMmdiWmpETDQxekdXUkxpbjloeldSMU1SaWZsM1RfcUFYMXQxckpxYXJCYUhiRURUaU15VzR5SU5uMkdLUDdRRGJ1a09zcEtqUXNOUXFManlEcmUyX0k3all6MQ?oc=5,google_rss_토스 개인정보 when:4d,84.0,65.0,platform_obligation,platform_obligation,토스,,Y,,,,competitor:platform_obligation,platform_operator_obligation,0.0,,general,global_incident:platform_regulation:toss:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,toss,84.0,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:toss:platform_operator_obligation:general,global_incident:platform_regulation:toss:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,global_incident:platform_regulation:toss:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:toss:platform_operator_obligation,comp_domestic_finance_commerce,,,
2802,경쟁사/해외이슈,경쟁사_해외이슈,토스,"토스, 개인사업자 대출 문턱 낮춘다…우리금융저축은행에 '소호스코어' 적용",토스 개인사업자 대출 문턱 낮춘다 우리금융저축은행에 소호스코어 적용,데일리안,데일리안,"Sat, 29 Aug 2026 02:01:00 GMT","토스, 개인사업자 대출 문턱 낮춘다…우리금융저축은행에 '소호스코어' 적용 데일리안",https://news.google.com/rss/articles/CBMiowJBVV95cUxPZEZTQlNubFo1Y1V3QzhHLTlzR0o5elQ1WWdIYm8wVVozQ3FoTHpQS1dBTk9uTHVHVGRjT1NqOEk0a0d0SThIMlRVN2dDc3hXb2JjUUp4SzRsSWJSd2FiTmZyWFlrWVhUMWU3ZzhTaUNZY2hBcTE3Y1ZyejFNQ1VUWkEySkVPcFZCQlJxNTZ0QV9hZ21PMjlURFVNMlh4UFlBclJsMC1tbG52RE0yU2ZLRmhoVXlmSWxGNWJDT01QTk5jVHFEbDg0TFhBb1k4ZVl3QmxvckRZRnlJQ3ZGYy1ybFo4eFFKMmVXRGgxY09BekdPWkIyMG9WQlJrV0pCdFFxaGFSSFQzYmNNVmd4MkZDODRQUHBKQ0I2dnFEdDd1Mmk3NEk?oc=5,google_rss_토스 when:4d,84.0,65.0,platform_obligation,platform_obligation,토스,,Y,,,,competitor:platform_obligation,platform_operator_obligation,0.0,,general,global_incident:platform_regulation:toss:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,toss,84.0,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:toss:platform_operator_obligation:general,global_incident:platform_regulation:toss:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,global_incident:platform_regulation:toss:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:toss:platform_operator_obligation,comp_domestic_finance_commerce,,,
2858,경쟁사/해외이슈,경쟁사_해외이슈,토스,"토스, 우리금융저축은행 대출에 ‘소호스코어’…4대 지주 계열 첫 적용",토스 우리금융저축은행 대출에 소호스코어 4대 지주 계열 첫 적용,한국면세뉴스,한국면세뉴스,"Fri, 28 Aug 2026 00:38:20 GMT","토스, 우리금융저축은행 대출에 ‘소호스코어’…4대 지주 계열 첫 적용 한국면세뉴스",https://news.google.com/rss/articles/CBMiakFVX3lxTE4zTHJ2TkhHNWJ6U1prZHc2WnNiN0JfS193OWg4V3VtSGRXNDhTSG9CVEo2NDdMSlZQNVQ5Ynk4WFU4S1RkZlBHQkRYQjZZcU5YdjF2MWVhaW5ydmR4dHZPZEdOZ0V1M2xKUHc?oc=5,google_rss_토스 개인정보 when:4d,84.0,65.0,platform_obligation,platform_obligation,토스,,Y,,,,competitor:platform_obligation,platform_operator_obligation,0.0,,general,global_incident:platform_regulation:toss:platform_operator_obligation,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,competitor_actor_action_pass,Y,toss,84.0,platform_obligation,competitor:platform_obligation,global_incident:platform_regulation:toss:platform_operator_obligation:general,global_incident:platform_regulation:toss:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,global_incident:platform_regulation:toss:platform_operator_obligation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:toss:platform_operator_obligation,comp_domestic_finance_commerce,,,
