id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26가드레일사유,v26_2_profile_reason,v27_event_key,v32_weak_non_digital_gov
1732,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"‘통계 집계 후 처음’…구글, 네이버 제치고 모바일 포털 1위",통계 집계 후 처음 구글 네이버 제치고 모바일 포털 1위,v.daum.net,v.daum.net,"Mon, 10 Aug 2026 23:11:45 GMT","‘통계 집계 후 처음’…구글, 네이버 제치고 모바일 포털 1위 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9xWTU3UXNpWUNvZGFNeEtjay1YSE03ajB5VUd1ajYyeXJBNXp3MzBnOEpWYVVuX1I2QVNwX3RYdzZlQy1yYVZkQ3ZWNWxhZkk?oc=5,google_rss_네이버 when:2d,1.0,9.0,,,"구글,네이버",v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:통계 집계 후 처음 구글 네이버 제치고 모바일 포털 1위,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:통계 집계 후 처음 구글 네이버 제치고 모바일 포털 1위,self_filler_reference,,,,
1812,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"‘통계 집계 후 처음’…구글, 네이버 제치고 모바일 포털 1위",통계 집계 후 처음 구글 네이버 제치고 모바일 포털 1위,경기일보,경기일보,"Mon, 10 Aug 2026 23:11:40 GMT","‘통계 집계 후 처음’…구글, 네이버 제치고 모바일 포털 1위 경기일보",https://news.google.com/rss/articles/CBMiW0FVX3lxTE02a2o1RFpXYkZHYjdYWk9KUG1DdG50MHpFLTBWc0thejBrU3daNFVmQWV1OEdUcVQzU3UzRHU5bE9ETTdGMWpWMGdRZC1TU2lZbzk2UkpRQUItWGs?oc=5,google_rss_네이버 AI when:2d,1.0,9.0,,,"구글,네이버",v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:통계 집계 후 처음 구글 네이버 제치고 모바일 포털 1위,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:통계 집계 후 처음 구글 네이버 제치고 모바일 포털 1위,comp_domestic_strategy,,,,
1774,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"구글, 국내 모바일 이용자 수에서 네이버 첫 추월",구글 국내 모바일 이용자 수에서 네이버 첫 추월,ER 이코노믹리뷰,ER 이코노믹리뷰,"Mon, 10 Aug 2026 22:51:00 GMT","구글, 국내 모바일 이용자 수에서 네이버 첫 추월 ER 이코노믹리뷰",https://news.google.com/rss/articles/CBMibEFVX3lxTFB5RXc5Qk8zQldaRkpaa3JuZGhteWZMUVFvdTRZUklWSkwxVFdySFloZEJ3VHdJN2lBd1NqZmRfWXZLRDRmWjk1M204WXFFMk5yMnNDOWo4eUNTYUVpZ2tOZmdidWJ6aFNFODZIZg?oc=5,google_rss_네이버 when:2d,1.0,9.0,,,"구글,네이버",v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:구글 국내 모바일 이용자 수에서 네이버 첫 추월,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:구글 국내 모바일 이용자 수에서 네이버 첫 추월,comp_domestic_strategy,,,,
2472,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글, 국내 이용자 수 네이버 첫 추월…포털 지형 흔드나",구글 국내 이용자 수 네이버 첫 추월 포털 지형 흔드나,v.daum.net,v.daum.net,"Mon, 10 Aug 2026 22:27:01 GMT","구글, 국내 이용자 수 네이버 첫 추월…포털 지형 흔드나 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE5fZzhmdzhGQ2JIQjdRcTVRa2lyNV8wZm1hNmdIeGhlQTg4dG04bWtNTU5qMXBDWGpfcjhaeUV0dHZabjN5T3kxb3BJMjVhODA?oc=5,google_rss_구글 AI when:2d,1.0,9.0,,,"구글,네이버",v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:구글 국내 이용자 수 네이버 첫 추월 포털 지형 흔드나,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:구글 국내 이용자 수 네이버 첫 추월 포털 지형 흔드나,self_filler_reference,,,,
1810,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"구글, 국내 이용자 수 네이버 첫 추월…포털 지형 흔드나",구글 국내 이용자 수 네이버 첫 추월 포털 지형 흔드나,네이트,네이트,"Mon, 10 Aug 2026 22:26:00 GMT","구글, 국내 이용자 수 네이버 첫 추월…포털 지형 흔드나 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE81MnJITVVQQVAxVzZxY2lIdlVheENlTlduVU9oTXU5MlA0akxEYWJtWXVBVjBJUm5aWWY4Y3Q0S2pFRkRuTDUxS3ZGdzlsUUp5VGhV?oc=5,"google_rss_""네이버"" when:2d",1.0,9.0,,,"구글,네이버",v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:구글 국내 이용자 수 네이버 첫 추월 포털 지형 흔드나,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:구글 국내 이용자 수 네이버 첫 추월 포털 지형 흔드나,comp_domestic_strategy,,,,
1748,경쟁사/해외이슈,경쟁사_해외이슈,네이버,구글 앱 MAU 첫 1위…네이버와 17만명 차,구글 앱 mau 첫 1위 네이버와 17만명 차,일간투데이,일간투데이,"Mon, 10 Aug 2026 22:25:44 GMT",구글 앱 MAU 첫 1위…네이버와 17만명 차 일간투데이,https://news.google.com/rss/articles/CBMia0FVX3lxTE1ycjVrZVEyX3dKaDkwZVhObC1xbnlkSFNGRVZYYWF3VVlyU1lISHRXbmhLYjdwMWE0RDNEc2ZpUE9YSnlJeTNDc0V0ZjhDMXNrUVVVS2NJVUpNOVhpLXNHdlZMb1FFNTRwdzB3?oc=5,google_rss_네이버 when:2d,1.0,9.0,,,"구글,네이버",v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:구글 앱 mau 첫 1위 네이버와 17만명 차,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:구글 앱 mau 첫 1위 네이버와 17만명 차,comp_domestic_strategy,,,,
1806,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"구글, 최초로 네이버 제쳤다…포털 지형 '지각 변동'",구글 최초로 네이버 제쳤다 포털 지형 지각 변동,네이트,네이트,"Mon, 10 Aug 2026 21:55:05 GMT","구글, 최초로 네이버 제쳤다…포털 지형 '지각 변동' 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5Rek1UWWlHQmxpTC16RUJaeC1ZVVgyOE13dG45b09tLVJWR203ZlNpQXpYX0VoSVBjQzAyWF90V1o0MmdkdDNObk41N0Y1YkxDTWVj?oc=5,google_rss_네이버 when:2d,1.0,9.0,,,"구글,네이버",v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:구글 최초로 네이버 제쳤다 포털 지형 지각 변동,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:구글 최초로 네이버 제쳤다 포털 지형 지각 변동,comp_domestic_strategy,,,,
2013,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 롯데백화점 고객 문자 RCS로 전환…“백화점 업계 최초”",kt 롯데백화점 고객 문자 rcs로 전환 백화점 업계 최초,서울경제TV,서울경제TV,"Tue, 11 Aug 2026 00:50:23 GMT","KT, 롯데백화점 고객 문자 RCS로 전환…“백화점 업계 최초” 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTE1FUlB6dXJ3RnZIUmd3UGVkS0xtNm5keXROUVlfcmNjODRRaGV6OFVscDc2R1Y4ZEhTRUpGUndQSzNPM0pSNUtWaGtrTWFuTWNoRUxjb2lLYUxNVkg1Q0g1OS1QZTE?oc=5,google_rss_KT when:2d,1.0,4.0,,,KT,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,,
2240,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,"""무더위에 집에서 냉면""…면사랑 '동치미 육수', 쿠팡서 1위",무더위에 집에서 냉면 면사랑 동치미 육수 쿠팡서 1위,한국경제,한국경제,"Mon, 10 Aug 2026 23:49:00 GMT","""무더위에 집에서 냉면""…면사랑 '동치미 육수', 쿠팡서 1위 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE45X1pQaEtfNEphbXlsblJMbGtid0pQdHZHUUtXdndkdHNUX1p2QzlTLVpXTU5pWjk0N3ZSSkV2dHFJc3lMZTg3MFZ5Ykp2X2FNZ0lFRHNXQWNvQQ?oc=5,google_rss_쿠팡 site:hankyung.com when:2d,1.0,4.0,,,쿠팡,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:무더위에 집에서 냉면 면사랑 동치미 육수 쿠팡서 1위,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:무더위에 집에서 냉면 면사랑 동치미 육수 쿠팡서 1위,comp_domestic_strategy,,,,
2920,경쟁사/해외이슈,경쟁사_해외이슈,애플,"“도대체 얼마나 올리려고”...애플, 폰 보상액 8만원 인상하자 긴장한다는데",도대체 얼마나 올리려고 애플 폰 보상액 8만원 인상하자 긴장한다는데,서울경제,서울경제,"Mon, 10 Aug 2026 22:21:15 GMT","“도대체 얼마나 올리려고”...애플, 폰 보상액 8만원 인상하자 긴장한다는데 서울경제",https://news.google.com/rss/articles/CBMiUkFVX3lxTE5Id24teE1Ia2pfbG5ydWs5LVlxMzRaajRhNVJKbGtQS1FYZWxiNkYxNGFERnprTDd2cEwyZU52cENDcXNmUGk2T2lYenVDZmI2cEHSAVNBVV95cUxNbHJBcFdnejF6Q2dOTzBxclRNT2o3U0VlX3dBbzNCd05ZMDR0S1FuVFRwNlprWDdleWhLZGlhNFQxdkZvejJHMFJfOXFYMEZPZE5LNA?oc=5,google_rss_애플 site:sedaily.com when:2d,1.0,4.0,,,애플,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:도대체 얼마나 올리려고 애플 폰 보상액 8만원 인상하자 긴장한다는데,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:도대체 얼마나 올리려고 애플 폰 보상액 8만원 인상하자 긴장한다는데,competitor_general_low_relevance,,,,
2902,경쟁사/해외이슈,경쟁사_해외이슈,애플,"애플 팔아라…""20주년 아이폰까지 취소""",애플 팔아라 20주년 아이폰까지 취소,이데일리TV,이데일리TV,"Mon, 10 Aug 2026 22:13:00 GMT","애플 팔아라…""20주년 아이폰까지 취소"" 이데일리TV",https://news.google.com/rss/articles/CBMie0FVX3lxTE50THBmSGlfZU8xQ1pSYXFjR3NVUEZONmRRbDBrVG0wZDBWX09xTkRzNkwtWm1mR3hjdzk2ZzZ5RU10RWJNakJ4Q2JVMXNPN3UzUmV0dU5wYXVjYjBvS1BwMzdMYjJGQU5LNmpNY1hZVEJHeWdmZGUwNzlnUQ?oc=5,google_rss_애플 site:edaily.co.kr when:2d,1.0,4.0,,,애플,v43_not_true_competitor,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,1.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:애플 팔아라 20주년 아이폰까지 취소,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:애플 팔아라 20주년 아이폰까지 취소,competitor_general_low_relevance,,,,
85,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""삼전·닉스 천원에 쪼개 산다""…카카오페이證, 국내주식 소수점 거래 시작",삼전 닉스 천원에 쪼개 산다 카카오페이 국내주식 소수점 거래 시작,뉴스1,뉴스1,"Mon, 10 Aug 2026 05:48:00 GMT","""삼전·닉스 천원에 쪼개 산다""…카카오페이證, 국내주식 소수점 거래 시작 뉴스1",https://news.google.com/rss/articles/CBMiX0FVX3lxTE8yMi1NRkdRalB2R1hmX2FObEZtWUF1TVhVb0tvUmRWVXRzWXRDRlJCV200Y01hb0pfdjNHbWZ1MmZJQ0tDYVRxck16ckk0WmNRYU42aWJ5TlRFcmUxVVpR?oc=5,google_rss_카카오 when:2d,0.8,13.0,,,"카카오,카카오페이",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,0.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:삼전 닉스 천원에 쪼개 산다 카카오페이 국내주식 소수점 거래 시작,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:삼전 닉스 천원에 쪼개 산다 카카오페이 국내주식 소수점 거래 시작,self_filler_reference,,,,
145,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""삼전·닉스, 쪼개 사세요""…카카오페이證, 국내주식 소수점 거래 시작",삼전 닉스 쪼개 사세요 카카오페이 국내주식 소수점 거래 시작,뉴시스,뉴시스,"Mon, 10 Aug 2026 02:56:17 GMT","""삼전·닉스, 쪼개 사세요""…카카오페이證, 국내주식 소수점 거래 시작 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE5qbmljcC1ZSmFPbUZTM3dMUktVZ0pVZFoxRmdJTkVEdzM4U3V3RTdnYnpWaWc2Ui1lcHIxRkpWc01uUFNSU2VUYklVWlVRVHBwblI3VHM2eW5Pa2hXRnRmcjBwODYtWmJMYVFZMEc4MWZOWHowU1VRbNIBeEFVX3lxTE5qbmljcC1ZSmFPbUZTM3dMUktVZ0pVZFoxRmdJTkVEdzM4U3V3RTdnYnpWaWc2Ui1lcHIxRkpWc01uUFNSU2VUYklVWlVRVHBwblI3VHM2eW5Pa2hXRnRmcjBwODYtWmJMYVFZMEc4MWZOWHowU1VRbA?oc=5,google_rss_카카오 카카오페이 when:2d,0.8,13.0,,,"카카오,카카오페이",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,0.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:삼전 닉스 쪼개 사세요 카카오페이 국내주식 소수점 거래 시작,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:삼전 닉스 쪼개 사세요 카카오페이 국내주식 소수점 거래 시작,self_filler_reference,,,,
44,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오모빌리티 '전화로 택시 호출' 15만건…서울 밖 61%,카카오모빌리티 전화로 택시 호출 15만건 서울 밖 61,연합뉴스,연합뉴스,"Mon, 10 Aug 2026 01:10:00 GMT",카카오모빌리티 '전화로 택시 호출' 15만건…서울 밖 61% 연합뉴스,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBrMGRCSzNpSXJjQkNmdlA0U0c3R2VxYmpWNkw5NlJlUVpZRm85b05tV0ZLZzRsalhfTGl0dTV3RWtDcFpHY0pVZUxQUTJRY0Z6UTU4WW9uTkNIXzdTLXhwMNIBYEFVX3lxTFBrMGRCSzNpSXJjQkNmdlA0U0c3R2VxYmpWNkw5NlJlUVpZRm85b05tV0ZLZzRsalhfTGl0dTV3RWtDcFpHY0pVZUxQUTJRY0Z6UTU4WW9uTkNIXzdTLXhwMA?oc=5,google_rss_카카오 when:2d,0.8,13.0,,,"카카오,카카오모빌리티",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,0.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오모빌리티 전화로 택시 호출 15만건 서울 밖 61,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:카카오모빌리티 전화로 택시 호출 15만건 서울 밖 61,self_filler_reference,,,,
3016,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"[종합] 네타냐후, 트럼프 평화안 공개 거부…美·이스라엘 중동 전략 충돌",네타냐후 트럼프 평화안 공개 거부 이스라엘 중동 전략 충돌,아주경제,아주경제,"Mon, 10 Aug 2026 06:05:24 GMT","[종합] 네타냐후, 트럼프 평화안 공개 거부…美·이스라엘 중동 전략 충돌 아주경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE95UktDTUdlMEU1YVJVaFRuMm11LUdzb1AybWUxTVhVb0UxRlNlOVhiQmtJLTJIVU5rTUV2bmJkclk3WEtpWVp0S3RYZGdveUdlX19kelpGM1JRZ9IBWEFVX3lxTE1rQ242OTVyN1lISEc1UDdBYThGWndERHg4d3dNREE0ZG1VR29aMjY5eER1dWJpTEFxeTR2Q1JIU2Z4N2RVMVlBTkFZT0JUMTZ3OXBFcmQ2X2Y?oc=5,google_rss_트럼프 행정부 when:2d,0.75,11.0,policy_legislation,policy_legislation,,v43_not_true_competitor,,,,,,general,19.0,published_yesterday+exclusive_breaking,business_change,,rumor_or_report,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,,0.75,policy_legislation,competitor:general,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:네타냐후 트럼프 평화안 공개 거부 이스라엘 중동 전략 충돌,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,Y,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:네타냐후 트럼프 평화안 공개 거부 이스라엘 중동 전략 충돌,government_general_low_relevance,,,,
3,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오톡, MAU 5500만 첫 돌파…해외로 성장판 넓힌다",카카오톡 mau 5500만 첫 돌파 해외로 성장판 넓힌다,전자신문,전자신문,"Mon, 10 Aug 2026 07:30:00 GMT","카카오톡, MAU 5500만 첫 돌파…해외로 성장판 넓힌다 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTE55ajdxbmRCVVB1UzRfamV2bGt2QlN6Vm5aWXptdkdJVjAtMXBhLW04U3NZOG9sVGNCMmNiRE1wa2xta3ZfMXEtYzJKdUF5QQ?oc=5,google_rss_카카오 when:2d,0.3,10.5,,,"카카오,카카오서비스,카카오톡",v43_self_not_actual_actor:OFF_TOPIC,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,0.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오톡 mau 5500만 첫 돌파 해외로 성장판 넓힌다,카카오 대외협력 관점 간접 참고,2,2,2,,,로컬 보조 라벨,local,OFF_TOPIC,,,other,,,self_filler_reference:카카오톡 mau 5500만 첫 돌파 해외로 성장판 넓힌다,self_filler_reference,,,,
3090,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"AI 신약 개발 패권 전쟁… 중국 '물량 공세'・미국 '질적 압도', 한국의 생존 전략은?",ai 신약 개발 패권 전쟁 중국 물량 공세 미국 질적 압도 한국의 생존 전략은,약업신문,약업신문,"Mon, 10 Aug 2026 21:01:00 GMT","AI 신약 개발 패권 전쟁… 중국 '물량 공세'・미국 '질적 압도', 한국의 생존 전략은? 약업신문",https://news.google.com/rss/articles/CBMiZkFVX3lxTFBrX1FGNDFYM0dWNmNnNUtxU1RyRWVibVVPRnFrRFE0eVk5aWJhbTA0aklPN293elphTkg0WW1BcnNIR21CVUNWNU1fSnV6X1NndmRVcUMwYjVYVGhpdklsRVBVNEw4dw?oc=5,google_rss_중국 AI when:2d,0.0,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,v43_not_true_competitor,,,,,,general,24.0,published_today,business_change,,general,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,0.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:ai 신약 개발 패권 전쟁 중국 물량 공세 미국 질적 압도 한국의 생존 전략은,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:ai 신약 개발 패권 전쟁 중국 물량 공세 미국 질적 압도 한국의 생존 전략은,government_ai_core_policy,,,,
1857,경쟁사/해외이슈,경쟁사_해외이슈,네이버,정부는 부동산에서 손을 떼야 한다?,정부는 부동산에서 손을 떼야 한다,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Mon, 10 Aug 2026 11:18:00 GMT",정부는 부동산에서 손을 떼야 한다? 네이버 프리미엄콘텐츠,https://news.google.com/rss/articles/CBMihAFBVV95cUxQSVJUQzctYWp4ekN5Y0o5U1dPYlZaenh5dGJuX3VGMGtKeWVuZHZ6Q2hKVGVPLXNkNGtQZ2xUeVB6QUcxRk8tbl9NYmJVVzBjQlRueVM1MzhfRURmckQ4M21rRTR4WDcyRG83SGhHX0dtX29FTTYxTFBIa0ZyYU41MlVnRXA?oc=5,google_rss_네이버 규제 when:2d,0.0,6.5,,,네이버,v43_not_true_competitor;brand_not_in_title,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,overseas_platform_ai_rule_pass,Y,naver,0.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:정부는 부동산에서 손을 떼야 한다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:정부는 부동산에서 손을 떼야 한다,comp_domestic_public_infra,,,,
