id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유,v27_event_key
164,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가…＂종합증권사 도약＂",카카오페이증권 투자매매업 인가 종합증권사 도약,한국경제TV,한국경제TV,"Mon, 13 Jul 2026 00:44:00 GMT","카카오페이증권, 투자매매업 인가…＂종합증권사 도약＂ 한국경제TV",https://news.google.com/rss/articles/CBMid0FVX3lxTE9ra3dwdVRMV0NTajYtdGZSS1lfWEFHeDNISzZpenVPVGxwdjB4WGxVQ013WmFUcEVXcDZuXzZlVDJZYndSd3V0TWdCSmttd01HUnl2WWRMVmFnSkYyQmtTSWhqVFljQUxPQzRCNGFlWkNQODdNZXlJ?oc=5,google_rss_카카오 카카오페이 when:2d,61.3,22.0,,,"카카오,카카오페이",,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,61.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오페이증권 투자매매업 인가 종합증권사 도약,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오페이증권 투자매매업 인가 종합증권사 도약,self_strategic_reference,,,,
1952,경쟁사/해외이슈,경쟁사_해외이슈,네이버,네이버 웨일 브라우저 '사이드바' 및 '주소창 AI탭',네이버 웨일 브라우저 사이드바 및 주소창 ai탭,전자신문,전자신문,"Sun, 12 Jul 2026 20:17:44 GMT",네이버 웨일 브라우저 '사이드바' 및 '주소창 AI탭' 전자신문,https://news.google.com/rss/articles/CBMi5AVBVV95cUxQamxkUVpFTXlSZDFPeTgyMDRETHI5YlZCaWF1S0JmemdHejNEbGVnUkZWR3lvWlh3OThJNGM0R3lZNDRZaWU5UHFDQzgxdHFRZmsxelo5elAzV2pKYmFvMjk5QTE2bDlWdEFNWnJzMXl3dDllYWZUbnF4YmRjbGdkcWJnZURQdXZvTEpkbEkzWTY3RURBMGhmWVk2NTY4NG8zQ1oyQzlkN2dZV0JCSGNWYk1CZmhfLThrcy1RaHl2Y2dFTGd6YmRTeDloVm1Ga0I2OE9IaXJDSjF4SkgyaDdaWFRDWS1IV3RaNDcwMDFkNHkwOEhOT3EtbFNsTDVHSjN2cVBSN0QtZWVoRkttUnp1QzZmTF95bVRlRjdMRjZ0dTAxVHdIZmkxLTk2VGE3TUN1cVRtODRXbXN5alZkMDlqcWdtdG55dFpLdUN4U3h3bE9nTklJQXgyN3lXemxZYnFTWURKLUoxZzNmYzdHN2tnUDR3QkUyTkZEbGs2d2F3ellaVFhTR0JZVUUwaEhQUlZZaGM5SVg2VVI0WE9wU2tmbTlrenozTU8yZEJleXlCYVkwd1hqWWZsYkxzTGhHMk1HVy1LYUpwYmE4bWdUS0I2blFIdEs2VUNodl9sSFR2cS1STzlWbU1lWnhLVmlKWkozWmpweHVwSmRwVU5Mc1ZZSzNFWWQ4RWdGZTFwX0RXb1BsUHBTVWlNclBHdi1mbVJRR1BlMTBQY0ZiN2R1VEx3SUZkSHNPYkxvdVZLcWJUZHhzRUYtNzlxVExLVVNzV3hYT2VmZ19zTDc5TG90U0JxR2RKRW5aak1OTDgxQ3pDcXM3d3RaV2NFa1F0aEFtb0l2NE5XQzNROGlmWWxXNnI1RF9iNDNrRHQ1Y1MzMFFKQ2JtcXVPbDRsQTllNVM3ZHNUcnpIcmJlajNzb3Frek05X2VFOEgwTGlSc0ctam0zSjJXakIzeVpBSkVmLWZZblhfT3hhUg?oc=5,google_rss_네이버 site:etnews.com when:2d,61.0,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,61.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 웨일 브라우저 사이드바 및 주소창 ai탭,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 웨일 브라우저 사이드바 및 주소창 ai탭,comp_domestic_ai_platform,,,,
3098,정부/국회,정부_국회,FIU,"FIU, 에그몽그룹 총회 참석…주가조작 수사사례 특별 발표",fiu 에그몽그룹 총회 참석 주가조작 수사사례 특별 발표,한국경제TV,한국경제TV,"Mon, 13 Jul 2026 02:27:00 GMT","FIU, 에그몽그룹 총회 참석…주가조작 수사사례 특별 발표 한국경제TV",https://news.google.com/rss/articles/CBMid0FVX3lxTFA4Yk0xQUZLRjNzdjBMQVpTMzVYeTA5UldOTnYyckFSVVRRd3BhOEtTcHNtNmFEMmZhUkQyOUoyallCQ1A2ek9fZXB4OVdseDdDbTFfdGEyWkhBYkVQaFIza3NnWGh0UDF5R2hpNFI1M21WT1hOaVVz?oc=5,google_rss_FIU when:2d,60.6,107.0,"financial_performance,legal_regulatory_enforcement,stablecoin",stablecoin_general,,v43_not_government_policy,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking,rumor_or_report,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,,60.6,"legal_regulatory_enforcement,financial_performance",government:regulatory_enforcement,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking:announcement,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking,정부_국회,GOV_FINANCIAL_DIGITAL_POLICY,government_digital_finance_policy,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,3,4,3,,,로컬 보조 라벨,local,,GOV_DIGITAL_FINANCE_POLICY,,other,카카오페이·카카오뱅크 등 금융 계열사에 참고 가능한 디지털금융 정책,,global_incident:digital_asset_policy:financial_authority:vasp_aml_rulemaking,government_digital_finance_policy,,,,
112,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 취득…""종합증권사 도약 발판""",카카오페이증권 투자매매업 인가 취득 종합증권사 도약 발판,뉴스1,뉴스1,"Mon, 13 Jul 2026 00:11:58 GMT","카카오페이증권, 투자매매업 인가 취득…""종합증권사 도약 발판"" 뉴스1",https://news.google.com/rss/articles/CBMiaEFVX3lxTE1VYXpFTXlUNE1MUGxQYzVXdnd3N3Q1N0R1RUNTUzZBeDFyeUFDSzA3d0ZUS1M4Mi1lLTdkRXV5dWFuT2p5QUY0cTg5ajJyUmY2NEtBejF4RzhyVlNXdERYNEpscWl2MVUx?oc=5,google_rss_카카오 지분 when:2d,60.3,22.0,,,"카카오,카카오페이",,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,60.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오페이증권 투자매매업 인가 취득 종합증권사 도약 발판,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오페이증권 투자매매업 인가 취득 종합증권사 도약 발판,self_strategic_reference,,,,
2324,경쟁사/해외이슈,경쟁사_해외이슈,배달의민족,"배민X배라, 한정판 굿즈 '먹을 복 담을 통'",배민x배라 한정판 굿즈 먹을 복 담을 통,edaily.co.kr,이데일리,"Mon, 13 Jul 2026 23:54:45 GMT","배민X배라, 한정판 굿즈 '먹을 복 담을 통' edaily.co.kr",https://news.google.com/rss/articles/CBMigAFBVV95cUxQb053eTNLSDladmtNTGhiTzlxMWZLVzFfTVQxZC1qU3JnYVhDVEEwaFlqdlZDay14MDVkMkpvRmZRenBWMWdoZEdsX2JrbDh4T1NXYmZnUk40OFNyYlAtZkdrRzJXdVR0X1Z2dDNDOFJnRFBQenRPUE1tNG5kZVdkSA?oc=5,google_rss_배달의민족 when:2d,60.0,14.0,"ai_infrastructure_security,self_pr_promo",ai_infrastructure_security,배달의민족,,,,,,,general,24.0,published_today,general,global_incident:platform_regulation:baemin:delivery_app_fee_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,60.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:platform_regulation:baemin:delivery_app_fee_policy:general,global_incident:platform_regulation:baemin:delivery_app_fee_policy,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,global_incident:platform_regulation:baemin:delivery_app_fee_policy,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:baemin:delivery_app_fee_policy,comp_domestic_ai_platform,,,,
962,정부/국회,정부_국회,금융위원회,"금감원, 자산운용사 CEO 소집…ETF 과장 광고·'복붙' 공시 개선 주문",금감원 자산운용사 ceo 소집 etf 과장 광고 복붙 공시 개선 주문,청년일보,청년일보,"Mon, 13 Jul 2026 02:38:09 GMT","금감원, 자산운용사 CEO 소집…ETF 과장 광고·'복붙' 공시 개선 주문 청년일보",https://news.google.com/rss/articles/CBMiZ0FVX3lxTE45N2RLS1RId1RUY1NOVzlVQVdmR2tfZDFJeHRXZVV0WEJweFN4VG9YN2gyUzJZc2o2d1NNMXRvNVo5YlpVWTZqZlBxcDlvYXFlVl9EVWY1SnlFYTQ4ajBVNHdsaVRJUTA?oc=5,google_rss_금융위원회 과징금 when:2d,59.6,132.5,"financial_performance,search_ads,service_reform_backlash",financial_performance,금감원,v43_not_government_policy,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,market_commentary,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,general,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,,,,59.6,"service_reform_backlash,policy_legislation,financial_performance",government:platform_obligation,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation:general,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,global_incident:platform_regulation:financial_authority:platform_algorithm_ad_obligation,government_regulatory_enforcement,,,,
3003,경쟁사/해외이슈,경쟁사_해외이슈,일본 빅테크,"유영상 SK AI위원장 ""빅테크가 찾는 플랫폼 조성""",유영상 sk ai위원장 빅테크가 찾는 플랫폼 조성,MSN,MSN,"Mon, 13 Jul 2026 11:21:47 GMT","유영상 SK AI위원장 ""빅테크가 찾는 플랫폼 조성"" MSN",https://news.google.com/rss/articles/CBMizgNBVV95cUxNQml4ZVNvUU9YT3k5OVp0cUo0ZUxBOEdVd0VjVVJ6NDVhbVo3eHVsUWxwQkNmYUhvS0EtNUVCSm93a2xXalNDSnE4aEhoNTg3NG1KaWFSTWJGTDBibmVjQnN5dnE1M0RwaXB5Mk82MmFtMS16MkVDZllIUWNVcy1VS0JZS0dPcy1fZ1hybTI1ZC14Z1h2d1VFdllNakwxTldYX3JDd3ROSG9hOVgxQ29jUTRLTDVFN3dzVk5ObXFoZGVMU3RHQXNOcURwX0NXMXV1SVl3UHFJOUxtZ1VsSm5CU2d3RUVsMk43VTlYOVR4WFY1WHBLQU1GU2JsRzZvaW1xZFFkUXhlVVNTVmY4YmVVTFRpdW1nREJhTWJhOEZ2MHI0dEdYbVFlYzFFRUVXcU80RldpVzZTRkh1UmpLXzE2Umc0Vmw2cjJRZ1lOQV80ZnQxQlBZbDZ1NGZYXzJRQTBHeUVOZFlqRkRNNklvaDEzVmU5TlhSUHZyVU9pbGN6U3pqTjl1al9JSWtDdUNYWXA2akZvTXg5aFhXZUlNMktOc05JeTVrSmJBVV83bkpWVVlwN0Y4b2hFdmNFajB6Y25BaVE0VzUxTTRkV2x5SXc?oc=5,google_rss_일본 빅테크 when:2d,59.5,18.0,"ai_infrastructure_security,market_power_platform",ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,business_change,global_incident:platform_regulation:platform_sector:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,overseas_platform_ai_rule_pass,Y,global,59.5,"market_power_platform,ai_infrastructure_security",competitor:regulatory_enforcement,global_incident:platform_regulation:platform_sector:platform_regulation:general,global_incident:platform_regulation:platform_sector:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:platform_regulation:platform_sector:platform_regulation,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:platform_sector:platform_regulation,comp_overseas_platform_ai,,,,
2776,경쟁사/해외이슈,경쟁사_해외이슈,애플,"애플 AI 전략 변화, M6 Pro·Max 건너뛰고 M7로",애플 ai 전략 변화 m6 pro max 건너뛰고 m7로,위클리포스트,위클리포스트,"Mon, 13 Jul 2026 10:24:00 GMT","애플 AI 전략 변화, M6 Pro·Max 건너뛰고 M7로 위클리포스트",https://news.google.com/rss/articles/CBMia0FVX3lxTE9vTkVZTi1iYmZRd3hrMV80b1IzZ0xIX05XNURwVHJwS2dLWklUYlM0VEpCSDhMbFh1enI4d19LVXlJb0diWUNmeHFzV0VGTGs5QkE3bnljc0EwQXlZVjBuOFpGVFRISzRZN21v?oc=5,google_rss_애플 AI when:2d,59.5,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,애플,,,,,,,general,14.0,published_yesterday,business_change,event:애플:ai_infrastructure_security+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,59.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:애플 ai 전략 변화 m6 pro max 건너뛰고 m7로,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:애플 ai 전략 변화 m6 pro max 건너뛰고 m7로,comp_overseas_platform_ai,,,,
2667,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타코드에이치, '2026 서울청년정책박람회'서 AI·마케팅 취업 멘토링 제공",메타코드에이치 2026 서울청년정책박람회 서 ai 마케팅 취업 멘토링 제공,이넷뉴스,이넷뉴스,"Mon, 13 Jul 2026 07:42:11 GMT","메타코드에이치, '2026 서울청년정책박람회'서 AI·마케팅 취업 멘토링 제공 이넷뉴스",https://news.google.com/rss/articles/CBMibEFVX3lxTE1GMWJUNjZfS3hJRFA2VFZ5LVZpUGNrQm1MYnNHaXBmZXlKbzZYelRhbTdrQTdxUjZ2TFVBRjNHenloYW80TFdIaldLeG15aVdsOWhLZmp0enUwYWNwZWs2bndKUU5vQlFMVE0xS9IBcEFVX3lxTFBLOEdoeXZJNlF0ODJuRlpSc1gxWkE1OUwyTHF0SDdNUkRscndjNVJnX2E5OEZiLWE5T29XREo3eGZZMGNOYzdCd3BmN19tajRzaUpyTGg1RWRmNXNDVVBRY0pneDN3NVRhay1EbV9Udlc?oc=5,google_rss_메타 when:2d,59.5,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,메타,,,,,,,general,14.0,published_yesterday,business_change,event:메타:ai_infrastructure_security+policy_legislation,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,59.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:메타코드에이치 2026 서울청년정책박람회 서 ai 마케팅 취업 멘토링 제공,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:메타코드에이치 2026 서울청년정책박람회 서 ai 마케팅 취업 멘토링 제공,comp_overseas_regulation_data,,,,
50,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권 투자매매업 인가 획득, 신호철 ""종합증권사 도약 발판 마련""",카카오페이증권 투자매매업 인가 획득 신호철 종합증권사 도약 발판 마련,비즈니스포스트,비즈니스포스트,"Mon, 13 Jul 2026 08:21:29 GMT","카카오페이증권 투자매매업 인가 획득, 신호철 ""종합증권사 도약 발판 마련"" 비즈니스포스트",https://news.google.com/rss/articles/CBMic0FVX3lxTE9JeU1pOWI2bWFtUmJOZ2JqbUFvcE9iTEY4dDBpR2pSRWdPSnB5YmkyanFONUdEQ041YnU0MzB4Tl9uTU9YRElJSDR1dmo1ck54cDU4ZVBibkFSSDdyNUVjd0Y4MUZxNnR3aTZXYTNYWjBiRVE?oc=5,google_rss_카카오 when:2d,59.3,22.0,,,"카카오,카카오페이",,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,59.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오페이증권 투자매매업 인가 획득 신호철 종합증권사 도약 발판 마련,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오페이증권 투자매매업 인가 획득 신호철 종합증권사 도약 발판 마련,self_strategic_reference,,,,
253,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 취득…종합증권사로 성장 가속화",카카오페이증권 투자매매업 인가 취득 종합증권사로 성장 가속화,네이트,네이트,"Mon, 13 Jul 2026 02:43:00 GMT","카카오페이증권, 투자매매업 인가 취득…종합증권사로 성장 가속화 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE10d1I4aWJkY05PV2lQMndwd0JRcmJEVGtJbmF0S0hPRWxfN1NfSUpDNktwdHZOeWpzSVMtelFhbjZiempneWh3clQ5b1ZoT25FbjhJ?oc=5,google_rss_카카오 개인정보 when:2d,59.3,22.0,,,"카카오,카카오페이",,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,59.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오페이증권 투자매매업 인가 취득 종합증권사로 성장 가속화,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오페이증권 투자매매업 인가 취득 종합증권사로 성장 가속화,self_strategic_reference,,,,
135,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이증권, 투자매매업 인가 취득...종합증권사로 성장 가속화",카카오페이증권 투자매매업 인가 취득 종합증권사로 성장 가속화,메디컬투데이,메디컬투데이,"Mon, 13 Jul 2026 02:42:23 GMT","카카오페이증권, 투자매매업 인가 취득...종합증권사로 성장 가속화 메디컬투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE9qXzNIc2xJUHE0VGFLMzRHWXctdFlUbS1mOUJfTVM4dlBvVHpteS1sWHBHMHB2bEFONXVoaVVvMmhSTTdjTFl1VEVLQWxSQ1FmZWcycFU2QTVOeXhFZF9wTmFxTlM4QklOVDc2dw?oc=5,google_rss_카카오 카카오페이 when:2d,59.3,22.0,,,"카카오,카카오페이",,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,59.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오페이증권 투자매매업 인가 취득 종합증권사로 성장 가속화,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오페이증권 투자매매업 인가 취득 종합증권사로 성장 가속화,self_strategic_reference,,,,
17,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"""혈당 부담 낮춘 한 그릇"" 오리온, '오!그래놀라 저당 카카오' 출시",혈당 부담 낮춘 한 그릇 오리온 오 그래놀라 저당 카카오 출시,뉴시스,뉴시스,"Mon, 13 Jul 2026 23:44:22 GMT","""혈당 부담 낮춘 한 그릇"" 오리온, '오!그래놀라 저당 카카오' 출시 뉴시스",https://news.google.com/rss/articles/CBMieEFVX3lxTE9uSlJtRzBtbGtmQUdtSGNsamFxMlpQVWVHSi1kTEgtYi1yTWFITVA3OWlqN3h0dXdaR0x4eW1sd0l1Z25samNPYjlDVW50MTNiam1SSzFWd2o4c1dPcVhkNTgyNDR6SFRkazZtLUVLbXlET1hBcERuctIBeEFVX3lxTE9uSlJtRzBtbGtmQUdtSGNsamFxMlpQVWVHSi1kTEgtYi1yTWFITVA3OWlqN3h0dXdaR0x4eW1sd0l1Z25samNPYjlDVW50MTNiam1SSzFWd2o4c1dPcVhkNTgyNDR6SFRkazZtLUVLbXlET1hBcERucg?oc=5,google_rss_카카오 when:2d,59.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,59.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:혈당 부담 낮춘 한 그릇 오리온 오 그래놀라 저당 카카오 출시,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:혈당 부담 낮춘 한 그릇 오리온 오 그래놀라 저당 카카오 출시,self_strategic_reference,,,,
31,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"오리온, 식사 대용식 신제품 '오!그래놀라 저당 카카오' 출시",오리온 식사 대용식 신제품 오 그래놀라 저당 카카오 출시,뉴스1,뉴스1,"Mon, 13 Jul 2026 23:22:32 GMT","오리온, 식사 대용식 신제품 '오!그래놀라 저당 카카오' 출시 뉴스1",https://news.google.com/rss/articles/CBMiX0FVX3lxTE12bnJ4cW5Hd0Q5ejRvTVJmWUFQTGFMaWM5RW9aTFVmb0ZlSzZtWG9iaDN1TjlDdndZTHk4RHFYUXlsZW94bFE2dFZrSllnUmpmZjNET0hqakxOVGVJcGFZ?oc=5,google_rss_카카오 when:2d,59.3,10.5,,,카카오,,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,59.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:오리온 식사 대용식 신제품 오 그래놀라 저당 카카오 출시,"카카오·계열사의 사업 확장, 제휴, MOU, 신규 서비스 참고 이슈",4,3,4,,,v40: 직접 리스크는 아니지만 자사 사업 확장·제휴성 이슈로 2순위 반영,local_low_confidence,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:오리온 식사 대용식 신제품 오 그래놀라 저당 카카오 출시,self_strategic_reference,,,,
2437,경쟁사/해외이슈,경쟁사_해외이슈,구글,"삼성전자 임직원, 회사 업무에 구글 AI '제미나이' 쓴다",삼성전자 임직원 회사 업무에 구글 ai 제미나이 쓴다,뉴시스,뉴시스,"Mon, 13 Jul 2026 00:58:11 GMT","삼성전자 임직원, 회사 업무에 구글 AI '제미나이' 쓴다 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE9HUy1TWkYtck83OGxPZ1NGTS1IZVF2M2s1RUw0UDZuUnJxWVl1V1UwZlBuY2p1MXpkT1E3Vi1DMEE1SVRudVhsMHliWnlWOW5nSkhmbGZfTFdJVEt1ZkxxWtIBeEFVX3lxTE5hblVvdG9GN3dZdHViQ05YS0tfcXB5V2dQLW5nSll0OWJLLWJnWmJaanpOVmJFWDhyQlB0Z01LZlozRUo2VWJ2NDhqS0YtWWdlMjNla0tHcGh6MklRbWQ5ZXN1SXhJT2NFQno1U2k2QmxmSmk3MjNvdg?oc=5,google_rss_구글 when:2d,59.0,16.5,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,구글,,,,,,,general,14.0,published_yesterday,business_change,event:구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,59.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:삼성전자 임직원 회사 업무에 구글 ai 제미나이 쓴다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:삼성전자 임직원 회사 업무에 구글 ai 제미나이 쓴다,comp_overseas_platform_ai,,,,
