id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유
555,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오페이,악사손보 예비입찰 18일 실시… 신한·교보 2파전 속 카카오페이 참전 주목,악사손보 예비입찰 18일 실시 신한 교보 2파전 속 카카오페이 참전 주목,전자신문,전자신문,"Wed, 10 Jun 2026 19:24:08 GMT",악사손보 예비입찰 18일 실시… 신한·교보 2파전 속 카카오페이 참전 주목 전자신문,https://news.google.com/rss/articles/CBMisgZBVV95cUxQQUR5aExVTTJWaFhicWhBQmdNbGp1Um9laUxqNC1aUWpYQ2ZPM1RFbEMyM1hfM3FBU0IyZXJnZ3JIRjh4a3ZKWm81NWVtaU8wV2lkSTRiV3JMODZpa2xXWi0zel9OdXBxcDMwNXR5RWZ4dHFYYjhEY2dDVjl4bFNZQWV0M2twMHFvY2FHZGttRTRaVG9CUFkxeTVsRklWcHVnZ0VYdEI1TW5RcXVaNzd2UnYtV2xjYlRUZHRBZG8tM1BCdi1RcU9pa1pOSUFURlFBeTBxTDNXcWFDT1hiU2ZWeWJMNGJtOEVqdDZENC1IV0paSmxZZnh6UHlCTjVxb2VyeGQxbUNnRDJsbjY0U1ZtZUUtdlFoVHZpTDd3UEdtUDdxSVJrVkxpc3JBMzU1dnowV1p0M1ZHR2kwSXQxeEtNcnNmdy11NHJWMDV6cTM0Y1Z4SENnd3AtS3Q4Ym1UOS14S3lKc24taGM2NzZyZEU0T0U4M1o4RDFTYW5TMlNrUTFXMGYzNXpyX2VhZkUyM3FBaGdKM2RsekhxRFNSNU5QeGhJUjNZTEc3OVY1cTM5R2pkUGJfQktBZmx4WVY4VlRwaTg3VWYzSDJrWmIzdVBnczdRQVRlN0x2RzVJVzZ6cmxOcmtWSGJvaXUyb3VhdmR5bk9mMk05aE1zQWNWV2N1Z3d3MGludl9jVTZGLWlHSFlwNUhCN1F2T2JfLW5yUm1VZ04zQ2U3dnB1TFQtNVo3d1R3LXhkTERmMVRKQ1VOR2htcTZIOG1TbTZQV0JCYzU4ZjRoSDY2V3BuWThMMzdhUlY3S2RkUFhqLW94dmpfSExYYzRWaU1wYnEwTFllUmMwVDJXc0tfNEdnZHE5NVhyaV9YM1QtcTNpaXNKTVlhaHh1cVdMejBZOUhVcW1maGpaeUVMVlpGNVVHNzJYLTI1Xy1MQlFrRUVGUGZKcmdJcFE1SmJlcWxndFRxYk5DSDN1VWpBVUdmQ3N1d0NDT1FEVDFaVVZmUTlyX2JzLUl6NzdkT3ZOWEpSdUtjb0lzM013UDVvQW9BVVZMTG1QTWx3QWVoX0cxZGk4X2p2aHVWdUVzQQ?oc=5,google_rss_카카오페이 site:etnews.com when:2d,63.8,13.0,,,"카카오,카카오페이",,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,63.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:악사손보 예비입찰 18일 실시 신한 교보 2파전 속 카카오페이 참전 주목,자사 이슈가 부족한 날에만 참고할 수 있는 보충성 자사 소식,2,2,3,,,로컬 보조 라벨,local,FILLER_REFERENCE,,,other,,,self_filler_reference:악사손보 예비입찰 18일 실시 신한 교보 2파전 속 카카오페이 참전 주목,self_filler_reference,,,
19,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오뱅크, 대안신용평가로 중·저신용대출 1.2조원 추가 공급",카카오뱅크 대안신용평가로 중 저신용대출 1 2조원 추가 공급,전자신문,전자신문,"Thu, 11 Jun 2026 00:39:16 GMT","카카오뱅크, 대안신용평가로 중·저신용대출 1.2조원 추가 공급 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFBaZ21zbk5pNU9MOGNFc2JQSXJTUnJaLWhaV2ZpTVFBay1wQTdnbnU4ZGlqNlpwZ0VSS0ZIQTlxZWhUbkZvXzE5dXFySVN6Zw?oc=5,google_rss_카카오 when:2d,63.8,13.0,,,"카카오,카카오뱅크",,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,63.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:카카오뱅크 대안신용평가로 중 저신용대출 1 2조원 추가 공급,자사 이슈가 부족한 날에만 참고할 수 있는 보충성 자사 소식,2,2,3,,,로컬 보조 라벨,local,FILLER_REFERENCE,,,other,,,self_filler_reference:카카오뱅크 대안신용평가로 중 저신용대출 1 2조원 추가 공급,self_filler_reference,,,
3073,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"대만, 중국에 대한 AI 칩 판매 제한 검토…미국 규제에 동조 - 머니투데이",대만 중국에 대한 ai 칩 판매 제한 검토 미국 규제에 동조,머니투데이,머니투데이,"Wed, 10 Jun 2026 10:50:06 GMT","대만, 중국에 대한 AI 칩 판매 제한 검토…미국 규제에 동조 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE5KcDBfODktY0dUc2VXRWdvTko3VFk0OTBJTHhpTjBfclpVNTdOeFVibDR1S1hmVnlLeUZlSmlsQkVjbk50Z3g2RWwxdG5QcDVSVzJsOXZyU0pER0RUT1BVYjk1el9kQ0x6dHM0THJ30gFuQVVfeXFMTkpwMF84OS1jR1RzZVdFZ29OSjdUWTQ5MElMeGlOMF9yWlU1N054VWJsNHVLWGZWeUt5RmVKaWxCRWNuTnRneDZFbDF0blBwNVJXMmw5dnJTSkRHRFRPUFViOTV6X2RDTHp0czRMcnc?oc=5,google_rss_중국 AI when:2d,63.5,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,business_change,,consultation,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,63.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:대만 중국에 대한 ai 칩 판매 제한 검토 미국 규제에 동조,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate,local,,GOV_AI_CORE_POLICY,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:대만 중국에 대한 ai 칩 판매 제한 검토 미국 규제에 동조,government_ai_core_policy,,,
2272,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, 앤트로픽 추가 투자…""인프라·데이터·보안 협력 이어가겠다""",skt 앤트로픽 추가 투자 인프라 데이터 보안 협력 이어가겠다,뉴시스,뉴시스,"Wed, 10 Jun 2026 07:40:06 GMT","SKT, 앤트로픽 추가 투자…""인프라·데이터·보안 협력 이어가겠다"" 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5vbXJHTmNFTE5oZHJUeTcxSTBVYWNBT0xubjZNT19URnBTMzJ5dmJQcUpCQ3ZMNVNxSVhWdEVrMVM1TjF6ZDZYYVZfZHFIdi1vbmMyNGM0RUhtVlpqdGMwQtIBeEFVX3lxTE44bVRKckN1cUtmTUhENjhyaGVoOGxNUE1ZbkswRUlIV1U1dnpnRTJjakNhQTBuZFYwTm80YTNCV3IzTzdDUGx6Z0VYS1dIaWNoVmZtQTBtdVBzanhGMlZ2b1IyVy00MjByQXE0MTV2anQwZVpYenN0Tg?oc=5,google_rss_SKT when:2d,63.5,18.0,"phishing_security,privacy_security_reliability",security_general,"SKT,앤트로픽",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:skt:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,63.5,privacy_security_reliability,competitor:security_reliability,global_incident:ai_security_policy:skt:anthropic_glasswing_security:general,global_incident:ai_security_policy:skt:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,global_incident:ai_security_policy:skt:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:skt:anthropic_glasswing_security,comp_domestic_strategy,,,
3037,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,백악관 AI 정책 핵심인사 줄사임…미토스發 AI 규제정책 후폭풍,백악관 ai 정책 핵심인사 줄사임 미토스 ai 규제정책 후폭풍,뉴스1,뉴스1,"Wed, 10 Jun 2026 02:45:50 GMT",백악관 AI 정책 핵심인사 줄사임…미토스發 AI 규제정책 후폭풍 뉴스1,https://news.google.com/rss/articles/CBMiXkFVX3lxTFB3WWV4ekwwaUVXN3VaVlY0N3Z2UnF1Z2RDOUlfMUNCcVZ6NFJwOXFqNWs1YkdLZWJMMUM0OXhnSW9wbHFBc2E4ZW9fOU1OMkpGQTVpQjBVTTFYdHNaNkE?oc=5,google_rss_트럼프 행정부 when:2d,63.5,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,"앤트로픽,토스",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:toss:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,63.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,global_incident:ai_security_policy:toss:anthropic_glasswing_security:executive_or_org_change,global_incident:ai_security_policy:toss:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,global_incident:ai_security_policy:toss:anthropic_glasswing_security,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:toss:anthropic_glasswing_security,comp_domestic_public_infra,,,
3110,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"대만, AI칩 中 수출 전면 규제 검토…美, 대중국 규제에 동참 [AI 인포그래픽]",대만 ai칩 수출 전면 규제 검토 대중국 규제에 동참 ai 인포그래픽,디지털데일리,디지털데일리,"Wed, 10 Jun 2026 02:40:50 GMT","대만, AI칩 中 수출 전면 규제 검토…美, 대중국 규제에 동참 [AI 인포그래픽] 디지털데일리",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5KRXkwNkx6bTVxUl9Mb2dvX2xWeEtrdnJDWFNGa0NNdEdVMUd1bVhzN3lzS0hhekdDTko4WVFwb1puSEN1OXhMOXFWNk5weUItR3N1S3ZOWDRWWWxUNklhRUx3?oc=5,google_rss_중국 AI when:2d,63.5,18.0,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,business_change,,consultation,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,63.5,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:대만 ai칩 수출 전면 규제 검토 대중국 규제에 동참 ai 인포그래픽,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,5,4,5,,,v26: 해외 정부·규제기관 이슈는 경쟁사/해외로 분류 / v26.2: overseas structural industry candidate,local,,GOV_AI_CORE_POLICY,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:대만 ai칩 수출 전면 규제 검토 대중국 규제에 동참 ai 인포그래픽,government_ai_core_policy,,,
331,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오벤처스, 게임·AI 플레이어 한자리에 모은 'AI X GAME' 행사 성료",카카오벤처스 게임 ai 플레이어 한자리에 모은 ai x game 행사 성료,게임어바웃,게임어바웃,"Wed, 10 Jun 2026 00:55:57 GMT","카카오벤처스, 게임·AI 플레이어 한자리에 모은 'AI X GAME' 행사 성료 게임어바웃",https://news.google.com/rss/articles/CBMibkFVX3lxTFAtckExT0N3eXZPaWZqaVRqRzR4UWxxM3hPM0pXVGZXVUd6T01ISWJhX3BpTThfOFVIM1EzSGtrWWVCQlBpYU5naXg3T0RfRzZiRGE2YWVXN0pteEJZM1VybF94Vjg4TkRaX1NrNE930gFuQVVfeXFMUC1yQTFPQ3d5dk9pZmppVGpHNHhRbHEzeE8zSldUZldVR3pPTUhJYmFfcGlNOF84VUgzUTNIa2tZZUJCUGlhTmdpeDdPRF9HNmJEYTZhZVc3Sm14QlkzVXJsX3hWODhORFpfU2s0T3c?oc=5,google_rss_카카오 AI when:2d,63.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,63.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오벤처스 게임 ai 플레이어 한자리에 모은 ai x game 행사 성료,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오벤처스 게임 ai 플레이어 한자리에 모은 ai x game 행사 성료,self_strategic_reference,,,
315,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오벤처스, 게임과 AI 결합 고민하다",카카오벤처스 게임과 ai 결합 고민하다,아시아투데이,아시아투데이,"Tue, 09 Jun 2026 23:39:59 GMT","카카오벤처스, 게임과 AI 결합 고민하다 아시아투데이",https://news.google.com/rss/articles/CBMibkFVX3lxTE1fN0hSN1haZWlzeGpIMi1xTUFMQjZmNWtnQkFBeEh0dERuSGFJTGhVaHJfN3VsNjlvSlhESnljblhGT1FoeU14cXB2V1lMamRSV3NnQ1FRN3ZxaGxRaWZNSkdEMlI3Q05GRk1zdG93?oc=5,google_rss_카카오 AI when:2d,63.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,63.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오벤처스 게임과 ai 결합 고민하다,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오벤처스 게임과 ai 결합 고민하다,self_strategic_reference,,,
332,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오벤처스, 게임·AI 플레이와 'AI X GAME' 행사 성료[마켓인]",카카오벤처스 게임 ai 플레이와 ai x game 행사 성료 마켓인,네이트,네이트,"Tue, 09 Jun 2026 23:34:00 GMT","카카오벤처스, 게임·AI 플레이와 'AI X GAME' 행사 성료[마켓인] 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE83YVd2bWExYjFCUWFzQnEzUXpwM0tBYTBpdDZGcmlYZjJtUlZjclVvWlA2cktQVXB6cEFUcEdwWi1Pb3JtOW54eVpYeHg5SkN5Q284?oc=5,google_rss_카카오 AI when:2d,63.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,63.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오벤처스 게임 ai 플레이와 ai x game 행사 성료 마켓인,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오벤처스 게임 ai 플레이와 ai x game 행사 성료 마켓인,self_strategic_reference,,,
319,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오벤처스, AI×게임 교차점에서 업계 현실 꺼내다",카카오벤처스 ai 게임 교차점에서 업계 현실 꺼내다,ER 이코노믹리뷰,ER 이코노믹리뷰,"Tue, 09 Jun 2026 23:16:19 GMT","카카오벤처스, AI×게임 교차점에서 업계 현실 꺼내다 ER 이코노믹리뷰",https://news.google.com/rss/articles/CBMibEFVX3lxTE5kZW5mZl94bFRMZUFOQkFiajRENkNOekhQOWMzSHhrRkpZbF9mU0tNRzJ3MlRzZkF4X1dNM0VQcVNSQkNYYnNWemltTDdNQnA5UVRQRXlXSHBHb0tzUV9ZcDhDeDBqM20tUFU1NQ?oc=5,google_rss_카카오 AI when:2d,63.3,29.5,ai_infrastructure_security,ai_infrastructure_security,카카오,,,,,,,general,14.0,published_yesterday,business_change,event:카카오:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,63.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오벤처스 ai 게임 교차점에서 업계 현실 꺼내다,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오벤처스 ai 게임 교차점에서 업계 현실 꺼내다,self_strategic_reference,,,
2714,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 762조원 규모 초대형 AI 데이터센터 장기 임대 막바지 협상",오픈ai 762조원 규모 초대형 ai 데이터센터 장기 임대 막바지 협상,ebn.co.kr,ebn.co.kr,"Wed, 10 Jun 2026 10:27:11 GMT","오픈AI, 762조원 규모 초대형 AI 데이터센터 장기 임대 막바지 협상 ebn.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTFBLNlZpYnJ6RXd3Ry11NTkwZmgzS0Q0Wm1sWEsxZ2M1TGtScU1scWNPSWxCa2ZvX2l4WEZvRHVWUFlqbS1ZNGhKS09RcnREdzdESkRzdldlNTlkdTlublRmcTVOeUNlLWZr?oc=5,google_rss_오픈AI when:2d,63.0,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_general,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,63.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
2766,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 5000억달러 AI 데이터센터 추진…엔비디아, 지급보증 검토",오픈ai 5000억달러 ai 데이터센터 추진 엔비디아 지급보증 검토,dt.co.kr,디지털타임스,"Wed, 10 Jun 2026 08:02:14 GMT","오픈AI, 5000억달러 AI 데이터센터 추진…엔비디아, 지급보증 검토 dt.co.kr",https://news.google.com/rss/articles/CBMiTkFVX3lxTE9rZ25ldVJhR0hVeUgzSGpLQ3FNQnVJZF9mVDZ2dUhGNGxQYmo0N2w1R2dSVUpPRGRCYXE1OUVKWFJoUTVZN3llTDZyNDBRQQ?oc=5,"google_rss_""오픈AI"" when:2d",63.0,23.5,"ai_infrastructure_security,aidc_datacenter",aidc_general,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:openai_security_access,consultation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,63.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:announcement,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
17,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오뱅크, 비금융 데이터로 중·저신용 대출 1.2조 공급",카카오뱅크 비금융 데이터로 중 저신용 대출 1 2조 공급,서울경제TV,서울경제TV,"Thu, 11 Jun 2026 00:15:18 GMT","카카오뱅크, 비금융 데이터로 중·저신용 대출 1.2조 공급 서울경제TV",https://news.google.com/rss/articles/CBMiZEFVX3lxTFB2NHVTNDlMSTZtdENoZGZWV2ZXM1B4cTg1YVlWTEhRV0Y3bUYxQzRDY1NkeWRXWHJ3NVgzQW0zdzl5UnhQOWFhQTJrRW1qbmtnNnRaRnBMN1JOc0VoUy03eTdtRHA?oc=5,google_rss_카카오 when:2d,62.8,13.0,,,"카카오,카카오뱅크",,,,,,,general,24.0,published_today,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,62.8,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오뱅크 비금융 데이터로 중 저신용 대출 1 2조 공급,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오뱅크 비금융 데이터로 중 저신용 대출 1 2조 공급,self_strategic_reference,,,
2841,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 인도와 AI 데이터센터 사용 계약 체결…개장전 ‘약보합’",메타 인도와 ai 데이터센터 사용 계약 체결 개장전 약보합,마켓인,마켓인,"Wed, 10 Jun 2026 11:07:05 GMT","메타, 인도와 AI 데이터센터 사용 계약 체결…개장전 ‘약보합’ 마켓인",https://news.google.com/rss/articles/CBMic0FVX3lxTFAyektxYjYwZFVEc1VlcFVUYVNBZTNBbFBEeHlRVTFKWE45VmpETUNuY2FTSzhiUUhqQVptUDhpb2Q0c3JScFF0cjItMGl6dl9pZUVnc2c1OHhoOVJpZ0ViMjZMRkxQa1JGU180YXlQdWphX1U?oc=5,google_rss_메타 when:2d,62.5,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,메타,,,,,,,general,14.0,published_yesterday,business_change,event:메타:ai_infrastructure_security+aidc_datacenter,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,62.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
3066,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"“중국, AI 데이터센터 건설에 5년간 450조원 투입”…화웨이 등 자국 기술로",중국 ai 데이터센터 건설에 5년간 450조원 투입 화웨이 등 자국 기술로,v.daum.net,v.daum.net,"Wed, 10 Jun 2026 10:13:02 GMT","“중국, AI 데이터센터 건설에 5년간 450조원 투입”…화웨이 등 자국 기술로 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9JNGt2SDRZRlVYeXh4NEM5Zi1xRVV3cjlRb3lyaWtubVRKdm4zRnUteGJ3QnZ5ZW9XODMyclFKdHc0cTVZTEZGZ2phb1dTX0U?oc=5,google_rss_중국 AI when:2d,62.5,21.0,"ai_infrastructure_security,aidc_datacenter",aidc_general,,,,,,,,general,14.0,published_yesterday,business_change,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,62.5,ai_infrastructure_security,competitor:ai_strategy,,,산업동향,SELF_AFFILIATE_BUSINESS,self_strategic_reference,국가 AI 인프라/AIDC/GPU 정책,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,2,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류,local,OFF_TOPIC,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,국가 AI 인프라/AIDC/GPU 정책,self_strategic_reference,,,
