id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형
1010,정부/국회,정부_국회,과학기술정보통신부,"쿠팡 역대 최대 과징금 나오나…개인정보위원회, 제재 심의 'D-데이'",쿠팡 역대 최대 과징금 나오나 개인정보위원회 제재 심의 d 데이,오피니언뉴스,오피니언뉴스,"Wed, 10 Jun 2026 00:48:07 GMT","쿠팡 역대 최대 과징금 나오나…개인정보위원회, 제재 심의 'D-데이' 오피니언뉴스",https://news.google.com/rss/articles/CBMicEFVX3lxTE5vZ0g0LW5zck84Q3NKeWxrQVpPUXViN1hpaDhLaDMzU2t0bXB3SjM4TXNVazlVRDJTYV9CQ1A4Y1NlNXhJUGNxUXpBUUJPc2FSUTI2d1hKWmpDX3UwcXAxN3lsMzFkSmFRcVFva2MzMVA?oc=5,google_rss_과학기술정보통신부 과징금 when:2d,122.6,130.0,"antitrust_platform,legal_regulatory_enforcement,policy_legislation",antitrust_general,쿠팡,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,v27:platform_enforcement:coupang:privacy_data_violation,penalty_or_sanction,platform_enforcement:coupang:privacy_data_violation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,122.6,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_enforcement:coupang:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:coupang:privacy_data_violation,정부_국회,GOV_PLATFORM_REGULATION,규제/제재,쿠팡 개인정보 위반 제재,개인정보 관련 규제 강화 추세 속에서 카카오 역시 관련 규제를 준수해야 함.,2,1,1,,,쿠팡에 대한 개인정보 관련 제재는 플랫폼 사업자 전반의 규제 환경 변화를 시사하므로 관련성이 높음.,gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"플랫폼 사업자에 대한 개인정보 보호 규제 강화 추세를 보여주며, 카카오 또한 이에 대한 대응 방안을 검토해야 함.","쿠팡에 대한 과징금 부과는 유사 서비스 제공 사업자들에게 경각심을 줄 수 있으며, 개인정보 보호 관련 컴플라이언스 강화의 필요성을 시사함.",쿠팡 개인정보 위반 제재,규제/제재
318,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오노조, '1천만원' 성과급 협상 결렬에 첫 파업...오늘 5개 법인 동참",카카오노조 1천만원 성과급 협상 결렬에 첫 파업 오늘 5개 법인 동참,seouleconews.com,seouleconews.com,"Wed, 10 Jun 2026 01:21:56 GMT","카카오노조, '1천만원' 성과급 협상 결렬에 첫 파업...오늘 5개 법인 동참 seouleconews.com",https://news.google.com/rss/articles/CBMibkFVX3lxTE0zUVQ1LWJmTGViWHlSS0x2Q0x1UjVJQURSWkdfWFI4LV96UmRXNHprSDV0a3JTWWpOSE5GQjh5OEFnRHI4aktqWm1ZR1dBSGQ5UFY2cXh5MmRlQUw2X3J5ak1vMTVvOGJiUi1SUWh3?oc=5,google_rss_카카오 쟁의 when:2d,122.4,103.3,"labor_dispute,labor_negotiation",labor_pay_dispute,카카오,,,Y,must_review:self_strict:labor_compensation:labor_negotiation,,,direct_self_risk,32.0,published_yesterday+today_date_action,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,122.4,labor_negotiation,self:labor_compensation,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
170,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"800m 행진·1500명 파업…카카오 노조 ""29일, 8시간 파업""(종합)",800m 행진 1500명 파업 카카오 노조 29일 8시간 파업,디지털데일리,디지털데일리,"Wed, 10 Jun 2026 06:13:07 GMT","800m 행진·1500명 파업…카카오 노조 ""29일, 8시간 파업""(종합) 디지털데일리",https://news.google.com/rss/articles/CBMiZEFVX3lxTE5HMHl3N3V3NEJkQlZNdElqR0Q0anUxZXRzbS0wUUQwSVNtN0E2V0lwZjhTSGt0dGVWakNUVVlOc1J3TVQ0eml0V01VSUc3VXFoVExSbWpUSVNuZ1JzRmE1TGxPVXY?oc=5,google_rss_카카오 노조 when:2d,122.3,98.5,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,19.0,published_yesterday+exclusive_breaking,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,122.3,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
168,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"[속보]카카오 노조, 29일 2차 파업 예고…5000명 참여 예상 - 머니투데이",카카오 노조 29일 2차 파업 예고 5000명 참여 예상,머니투데이,머니투데이,"Wed, 10 Jun 2026 05:50:05 GMT","[속보]카카오 노조, 29일 2차 파업 예고…5000명 참여 예상 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMiZ0FVX3lxTFBNWm9vRWEtOWFGZ0VwN0k1cnpzc1pWRm1zZVJtUGxMUFE0UTlTR2tSZ1FWcHc3WnhCeDZQZEtkYXBZSllJejVUdHBTTFVMcG1aZVdnOXBOYW9SUWR2eUdGYm5acl9oLWfSAWxBVV95cUxQT3I3cVZhVzM2NjhzdUE5Z25Pb2ljZ2tmRDE1SWtfbGpYbmxFekZYVzQxYzBvTGNqbnZLOVl6d3RnOEZWRkpZWS12cUpsT3E1ZmNnSk93YkpqbHlFdWlTSGRndUlBR2ZtaGNmb0s?oc=5,google_rss_카카오 노조 when:2d,122.3,98.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,19.0,published_yesterday+exclusive_breaking,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,122.3,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
317,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"부분파업 카카오, 결국 29일 총파업 예고…본사 포함 5개 법인(종합)",부분파업 카카오 결국 29일 총파업 예고 본사 포함 5개 법인,뉴스1,뉴스1,"Wed, 10 Jun 2026 06:36:09 GMT","부분파업 카카오, 결국 29일 총파업 예고…본사 포함 5개 법인(종합) 뉴스1",https://news.google.com/rss/articles/CBMibkFVX3lxTFBxSl9HZ01xbTRCbDBEcUtUenRwODIybzhDSDdRM3g2bFZkVk1EdlFmSTVTOXVyNWFZcEwwdTRvT3pmRFVXX0NZekR0Z2NWbDc1VE1UOFJEWUVIdXZDYjJSeDliNDBlZkc4TExkZ1pB?oc=5,google_rss_카카오 쟁의 when:2d,122.3,95.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,19.0,published_yesterday+exclusive_breaking,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,action_started,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,122.3,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
197,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,네이버는 젠슨 황 업고 질주하는데…카카오 창사 첫 파업에 AI '경고등',네이버는 젠슨 황 업고 질주하는데 카카오 창사 첫 파업에 ai 경고등,MTN 머니투데이방송,MTN 머니투데이방송,"Wed, 10 Jun 2026 08:41:18 GMT",네이버는 젠슨 황 업고 질주하는데…카카오 창사 첫 파업에 AI '경고등' MTN 머니투데이방송,https://news.google.com/rss/articles/CBMiZEFVX3lxTE5tZW5lb1hhNzNkcDg0MEdIMXRmcGYxNW9lYnpPQkxtV3l6ck03ampGNkV1ZmFETkVESlhTeEhhOHh3QkozVmt6ZUJpeXpzcUQ1Yk8wcGlGNDhQbkNJYWJsaHpUX1g?oc=5,google_rss_카카오 파업 when:2d,121.8,108.0,"ai_infrastructure_security,labor_dispute,labor_negotiation",labor_general,"네이버,카카오",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,"labor_negotiation,ai_infrastructure_security",self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/AI,카카오 노조 임단협/파업 및 내부 갈등,노조 파업으로 인한 내부 역량 집중 저하가 AI 분야 경쟁력 확보에 부정적인 영향을 미칠 수 있음.,1,1,1,,,카카오 노조 파업 이슈와 경쟁사(네이버)의 AI 투자 상황을 함께 언급하며 카카오의 AI 경쟁력 약화 가능성을 시사하는 기사임.,gemini,DIRECT_RISK,,COMP_DOMESTIC_AI_PLATFORM,domestic,,네이버가 AI 투자 확대에 집중하는 동안 카카오는 내부 파업으로 인한 운영 차질이 발생하여 AI 경쟁에서 뒤처질 우려가 있음.,카카오 노조 임단협/파업 및 내부 갈등,노동/AI
98,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오까지 번진 성과급 불씨 창사 첫 파업…29일 추가 파업 예고,카카오까지 번진 성과급 불씨 창사 첫 파업 29일 추가 파업 예고,mbn.co.kr,mbn.co.kr,"Wed, 10 Jun 2026 22:00:35 GMT",카카오까지 번진 성과급 불씨 창사 첫 파업…29일 추가 파업 예고 mbn.co.kr,https://news.google.com/rss/articles/CBMiVEFVX3lxTE5odmh4NWw2QTFzY0cwcGU0TDdlWVo5ZndpUThzemU1UzhEaTR1UF9PSDhuTk1EYnhFVzRnWnNscjBzcXhEUW5TZFVoa09uRkRQbHI0Z9IBTEFVX3lxTE94QWJnTW00ZFhxb3BxalZFN0dmemVaemdVcGpraE9FZW1WbzBWSEpfeEtmSXkxaktTakFPbEVtVFZySnhFQ2I1ZW1VRDA?oc=5,google_rss_카카오 when:2d,121.8,89.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_compensation:labor_negotiation,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,labor_negotiation,self:labor_compensation,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
429,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,"카카오 노조, 29일 2차 파업 인원 확대… 카톡 차질 빚나",카카오 노조 29일 2차 파업 인원 확대 카톡 차질 빚나,서울신문,서울신문,"Wed, 10 Jun 2026 16:01:24 GMT","카카오 노조, 29일 2차 파업 인원 확대… 카톡 차질 빚나 서울신문",https://news.google.com/rss/articles/CBMie0FVX3lxTE5XWVVvc2ZsMEdraG1CZVpQbDdib2VWTWFIMVBSdUlJMUVQdTYxZFJnY2tOZms3STg2TkhDd2dwZjVtRzhMQWF0MlBNZzJhYkdjUnlUNzkyYWQtMmJtSDlieDcyYnRob25QMFF2Zk9tQlNWRWJ2Q1QxTzR0Yw?oc=5,google_rss_카카오톡 when:2d,121.8,89.5,"labor_dispute,labor_negotiation",labor_general,"카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,121.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업/서비스,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인해 카카오톡 등 주요 서비스의 운영 차질 가능성이 존재함.,1,1,1,,,"카카오 노조 파업이 카카오톡 서비스에 미칠 영향 가능성을 구체적으로 언급하는 기사로, 서비스 운영팀 차원에서 주의 깊게 봐야 할 내용임.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업/서비스
234,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"'성과급 갈등' 카카오, 창사 첫 부분 파업…IT업계 초긴장",성과급 갈등 카카오 창사 첫 부분 파업 it업계 초긴장,네이트,네이트,"Wed, 10 Jun 2026 15:03:00 GMT","'성과급 갈등' 카카오, 창사 첫 부분 파업…IT업계 초긴장 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5TUmJINzRhWi1Tb2RsOUxmcFcxZ1IzT3M4VEpfQmlraTdDUERKei1zM3p6VkRoNmN0Q2xKUmgzY0hUQmhPNFRhMGphOE8wS1BVM05j?oc=5,google_rss_카카오 성과급 when:2d,121.8,89.5,"labor_dispute,labor_negotiation",labor_pay_dispute,카카오,,,Y,must_review:self_strict:labor_compensation:labor_negotiation,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,labor_negotiation,self:labor_compensation,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
135,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"‘성과급 갈등’ 카카오, 창사 첫 부분 파업…IT업계 초긴장",성과급 갈등 카카오 창사 첫 부분 파업 it업계 초긴장,중앙일보,중앙일보,"Wed, 10 Jun 2026 15:02:00 GMT","‘성과급 갈등’ 카카오, 창사 첫 부분 파업…IT업계 초긴장 중앙일보",https://news.google.com/rss/articles/CBMiVkFVX3lxTE95RllyYU12SHFTbEx0VWhNOHpLeDNqSkgwdXpOOF9YSDE2Wk9pT21DVWljdGMxaEk4MExEZlVSUlc3bzRuc0VMVm1ycFF6ZGd4U0RhVXVR?oc=5,google_rss_카카오 노조 when:2d,121.8,89.5,"labor_dispute,labor_negotiation",labor_pay_dispute,카카오,,,Y,must_review:self_strict:labor_compensation:labor_negotiation,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,labor_negotiation,self:labor_compensation,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
136,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"‘성과급 갈등’ 카카오, 창사 첫 부분 파업…IT업계 초긴장",성과급 갈등 카카오 창사 첫 부분 파업 it업계 초긴장,미주중앙일보,미주중앙일보,"Wed, 10 Jun 2026 15:02:00 GMT","‘성과급 갈등’ 카카오, 창사 첫 부분 파업…IT업계 초긴장 미주중앙일보",https://news.google.com/rss/articles/CBMiYkFVX3lxTE5LYmNfT0RjbkNSX1dRSTViQ3FscE43V0ZPSkd4THlpVU5JZ0NPQU1nZXBiVmprWWVnVFNOX3Nta01NbFpaRGhtbFpkMHFVTm9ucHhQMjRRSEdWWnNMa1hWQ0V3?oc=5,google_rss_카카오 노조 when:2d,121.8,89.5,"labor_dispute,labor_negotiation",labor_pay_dispute,카카오,,,Y,must_review:self_strict:labor_compensation:labor_negotiation,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,labor_negotiation,self:labor_compensation,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
105,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오 노조, 29일 추가 파업…갈등 장기화 조짐",카카오 노조 29일 추가 파업 갈등 장기화 조짐,연합뉴스,연합뉴스,"Wed, 10 Jun 2026 08:10:41 GMT","카카오 노조, 29일 추가 파업…갈등 장기화 조짐 연합뉴스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE5GVEx0c3M3UWRWanByU2hOZUV2eWE1Q1V5S1pQNWIwZjlkMmdWTzB5X2RiUW1ET254NGRZQ2x5VWpKVnhSMGdtZzVHUl85NXA4dTYwSkM1eHR4ZWRsMjNjQdIBYEFVX3lxTE5GVEx0c3M3UWRWanByU2hOZUV2eWE1Q1V5S1pQNWIwZjlkMmdWTzB5X2RiUW1ET254NGRZQ2x5VWpKVnhSMGdtZzVHUl85NXA4dTYwSkM1eHR4ZWRsMjNjQQ?oc=5,google_rss_카카오 노조 when:2d,121.8,89.5,"labor_dispute,labor_negotiation",labor_general,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
190,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,파업 승리 결의대회 하는 카카오 노조,파업 승리 결의대회 하는 카카오 노조,연합뉴스,연합뉴스,"Wed, 10 Jun 2026 05:23:44 GMT",파업 승리 결의대회 하는 카카오 노조 연합뉴스,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1uUnowSFpUR3BZMmZTNy1YcVdZeTBQejBpT3hLWTlia2xURUo2WFRTdzg4ME53V1d3RlNpU0RRYy00dlFyRzhVandla1BuNXVzYjNYcm5yd19rVnlwZDMtZtIBYEFVX3lxTE1uUnowSFpUR3BZMmZTNy1YcVdZeTBQejBpT3hLWTlia2xURUo2WFRTdzg4ME53V1d3RlNpU0RRYy00dlFyRzhVandla1BuNXVzYjNYcm5yd19rVnlwZDMtZg?oc=5,google_rss_카카오 파업 when:2d,121.8,89.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
443,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오톡,카카오 첫 파업…'로그 오프' 29일엔 카톡 멈추나,카카오 첫 파업 로그 오프 29일엔 카톡 멈추나,네이트,네이트,"Wed, 10 Jun 2026 15:43:00 GMT",카카오 첫 파업…'로그 오프' 29일엔 카톡 멈추나 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTFBIQ09HWk1TY19KU0ZhY3FMVzVOQXFSWE1CckxjbTUwdjh1VUd4ZFhweVZ2M0dyNVYwMUZTdklvdWtQS09lTjdoVEVJencwdzVaUW5z?oc=5,google_rss_카카오톡 when:2d,121.8,86.5,"labor_dispute,labor_negotiation",labor_general,"카카오,카카오서비스,카카오톡",,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,24.0,published_today,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:general,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업/서비스,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인해 카카오톡 등 주요 서비스의 운영 차질 가능성이 존재함.,1,1,1,,,"카카오 노조 파업이 카카오톡 서비스에 미칠 영향 가능성을 구체적으로 언급하는 기사로, 서비스 운영팀 차원에서 주의 깊게 봐야 할 내용임.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업/서비스
96,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,카카오 창사 후 첫 파업…29일 추가 파업 예고,카카오 창사 후 첫 파업 29일 추가 파업 예고,연합뉴스,연합뉴스,"Wed, 10 Jun 2026 09:04:04 GMT",카카오 창사 후 첫 파업…29일 추가 파업 예고 연합뉴스,https://news.google.com/rss/articles/CBMiYEFVX3lxTE1waGo0Ukx5eURBeWd2MXRYaFBPRnd3dzJlN1VIS1ppWk9PdkltbW1OM0dmLURaV0ZpNUFqQ0FqcF9MSFVlamNyX1FwbWJkZUkxdHJsTTRvM243NGJaY1dfatIBYEFVX3lxTE1waGo0Ukx5eURBeWd2MXRYaFBPRnd3dzJlN1VIS1ppWk9PdkltbW1OM0dmLURaV0ZpNUFqQ0FqcF9MSFVlamNyX1FwbWJkZUkxdHJsTTRvM243NGJaY1dfag?oc=5,google_rss_카카오 when:2d,121.8,86.5,"labor_dispute,labor_negotiation",labor_strike_action,카카오,,,Y,must_review:self_strict:labor_strike:labor_negotiation,,,direct_self_risk,14.0,published_yesterday,direct_risk,global_incident:labor_ir:kakao:strike_negotiation,review_scheduled,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,121.8,labor_negotiation,self:labor_strike,global_incident:labor_ir:kakao:strike_negotiation:conflict_escalation,global_incident:labor_ir:kakao:strike_negotiation,자사_및_계열사_이슈,SELF_DIRECT_RISK,노동/파업,카카오 노조 임단협/파업 및 내부 갈등,카카오 노조 파업으로 인한 운영 차질 및 기업 이미지 영향,1,1,1,,,"카카오 노조의 첫 파업으로, 회사의 직접적인 리스크가 발생함. 다양한 기사들이 동일한 이슈를 다루고 있으므로 하나의 그룹으로 묶음.",gemini,DIRECT_RISK,,,other,,,카카오 노조 임단협/파업 및 내부 갈등,노동/파업
