id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v36_competitor_block_reason
2601,경쟁사/해외이슈,경쟁사_해외이슈,네이버,'소버린 AI 기반 국방 AX 발전 전략 세미나'에서 발표하는 네이버클라우드 유경범 상무,소버린 ai 기반 국방 ax 발전 전략 세미나 에서 발표하는 네이버클라우드 유경범 상무,전자신문,전자신문,"Thu, 11 Jun 2026 10:26:48 GMT",'소버린 AI 기반 국방 AX 발전 전략 세미나'에서 발표하는 네이버클라우드 유경범 상무 전자신문,https://news.google.com/rss/articles/CBMipAdBVV95cUxPYjRrcEVxVG82aGxCbFdVdVRfUjNJaTJCeS1EdkpGNEg0YlRIakY1OHBCMWdZeEpMQldpcWQxZWJsZVB5NjR0Q0xVMnh5dS1QVUk2bjEzd2plbHlHUVlhSzRIdG1jZEtzVWZ2dGJWV3Y3S2FNc0RRZGlBNG8xOU9yX2RKRTRCUjhhcjdndkF2WFBCMWROOFB3ZlN5LTBrTFp1ZURodDZPSE43Y3NnRnFlTWwwWWFONDMwSVZ3Q2VxTEU0VmItb2JRQVlCbUw3MmNleEp1RjdYRmtSZFRoN2lwd19xRmlNMGQyLWRMeUItejN5TTljMDN2dG01dGZ1aXNYVGRaMWdiMXgwVFo0a3JpOGVJLWtDVmpHMWpBTFltLUhvNEhVQmJZQ0hVUDFScG1FaTNCRmtkQUNOQ1VjUnN4OXdjNzNZQ0IwVHVJMXIzREVfUXVmdFVYazhPX2VtMjhWMzZkWDhaMEhXanB0aFRpZ0hVR0FvbDhkcjBfVXZtN0lwOTNEdXVZQnQxbGZmQVpsc3VybEtIcEdHT09XOVR2VUExOFFiUHh2eXZwTExOR0dUNE41TzZyNXZiMGlFOTRJUUY4dXhJZ0ZBVlFCRHA1dkxZRk5mYWNJWlh5VkVrMjd6YVJSVEwzZUQtQ0t3M2tHb21oLUpuNE1Qa1lVVERLMWthRkxsS2NWMlpYOTVaZWdFWjNyS0tjQ3IwTkN3b19ocTR0RXdNVkVQQWlMeFd5ZXo4ckxQODgxdERKbVdjWDNWb0ZNNVFuUVhMM3RFZFE1MmRFd2E2RHJ4TEFHZUYtZzN2ZmwxX1l2cGI5SlNTS2ppQWtmMTU4YWhvZFQyRXJrOFlmUndLcnc2dl9yUVVaOVRydXhta0g4OHFGYWpsek9mblJRSm04Z1BRbHdhMXVrUm9XOS1ETkk3TFY1SGIyUEtQU0pvcU83V1N6N25id2hYQ3p4NEYxeVFoemhiTjdaWnJYS284a3JJZXBTUF9idXQxYzZMb0VqS0tMZVU0eWszd1B6U3lBYnB2bXMzWVB2dWZ5aHZNU3poVWVULVgzZE1HRnl3T2oxcjJCXzVmSjNESUFYWFlySmV2djVTUzdqQVRzWmV4c0tUWktaTkhfdWRVZGl1bUd0bEVrZ0hQclVOYk9DdE9FOFVWSmFTNjJTYXMwR1A2cnRnN2hIMUpwQWRnU243a0lwemFtUkJGWC04bkRsSXNZa3pRNWpXbW9HWG5Rcw?oc=5,google_rss_네이버 site:etnews.com when:2d,323.0,20.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+policy_legislation,rumor_or_report,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,323.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,국내_경쟁사_AI_전략,네이버클라우드_국방_및_공공_AI_전략,네이버클라우드가 국방 및 공공 분야에서 AI 기술력을 확장하는 것은 카카오의 공공 AI 사업 기회 모색 및 기술 전략 수립에 대한 경쟁 환경 분석에 참고할 만함.,2,2,2,,,"네이버클라우드의 소버린 AI 기반 국방 AX 발전 전략은 국내 AI 기술 경쟁 및 공공 AI 시장 동향 파악에 중요하며, 카카오의 AI 전략 수립에 시사점을 제공함.",gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,"네이버가 국방 및 공공 분야에 특화된 AI 전략을 제시하는 만큼, 카카오도 특정 산업군에 맞춘 AI 솔루션 개발 및 시장 선점 전략을 고려할 필요가 있음.",네이버클라우드_국방_및_공공_AI_전략,국내_경쟁사_AI_전략,,
246,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,오픈AI 샘 올트먼 한국 또 온다…삼성 네이버 카카오 회동,오픈ai 샘 올트먼 한국 또 온다 삼성 네이버 카카오 회동,국제신문,국제신문,"Thu, 11 Jun 2026 02:14:00 GMT",오픈AI 샘 올트먼 한국 또 온다…삼성 네이버 카카오 회동 국제신문,https://news.google.com/rss/articles/CBMijgFBVV95cUxQcXNxN002NnctT0FHcmp0X19oc29DQjNvazdmTExZajhpRkdCbmwwUUVoSVl4eHRSOWJvX1EtOWREdFYyZTZRYlV0NnpzTG4wTzkxRU1pNnNJZUN1TWxjTThWZEdBS2VhVlhNbF9UTXRMSGZjUmFnNFA3Y0dHR2pUQnZWM2FHQVd5MWdabVNn?oc=5,google_rss_카카오 AI when:2d,322.3,34.5,ai_infrastructure_security,ai_infrastructure_security,"네이버,오픈AI,카카오",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:kakao:openai_security_access,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,322.3,ai_infrastructure_security,self:ai_strategy,global_incident:ai_security_policy:kakao:openai_security_access:general,global_incident:ai_security_policy:kakao:openai_security_access,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,오픈AI_샘_올트먼_방한,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,카카오의 AI 서비스 및 사업 전략 방향에 대한 글로벌 AI 선두주자와의 협력 가능성을 모색하는 자리임.,1,1,1,,,"오픈AI CEO의 방한 및 카카오와의 회동 소식으로, 카카오의 AI 전략 및 사업 협력에 대한 중요한 내부/외부 전략적 참고 사항임.",gemini,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,오픈AI_샘_올트먼_방한,,
227,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"샘 올트먼 오픈AI CEO, 카카오와 만난다…네이버도 타진",샘 올트먼 오픈ai ceo 카카오와 만난다 네이버도 타진,v.daum.net,v.daum.net,"Thu, 11 Jun 2026 02:13:35 GMT","샘 올트먼 오픈AI CEO, 카카오와 만난다…네이버도 타진 v.daum.net",https://news.google.com/rss/articles/CBMiRkFVX3lxTE5XdWJ3YVRZdnpIZTJGaFd4NFkyZmd4cTR2WkhqZW5jakZmTEhUTDNlU2lURzZWSFpQQWRteUhXLVQ4dzM4Snc?oc=5,google_rss_카카오 AI when:2d,322.3,34.5,ai_infrastructure_security,ai_infrastructure_security,"네이버,오픈AI,카카오",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:kakao:openai_security_access,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,322.3,ai_infrastructure_security,self:ai_strategy,global_incident:ai_security_policy:kakao:openai_security_access:general,global_incident:ai_security_policy:kakao:openai_security_access,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,오픈AI_샘_올트먼_방한,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,카카오의 AI 서비스 및 사업 전략 방향에 대한 글로벌 AI 선두주자와의 협력 가능성을 모색하는 자리임.,1,1,1,,,"오픈AI CEO의 방한 및 카카오와의 회동 소식으로, 카카오의 AI 전략 및 사업 협력에 대한 중요한 내부/외부 전략적 참고 사항임.",gemini,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,오픈AI_샘_올트먼_방한,,
243,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,샘 올트먼 오픈AI CEO 14일 방한...삼성·네이버·카카오 회동,샘 올트먼 오픈ai ceo 14일 방한 삼성 네이버 카카오 회동,YTN 사이언스,YTN 사이언스,"Thu, 11 Jun 2026 00:00:00 GMT",샘 올트먼 오픈AI CEO 14일 방한...삼성·네이버·카카오 회동 YTN 사이언스,https://news.google.com/rss/articles/CBMijAFBVV95cUxPZGhHeWwzWEk2UUZCOXdpRFhZdGt4a1dqdWxIMnZWcWlIVkNwejBrUUQtRF9QSmplVjRvSFJ1YnhCSm9Mb1JRM09PZm8tQUo1UDN3VGI1ZWduVWdHQnFQRzM0ZHM0RWJybENaYTlENFp1Y3ZaZF9FaXlzenZ6TV9ITmRSbUh5LW1YUk03Nw?oc=5,google_rss_카카오 AI when:2d,322.3,34.5,ai_infrastructure_security,ai_infrastructure_security,"네이버,오픈AI,카카오",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:kakao:openai_security_access,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,322.3,ai_infrastructure_security,self:ai_strategy,global_incident:ai_security_policy:kakao:openai_security_access:general,global_incident:ai_security_policy:kakao:openai_security_access,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,오픈AI_샘_올트먼_방한,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,카카오의 AI 서비스 및 사업 전략 방향에 대한 글로벌 AI 선두주자와의 협력 가능성을 모색하는 자리임.,1,1,1,,,"오픈AI CEO의 방한 및 카카오와의 회동 소식으로, 카카오의 AI 전략 및 사업 협력에 대한 중요한 내부/외부 전략적 참고 사항임.",gemini,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,오픈AI_샘_올트먼_방한,,
2602,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"쿠팡, 개보위 6246억원 과징금에 “법적 절차로 사실관계 규명 기대”",쿠팡 개보위 6246억원 과징금에 법적 절차로 사실관계 규명 기대,전자신문,전자신문,"Thu, 11 Jun 2026 04:09:05 GMT","쿠팡, 개보위 6246억원 과징금에 “법적 절차로 사실관계 규명 기대” 전자신문",https://news.google.com/rss/articles/CBMiTkFVX3lxTFA2TlBHdjBLMW5nOEVvS2U0V2RxMHpmV25zc09fcjFqeGUwekdXTWphbWpEV3pSQTRtVkd3V2lfMU9UaTN2WnFweVhFekxtUQ?oc=5,google_rss_네이버 site:etnews.com when:2d,321.5,101.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,쿠팡,brand_not_in_title,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,321.5,legal_regulatory_enforcement,government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,플랫폼_개인정보_유출_규제,쿠팡_개인정보_유출_과징금_및_플랫폼_데이터_리스크,대규모 개인정보 유출에 대한 규제 기관의 강도 높은 제재는 카카오를 포함한 모든 플랫폼 사업자의 개인정보 관리 및 보안 시스템 강화 필요성을 시사함.,1,1,1,,,"국내 주요 경쟁사의 대규모 개인정보 유출에 대한 역대급 과징금으로, 플랫폼 사업자 전반의 개인정보 보호 의무 및 규제 환경에 대한 중요한 선례가 됨.",gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"플랫폼 사업자의 개인정보 보호 의무 위반 시 정부의 제재 강도가 높아지고 있음을 보여주며, 이는 카카오의 데이터 관리 정책 및 컴플라이언스 강화로 이어져야 함.",경쟁사 쿠팡의 역대 최대 과징금 부과는 카카오에게도 개인정보 보호 및 데이터 관리 체계를 점검하고 강화하는 경고로 작용할 수 있음.,쿠팡_개인정보_유출_과징금_및_플랫폼_데이터_리스크,플랫폼_개인정보_유출_규제,,
2515,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"타기업 대비 수배 과징금 받은 쿠팡, 제재 적정성 논란 '확산'...통상마찰 우려도",타기업 대비 수배 과징금 받은 쿠팡 제재 적정성 논란 확산 통상마찰 우려도,테크M,테크M,"Fri, 12 Jun 2026 00:52:40 GMT","타기업 대비 수배 과징금 받은 쿠팡, 제재 적정성 논란 '확산'...통상마찰 우려도 테크M",https://news.google.com/rss/articles/CBMiZkFVX3lxTFAyU0N5RExIeXNmRk1IMTNlR2dneUdseVBLZXg1RUZjcTljeFQtUFhaRll1Mnd4MHN1NGJLdmhoOVY3dTFpeDE3VTExQjlxMGZyZGJnX2RzT21RT3FzVTNaM0Z4aERsQdIBakFVX3lxTFAwZm5kU29UNlVFNGtHZElJN2JlbDZIUTd6MUcwSVdIRUdKaFpId2Jway1fS0d1dElzQUlneGNQOGxRamxIdklLdzVDYUNDYy1GU3dFZ0FtbkVpSktIaDVIMnFCUmY0ZHd0SEE?oc=5,google_rss_네이버 과징금 when:2d,321.0,79.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,쿠팡,brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,naver,321.0,legal_regulatory_enforcement,competitor:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,플랫폼_개인정보_유출_규제,쿠팡_개인정보_유출_과징금_및_플랫폼_데이터_리스크,대규모 개인정보 유출에 대한 규제 기관의 강도 높은 제재는 카카오를 포함한 모든 플랫폼 사업자의 개인정보 관리 및 보안 시스템 강화 필요성을 시사함.,1,1,1,,,"국내 주요 경쟁사의 대규모 개인정보 유출에 대한 역대급 과징금으로, 플랫폼 사업자 전반의 개인정보 보호 의무 및 규제 환경에 대한 중요한 선례가 됨.",gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"플랫폼 사업자의 개인정보 보호 의무 위반 시 정부의 제재 강도가 높아지고 있음을 보여주며, 이는 카카오의 데이터 관리 정책 및 컴플라이언스 강화로 이어져야 함.",경쟁사 쿠팡의 역대 최대 과징금 부과는 카카오에게도 개인정보 보호 및 데이터 관리 체계를 점검하고 강화하는 경고로 작용할 수 있음.,쿠팡_개인정보_유출_과징금_및_플랫폼_데이터_리스크,플랫폼_개인정보_유출_규제,,
242,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"샘 올트먼 오픈AI CEO, 14일 방한…삼성·카카오·네이버와 AI 협력 논의",샘 올트먼 오픈ai ceo 14일 방한 삼성 카카오 네이버와 ai 협력 논의,ebn.co.kr,ebn.co.kr,"Thu, 11 Jun 2026 01:42:06 GMT","샘 올트먼 오픈AI CEO, 14일 방한…삼성·카카오·네이버와 AI 협력 논의 ebn.co.kr",https://news.google.com/rss/articles/CBMiaEFVX3lxTE9KNVlXbG5FOVIwYVdiNGxaQzBaV2Zoa0VCNXFGV1N4TlRwdEN6djRxa2syMzRLZjU1YlVTbGExaTR4VG9FVHNBSlJhRG5fR1Y0UktKX3B1bnpKZHNfRXRSelpENm9wQ2xO?oc=5,google_rss_카카오 AI when:2d,320.3,34.5,ai_infrastructure_security,ai_infrastructure_security,"네이버,오픈AI,카카오",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:kakao:openai_security_access,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,320.3,ai_infrastructure_security,self:ai_strategy,global_incident:ai_security_policy:kakao:openai_security_access:general,global_incident:ai_security_policy:kakao:openai_security_access,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,오픈AI_샘_올트먼_방한,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,카카오의 AI 서비스 및 사업 전략 방향에 대한 글로벌 AI 선두주자와의 협력 가능성을 모색하는 자리임.,1,1,1,,,"오픈AI CEO의 방한 및 카카오와의 회동 소식으로, 카카오의 AI 전략 및 사업 협력에 대한 중요한 내부/외부 전략적 참고 사항임.",gemini,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,오픈AI_샘_올트먼_방한,,
2441,경쟁사/해외이슈,경쟁사_해외이슈,네이버,오픈AI 샘 올트먼 방한 연기…삼성·네이버·카카오 회동 무산,오픈ai 샘 올트먼 방한 연기 삼성 네이버 카카오 회동 무산,KB Think,KB Think,"Fri, 12 Jun 2026 08:57:50 GMT",오픈AI 샘 올트먼 방한 연기…삼성·네이버·카카오 회동 무산 KB Think,https://news.google.com/rss/articles/CBMickFVX3lxTE9NU0EyRUdCM1V0SHRHT3FxSDQzLUp4RFZtWURPcGV0ZjJiYVlPb0NqZEc1cFdNaE1JX2JORWlRZXN0Qnd3MkZKUWE2SXkwTncxUEZ4REs2cGstMVNHU0ZLemExSzU1eDktTUVGTDhsQWlzQQ?oc=5,google_rss_네이버 AI when:2d,319.5,18.5,ai_infrastructure_security,ai_infrastructure_security,"네이버,오픈AI,카카오",,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:kakao:openai_security_access,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,319.5,ai_infrastructure_security,self:ai_strategy,global_incident:ai_security_policy:kakao:openai_security_access:general,global_incident:ai_security_policy:kakao:openai_security_access,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,오픈AI_샘_올트먼_방한,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,카카오의 AI 서비스 및 사업 전략 방향 논의를 위한 글로벌 AI 선두주자와의 직접적인 만남이 연기 또는 무산되어 전략적 기회 모색에 차질이 생김.,1,1,1,,,오픈AI CEO 방한 취소 소식은 카카오의 AI 전략 및 사업 협력에 대한 중요한 내부/외부 전략적 참고 사항임.,gemini,STRATEGIC_REFERENCE,,COMP_DOMESTIC_AI_PLATFORM,mixed,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,샘_올트먼_오픈AI_CEO_방한_및_AI_협력_논의,오픈AI_샘_올트먼_방한,,
2628,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"쿠팡 사태에 쏠린 눈...개보위, 13시간 심의 끝 역대 최대 과징금 내린 배경은",쿠팡 사태에 쏠린 눈 개보위 13시간 심의 끝 역대 최대 과징금 내린 배경은,매일경제,매일경제,"Thu, 11 Jun 2026 09:53:42 GMT","쿠팡 사태에 쏠린 눈...개보위, 13시간 심의 끝 역대 최대 과징금 내린 배경은 매일경제",https://news.google.com/rss/articles/CBMiTkFVX3lxTE1aSUNsLVkyYnhoRWlCeGt2d3EzaHo0Zm1Mc1VFQlVhNC1sdElwOFhUTXBkWUN0VDdOdTRzRnlBYUNpdW5xV051MzhtdTdGZw?oc=5,google_rss_네이버 site:mk.co.kr when:2d,318.5,101.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,쿠팡,brand_not_in_title,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,318.5,legal_regulatory_enforcement,government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,플랫폼_개인정보_유출_규제,쿠팡_개인정보_유출_과징금_및_플랫폼_데이터_리스크,대규모 개인정보 유출에 대한 규제 기관의 강도 높은 제재는 카카오를 포함한 모든 플랫폼 사업자의 개인정보 관리 및 보안 시스템 강화 필요성을 시사함.,1,1,1,,,"국내 주요 경쟁사의 대규모 개인정보 유출에 대한 역대급 과징금으로, 플랫폼 사업자 전반의 개인정보 보호 의무 및 규제 환경에 대한 중요한 선례가 됨.",gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"플랫폼 사업자의 개인정보 보호 의무 위반 시 정부의 제재 강도가 높아지고 있음을 보여주며, 이는 카카오의 데이터 관리 정책 및 컴플라이언스 강화로 이어져야 함.",경쟁사 쿠팡의 역대 최대 과징금 부과는 카카오에게도 개인정보 보호 및 데이터 관리 체계를 점검하고 강화하는 경고로 작용할 수 있음.,쿠팡_개인정보_유출_과징금_및_플랫폼_데이터_리스크,플랫폼_개인정보_유출_규제,,
2435,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""글로벌 IP와 1위 플랫폼의 결합"" 크래프톤·네이버, e스포츠 중장기 동맹 선언 - 머니투데이",글로벌 ip와 1위 플랫폼의 결합 크래프톤 네이버 e스포츠 중장기 동맹 선언,머니투데이,머니투데이,"Fri, 12 Jun 2026 05:18:34 GMT","""글로벌 IP와 1위 플랫폼의 결합"" 크래프톤·네이버, e스포츠 중장기 동맹 선언 - 머니투데이 머니투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE9STzQ0WWFxN3dmS0Z3UjN6aUlkblpnT1Jzb2VrOVNsdFBWR0lVVUgxQ0xjT0ZURGplUy16eEkzMTZ5X2tfUVBLY09scW5VTEYzd3FFb0JPYjAtdHZ3ck82ZW9ZQkZZZEVfOWx0UdIBbEFVX3lxTE9STzQ0WWFxN3dmS0Z3UjN6aUlkblpnT1Jzb2VrOVNsdFBWR0lVVUgxQ0xjT0ZURGplUy16eEkzMTZ5X2tfUVBLY09scW5VTEYzd3FFb0JPYjAtdHZ3ck82ZW9ZQkZZZEVfOWx0UQ?oc=5,"google_rss_""네이버"" when:2d",318.5,13.5,market_power_platform,market_power_platform,네이버,,,,,,,general,24.0,published_today,general,global_incident:platform_regulation:naver:platform_regulation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,naver,318.5,market_power_platform,competitor:regulatory_enforcement,global_incident:platform_regulation:naver:platform_regulation:general,global_incident:platform_regulation:naver:platform_regulation,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,국내_경쟁사_콘텐츠_전략,네이버_크래프톤_e스포츠_사업_협력,네이버가 크래프톤과 e스포츠 분야에서 협력하는 것은 카카오의 게임 및 콘텐츠 플랫폼 전략 수립 시 경쟁 환경을 분석하는 데 참고할 수 있음.,2,3,2,,,"네이버가 국내 주요 게임사와의 e스포츠 중장기 동맹을 통해 콘텐츠 경쟁력을 강화하는 사례로, 카카오의 콘텐츠 및 플랫폼 전략 수립에 참고할 만함.",gemini,,,COMP_DOMESTIC_STRATEGY,domestic,,"경쟁사가 콘텐츠 IP와 플랫폼의 결합을 통해 영향력을 확대하는 전략을 취하고 있는 만큼, 카카오도 콘텐츠 제휴 및 플랫폼 시너지 전략을 검토할 필요가 있음.",네이버_크래프톤_e스포츠_사업_협력,국내_경쟁사_콘텐츠_전략,,
2700,경쟁사/해외이슈,경쟁사_해외이슈,SKT,쿠팡 6246억 과징금...SKT 넘어 역대 최대,쿠팡 6246억 과징금 skt 넘어 역대 최대,퍼블릭뉴스통신,퍼블릭뉴스통신,"Thu, 11 Jun 2026 22:00:00 GMT",쿠팡 6246억 과징금...SKT 넘어 역대 최대 퍼블릭뉴스통신,https://news.google.com/rss/articles/CBMiakFVX3lxTE5tYVhNc0NJT1RJLVZvYkl4VlJnMFItT2wzNGplaW9kVEx5cWZmRkZFQ0FrS3ljYU5jVkRJQjI5bGNpeG9aa1h6TlBrOEVfcmJHSXEzakNZXy1pS2JoQzB3bEVQRXpRY29jSmc?oc=5,google_rss_SKT when:2d,318.0,36.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,"SKT,쿠팡",,,,,,,general,24.0,published_today,official_action,global_incident:platform_regulation:coupang:coupang_designation_disclosure,penalty_or_sanction,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,coupang,318.0,legal_regulatory_enforcement,competitor:regulatory_enforcement,global_incident:platform_regulation:coupang:coupang_designation_disclosure:sanction_penalty,global_incident:platform_regulation:coupang:coupang_designation_disclosure,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,플랫폼_개인정보_유출_규제,쿠팡_개인정보_유출_과징금_및_플랫폼_데이터_리스크,대규모 개인정보 유출에 대한 규제 기관의 강도 높은 제재는 카카오를 포함한 모든 플랫폼 사업자의 개인정보 관리 및 보안 시스템 강화 필요성을 시사함.,1,1,1,,,"국내 주요 경쟁사의 대규모 개인정보 유출에 대한 역대급 과징금으로, 플랫폼 사업자 전반의 개인정보 보호 의무 및 규제 환경에 대한 중요한 선례가 됨.",gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"플랫폼 사업자의 개인정보 보호 의무 위반 시 정부의 제재 강도가 높아지고 있음을 보여주며, 이는 카카오의 데이터 관리 정책 및 컴플라이언스 강화로 이어져야 함.",경쟁사 쿠팡의 역대 최대 과징금 부과는 카카오에게도 개인정보 보호 및 데이터 관리 체계를 점검하고 강화하는 경고로 작용할 수 있음.,쿠팡_개인정보_유출_과징금_및_플랫폼_데이터_리스크,플랫폼_개인정보_유출_규제,,
