id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v26가드레일사유,v32_weak_non_digital_gov
465,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오모빌리티,영상쿠팡 개인정보 유출 후폭풍…과징금 6247억,쿠팡 개인정보 유출 후폭풍 과징금 6247억,서울경제,서울경제,"Fri, 12 Jun 2026 01:15:08 GMT",영상쿠팡 개인정보 유출 후폭풍…과징금 6247억 서울경제,https://news.google.com/rss/articles/CBMiUkFVX3lxTE84X2tjdHpnazA0YzdKc2wwTjJoYmV1QnJKcGxVeEJHYUVIS3h1OHJNbmFGaGVOaE9ZazVOaVNDZ2Z6Q3JObWp1M1VqOUtJdGFXWXc?oc=5,"google_rss_""카카오모빌리티"" when:2d",87.8,-25.0,"antitrust_platform,legal_regulatory_enforcement,phishing_security,privacy_security_reliability",antitrust_general,쿠팡,v26_self_without_direct_kakao_entity;brand_not_in_title,Y,,,,competitor:platform_obligation,platform_operator_obligation,24.0,published_today,official_action,v27:platform_enforcement:coupang:privacy_data_violation,penalty_or_sanction,platform_enforcement:coupang:privacy_data_violation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,coupang_competitor_enforcement_or_risk,Y,coupang,87.8,"legal_regulatory_enforcement,privacy_security_reliability",competitor:platform_obligation,global_incident:platform_enforcement:coupang:privacy_data_violation:sanction_penalty,global_incident:platform_enforcement:coupang:privacy_data_violation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,global_incident:platform_enforcement:coupang:privacy_data_violation,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local,DIRECT_RISK,,COMP_DOMESTIC_DIRECT_RISK,domestic,,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,global_incident:platform_enforcement:coupang:privacy_data_violation,self_privacy_security,,,
3716,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,트럼프 “AI 기업 지분 국민에게”···‘AI 배당’ 논쟁 확산,트럼프 ai 기업 지분 국민에게 ai 배당 논쟁 확산,경향신문,경향신문,"Thu, 11 Jun 2026 08:28:00 GMT",트럼프 “AI 기업 지분 국민에게”···‘AI 배당’ 논쟁 확산 경향신문,https://news.google.com/rss/articles/CBMiWkFVX3lxTFBDZjl2Y3BzY3RZXzA1VDdGWVpqcHhsU1Qxa0JDSHF3eGVRSmhSZjJraTdFR1lGVlVvUnM3UktkakF0NkJVcE9lMHJkLWVCV295TGtDUEticmxGUdIBX0FVX3lxTE9RY3dkbGZHOFZISVJUQTdjMVF5bEswb2JNaW1FOXFrYnk4S3E1UEswXy1NajBKclBkS19qZFRpTEpMR3gyOXNseThiZzNtZnRRNkVGZjhTM1VDQTlQRncw?oc=5,google_rss_트럼프 행정부 when:2d,87.5,43.0,"ai_infrastructure_security,financial_performance,strategy_mna_governance",ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,direct_risk,,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,overseas_platform_ai_rule_pass,Y,unknown,87.5,"strategy_mna_governance,financial_performance,ai_infrastructure_security",competitor:strategy_mna,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,AI 정책,트럼프 'AI 배당' 주장 및 시장 반응,"트럼프 전 대통령의 AI 기업 지분 관련 발언은 미국 AI 정책 및 투자 환경 변화 가능성을 시사하며, 이는 글로벌 AI 생태계 전반에 영향을 미칠 수 있습니다. 카카오의 AI 전략 수립 및 해외 진출 관련 참고 자료가 될 수 있습니다.",2,2,2,,,트럼프 전 대통령의 AI 정책 관련 발언은 글로벌 AI 생태계 및 관련 기업들의 전략에 영향을 미칠 수 있어 참고할 가치가 있습니다.,gemini,,GOV_AI_CORE_POLICY,COMP_GENERAL_LOW_RELEVANCE,other,"AI 기업 지분 분배에 대한 정치적 논의는 AI 산업의 지속가능성 및 공정성에 대한 논쟁을 촉발할 수 있으며, 향후 AI 관련 정책 논의에 영향을 줄 수 있습니다.","미국 정치권의 AI 관련 발언은 글로벌 AI 기업들의 전략 및 투자에 영향을 미치므로, 경쟁사의 움직임을 파악하는 데 중요합니다.",트럼프 'AI 배당' 주장 및 시장 반응,AI 정책,,,
17,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"“주민등록등본 발급도 말로 하는 시대” 카카오톡 AI 국민비서, 직접 써보니",주민등록등본 발급도 말로 하는 시대 카카오톡 ai 국민비서 직접 써보니,동아일보,동아일보,"Fri, 12 Jun 2026 02:48:30 GMT","“주민등록등본 발급도 말로 하는 시대” 카카오톡 AI 국민비서, 직접 써보니 동아일보",https://news.google.com/rss/articles/CBMib0FVX3lxTFBpd3dIUnA5TFlnZW1SYWVlRmlwVWZXdlc5S2UzcTRCb3c5aXIwU3BybnI1MTNQcHhEY1haSmVPNG5TRjZlRlMyODQ4MDA5eVZQMDM3bEVLYmZNTXZ1N0tvZFdvRW5aekVweDZBdUtpb9IBZkFVX3lxTFBuaXhZWWg2U1Z4U09kNmcxemVYdnhlREx4LTJISmpRaXg3elM5TXRvNjNialRkaVRORWtuUXBZOE1wSnhGdVhRMzRJZWRUeFN0Q0JjS0ZIUDU4RXRqVGxuNWdSdFM2Zw?oc=5,google_rss_카카오 when:2d,87.3,36.5,"ai_infrastructure_security,government_ai",ai_infrastructure_security,"카카오,카카오서비스,카카오톡",,,,,,,general,24.0,published_today,business_change,event:카카오+카카오서비스:ai_infrastructure_security+government_ai,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,87.3,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:주민등록등본 발급도 말로 하는 시대 카카오톡 ai 국민비서 직접 써보니,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:주민등록등본 발급도 말로 하는 시대 카카오톡 ai 국민비서 직접 써보니,self_strategic_reference,,,
264,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오페이, 알리페이 정보이전 패소…법원 ""개인정보 자기통제권 침해""",카카오페이 알리페이 정보이전 패소 법원 개인정보 자기통제권 침해,네이트,네이트,"Thu, 11 Jun 2026 08:01:00 GMT","카카오페이, 알리페이 정보이전 패소…법원 ""개인정보 자기통제권 침해"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE9vSDBnbUdfX29VbDktbEx6TnA3dHlYZlBCWTRZM3dkVkFSenJWYjN0SGtodndNcTlCRGo1cjA4a0ZleURCWGh0Zzh4amt0VnRTRjJB?oc=5,google_rss_카카오 카카오페이 when:2d,86.8,38.0,kakao_pay_alipay,kakao_pay_alipay,"카카오,카카오페이",,,,,,,general,14.0,published_yesterday,direct_risk,privacy_security:kakao:data_leak,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,,86.8,,,global_incident:platform_regulation:kakao:platform_regulation:general,global_incident:platform_regulation:kakao:platform_regulation,자사_및_계열사_이슈,SELF_DIRECT_RISK,self_privacy_security,global_incident:platform_regulation:kakao:platform_regulation,카카오 또는 계열사에 직접 발생한 외부 대응 필요 이슈,5,5,5,,,로컬 보조 라벨 / v26: 오늘 새 직접 사건·진전,local,DIRECT_RISK,,,other,,,global_incident:platform_regulation:kakao:platform_regulation,self_privacy_security,,,
482,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오페이,카카오페이로 부산지하철 1회권 결제한다,카카오페이로 부산지하철 1회권 결제한다,연합뉴스,연합뉴스,"Fri, 12 Jun 2026 00:36:26 GMT",카카오페이로 부산지하철 1회권 결제한다 연합뉴스,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5KRFdpam5IX0VSS3AzTDlmZjRTZ1cyd3BhV1ZqRW9aWXk3cHhjNV9YdXNDMEVrU09FNnQ1bVh0Skpaenc0V29YSkdwR3hMWWU3VzRXMjhGX2hHMW_SAWBBVV95cUxQbHpIc3NZS3RDVmU4NXNZLWxJUkxNckxBTDZwWGIwVzRaajB6WkZZSzBKaDJtaDRkY3FuRWxJRGdVamlPbFI1bmltdGlweFJja0o3dEtheHlRVkJsekxoZTY?oc=5,google_rss_카카오페이 site:yna.co.kr when:2d,86.8,32.0,platform_obligation,platform_obligation,"카카오,카카오페이",,,,,,,general,24.0,published_today,general,event:카카오+카카오페이:platform_obligation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,86.8,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오페이로 부산지하철 1회권 결제한다,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오페이로 부산지하철 1회권 결제한다,self_strategic_reference,,,
303,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,"카카오뱅크, 중·저신용자에 1.2조 추가 대출...대안신용평가모형 적용",카카오뱅크 중 저신용자에 1 2조 추가 대출 대안신용평가모형 적용,아시아에이,아시아에이,"Thu, 11 Jun 2026 06:10:00 GMT","카카오뱅크, 중·저신용자에 1.2조 추가 대출...대안신용평가모형 적용 아시아에이",https://news.google.com/rss/articles/CBMiakFVX3lxTFBIbGZyNWgxdTFIZDRSSUEwN09LZTFZeEoxMjg0TGtmVzl6emhaMmNfLXV0aUk1U3VaYWpENWRabDI4YTF2MV9zTnVLSVoyeEFxTGt0U3o5Mk8ycUxYVm9NV0RKSTVwSDAxR1HSAW5BVV95cUxPdEthenk3MEtIWXRrZ2o1bkxjRl9uUElWY1E1NjBxY1NBaUdmYjVrVUVDbDQwWE1HZGU4ZUtQRGJDUXVoYl9XZlJEWkZINzQtTkZIMUtvSHN4MDNOUVJwRkZQRzFqTk43RzktTXNOUQ?oc=5,google_rss_카카오 카카오뱅크 when:2d,85.8,104.0,platform_obligation,platform_obligation,"카카오,카카오뱅크",,Y,,,,self:platform_obligation,platform_operator_obligation,14.0,published_yesterday,general,global_incident:platform_regulation:kakao:platform_operator_obligation,action_started,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,85.8,platform_obligation,self:platform_obligation,global_incident:platform_regulation:kakao:platform_operator_obligation:general,global_incident:platform_regulation:kakao:platform_operator_obligation,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:platform_regulation:kakao:platform_operator_obligation,자사 이슈가 부족한 날에만 참고할 수 있는 보충성 자사 소식,2,2,3,,,로컬 보조 라벨,local,FILLER_REFERENCE,,,other,,,global_incident:platform_regulation:kakao:platform_operator_obligation,self_filler_reference,,,
3685,경쟁사/해외이슈,경쟁사_해외이슈,EU 규제,中 직구 공세에 칼 빼든 EU…'제품여권'으로 끝까지 추적,직구 공세에 칼 빼든 eu 제품여권 으로 끝까지 추적,임팩트온,임팩트온,"Thu, 11 Jun 2026 01:01:02 GMT",中 직구 공세에 칼 빼든 EU…'제품여권'으로 끝까지 추적 임팩트온,https://news.google.com/rss/articles/CBMiaEFVX3lxTE5OMEdaR2pyOUlVTTJjNlg0azJyOFVDTlR4cHYyVzZWMzVId0hxTV9udFJGWm53eGlJNlAyUlBhMWdONEpka3ZzSGRNOFdNN3B5THVDdktfdFJaM2xNdVhocXRzaTRUQXJ30gFsQVVfeXFMTmRSbUk1SzZXZlE2UzRua3BUc2x5LUZtaGFsRGRaaVRFekVMQjY3MXgwVXAyek95VXItNExiNGUyWWptNXpoZVRxYlRsSU1lQUdqVWk0ci1ybGs0c3RmVzg3ckg0YlhybUsxaXk1?oc=5,google_rss_EU 규제 when:2d,85.5,4.0,,,,competitor_without_core_entity_or_digital_relevance,,,,,,general,14.0,published_yesterday,general,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,global_platform_or_overseas_rule,Y,global,85.5,policy_legislation,,,,경쟁사_해외이슈,OFF_TOPIC,off_topic,off_topic:직구 공세에 칼 빼든 eu 제품여권 으로 끝까지 추적,카카오 대외협력 관점 간접 참고,2,2,2,,Y,카카오 대외협력 브리핑 관련성이 낮음,local,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,off_topic:직구 공세에 칼 빼든 eu 제품여권 으로 끝까지 추적,off_topic,,,
1318,정부/국회,정부_국회,금융감독원,"금융감독원, 핀테크기업 유럽진출 지원 세미나 개최",금융감독원 핀테크기업 유럽진출 지원 세미나 개최,intn.co.kr,intn.co.kr,"Thu, 11 Jun 2026 06:00:00 GMT","금융감독원, 핀테크기업 유럽진출 지원 세미나 개최 intn.co.kr",https://news.google.com/rss/articles/CBMiakFVX3lxTE9iY29QbXRSUFBnTmpnUEd0dkZKLVozdlVrWk5tWXNmdTVvZG5hdEg4MjhuRjdMYklzaHh6MVVPdjJEYURYUUtZSmZnV3BHay1LWXdqVmZsd3A3VVgyRE4tal9uTGJFQW9CS3c?oc=5,google_rss_금융감독원 when:2d,85.1,35.5,,,금감원,,,,,,,general,14.0,published_yesterday,general,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=True",1,,,,85.1,,,,,정부_국회,GOV_PLATFORM_REGULATION,government_regulatory_enforcement,government_regulatory_enforcement:금융감독원 핀테크기업 유럽진출 지원 세미나 개최,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,4,5,4,,,로컬 보조 라벨,local,,GOV_REGULATORY_ENFORCEMENT,,other,카카오 플랫폼·AI·대관 대응 경로에 영향을 줄 수 있는 정책/감독 이슈,,government_regulatory_enforcement:금융감독원 핀테크기업 유럽진출 지원 세미나 개최,government_regulatory_enforcement,,,
493,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오페이,(주)카카오페이증권 News & Stock Coverage,주 카카오페이증권 news stock coverage,Seoul Economic Daily,Seoul Economic Daily,"Thu, 11 Jun 2026 10:32:19 GMT",(주)카카오페이증권 News & Stock Coverage Seoul Economic Daily,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5Zbi1KRVhZdmN1b0hpOXR1YktydlluNTRHOVhUcmYyb1dUVFM1MzJROXZEMmNxRHNMUk14ZmtXbmp5aUZBXy1YdENNZ3BtODJzYnNabXJfTkNFMVVzZlZvenF0Zw?oc=5,google_rss_카카오페이 site:sedaily.com when:2d,84.8,53.0,"ai_infrastructure_security,digital_asset_stablecoin",ai_infrastructure_security,"카카오,카카오페이",,,,,,,general,14.0,published_yesterday,general,event:카카오+카카오페이:ai_infrastructure_security+digital_asset_stablecoin,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,84.8,"ai_infrastructure_security,digital_asset_stablecoin",self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:주 카카오페이증권 news stock coverage,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:주 카카오페이증권 news stock coverage,self_strategic_reference,,,
215,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,'챗GPT아버지' 샘 올트먼도 온다…삼성·카카오에 네이버까지 연쇄회동(종합),챗gpt아버지 샘 올트먼도 온다 삼성 카카오에 네이버까지 연쇄회동,뉴스1,뉴스1,"Thu, 11 Jun 2026 04:20:16 GMT",'챗GPT아버지' 샘 올트먼도 온다…삼성·카카오에 네이버까지 연쇄회동(종합) 뉴스1,https://news.google.com/rss/articles/CBMibkFVX3lxTE5ULTF1eVFmU2h2MEJQLU9pVXo3WXhHQ3hwOHAzZDdoYzItb0hLWkFQcEo4OTVPVk56VFZkaU1XQ1NNQ3QtejBOcUxPbFRoSjc5M1Fyc094VUp0VkljVmFFQUY5VldXM3FWbkZwZUNn?oc=5,google_rss_카카오 AI when:2d,84.8,43.5,ai_infrastructure_security,ai_infrastructure_security,"네이버,오픈AI,카카오",,,,,,,general,19.0,published_yesterday+exclusive_breaking,general,event:네이버+오픈AI:ai_infrastructure_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,84.8,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:챗gpt아버지 샘 올트먼도 온다 삼성 카카오에 네이버까지 연쇄회동,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,COMP_DOMESTIC_STRATEGY,domestic,,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,self_strategic_reference:챗gpt아버지 샘 올트먼도 온다 삼성 카카오에 네이버까지 연쇄회동,self_strategic_reference,,,
3872,산업동향,산업동향,인공지능 산업 동향,"삼성 이어 SK까지, 챗GPT 도입 검토...반도체 업계 개방형 AI 도입 속도",삼성 이어 sk까지 챗gpt 도입 검토 반도체 업계 개방형 ai 도입 속도,내외뉴스통신,내외뉴스통신,"Fri, 12 Jun 2026 01:35:28 GMT","삼성 이어 SK까지, 챗GPT 도입 검토...반도체 업계 개방형 AI 도입 속도 내외뉴스통신",https://news.google.com/rss/articles/CBMibEFVX3lxTFBDb3lQaE4zaHBFYV9GUlZwUktLb1haUFR3UzFtcGhfa1hrTXR3ZGlpTzhMNkVTSnJ4eWpJYnBKcnNJMzRBalFhMlN3VzhIWEtNOHY5aDZQWkpkNHk1eWdSeEZNSUI3TmpGenB6WNIBcEFVX3lxTE9VT21ZV2tsTnppN3dxdDdaMTg3Mk5NajhmSmh4aGhUS0cxLVlWV203c3ZrQ2dhcnQ1MlZYR01EVEFnbWZxUFFQVHdneGwzS3RfN0lVbjRnYzhTRm9yT0JvX3lWUUFvZlJlSnNnQzJ4dUk?oc=5,google_rss_인공지능 산업 동향 when:2d,84.5,27.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,event:오픈AI:ai_infrastructure_security,consultation,,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,competitor_actor_action_pass,Y,global,84.5,ai_infrastructure_security,industry:ai_infrastructure,,,산업동향,INDUSTRY_STRUCTURAL_CHANGE,AI 도입 및 활용,"반도체 업계, 개방형 AI 도입 속도 (삼성, SK)","삼성, SK 등 국내 주요 기업들이 챗GPT 등 개방형 AI 도입을 가속화하는 것은 카카오의 AI 기술 도입 및 활용 전략 수립에 중요한 참고 자료가 됩니다. 특히 업무 생산성 향상 및 신규 서비스 개발 측면에서 시사하는 바가 큽니다.",2,2,2,,,국내 기업들의 AI 도입 확대는 카카오의 AI 전략 및 사업 혁신에 중요한 참고 자료가 됩니다.,gemini,,OFF_TOPIC,COMP_DOMESTIC_AI_PLATFORM,domestic,"기업들의 AI 도입 확대는 관련 기술 인프라 구축, 보안 정책, 데이터 활용 등에 대한 정부의 정책적 지원 및 가이드라인 마련 필요성을 높입니다.",경쟁사들의 AI 도입 현황은 카카오가 AI 분야에서 경쟁 우위를 확보하고 혁신을 지속하기 위한 전략적 방향 설정에 중요한 정보를 제공합니다.,"반도체 업계, 개방형 AI 도입 속도 (삼성, SK)",AI 도입 및 활용,,,
32,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,직방 'ChatGPT for 카카오'서 부동산 서비스,직방 chatgpt for 카카오 서 부동산 서비스,뉴시스,뉴시스,"Fri, 12 Jun 2026 00:47:55 GMT",직방 'ChatGPT for 카카오'서 부동산 서비스 뉴시스,https://news.google.com/rss/articles/CBMiYEFVX3lxTFA2YkZoZGJybFdXUldSWWdLMjNGSnhoVC1odVNDSk92UEVUZVc5eG8wSDlJU1Q4RVh2aHdhVTFZMFRDeENiaktnS0pDX3F6Zmd5a1pUQlJzR0hPX0I3VGEzWNIBeEFVX3lxTE8tOWZJQjZ2SE11UmhQM3ZvcUxHMU9jZnhWXzVPT1U1dkU3RmNDYUJtXy1pMTBpbVlweTFITHozZkZnSmZrbGM1cU1NZGdsREdZUUxBZ09XSU1CNzBIV0RsSE9kRFNlSnFLM2RNdS15VGlPeWc0UTJQUw?oc=5,google_rss_카카오 when:2d,83.8,32.0,ai_infrastructure_security,ai_infrastructure_security,"오픈AI,카카오",,,,,,,general,24.0,published_today,general,event:오픈AI+카카오:ai_infrastructure_security,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,83.8,ai_infrastructure_security,self:ai_strategy,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:직방 chatgpt for 카카오 서 부동산 서비스,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:직방 chatgpt for 카카오 서 부동산 서비스,self_strategic_reference,,,
3883,산업동향,산업동향,인공지능 산업 동향,"삼성전자, 임직원에 챗GPT·제미나이·클로드 공식 도입…AI 업무 혁신 시동",삼성전자 임직원에 챗gpt 제미나이 클로드 공식 도입 ai 업무 혁신 시동,내외뉴스통신,내외뉴스통신,"Thu, 11 Jun 2026 00:51:47 GMT","삼성전자, 임직원에 챗GPT·제미나이·클로드 공식 도입…AI 업무 혁신 시동 내외뉴스통신",https://news.google.com/rss/articles/CBMibEFVX3lxTE55LXloeGNrYUJwbUZFaWd6bnFDd0EtUjE4NVdHZ1E0WUFzRXpFUVBDTmRjZUQteFhOdmdTeERSVHI3NXdRbHJuZnFObGFiR2IzYm9TUUt4RmRYT2FRVjlBSmRLME41em9wRlU1NtIBcEFVX3lxTE9QTkFVOXMyUmJvNThqaTdYZ2drN2JBSDFhd202U3VwMktGUldTV3p5WVRkMFRpOHFCYXItaExZam1lZmZrZnRPdVZyR0diZVRicGs4SktxQmY1aE51YVhTWFJuQ25JU3FNWVJwX2ZkQjQ?oc=5,google_rss_인공지능 산업 동향 when:2d,83.5,33.0,"ai_agent,ai_infrastructure_security",ai_infrastructure_security,"구글,앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,event:구글+앤트로픽:ai_infrastructure_security,general,,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,competitor_actor_action_pass,Y,global,83.5,ai_infrastructure_security,industry:ai_infrastructure,,,산업동향,GOV_AI_DIGITAL_POLICY,AI 도입 및 활용,"삼성전자, 임직원 챗GPT 등 AI 공식 도입",삼성전자의 임직원 대상 AI 공식 도입은 카카오 역시 내부 업무 생산성 향상을 위해 AI 기술을 적극적으로 활용할 수 있음을 보여줍니다. 카카오의 AI 기반 업무 혁신 전략 수립에 참고 자료가 될 수 있습니다.,2,2,2,,,삼성전자의 AI 도입 사례는 카카오의 내부 업무 혁신 및 AI 기술 활용 전략 수립에 중요한 참고 자료가 됩니다.,gemini,,OFF_TOPIC,COMP_DOMESTIC_AI_PLATFORM,domestic,"기업들의 AI 도입 확대는 관련 기술 인프라 구축, 보안 정책, 데이터 활용 등에 대한 정부의 정책적 지원 및 가이드라인 마련 필요성을 높입니다.",삼성전자의 AI 활용 사례는 카카오가 AI 분야에서 경쟁 우위를 확보하고 혁신을 지속하기 위한 전략적 방향 설정에 중요한 정보를 제공합니다.,"삼성전자, 임직원 챗GPT 등 AI 공식 도입",AI 도입 및 활용,,,
3711,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"[AI 정책] “AI 기업 지분, 국민에게 돌려주자”…트럼프 ‘AI 배당’ 승부수에 시장·정치권 술렁",ai 정책 ai 기업 지분 국민에게 돌려주자 트럼프 ai 배당 승부수에 시장 정치권 술렁,AI라이프경제,AI라이프경제,"Fri, 12 Jun 2026 01:11:46 GMT","[AI 정책] “AI 기업 지분, 국민에게 돌려주자”…트럼프 ‘AI 배당’ 승부수에 시장·정치권 술렁 AI라이프경제",https://news.google.com/rss/articles/CBMia0FVX3lxTE0yTmlnUXdLQnpPZjI1bUljc2MwemRjSWtybzgtbnBianJfQTltRTRoRkVtUFh1T0ZLZkxuaGw1bHo3QmZ2QnBmWEVndmxidFYwRzJ4bEpDNGc3eW14Q0Uybm9YdFRPNy14NHlj?oc=5,google_rss_트럼프 행정부 when:2d,83.0,50.0,"ai_infrastructure_security,financial_performance,policy_legislation,strategy_mna_governance",ai_infrastructure_security,,,,,,,,general,24.0,published_today,direct_risk,,general,,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,overseas_platform_ai_rule_pass,Y,unknown,83.0,"policy_legislation,strategy_mna_governance,financial_performance,ai_infrastructure_security",competitor:strategy_mna,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,AI 정책,트럼프 'AI 배당' 주장 및 시장/정치권 논쟁,"트럼프 전 대통령의 AI 기업 지분 관련 발언은 미국 AI 정책 및 투자 환경 변화 가능성을 시사하며, 이는 글로벌 AI 생태계 전반에 영향을 미칠 수 있습니다. 카카오의 AI 전략 수립 및 해외 진출 관련 참고 자료가 될 수 있습니다.",2,2,2,,,트럼프 전 대통령의 AI 정책 관련 발언은 글로벌 AI 생태계 및 관련 기업들의 전략에 영향을 미칠 수 있어 참고할 가치가 있습니다.,gemini,,GOV_AI_CORE_POLICY,COMP_GENERAL_LOW_RELEVANCE,other,"AI 기업 지분 분배에 대한 정치적 논의는 AI 산업의 지속가능성 및 공정성에 대한 논쟁을 촉발할 수 있으며, 향후 AI 관련 정책 논의에 영향을 줄 수 있습니다.","미국 정치권의 AI 관련 발언은 글로벌 AI 기업들의 전략 및 투자에 영향을 미치므로, 경쟁사의 움직임을 파악하는 데 중요합니다.",트럼프 'AI 배당' 주장 및 시장/정치권 논쟁,AI 정책,,,
488,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오페이,카카오페이로 부산지하철 1회권 결제한다,카카오페이로 부산지하철 1회권 결제한다,매일경제 마켓,매일경제 마켓,"Fri, 12 Jun 2026 00:36:26 GMT",카카오페이로 부산지하철 1회권 결제한다 매일경제 마켓,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBXenZMa1NFR1dabnk5emVnWjRpbWZJRW05ajdpbThZam1PRVVfNkNDYUVsbnNqdDVUTS1JQmpid0FCTXpzY2gtVmJiVk9UaWQwV1E?oc=5,google_rss_카카오페이 site:mk.co.kr when:2d,82.8,32.0,platform_obligation,platform_obligation,"카카오,카카오페이",,,,,,,general,24.0,published_today,general,event:카카오+카카오페이:platform_obligation,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,,82.8,platform_obligation,self:general,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,self_strategic_reference,self_strategic_reference:카카오페이로 부산지하철 1회권 결제한다,카카오 현직자가 사업 방향과 외부 질의 가능성을 참고할 실질 변화,4,3,4,,,로컬 보조 라벨,local,STRATEGIC_REFERENCE,,,other,,,self_strategic_reference:카카오페이로 부산지하철 1회권 결제한다,self_strategic_reference,,,
