id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_event_key,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v36_competitor_block_reason,v26가드레일사유,v32_weak_non_digital_gov
1036,경쟁사/해외이슈,경쟁사_해외이슈,SKT,10일 오전 8시 30분 'EBB AX CLUB'에 참여한 SKT 직원들이 문제 풀이에 열중하고 있다.,10일 오전 8시 30분 ebb ax club 에 참여한 skt 직원들이 문제 풀이에 열중하고 있다,전자신문,전자신문,"Sat, 13 Jun 2026 08:56:28 GMT",10일 오전 8시 30분 'EBB AX CLUB'에 참여한 SKT 직원들이 문제 풀이에 열중하고 있다. 전자신문,https://news.google.com/rss/articles/CBMi1gZBVV95cUxPbEJFQk5oX1Y4QU9tQkRCRHV0M1hiN3V1YWdNZUpLaktWbFpJeXUtQU9WWF9yX2tHOTlnbFpWc1RtY05HNFZNdDNHc2lNcEFEWWQ2bjF3dkIxMTJhcFlacXJJMllnMGlQQkNDVG5MMk5BWWREOHRadHYtTXh2QXE1cnhVRkVUQ2VsSGR3bm5tTmE3WVg2LVBBNy00YmstdGNLRTZCbG1Oaks0M1BqeGZkelI4cFFiWS1tT2pvRzY0R1F6cE01RWNaTm1BZENyTUdnd0FoMHpYS2gzN21xSmdNWF9HSFBBRU05eGVpVVdBWUZ5THhrUVZNS1N5V09ZaEZMNWRRNTVOS19LSWFwRzlkN0huQkRVdFl6cWJza0ZoYkhRdHRNbjl0VG5xY0F5QWh3ZkFEZjIxb3ppR2pGOWZySDJSakYtV1M5SXZkWFl5TnFtOHUxVFYtWGk4Qmc4OGE3TmlwUWVEQlhRb3FXbGVpNjFXTjVabExBaTN6M3N2TTRmN2NydnhJZEU2YlBLUlRtWTdPWVg2YlpGMktfOWVlbm5TY3ZJZGdBdkdXU290VzJvQlY4Y0lkNzhHRTBoT1Ridm5FQ1hOWDBrdU95QWFUZVBTX0I4VjRyS1gyaVBZVm85a3loOVRvN0d4SXRQWlVZbFNIOWkxckdJZ0JRcnlad1c1SXBMMU1JaFAtRHBPTkxKTEJReDFITDg1SlpoMG9yVzVteHB5VlJ4ZTg0XzlSaVFaUklDdlZvbDZrZW9kanZkN0NKLVc2a2M0RHN6S21FVlRaU285N2ZSRHpLV2FkelJlRUZtQzRkek9ncl83clBHRkIzcHBUZ0FQdXVrQUxPZ0VwaFVKVHo1bGhfU0ZqU3VkS2tCQUk1bHEtZm1JM2lxc2RXTjZXVzVpekJTSktZRWo3R1Q4aHVmVUhEOVpYeGwzejZXQWJyQkZVVzJ5NXk4Vl9lcDlwcHdJWXVobWNYWWRuclBCbS04NHFZVU9SQmxoWlpUbncxX3BiSFEyMmt0Yi04ajhfZXNLX0N2UkFTaU5DQ2l2T0pVdUJYNmRYcy1XTjd2RU9iTUozX1J1WTRQVnZPYlZ1a2U2RWhPVXV1dVA3TERVOVNSUHRpS3NXM0RXMHJadw?oc=5,google_rss_SKT when:2d,45.5,4.0,,,SKT,,,,,,,general,14.0,published_yesterday,general,,general,,,"insufficient_industry_basis:actor=True,change=False,bridge=False",1,,,45.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,not_true_competitor_or_overseas,,
1176,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,SNL코리아에 등장한 SK하이닉스 작업복을 입은 남성. 쿠팡플레이 영상 캡처,snl코리아에 등장한 sk하이닉스 작업복을 입은 남성 쿠팡플레이 영상 캡처,전자신문,전자신문,"Sat, 13 Jun 2026 08:54:27 GMT",SNL코리아에 등장한 SK하이닉스 작업복을 입은 남성. 쿠팡플레이 영상 캡처 전자신문,https://news.google.com/rss/articles/CBMi-gZBVV95cUxNVk53VU8zcTNYdEpyVkt6Qnh5ZS1jLThLRnpleUVvWHBTcDRuT0FPcTJ5TlU0RVpncEI5dDU5MFlrSFVsZW9aQzl3UURvUHpPdHRPUmpzS0RlVG1JTE9fQTB3UTN1MDNpNXVxTEhfZEFZOGk5ekM2SXBidmxjcmFPZlpDNWJON0YxckpEOGRzS2hGc2N5VTZhd1hGcHVxaDZsTHJLa3h0aVNhVFY0c0J4MFNiX2xZVFM1UFZrMlR0SUJvbS1mUGphbUcyWS00YVl2ZHdqWFpiU0REV3RvcDYwRTU5TTl1eWtnRE9nOTlwZl92WGJWYjBaN3otVDdpUGF5Uko3dEFhc0EtdjBYNjZuT2lfcTZyV0s1M2hESVhMMmZGTXZCcHRoVEVOdE5WTVlZcFhhaEpWTkJpWmtjbl9WQXdWTkVqMGQyc25yanpYZFlDRDZlMEJmbWlKWWphMUZZeDFMdEpIR1JyWHhUZHFyU0huV0ZXZWJPQ0xjZXQ5U1ZoZUhZRE9GeFZIVTFnWDlZMWFmNXVUaGxiRE9NczVTVERLQkI0ZFVLbGE1a1lNSlF5QUhWTU1qT29YUm5tQVpYVmhvbnJ2clRaRUJmMlRVSWVhdk82TlVNZlZaeDR4T2NodXpBUGNOeS1VNk1oTjZGUXQ5Y1NkanRDUVFPZF94LTFlR0Q4SXh5Z0hBNEpfZ2tVaVZwQm4xX0hvbFFTdDlad3BoaTVVcjB4Wk03Wl9MRXVreEVPSTlESzdKdW1mSndfUGVkZ0tleW5CdDZ0aVcyeXRRZThMeFZ0MTAtajc0MldWb2QyNHJadXFJVExkb0FxRTJYYU5vOTVESEZ1WmlaQUxZNWZjMXBzUjBUN3V5TU5yQ3lQQ1BDMUFzOFh3VWtTUkd3RHdQNTFkUFA2Mlk3NUFYU1A2dGE0MURrcjdIVXNINGc0dFUySWRSQTlhd0dFZk9zNVJobXJNQ1doTjZOUFhLQWZCM0xJN0NleFdoaTk4Nmp5Wk1IYVhubUlFUkdZSjdGWkJUaENiUUxJT3dLT1lfWWVqX3BmN21rZGtyZ0dEbHVCWW5XOW10ejdrczByWHF1MGdqV0tFZ3FLb2U5RVYyeXptRlotZ1JUeG9UR0hlRUQwRE9KZDhId3VkNWpyUmxDNDBEWmJmWm1NY0xWR1VPc21yNUdZUQ?oc=5,google_rss_쿠팡 site:etnews.com when:2d,45.5,4.0,,,쿠팡,,,,,,,general,14.0,published_yesterday,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,45.5,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:snl코리아에 등장한 sk하이닉스 작업복을 입은 남성 쿠팡플레이 영상 캡처,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:snl코리아에 등장한 sk하이닉스 작업복을 입은 남성 쿠팡플레이 영상 캡처,comp_domestic_strategy,,not_true_competitor_or_overseas,,
1538,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,젠슨 황 ‘재팬 패싱’에…日서 AI 위기론 커져,젠슨 황 재팬 패싱에 서 ai 위기론 커져,이데일리,이데일리,"Sun, 14 Jun 2026 03:02:38 GMT",젠슨 황 ‘재팬 패싱’에…日서 AI 위기론 커져 이데일리,https://news.google.com/rss/articles/CBMigAFBVV95cUxONFZrd0hPN01iaXFaRkg1bWlYOHhiSkk2eVRWVUFZYXJMZ1JZRG1nTU1BcEpsZnZWSmhyR2Jwbk1sMU1abnZBaWJWU2o4QnRrcGJRODUzQTRqV0hlSGxibDJ4VWI5VGhvaWxBbko3X3hTdlZDMW04bEdzRXN5UW56SQ?oc=5,google_rss_중국 AI when:2d,45.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,24.0,published_today,business_change,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,45.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:젠슨 황 재팬 패싱에 서 ai 위기론 커져,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:젠슨 황 재팬 패싱에 서 ai 위기론 커져,government_ai_core_policy,,not_true_competitor_or_overseas,,
1019,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버페이, 월드컵 기간 '축구왕 페이펫' 프로모션 진행… 26일까지",네이버페이 월드컵 기간 축구왕 페이펫 프로모션 진행 26일까지,더퍼블릭,더퍼블릭,"Fri, 12 Jun 2026 23:47:41 GMT","네이버페이, 월드컵 기간 '축구왕 페이펫' 프로모션 진행… 26일까지 더퍼블릭",https://news.google.com/rss/articles/CBMia0FVX3lxTFBVU3N6SUVhdEVCbnBXYzNwZExDMURlVkRtNkhtYUpWVzF1UTB4MzVfTDFyU2xFaGlDSUVuVmtldXQ0MzAtLUs2N0xtNWdUdWpwSkQ0dERTcGVDdTRDX08wTnJBaWlVQllGemZz0gFvQVVfeXFMTUtRTDhCYmxpRWN3YXlESVVYX2Z0VS15Rk1oVTA3UkJNV0tYaFZsR1ZsWVJtZ0xnVmdJQ05uVEdxcGlaNzk1UVo5d3FCT0d0Ujl1Z2k4MkVBUHJFV3EwZWVwLW9VRVAydmo0RHd4eFpj?oc=5,google_rss_네이버 스테이블코인 when:2d,45.0,9.5,self_pr_promo,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,45.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:네이버페이 월드컵 기간 축구왕 페이펫 프로모션 진행 26일까지,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,domestic,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:네이버페이 월드컵 기간 축구왕 페이펫 프로모션 진행 26일까지,competitor_general_low_relevance,,not_true_competitor_or_overseas,,
1528,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,"美 ""이란 핵포기 합의 85% 근접""…트럼프 행정부, 중동 질서 재편 승부수",이란 핵포기 합의 85 근접 트럼프 행정부 중동 질서 재편 승부수,ainews1.co.kr,ainews1.co.kr,"Sat, 13 Jun 2026 01:29:32 GMT","美 ""이란 핵포기 합의 85% 근접""…트럼프 행정부, 중동 질서 재편 승부수 ainews1.co.kr",https://news.google.com/rss/articles/CBMia0FVX3lxTE9fZ2loRzdtX0hDb1RnTjU4SGJnLTVEZlBQa2dtVVR4YWJ3bGFXQUtfWFJDcUJOLTI5MFRoYU51cTIyOS1ncldPNjA2b2EtdkRINVRFYkNkbFRkQ0YzV2RieGVPajhBTi1ZYWQw?oc=5,"google_rss_""트럼프 행정부"" when:2d",44.5,11.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,14.0,published_yesterday,general,,general,,,"insufficient_industry_basis:actor=False,change=True,bridge=False",1,,,44.5,ai_infrastructure_security,government:tech_security_policy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:이란 핵포기 합의 85 근접 트럼프 행정부 중동 질서 재편 승부수,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,4,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:이란 핵포기 합의 85 근접 트럼프 행정부 중동 질서 재편 승부수,government_ai_core_policy,,not_true_competitor_or_overseas,,
45,자사 및 계열사 이슈,자사_및_계열사_이슈,카카오,‘성장 엔진’ 꺼진 카카오…샘 올트먼이 구원투수 될까,성장 엔진 꺼진 카카오 샘 올트먼이 구원투수 될까,MSN,MSN,"Sat, 13 Jun 2026 05:06:05 GMT",‘성장 엔진’ 꺼진 카카오…샘 올트먼이 구원투수 될까 MSN,https://news.google.com/rss/articles/CBMi1wJBVV95cUxPOHhUZWJzWUFqbHF4a012bllGbXE4eThmVDN0cFR4U3RJbWpnR3ZtLU5pYk5VSnIwb0FzSlVyaFlERDkwM1VHSkloUVNaNjUxTmtzc0h5S0h3LVdQTjM5UnNuLWcxa0JsSVF4MHgzMVBfQ3g3SFBfTGVxVERVYzB1bmxRVXh3YUxmaU9mN2pTVnhiekFoYnhIWkVxMlZqYUhwcmxiNVdBOElwUDF5bHhtTlc2emoxak45RUN4VGJGcDBBNmRhRDFVSkE3dHY4eVBuMjRURHp0OWZUYzgzcUV5MXE4NDR2TVVmbzJlUDQ1OEVtSEU1RkVoTTlPWGxtdXR2bVBGQlJINHltbEJIclh2VFRtZmY0dzY0RE5mTF92Q2FHVGo1dWNPYkpCa2hRbm95ZEVyQ3BmRHNTSmp0VEw4X2p1T1BVZHZYM21qQ2IxRUoyR1FaYVkw?oc=5,google_rss_카카오 노조 when:2d,44.3,10.5,,,카카오,,,,,,,general,14.0,published_yesterday,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,44.3,,,,,자사_및_계열사_이슈,SELF_AFFILIATE_BUSINESS,카카오 AI,카카오 성장동력 및 AI 전략 분석,"카카오의 현재 성장 동력과 미래 AI 전략에 대한 외부 시각을 파악하고, 주요 경영진의 전략 수립에 참고할 수 있다.",2,2,2,,,"카카오의 성장 동력 및 AI 전략에 대한 분석 기사로, 외부 시각과 전략 방향성을 참고하는 데 중요하다.",gemini,STRATEGIC_REFERENCE,,COMP_GENERAL_LOW_RELEVANCE,overseas,,자사 이슈가 부족한 날에만 참고할 수 있는 보충성 자사 소식,카카오 성장동력 및 AI 전략 분석,카카오 AI,,not_true_competitor_or_overseas,,
1531,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"2030년 무인화 제조 도전하는 에코프로…""중국과 경쟁에 AI가 해결책""",2030년 무인화 제조 도전하는 에코프로 중국과 경쟁에 ai가 해결책,뉴스1,뉴스1,"Sun, 14 Jun 2026 03:00:00 GMT","2030년 무인화 제조 도전하는 에코프로…""중국과 경쟁에 AI가 해결책"" 뉴스1",https://news.google.com/rss/articles/CBMiX0FVX3lxTE1yYW8tRkx3a2dKNDdYcE11VGtyRTF5UC0tV0g1TGxQVDZLaHROclZoOUxSY0hoNmZUZFA3aHJJdl9TSmh2RUlLcGNfcURTWjdlTFk4Q2x4LXRGN2ZVQVhR?oc=5,google_rss_중국 AI when:2d,44.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,24.0,published_today,business_change,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,44.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:2030년 무인화 제조 도전하는 에코프로 중국과 경쟁에 ai가 해결책,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:2030년 무인화 제조 도전하는 에코프로 중국과 경쟁에 ai가 해결책,government_ai_core_policy,,not_true_competitor_or_overseas,,
1534,경쟁사/해외이슈,경쟁사_해외이슈,중국 AI,"인력 앞세운 중국 '이차전지' 추격, AI로 앞선다…품질예측 자동화",인력 앞세운 중국 이차전지 추격 ai로 앞선다 품질예측 자동화,뉴시스,뉴시스,"Sun, 14 Jun 2026 03:00:00 GMT","인력 앞세운 중국 '이차전지' 추격, AI로 앞선다…품질예측 자동화 뉴시스",https://news.google.com/rss/articles/CBMiYEFVX3lxTE1QUVI3Ujd1TXpZZXkwUl9OOFNETXJxMmZOdWN4bjZOWVBuM3lwNkwyS3JGTFV2SHU2SHhId21TNHRHTmU5eUFwdDJaZ1JQMmVta0FNYVFMeHF3OUZPUFZVadIBeEFVX3lxTE81SE5lVzA2amtQa25nWDRtZUV6NEhTYmE1VUwxTFBTZUtxUjc3ZjRrdVR3SzBhWG1LV2JRaFNtaC1uYzdsaENjMUFCOUd6bmlaOERmLTBJc0N2R19tRWxxTzFvcGVtcVRIcnhPQ3duV0piOUpXVUFIUg?oc=5,google_rss_중국 AI when:2d,44.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,24.0,published_today,business_change,,general,,,"insufficient_industry_basis:actor=False,change=False,bridge=False",0,,,44.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,GOV_AI_DIGITAL_POLICY,government_ai_core_policy,government_ai_core_policy:인력 앞세운 중국 이차전지 추격 ai로 앞선다 품질예측 자동화,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,2,4,5,,,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,other,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,카카오 AI agent/AI 서비스 전략과 연결되는 핵심 정책환경,government_ai_core_policy:인력 앞세운 중국 이차전지 추격 ai로 앞선다 품질예측 자동화,government_ai_core_policy,,not_true_competitor_or_overseas,,
1021,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"""남의 사랑은 역시 재밌다""…네이버 라운지서 만난 지식iN 감성[잇:써봐]",남의 사랑은 역시 재밌다 네이버 라운지서 만난 지식in 감성 잇 써봐,이데일리,이데일리,"Fri, 12 Jun 2026 23:50:03 GMT","""남의 사랑은 역시 재밌다""…네이버 라운지서 만난 지식iN 감성[잇:써봐] 이데일리",https://news.google.com/rss/articles/CBMigAFBVV95cUxONGpYcEt6WFlZQi1iQ0RHRjFCLUFINFdQZi1falJDcjRGNzlMYUVoLW1BbkNSVk1NQUthZWFublZ5U1VHd0tpeEQ0cGVtVVdiS2dRZ21aMlFhcWVnV1RxNG0xLWcxWTZrRnl2QWxWVWtKbFJmUUt6UGZIR0x2S2xkag?oc=5,google_rss_네이버 site:edaily.co.kr when:2d,44.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,44.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:남의 사랑은 역시 재밌다 네이버 라운지서 만난 지식in 감성 잇 써봐,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:남의 사랑은 역시 재밌다 네이버 라운지서 만난 지식in 감성 잇 써봐,comp_domestic_strategy,,not_true_competitor_or_overseas,,
1509,경쟁사/해외이슈,경쟁사_해외이슈,트럼프 행정부,미국·중국 빠진 WTO… EU를 중심으로 다시 설 수 있을까,미국 중국 빠진 wto eu를 중심으로 다시 설 수 있을까,MSN,MSN,"Sat, 13 Jun 2026 21:48:36 GMT",미국·중국 빠진 WTO… EU를 중심으로 다시 설 수 있을까 MSN,https://news.google.com/rss/articles/CBMi6wJBVV95cUxOelZTWTk2bTZjeVBEUldyQjRPRUlORUV6YVI4ZC00ZDUxdEdZbHRTa3lYN2NlS1NBZDVPQmFFT2JIY3oxWm1FLTJjQk9DbUFVVTBWNmc2OEhld2RYOVVXMHhCRXNNa2NWWmZnSjd2TGVpWG9zdVdCaktEMk1KWHh1ZlBEUllTeUFPUnBxMWdMektUSWx6SWR4d2ZFZHRKclJhNnFHcTZBZ2J0THFPOEtET3V5c0J6S3BNeGN2SG82R2JYTmZwbHBzVjdOSTd3SkxISUZVa0hxZU0zbkhzMm1yM2laOVY1TEE3UnZPVzNsSnl0Rm8wX2hLSV9UbFhyVWhLOFJ2M00zaHdaSFpuMlVxaE9SZmVTT3JOdm5UZ1JjcmhNRmV1Mi1PNG9pS1lReHFOUlczVFNTYmFoUnF0WkFLRXpsVTVEMVI2ODk1Zk5TaWVSN2plODBNR2d0NS03bVl3b1JBd0lhLXJyZEU?oc=5,google_rss_트럼프 행정부 when:2d,44.0,4.0,,,,,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,44.0,,,,,경쟁사_해외이슈,GOV_PLATFORM_REGULATION,government_general_low_relevance,government_general_low_relevance:미국 중국 빠진 wto eu를 중심으로 다시 설 수 있을까,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,4,2,1,,Y,v26.2: no central Korean public actor/action for Government section: no_public_actor_action_domain / v26.2: overseas structural industry candidate,local,,OFF_TOPIC,COMP_GENERAL_LOW_RELEVANCE,overseas,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,정부/국회 기사이나 카카오 플랫폼·AI·디지털금융과 연결 경로가 약함,government_general_low_relevance:미국 중국 빠진 wto eu를 중심으로 다시 설 수 있을까,government_general_low_relevance,,not_true_competitor_or_overseas,,
1349,경쟁사/해외이슈,경쟁사_해외이슈,MS,"MS, 엑스박스 사업부 합작·분사 시나리오 검토하나",ms 엑스박스 사업부 합작 분사 시나리오 검토하나,v.daum.net,v.daum.net,"Sat, 13 Jun 2026 20:01:47 GMT","MS, 엑스박스 사업부 합작·분사 시나리오 검토하나 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9jMXhGMGo2OUc2elRKZzlBYVY3WDNxU1RjbG5NZHJPc3NIcFVOMGhKYWFvTXVSS3ZNVVJ5bk9BdlFJX3hNeHIxSk5pWXJaTGM?oc=5,google_rss_MS when:2d,44.0,4.0,,,,,,,,,,general,24.0,published_today,general,,consultation,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,44.0,,,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:ms 엑스박스 사업부 합작 분사 시나리오 검토하나,카카오 대외협력 관점 간접 참고,4,2,2,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,self_filler_reference:ms 엑스박스 사업부 합작 분사 시나리오 검토하나,self_filler_reference,,not_true_competitor_or_overseas,,
1434,경쟁사/해외이슈,경쟁사_해외이슈,애플,아이폰 애플페이 티머니 등록·충전·환불 방법 총정리,아이폰 애플페이 티머니 등록 충전 환불 방법 총정리,브런치,브런치,"Sat, 13 Jun 2026 18:13:42 GMT",아이폰 애플페이 티머니 등록·충전·환불 방법 총정리 브런치,https://news.google.com/rss/articles/CBMiU0FVX3lxTE03T09JSElEOEZROVMydmpZeVhfMjRyNkw1SWcwWGE2VTdqSmVXU2tGSlpFdUFDUjM5YnZRYktMX0ZvU0YtcWoyN3N0YlRkcTI1ZWd3?oc=5,google_rss_애플 when:2d,44.0,4.0,,,애플,,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,44.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:아이폰 애플페이 티머니 등록 충전 환불 방법 총정리,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:아이폰 애플페이 티머니 등록 충전 환불 방법 총정리,competitor_general_low_relevance,,not_true_competitor_or_overseas,,
1424,경쟁사/해외이슈,경쟁사_해외이슈,애플,다음은 5가지 특징입니다. Apple iOS 27에서 그는 안드로이드에서 기능을 훔쳤습니다. 그리고 당신은 이미 수년 동안 그것들을 사용해 왔잖아요.,다음은 5가지 특징입니다 apple ios 27에서 그는 안드로이드에서 기능을 훔쳤습니다 그리고 당신은 이미 수년 동안 그것들을 사용해 왔잖아요,Samsung magazín,Samsung magazín,"Sat, 13 Jun 2026 18:02:43 GMT",다음은 5가지 특징입니다. Apple iOS 27에서 그는 안드로이드에서 기능을 훔쳤습니다. 그리고 당신은 이미 수년 동안 그것들을 사용해 왔잖아요. Samsung magazín,https://news.google.com/rss/articles/CBMingFBVV95cUxNTHNleGdYWkhzbEE3Q1FWZHpzbWJ5Ujc1a1hKTmtUZUwtNUZWQUdCNkx0Vzg0MnR0NldxT2JQZXRvUkJWQl9fMFNoZGh1MmFkRGFwa2ZmRWVtSUQwZ3lNLVZYUXg1NzZFZHNGc3JaQWRRenpsNGJQU3hOYUNlYmhBZDJ4ZUpCbmgwTnBCeHc1NWdoY1ZCcFVxSThzR2pMUQ?oc=5,google_rss_애플 when:2d,44.0,4.0,,,애플,,,,,,,general,24.0,published_today,general,,general,,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,44.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:다음은 5가지 특징입니다 apple ios 27에서 그는 안드로이드에서 기능을 훔쳤습니다 그리고 당신은 이미,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,overseas,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:다음은 5가지 특징입니다 apple ios 27에서 그는 안드로이드에서 기능을 훔쳤습니다 그리고 당신은 이미,competitor_general_low_relevance,,not_true_competitor_or_overseas,,
