id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v32_weak_non_digital_gov,v26가드레일사유
2902,경쟁사/해외이슈,경쟁사_해외이슈,애플,"애플 ""앱스토어 핵심은 개인 정보 보호와 보안""",애플 앱스토어 핵심은 개인 정보 보호와 보안,인벤,인벤,"Mon, 22 Jun 2026 23:46:00 GMT","애플 ""앱스토어 핵심은 개인 정보 보호와 보안"" 인벤",https://news.google.com/rss/articles/CBMicEFVX3lxTE9nejBMTEpPMjZyV25QZndkdWc5b01QTFYwNjhTWGNodnNnUDNxUXVNdURMdlV0R2JLWDRaMWY0SVlRQmxxOHkxVFNfbXIzYkQ1TTMydUFDelg4TjhISjR3Y3RlNEoxNElPZ2tnY2FCbVY?oc=5,google_rss_애플 스테이블코인 when:2d,171.5,18.0,"phishing_security,privacy_security_reliability",security_general,애플,,,,,,,general,14.0,published_yesterday,direct_risk,event:애플:phishing_security+privacy_security_reliability,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:애플 앱스토어 핵심은 개인 정보 보호와 보안,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:애플 앱스토어 핵심은 개인 정보 보호와 보안,comp_overseas_platform_ai,,,,
2737,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 데이터 보안 문제 검토 기간 동안 사내 마우스 추적 기술 사용을 일시 중단하기로 했다",메타 데이터 보안 문제 검토 기간 동안 사내 마우스 추적 기술 사용을 일시 중단하기로 했다,TradingView,TradingView,"Mon, 22 Jun 2026 23:26:11 GMT","메타, 데이터 보안 문제 검토 기간 동안 사내 마우스 추적 기술 사용을 일시 중단하기로 했다 TradingView",https://news.google.com/rss/articles/CBMid0FVX3lxTE1uaUUyc2t0NHNUYVIwVXp0cXk1V2J1U1NNUXBDT0hfbi1VUnRBQlpOSDVVNk5Gdi0zbUF5QXBxV1FfdEZSdm13Rk1rUUNOWU9QdUhFWTVPbDlaQWI0U3dvSVZXeXIxcExwMml3SDF1Y0JoR2N1bHlz?oc=5,google_rss_메타 when:2d,171.5,18.0,"phishing_security,privacy_security_reliability",security_general,메타,,,,,,,general,14.0,published_yesterday,direct_risk,event:메타:phishing_security+privacy_security_reliability,action_started,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.5,privacy_security_reliability,competitor:security_reliability,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:메타 데이터 보안 문제 검토 기간 동안 사내 마우스 추적 기술 사용을 일시 중단하기로 했다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:메타 데이터 보안 문제 검토 기간 동안 사내 마우스 추적 기술 사용을 일시 중단하기로 했다,comp_overseas_regulation_data,,,,
2496,경쟁사/해외이슈,경쟁사_해외이슈,구글,오픈AI·구글과 나란히 선 니어스랩…‘피지컬 AI’ 글로벌 경쟁력 입증,오픈ai 구글과 나란히 선 니어스랩 피지컬 ai 글로벌 경쟁력 입증,이데일리,이데일리,"Mon, 22 Jun 2026 23:13:59 GMT",오픈AI·구글과 나란히 선 니어스랩…‘피지컬 AI’ 글로벌 경쟁력 입증 이데일리,https://news.google.com/rss/articles/CBMigAFBVV95cUxQMjFqekhfQjNhQldQVWhiREpkSzhiVFVKZlVRNFVGbk10NWduekJiNHpNZF9CUTZxLTYxci1vTi1JMFhvWmFQZDhHdldjUzd1QWE0bVNva2Y3dk5RZUY5T0xrS3FmZWVPakJXWmtuVGF4NzRMckhkbFhlTkVJeHpMRA?oc=5,google_rss_구글 site:edaily.co.kr when:2d,171.5,16.0,ai_infrastructure_security,ai_infrastructure_security,"구글,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:google:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,171.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:openai_security_access:general,global_incident:ai_security_policy:google:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:google:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:google:openai_security_access,comp_overseas_platform_ai,,,,
2520,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,[조타수] 오픈AI의 할리우드 길들이기?…아마존 등 샘 알트만 그린 영화 배급서 손 뗐다,조타수 오픈ai의 할리우드 길들이기 아마존 등 샘 알트만 그린 영화 배급서 손 뗐다,coxnews.co.kr,coxnews.co.kr,"Wed, 24 Jun 2026 01:40:23 GMT",[조타수] 오픈AI의 할리우드 길들이기?…아마존 등 샘 알트만 그린 영화 배급서 손 뗐다 coxnews.co.kr,https://news.google.com/rss/articles/CBMiakFVX3lxTE9tUXphSVFrVjM2eFZJcjJaZzl1MnpQQkVPOTFHczRDbHpEVEEtdjV3dlc5Xy1EdzdnbENlNHpOWWFMNGFMOWhtUHd4N05EWUUwWWFMOEFWc0owT0p3NEtYQXl6cGNtblQwelE?oc=5,google_rss_오픈AI when:2d,171.5,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,,
2534,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,'앤스로픽 거기 서!' 코덱스로 역전 노리는 오픈AI[김창영의 실리콘밸리Look],앤스로픽 거기 서 코덱스로 역전 노리는 오픈ai 김창영의 실리콘밸리look,네이트,네이트,"Tue, 23 Jun 2026 20:50:00 GMT",'앤스로픽 거기 서!' 코덱스로 역전 노리는 오픈AI[김창영의 실리콘밸리Look] 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE43SW4zd19mdGE4eG10UGd5TmVJbnFrUGQzNHNfVEJRbkhxX3RPc3RHYksyXzVEYTRhNVduRHdEMjY5cUhtQ3RiVHNoeDE4Uk5aQUlV?oc=5,google_rss_오픈AI when:2d,171.5,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,,
2577,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI 키운 MS의 변심...""中 딥시크 탑재 검토""",오픈ai 키운 ms의 변심 딥시크 탑재 검토,v.daum.net,v.daum.net,"Tue, 23 Jun 2026 19:33:02 GMT","오픈AI 키운 MS의 변심...""中 딥시크 탑재 검토"" v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE1XTmN1Tnlwdko2czdwTXYtbl85MkU2UzllQWI0cEJEWl83TnVXVXR4TlYwbFJDeXRFZzZzVzlnODI3YzgzbmxDNlJVTkxmZkU?oc=5,google_rss_오픈AI AI when:2d,171.5,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,consultation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:announcement,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,4,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,self_filler_reference,,,,
2401,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글, A24에 7,500만 달러 투자… 딥마인드와 ‘AI 영화 제작’ 맞손",구글 a24에 7 500만 달러 투자 딥마인드와 ai 영화 제작 맞손,와우테일,와우테일,"Tue, 23 Jun 2026 18:42:14 GMT","구글, A24에 7,500만 달러 투자… 딥마인드와 ‘AI 영화 제작’ 맞손 와우테일",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9UZVNtUVh6TFZqSkZja29VSnB6ZTlaT01SdHNaM3JEdy1vLUs5bHk0R0VGdEhCbHNpamRWeUJpeTB2MjZJMVBsaVFvdEJJZU0?oc=5,google_rss_구글 when:2d,171.5,13.5,ai_infrastructure_security,ai_infrastructure_security,구글,,,,,,,general,24.0,published_today,business_change,event:구글:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,171.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:구글 a24에 7 500만 달러 투자 딥마인드와 ai 영화 제작 맞손,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:구글 a24에 7 500만 달러 투자 딥마인드와 ai 영화 제작 맞손,comp_overseas_platform_ai,,,,
2551,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI 입김? '올트먼 풍자영화' 좌초 위기,오픈ai 입김 올트먼 풍자영화 좌초 위기,네이트,네이트,"Tue, 23 Jun 2026 15:02:00 GMT",오픈AI 입김? '올트먼 풍자영화' 좌초 위기 네이트,https://news.google.com/rss/articles/CBMiU0FVX3lxTE5ldFdRbmpXZ3V0ZHlEVDJRRUo2RTE3emxJYzJfLVB3endfalRRWEdWMlRLWlllVG9ldzNMc1Q0azFiVms3Ymx4UlREQXpBYTk0ZExR?oc=5,google_rss_오픈AI when:2d,171.5,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,,
2622,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,MS “중 딥시크 탑재 검토”…‘오픈AI 올인’ 끝낸 클라우드,ms 중 딥시크 탑재 검토 오픈ai 올인 끝낸 클라우드,중앙일보,중앙일보,"Tue, 23 Jun 2026 15:02:00 GMT",MS “중 딥시크 탑재 검토”…‘오픈AI 올인’ 끝낸 클라우드 중앙일보,https://news.google.com/rss/articles/CBMiVkFVX3lxTE45TFdIRVlHU2otMkZIenBkNXZtd0pxQXMxTDY2ZVZtaDVza29tTDd3S3BBNURMUXNQVnAwZndTWF9BbkZsZHB1dC1FX1l3YV80UFBwd2N3?oc=5,google_rss_오픈AI site:joongang.co.kr when:2d,171.5,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,consultation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:announcement,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,,
2513,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,오픈AI 입김? ‘올트먼 풍자영화’ 좌초 위기,오픈ai 입김 올트먼 풍자영화 좌초 위기,중앙일보,중앙일보,"Tue, 23 Jun 2026 15:01:01 GMT",오픈AI 입김? ‘올트먼 풍자영화’ 좌초 위기 중앙일보,https://news.google.com/rss/articles/CBMiVkFVX3lxTFBIZU1JdkVlVkdfOWJxa09TYnJHczd0YWlTNVJ5UXgxREY0N2tuX2ExUUJYUlk4emZfZVBEMTdMSEFxSHl0MmtJbVU5R0RseENCWHFrUXJ3?oc=5,google_rss_오픈AI when:2d,171.5,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,24.0,published_today,business_change,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.5,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,,
1895,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"충주시, 농산물 캐릭터 '충주씨'의 공무원 도전기 AI 영상으로 공개 : 네이버 블로그",충주시 농산물 캐릭터 충주씨 의 공무원 도전기 ai 영상으로 공개 네이버 블로그,Naver Blog,Naver Blog,"Wed, 24 Jun 2026 01:24:21 GMT","충주시, 농산물 캐릭터 '충주씨'의 공무원 도전기 AI 영상으로 공개 : 네이버 블로그 Naver Blog",https://news.google.com/rss/articles/CBMijAFBVV95cUxQdE14Z2pPZUNvbnFtNHg3ZHExaWFMem85RHBiRjRSb1BhZG80MjdLS1B0azBvdjFIeFZlUE9XU1h6VHJfajJQbTJwUFVXTjB5ODZpMFRuQzVEVDZQbElzZjg4MjNlbFdaRFU5Slk4QWZLc3JtRHRFRi1WSnkxOHNSZ1ZlM1phVEM2dkdrcQ?oc=5,google_rss_네이버 AI when:2d,171.5,-16.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,24.0,published_today,business_change,event:네이버:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,naver_telco_strategy_or_infra,Y,naver,171.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:충주시 농산물 캐릭터 충주씨 의 공무원 도전기 ai 영상으로 공개 네이버 블로그,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:충주시 농산물 캐릭터 충주씨 의 공무원 도전기 ai 영상으로 공개 네이버 블로그,comp_domestic_ai_platform,,,,
2624,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,핀테크 AI는 '보험 추천' 못하는데… 챗GPT는 상품명까지 술술 - 머니투데이,핀테크 ai는 보험 추천 못하는데 챗gpt는 상품명까지 술술,머니투데이,머니투데이,"Tue, 23 Jun 2026 06:20:03 GMT",핀테크 AI는 '보험 추천' 못하는데… 챗GPT는 상품명까지 술술 - 머니투데이 머니투데이,https://news.google.com/rss/articles/CBMia0FVX3lxTE1KX2huYjR3amJrMHZpTUVKeWF0ZDVWbngzbGZrbVMyU0VKQ3BTVlA0cnhvUVkyRXVOQ21IS2Z3UGdNbjJ0UVA4bGc2SzR5UjlHTVNBYnRoc1dzdkV4RmpBT3c2VDh1YzN6TlJ30gFwQVVfeXFMT3hFR3Ewb1JPcVVKNDFKV2hYMlpMa2lQeUV3WlNQQU5XZm12cUJVNkRKeklhallnbzRTWHBaeW96Y3c4dnJXZm81SjBlenhNbXRMRk1wbEpwX0RBcWtyUHRaX18xbmpoS1k0dlhqNGlLZw?oc=5,google_rss_오픈AI site:mt.co.kr when:2d,171.0,13.5,ai_infrastructure_security,ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,business_change,event:오픈AI:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,171.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:핀테크 ai는 보험 추천 못하는데 챗gpt는 상품명까지 술술,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:핀테크 ai는 보험 추천 못하는데 챗gpt는 상품명까지 술술,comp_overseas_platform_ai,,,,
2665,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 299달러 ‘보급형 AI 안경’ 공개… ‘뮤즈 스파크’ 최초 탑재",메타 299달러 보급형 ai 안경 공개 뮤즈 스파크 최초 탑재,AI타임스,AI타임스,"Wed, 24 Jun 2026 01:58:53 GMT","메타, 299달러 ‘보급형 AI 안경’ 공개… ‘뮤즈 스파크’ 최초 탑재 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE0xSGlUcGphNElHUDA5WGdUUjZvUTA3bUQ1M1RqSzNkZmRhcEpOdXhnd0w0endCdHBHd0lkZlpnTlcyMWdYeTJ4cnZSbExpWUZ5WXFmRG5HbzZEalFUa1dfTXkxazVsVjdIQ2c?oc=5,google_rss_메타 when:2d,171.0,11.0,ai_infrastructure_security,ai_infrastructure_security,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,171.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:메타 299달러 보급형 ai 안경 공개 뮤즈 스파크 최초 탑재,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:메타 299달러 보급형 ai 안경 공개 뮤즈 스파크 최초 탑재,comp_overseas_platform_ai,,,,
2627,경쟁사/해외이슈,경쟁사_해외이슈,MS,"NC AI, 3D 생성 모델 '바르코 3D 2.0' 공개...""MS·텐센트 제쳤다""",nc ai 3d 생성 모델 바르코 3d 2 0 공개 ms 텐센트 제쳤다,AI타임스,AI타임스,"Wed, 24 Jun 2026 01:58:03 GMT","NC AI, 3D 생성 모델 '바르코 3D 2.0' 공개...""MS·텐센트 제쳤다"" AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTFBicVBYenA0VmU3VHNYVUxmYlFTUWMyMWxLYThkZFo3T0VnUHBjWEZ1d1gzeDRqUWFZUXo3aTFwNkZVdkZ5Q3NYUUwxSGc3TEoxS19OOS1kZXE4REFqUkxURjZlMHV0R0RhWUE?oc=5,google_rss_MS when:2d,171.0,11.0,ai_infrastructure_security,ai_infrastructure_security,,,,,,,,general,24.0,published_today,business_change,,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,171.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:nc ai 3d 생성 모델 바르코 3d 2 0 공개 ms 텐센트 제쳤다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:nc ai 3d 생성 모델 바르코 3d 2 0 공개 ms 텐센트 제쳤다,comp_overseas_platform_ai,,,,
2758,경쟁사/해외이슈,경쟁사_해외이슈,메타,메타 신형 AI 글래스 출시...에실로룩소티카와 협업한 세 가지 프레임 스타일,메타 신형 ai 글래스 출시 에실로룩소티카와 협업한 세 가지 프레임 스타일,디지털포커스,디지털포커스,"Wed, 24 Jun 2026 01:03:22 GMT",메타 신형 AI 글래스 출시...에실로룩소티카와 협업한 세 가지 프레임 스타일 디지털포커스,https://news.google.com/rss/articles/CBMicEFVX3lxTFBUWTN0a0loMnVXbThNdW1yRHpWb2YtR1BpSnExRnFBd3FYd1loajVKZnBhejhWUDl2MC1kQy12aDdiNk94bTYyS2RCVzlya1JKRGpfZEVkMVRudnh1MWU3dFJiQlJwc1BMSWVrMDB3ZmU?oc=5,google_rss_메타 AI when:2d,171.0,11.0,ai_infrastructure_security,ai_infrastructure_security,메타,,,,,,,general,24.0,published_today,business_change,event:메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,171.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:메타 신형 ai 글래스 출시 에실로룩소티카와 협업한 세 가지 프레임 스타일,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:메타 신형 ai 글래스 출시 에실로룩소티카와 협업한 세 가지 프레임 스타일,comp_overseas_platform_ai,,,,
