id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v36_competitor_block_reason,v26가드레일사유,v32_weak_non_digital_gov
1973,경쟁사/해외이슈,경쟁사_해외이슈,토스,[집중진단] '59만전자·500만닉스' 파격 전망…반도체 슈퍼사이클 이제 시작? (토스증권 이영곤 센터장),집중진단 59만전자 500만닉스 파격 전망 반도체 슈퍼사이클 이제 시작 토스증권 이영곤 센터장,MSN,MSN,"Fri, 12 Jun 2026 23:20:10 GMT",[집중진단] '59만전자·500만닉스' 파격 전망…반도체 슈퍼사이클 이제 시작? (토스증권 이영곤 센터장) MSN,https://news.google.com/rss/articles/CBMiowRBVV95cUxNOHhJQ0NFbnpFMTBDNXhvM3ZwbFo1eXU1d1JFaWxtU2VBNFZ5dHduRmttRjBGYXItbFBaNjhLY0pKMHBLMThHS2tJNXViRnVjcVVwOXN3Wl9iWTdkc05aRjF0clpQdjgzZ295cGY5SjlPVkNaOHlKbTJLeXQ1NHVRVktsemV3aWlPUG16Tzg1VDlEWjFfUFdBQW5aMmRxUEdneGxGeWRJN2dlcFJsckJtYXltTjBtT054SnQ2V2hQZlZiNzM2d0d0bllINWVjVnAtVWFlSklpU1ZaV0p0SGtrU2Q5S2ZySmhFeUt3YnR4Y1l2VnB2Q3lEOERIMVZMamNqT19oNmg5QkRkYnR5SG41cm1YM1dWdVZZMlhjNTNXcWhhQWo0S3BxMXRTcEg1VV9TZ0JFOXYxaGRWWHpkTkhIOTZlZ0xmTU16X1BCMGgwUXJtSVItNXpmQW9VSExjdEVxeVc3OTZaaWI4UEVaeVNWTVRCbGxMc1c4WkdmOGJ6U1ZaMENaVWpHQnAtX2phbTdxcllxd2VjQXZmZTljaWlncHZWTTBTV1cyVnBmWVlpdmFTem14QXEwb1htZHUyX3RfeEt4ajZfQ19Fc2NvWUZrcFItd3hYS2Z6Q0VuN3k0ZEZmT1paNlY0cUoxdjlNc3hwUW5XQ3VuUHVHXzVPSzRFdm9xZTkyMTg2TktKTUVEOWk4RmF6eWRQQTg0eEtfeXcyVXRv?oc=5,google_rss_토스 AI when:2d,43.0,4.0,,,토스,,,,,,,general,12.0,published_today+analysis_without_direct_event,analysis_feature,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,43.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,comp_domestic_public_infra:집중진단 59만전자 500만닉스 파격 전망 반도체 슈퍼사이클 이제 시작 토스증권 이영곤 센터장,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_PUBLIC_INFRA,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_public_infra:집중진단 59만전자 500만닉스 파격 전망 반도체 슈퍼사이클 이제 시작 토스증권 이영곤 센터장,comp_domestic_public_infra,,,not_true_competitor_or_overseas,,
2447,경쟁사/해외이슈,경쟁사_해외이슈,애플,광고의 대담함이 극에 달했을 때: Honor가 애플 스토어 바로 앞에서 위력을 과시하다! | Phonegram,광고의 대담함이 극에 달했을 때 honor가 애플 스토어 바로 앞에서 위력을 과시하다 phonegram,آي-فون إسلام,آي-فون إسلام,"Thu, 11 Jun 2026 23:53:26 GMT",광고의 대담함이 극에 달했을 때: Honor가 애플 스토어 바로 앞에서 위력을 과시하다! | Phonegram آي-فون إسلام,https://news.google.com/rss/articles/CBMi6gFBVV95cUxNTUNYX1poWTVlZWNndlIxaHJUZjRGQkVlZHJ1S1pzSVlXaUt1enF1QlYzMl9LVUJfZ2o4aktPUTlZQ1ZsNmdieDlNdUxEUWdrbk5nZUFtY0NCR05OQ0V3LVd2NWhjNmJNOVhLOWo4UEJGcU5iM1d3WHNRdlhhVUtfTldQRGZIVmp5ekJHUjV1RWlhZUxqY2s3MHZTRVowT2ZhVk1XWS1iTmJFQ1RDZXFxWFNqWGtaZGM5MGxSRUNxVlhJalRrSkpQbktEN2FiaklyRmNYNGw4NGg3ZVljSUZfXzBfaDZ3NWJSb0E?oc=5,"google_rss_""애플"" when:2d",42.5,7.0,search_ads,,애플,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:광고의 대담함이 극에 달했을 때 honor가 애플 스토어 바로 앞에서 위력을 과시하다 phonegram,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:광고의 대담함이 극에 달했을 때 honor가 애플 스토어 바로 앞에서 위력을 과시하다 phonegram,comp_overseas_regulation_data,,,not_true_competitor_or_overseas,,
1792,경쟁사/해외이슈,경쟁사_해외이슈,LGU+,"넷플릭스·티빙·유튜브 한 번에…LGU+, OTT 제휴 프로모션 실시",넷플릭스 티빙 유튜브 한 번에 lgu+ ott 제휴 프로모션 실시,MSN,MSN,"Thu, 11 Jun 2026 16:40:44 GMT","넷플릭스·티빙·유튜브 한 번에…LGU+, OTT 제휴 프로모션 실시 MSN",https://news.google.com/rss/articles/CBMi2wRBVV95cUxPR2hpNEZjTHhFS0NsTGYxXzNLN3lYSkF4dDlPQWlUdV9aN3drU3hHOFNCYUp3TWxuaVNLcXJoVlVheVlRWnpHcDZKbnI3SllJc0VpcVpTeHVwQnZJUGpOcldHRjhwY080dVZCcExxaVh3d1BJNUYwLTRPWjZUaDRsQnc3YmNiLW1Dc2NnMUptc1BaRzdjVDliTlFyRU11aHE5SURoNHIxcHV6NEdFRk9fQy1yVVlXXzFCZXRGZlF0Z3BMdGc0QjNFc1BoWHBfajBZaEQ5V2R6eHllSE81b3VwaV8xNEZTUUpEVlhUeFVtMWthOU5FeDNYTUlXTVdQRllFSlYxM2V2RDAwUFJ1OG5uclRTM05HdGx3aHlYUEFFekVPSzNkZWxCaGt3NS1Zc3NOSXB5RDBoQzU0YTQtbmRYcVc4QmhUVWVVaHRPTzlXelJrTEc0QUFCWlRHQTdxeGt5XzcxTzZvWEpYQTFtVXpGVl9ZYzFXM3VwVlNEUWZWeGZvV1lyS1lZT01Ca2g4Q0w1OHIzOGVXZnlVZjBxeXZPN1dkLTNVdnd6d0xuYzdfU19RM3pESXhfaHRzajZSOU1rZ05Pa0lMRzExQXBQYnZSTHN5TUIxT292dHVIY2FvaU9UNFBudEpYMGU1MVBBd2pKMWJLYnNuYVZDckszR1lFdGdtZE1nQm5iTzhER2FfdU0tdEVkcnFIUDBjaGcwSm9nU0VSWXljT3BKSE1DV0J6WVZYZHRPMjNQMEZibHZGZDlFekhNamZwOFpudUFKNmR2bUxucUxHSDRxeTg?oc=5,google_rss_LGU+ when:2d,42.5,7.0,self_pr_promo,,LGU+,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,42.5,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:넷플릭스 티빙 유튜브 한 번에 lgu+ ott 제휴 프로모션 실시,카카오 대외협력 관점 간접 참고,4,2,2,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_GENERAL_LOW_RELEVANCE,mixed,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:넷플릭스 티빙 유튜브 한 번에 lgu+ ott 제휴 프로모션 실시,competitor_general_low_relevance,,,not_true_competitor_or_overseas,,
1769,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 오산 야맥축제 참여…오색시장과 디지털 전환·상생 협력 강화",kt 오산 야맥축제 참여 오색시장과 디지털 전환 상생 협력 강화,v.daum.net,v.daum.net,"Fri, 12 Jun 2026 01:10:02 GMT","KT, 오산 야맥축제 참여…오색시장과 디지털 전환·상생 협력 강화 v.daum.net",https://news.google.com/rss/articles/CBMiVEFVX3lxTFBza3daSjE0cEF1Sm0zLXVsd2IxY1k5bjFqajEwOTlFZEZFanBQamZaU25wRkx2VmZfeDg0dkxMMnpoTklHM3gtbHo0Q2k1NC0xYzZMVQ?oc=5,google_rss_KT when:2d,42.5,7.0,self_pr_promo,,KT,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,,,42.5,,,,,경쟁사_해외이슈,LOW_VALUE_PR,low_value_pr,low_value_pr:kt 오산 야맥축제 참여 오색시장과 디지털 전환 상생 협력 강화,단순 홍보·후원·캠페인성으로 대외협력 우선순위 낮음,4,1,1,Y,Y,자사 홍보/후원성 기사 / v26.2: overseas structural industry candidate,local,LOW_VALUE_PR,,COMP_DOMESTIC_STRATEGY,domestic,,단순 홍보·후원·캠페인성으로 대외협력 우선순위 낮음,low_value_pr:kt 오산 야맥축제 참여 오색시장과 디지털 전환 상생 협력 강화,low_value_pr,,,not_true_competitor_or_overseas,,
1913,경쟁사/해외이슈,경쟁사_해외이슈,쿠팡,배민 vs 쿠팡이츠...월드컵 치킨 어디서 주문할까,배민 vs 쿠팡이츠 월드컵 치킨 어디서 주문할까,매일경제,매일경제,"Fri, 12 Jun 2026 02:15:53 GMT",배민 vs 쿠팡이츠...월드컵 치킨 어디서 주문할까 매일경제,https://news.google.com/rss/articles/CBMiVkFVX3lxTFA5Z01JVTMwVFY0U3B4ZkQ2dVZ2ajhUbjlXdkRLeVZpaWtsN01vNjZTYmJNMjQ5X3VxTHJkcXhNRnpaUWJBWVJJNmFtLTRkbWg3NjR4TEhR?oc=5,google_rss_쿠팡 site:mk.co.kr when:2d,42.5,4.0,,,"배달의민족,쿠팡",,,,,,,general,14.0,published_yesterday,general,global_incident:platform_regulation:coupang:delivery_app_fee_policy,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.5,,,global_incident:platform_regulation:coupang:delivery_app_fee_policy:general,global_incident:platform_regulation:coupang:delivery_app_fee_policy,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_finance_commerce,global_incident:platform_regulation:coupang:delivery_app_fee_policy,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_FINANCE_COMMERCE,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:platform_regulation:coupang:delivery_app_fee_policy,comp_domestic_finance_commerce,,,not_true_competitor_or_overseas,,
1575,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"[6월 12일](국장 마감) AI 내러티브의 폭발, 반도체 전공정이 시장을 지배하다",6월 12일 국장 마감 ai 내러티브의 폭발 반도체 전공정이 시장을 지배하다,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Fri, 12 Jun 2026 07:59:00 GMT","[6월 12일](국장 마감) AI 내러티브의 폭발, 반도체 전공정이 시장을 지배하다 네이버 프리미엄콘텐츠",https://news.google.com/rss/articles/CBMikgFBVV95cUxPUjIxaWd2SndmTVRpaVVkVm1KaFY1SXh2andHUTQtanFxTkQzTWJKaDVMQzduRHVaQlpPRk5ncmZFS0d0SE9nOG1JZmVoUGZtVGIyTVB1WlZrRUtDLVQ4OFZEQVZrZmRQTTE0eXJtUDJBNERjSzRTa1NCbGNkaDl1RW54NENWSWpkM19LN0VxemlIZw?oc=5,google_rss_네이버 AI when:2d,42.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,brand_not_in_title,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:6월 12일 국장 마감 ai 내러티브의 폭발 반도체 전공정이 시장을 지배하다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:6월 12일 국장 마감 ai 내러티브의 폭발 반도체 전공정이 시장을 지배하다,comp_domestic_ai_platform,,,not_true_competitor_or_overseas,,
1670,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버·크래프톤 맞손…치지직, LCK 이어 '배틀그라운드' 품었다",네이버 크래프톤 맞손 치지직 lck 이어 배틀그라운드 품었다,파이낸셜뉴스,파이낸셜뉴스,"Thu, 11 Jun 2026 16:00:48 GMT","네이버·크래프톤 맞손…치지직, LCK 이어 '배틀그라운드' 품었다 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiXkFVX3lxTE1XdV83ejFNTTRySHhyVUhvMFZFUkN4NjFFZG9pN0pTYUp1Z2VBNEhnMG1KY2hZMS1BMnU2QVBGTm5IX3hrTjd4UGdRWDhIOGpsNlRZQXRZR3hSUWNGYXfSAV5BVV95cUxNV3VfN3oxTU00ckh4clVIbzBWRVJDeDYxRWRvaTdKU2FKdWdlQTRIZzBtSmNoWTEtQTJ1NkFQRk5uSF94a043eFBnUVg4SDhqbDZUWUF0WUd4UlFjRmF3?oc=5,google_rss_네이버 site:fnnews.com when:2d,42.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버 크래프톤 맞손 치지직 lck 이어 배틀그라운드 품었다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버 크래프톤 맞손 치지직 lck 이어 배틀그라운드 품었다,comp_domestic_strategy,,,not_true_competitor_or_overseas,,
1501,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 자사몰 사업자 특별 지원 프로그램 ‘이지커넥트’ 시작한다",네이버 자사몰 사업자 특별 지원 프로그램 이지커넥트 시작한다,워크투데이,워크투데이,"Fri, 12 Jun 2026 12:24:20 GMT","네이버, 자사몰 사업자 특별 지원 프로그램 ‘이지커넥트’ 시작한다 워크투데이",https://news.google.com/rss/articles/CBMibEFVX3lxTE96M1otU2kwUWpad2lZc2xjOENBOWNJZ21yQUxOeGxpdDFvWWkwQ0xwTk85Yl9zN3lUMFVvZ19pZXdvUTBEMV9zRUdqZ1JNYjlSc0RUajllRmRHdGtKZUlFTnhObl92LTZBUlY4bA?oc=5,google_rss_네이버 when:2d,42.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버 자사몰 사업자 특별 지원 프로그램 이지커넥트 시작한다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버 자사몰 사업자 특별 지원 프로그램 이지커넥트 시작한다,comp_domestic_strategy,,,not_true_competitor_or_overseas,,
1505,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"크래프톤-네이버, 배틀그라운드 e스포츠 콘텐츠 생태계 확장 위해 맞손",크래프톤 네이버 배틀그라운드 e스포츠 콘텐츠 생태계 확장 위해 맞손,파이낸셜신문,파이낸셜신문,"Fri, 12 Jun 2026 11:13:02 GMT","크래프톤-네이버, 배틀그라운드 e스포츠 콘텐츠 생태계 확장 위해 맞손 파이낸셜신문",https://news.google.com/rss/articles/CBMia0FVX3lxTE5EVlhJSVY1SUhvZVlWblVvanQwcndCeDBDTkRrWS1xMGx6aWVzX01sdzh1c3VPOWFSUmRjYTFoUUdtZUVUV1Ryam8wb0U0M3l3ZTdNMml6Q0lNRVEzNjNXaWRBc1hvNUZWU3Rn?oc=5,google_rss_네이버 when:2d,42.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:크래프톤 네이버 배틀그라운드 e스포츠 콘텐츠 생태계 확장 위해 맞손,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:크래프톤 네이버 배틀그라운드 e스포츠 콘텐츠 생태계 확장 위해 맞손,comp_domestic_strategy,,,not_true_competitor_or_overseas,,
1507,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버웹툰, 글로벌 불법 웹툰 사이트 3곳 폐쇄",네이버웹툰 글로벌 불법 웹툰 사이트 3곳 폐쇄,포춘코리아,포춘코리아,"Fri, 12 Jun 2026 10:33:59 GMT","네이버웹툰, 글로벌 불법 웹툰 사이트 3곳 폐쇄 포춘코리아",https://news.google.com/rss/articles/CBMickFVX3lxTE1vMkZrUTZjaUZZOHE3eTF0VG1UajFlUGd1ZDBnR3JSZnVWRnRvMk1rcGt5N25IeE1GWjRUWFRFRzdnZVdOanJlN3JhT1JuclZiSjlSVU02SVVjUlNOVDZoZ0RXMVZMZzZVd3B5dEN4RExMUdIBdkFVX3lxTE0xSlg0NVIyVDFmNGMwX3ZGU3cxc3FVV2hkNXpEc19NeS1jMkxmMlNSUEd5MG5fT2JyeUVQWmpGVUNWeHN3Y1FpemxjZTZidVBQb3BYdXBmTGNhZFpIMEc4NWZaTTNjMUhYU2RaSHB4bzBBUjYyV3c?oc=5,google_rss_네이버 when:2d,42.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버웹툰 글로벌 불법 웹툰 사이트 3곳 폐쇄,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버웹툰 글로벌 불법 웹툰 사이트 3곳 폐쇄,comp_domestic_strategy,,,not_true_competitor_or_overseas,,
2049,경쟁사/해외이슈,경쟁사_해외이슈,구글,아이폰과 안드로이드용 구글 번역 앱이 제미니 업데이트를 통해 새롭게 단장했습니다.,아이폰과 안드로이드용 구글 번역 앱이 제미니 업데이트를 통해 새롭게 단장했습니다,Vietnam.vn,Vietnam.vn,"Fri, 12 Jun 2026 10:13:16 GMT",아이폰과 안드로이드용 구글 번역 앱이 제미니 업데이트를 통해 새롭게 단장했습니다. Vietnam.vn,https://news.google.com/rss/articles/CBMihgFBVV95cUxOVWMxOUZJdFpNSFNPdXZ5U1Flb1lPRFlud2lhUUZFV1J4R3lHZVd4RnBwd2JrTWZwZ28tT0MwZFR6OFhHU0dIN2ZjRUIyc1BrT3BEdWNpRWc1cTdFenczbGVVZElPMmRFaWNTOEJxUGFSVEVTbkJaUVBnUi1CX2k5YWkyUVU2QQ?oc=5,google_rss_구글 when:2d,42.0,6.5,,,"구글,애플",,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,comp_overseas_platform_ai:아이폰과 안드로이드용 구글 번역 앱이 제미니 업데이트를 통해 새롭게 단장했습니다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_platform_ai:아이폰과 안드로이드용 구글 번역 앱이 제미니 업데이트를 통해 새롭게 단장했습니다,comp_overseas_platform_ai,,,not_true_competitor_or_overseas,,
1535,경쟁사/해외이슈,경쟁사_해외이슈,네이버,워크시트 : 솜사탕 도안소 : 네이버 프리미엄 콘텐츠,워크시트 솜사탕 도안소 네이버 프리미엄 콘텐츠,네이버 프리미엄콘텐츠,네이버 프리미엄콘텐츠,"Fri, 12 Jun 2026 09:59:45 GMT",워크시트 : 솜사탕 도안소 : 네이버 프리미엄 콘텐츠 네이버 프리미엄콘텐츠,https://news.google.com/rss/articles/CBMilgFBVV95cUxNaFh5ZVVuWVhfWEQxRmJucjI5bjBQTThMTkJsQVFiVGFPZFRRWjBLTklGampubFRGQTdYMXFZU0NUZ0dsanB2czZ0Wm5ucXh4aHNxRmdmS2d6eERYSXpuNExRQ1F6ZVJkRVluNEY2ZVkzdHZ4QUhlODkzZ0pEVjNoVHJNeS1ZajN4aXhSdkRFc0p6Zkd1Rmc?oc=5,google_rss_네이버 when:2d,42.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:워크시트 솜사탕 도안소 네이버 프리미엄 콘텐츠,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:워크시트 솜사탕 도안소 네이버 프리미엄 콘텐츠,comp_domestic_strategy,,,not_true_competitor_or_overseas,,
1512,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버, 크래프톤과 e스포츠 콘텐츠 생태계 확장 협약 체결",네이버 크래프톤과 e스포츠 콘텐츠 생태계 확장 협약 체결,한양경제,한양경제,"Fri, 12 Jun 2026 09:22:32 GMT","네이버, 크래프톤과 e스포츠 콘텐츠 생태계 확장 협약 체결 한양경제",https://news.google.com/rss/articles/CBMicEFVX3lxTE9SOEJ1RWR3S1NKZ2w1dHRubVNrTmV0dXhtZFI2UElpYmZGckYyOF91eUxnTG5uMHZPVmh6VjhOYlNHYmFSdzE1X29HZmlEWFg5S1EzZWc2ZXNKNkxTRjVzSG1yWERYU0pKQVlCclZvTU4?oc=5,google_rss_네이버 when:2d,42.0,6.5,,,네이버,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_strategy,comp_domestic_strategy:네이버 크래프톤과 e스포츠 콘텐츠 생태계 확장 협약 체결,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_DOMESTIC_STRATEGY,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_strategy:네이버 크래프톤과 e스포츠 콘텐츠 생태계 확장 협약 체결,comp_domestic_strategy,,,not_true_competitor_or_overseas,,
2050,경쟁사/해외이슈,경쟁사_해외이슈,구글,구글 번역에는 언어 학습 도구를 위협하는 기능이 있습니다.,구글 번역에는 언어 학습 도구를 위협하는 기능이 있습니다,Vietnam.vn,Vietnam.vn,"Fri, 12 Jun 2026 09:17:58 GMT",구글 번역에는 언어 학습 도구를 위협하는 기능이 있습니다. Vietnam.vn,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOS1RGU1FzNTAxSzNJYWVHbWxqRWdpMElOOGlKOWpueFV1U3hZQWVuZ1FXbjhWLUltYW1qMkRrWHJUSFlXMEkxcG5nNktUR3VLZUctTnZ4RkwwZFVGZnVWWTNuY0Q4ZmpOTjRjRGRqcFZ2c1hWdUdWeTZvMlVULUdHT0xhbzdXMkc5Zkc4?oc=5,google_rss_구글 when:2d,42.0,6.5,,,구글,,,,,,,general,14.0,published_yesterday,general,,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,,,42.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:구글 번역에는 언어 학습 도구를 위협하는 기능이 있습니다,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:구글 번역에는 언어 학습 도구를 위협하는 기능이 있습니다,comp_overseas_regulation_data,,,not_true_competitor_or_overseas,,
