id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v27_event_key,v26_2_profile_reason,v26가드레일사유,v36_competitor_block_reason
1583,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버클라우드, 국방 AI 전력화 전략 공개",네이버클라우드 국방 ai 전력화 전략 공개,공유경제신문,공유경제신문,"Fri, 12 Jun 2026 03:00:50 GMT","네이버클라우드, 국방 AI 전력화 전략 공개 공유경제신문",https://news.google.com/rss/articles/CBMiakFVX3lxTE1vYkVrYlNrc3hlcVYydU9ZMW5zLUVwdG54bUVySm9sVVJ0WEk0SS11dzNkemw3cWhqUjIwRm9UNGFMeUlNWUNNUi1fczVRRjF6Y0x6Tzg1WDlzeUpVRW94a09aWXJsTTFhQVE?oc=5,google_rss_네이버 AI when:2d,205.0,20.5,"ai_infrastructure_security,policy_legislation",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security+policy_legislation,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,naver,205.0,"policy_legislation,ai_infrastructure_security",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,네이버,네이버클라우드 국방 AI 전략,"네이버클라우드의 국방 AI 전력화 전략은 공공 및 특수 분야에서의 AI 사업 기회 확대를 시사하며, 카카오의 AI B2B 전략 및 시장 확장에 대한 고려를 촉구한다.",2,2,2,,,경쟁사의 국방 AI 전략은 카카오의 AI B2B 사업 확장 및 공공 분야 진출 가능성에 대한 전략적 참고가 된다.,gemini,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,"네이버클라우드의 공공 분야 AI 진출은 카카오의 B2B AI 전략 수립 시 잠재적 경쟁 환경을 고려하고, 공공 영역에서의 AI 기회 발굴에 대한 시사점을 제공한다.",네이버클라우드 국방 AI 전략,네이버,,,,
2018,경쟁사/해외이슈,경쟁사_해외이슈,구글,앤트로픽도 자체 데이터센터 구축...구글이 '신용 보증',앤트로픽도 자체 데이터센터 구축 구글이 신용 보증,AI타임스,AI타임스,"Fri, 12 Jun 2026 05:23:34 GMT",앤트로픽도 자체 데이터센터 구축...구글이 '신용 보증' AI타임스,https://news.google.com/rss/articles/CBMiakFVX3lxTE1Jb3ZpZ0ZaUldoZTQ4QnlPdGpLNUZDc29pVk1iQkI0R1pjaWZCR2Zpajc2TGlONndUb29FY0ItbjZrX01LMzhaMUlQazc0UWQ0LXBzQlI1akN5Uzc0WElTZFJnbzg4cURKVEE?oc=5,google_rss_구글 when:2d,205.0,16.5,ai_infrastructure_security,ai_infrastructure_security,"구글,앤트로픽",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,global,205.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,앤트로픽,앤트로픽 데이터센터 구축 및 구글 지원,"앤트로픽의 데이터센터 구축 및 구글의 지원은 AI 경쟁에서 인프라 역량 확보의 중요성을 보여주며, 카카오의 AI 인프라 투자 및 파트너십 전략에 대한 시사점을 제공한다.",2,2,2,,,해외 AI 기업의 인프라 구축 전략과 대형 IT 기업과의 협력 모델은 카카오의 AI 인프라 전략에 참고가 된다.,gemini,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,해외 주요 AI 기업의 데이터센터 구축 및 협력 사례는 카카오 AI 인프라 확충 및 비용 효율화 전략에 대한 참고 자료가 된다.,앤트로픽 데이터센터 구축 및 구글 지원,앤트로픽,,,,
2069,경쟁사/해외이슈,경쟁사_해외이슈,구글,상장 앞둔 보스턴다이내믹스…엔비디아·구글 ‘우군’으로 부상,상장 앞둔 보스턴다이내믹스 엔비디아 구글 우군으로 부상,뉴스토마토,뉴스토마토,"Fri, 12 Jun 2026 04:59:40 GMT",상장 앞둔 보스턴다이내믹스…엔비디아·구글 ‘우군’으로 부상 뉴스토마토,https://news.google.com/rss/articles/CBMiYEFVX3lxTFBMNTRlUmwzRUptOW1NNC0wTW9ncEtDZ1B5NG1WeHZwTmR3YTU0ODJzWlRBRkJSaU45VzFKZ0E2ZkRBcjR3Tl80UFJjUHljSEltQV8xYVZHaEFocXA4dVp0Uw?oc=5,google_rss_구글 when:2d,205.0,16.5,strategy_mna_governance,strategy_mna_governance,구글,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:mna_capital:google:mna_capital,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,205.0,strategy_mna_governance,competitor:strategy_mna,global_incident:mna_capital:google:mna_capital:general,global_incident:mna_capital:google:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,보스턴다이내믹스,보스턴다이내믹스 상장 및 주요 투자사 부상,"로봇 분야 유망 기업인 보스턴다이내믹스의 상장 소식은 AI 및 로봇 산업의 투자 활성화 신호로, 카카오의 신기술 투자 및 미래 사업 탐색에 간접적인 정보를 제공한다.",3,3,3,,,AI 및 로봇 분야의 주요 기업 상장은 관련 산업의 투자 동향과 성장 가능성을 파악하는 데 참고가 된다.,gemini,,,COMP_OVERSEAS_MARKET_SIGNAL,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,보스턴다이내믹스 상장 및 주요 투자사 부상,보스턴다이내믹스,,,,
2166,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, '오나' 인수해 코덱스 키운다…개발자 AI 플랫폼 승부수",오픈ai 오나 인수해 코덱스 키운다 개발자 ai 플랫폼 승부수,v.daum.net,v.daum.net,"Fri, 12 Jun 2026 07:41:47 GMT","오픈AI, '오나' 인수해 코덱스 키운다…개발자 AI 플랫폼 승부수 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE91U0dDS2dwQU9vN3ZBb1UwZzNjMmlMZ0gxN21VVEM2YzhWOGgzb3BZNUQtQmI5TWw2WElBLWxodkpfemZ5SE9yWVNweGd6ZVU?oc=5,google_rss_오픈AI when:2d,204.5,45.5,"ai_infrastructure_security,market_power_platform,strategy_mna_governance",ai_infrastructure_security,오픈AI,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:platform_regulation:openai:platform_regulation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,global,204.5,"market_power_platform,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:platform_regulation:openai:platform_regulation:general,global_incident:platform_regulation:openai:platform_regulation,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,오픈AI,오픈AI 개발자 AI 플랫폼 강화 (Ona 인수),오픈AI의 개발자 AI 플랫폼 강화는 카카오의 AI 서비스 생태계 확장 및 개발자 유치 전략에 시사점을 제공한다.,2,2,2,,,오픈AI의 개발자 플랫폼 강화 전략은 카카오의 AI 생태계 구축 방향에 영향을 미친다. (2266번과 동일 이슈),gemini,OFF_TOPIC,,COMP_OVERSEAS_PLATFORM_AI,overseas,,오픈AI의 인수합병을 통한 개발자 플랫폼 강화는 카카오의 AI 플랫폼 전략 및 개발자 유치 방안에 대한 재고를 필요하게 한다.,오픈AI 개발자 AI 플랫폼 강화 (Ona 인수),오픈AI,,,,
2268,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 앤트로픽에 맞서 가격 인하 검토",오픈ai 앤트로픽에 맞서 가격 인하 검토,한국경제,한국경제,"Fri, 12 Jun 2026 00:14:02 GMT","오픈AI, 앤트로픽에 맞서 가격 인하 검토 한국경제",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9DQnhTMGE2NjZLdTFLQmtUR2hzR2Z5N2JSeUkwaUJXTjdOYllWM21LcWFUWTlBbEp6V1hwMVgwMUZFRTVsVXJvRW9vdWl3VVpZNlNTN0dyUjR3d9IBVEFVX3lxTE8ycGl1LUxfdTZnYzV2cGExeWtvbmdaSkFQekEyLTZLdmdtLVl3Sno5Y0hGTTZlSVpXdko2bVBDenY2WkdYSk5FMTd0YTFYMG5TeGQxYQ?oc=5,google_rss_오픈AI site:hankyung.com when:2d,204.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,consultation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,204.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:announcement,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,오픈AI,오픈AI-앤트로픽 AI 서비스 가격 경쟁,"오픈AI의 AI 서비스 가격 인하 경쟁은 글로벌 AI 시장의 가격 책정 동향에 영향을 미쳐, 카카오 AI 서비스의 가격 전략 수립에 참고가 될 수 있다.",2,2,2,,,해외 AI 선도 기업들의 가격 경쟁은 카카오 AI 서비스의 가격 전략 및 수익성 모델에 시사점을 제공한다. (2156번과 동일 이슈),gemini,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,오픈AI와 앤트로픽의 가격 경쟁은 카카오의 AI 서비스 경쟁력 확보를 위한 비용 효율화 및 수익 모델 다각화 전략에 대한 고민을 심화시킨다.,오픈AI-앤트로픽 AI 서비스 가격 경쟁,오픈AI,,,,
2121,경쟁사/해외이슈,경쟁사_해외이슈,구글,"월가 상장 앞둔 앤트로픽, 데이터 센터 임대 보증 위해 구글 지원 요청",월가 상장 앞둔 앤트로픽 데이터 센터 임대 보증 위해 구글 지원 요청,Yellow.com,Yellow.com,"Fri, 12 Jun 2026 04:03:42 GMT","월가 상장 앞둔 앤트로픽, 데이터 센터 임대 보증 위해 구글 지원 요청 Yellow.com",https://news.google.com/rss/articles/CBMikwNBVV95cUxQNjg1WXNUUlJGX0k5UWdFRXpiMXZYam81STFxMnJtZnlSLXdnS1JYdjhENHVIRnFKdmh3clMxRjVrLWdfR1JxdlpBal92UUlIY3dvX0pMdWhjemVJNXI3bUNmdk1MRmw4VzBFSHlEel82cnVMX1ZCYWVFdlVKSnJRVElITkNXNmxyQ1Vha2ZHTkZsUWx2N1VpdEtzZFRkRVpsVGFLSzJhbnM1Ti1IMGJGTHFjTV95d0xSWTQyWURxUDdsN0xWY1lPVUotd2NybzZ4S09WRm5FTW5tWGJXc1dXLWNHekI3a2ZHb1dHdUIxN3NiRjJ1TmgzbUVndVphWGMzWGl4UDFDODA3eE51dFpZQnJhdnNabEtoR1lud21JM1Ewek10YloyajJaazYxLUFvbEs4STJJWEpjSTRWWFlOZmVmT21TcW1uUXFDRjZfRDMtcHdjOVNPWXZQQlYxcWdiTDhqbHVwSXVhZ254aHE4dmhFb2lyV2RNbk5DM0NLRHJ1TXVHcTd2ZjNlLWljWVhLaXVv?oc=5,google_rss_구글 규제 when:2d,203.0,16.5,strategy_mna_governance,strategy_mna_governance,"구글,앤트로픽",,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:google:anthropic_glasswing_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,203.0,strategy_mna_governance,competitor:strategy_mna,global_incident:ai_security_policy:google:anthropic_glasswing_security:general,global_incident:ai_security_policy:google:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,앤트로픽,앤트로픽 데이터센터 구축 및 구글 지원,"앤트로픽의 데이터센터 구축 및 구글의 지원은 AI 경쟁에서 인프라 역량 확보의 중요성을 보여주며, 카카오의 AI 인프라 투자 및 파트너십 전략에 대한 시사점을 제공한다.",2,2,2,,,해외 AI 기업의 인프라 구축 전략과 대형 IT 기업과의 협력 모델은 카카오의 AI 인프라 전략에 참고가 된다. (2018번과 동일 이슈),gemini,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,해외 주요 AI 기업의 데이터센터 구축 및 협력 사례는 카카오 AI 인프라 확충 및 비용 효율화 전략에 대한 참고 자료가 된다.,앤트로픽 데이터센터 구축 및 구글 지원,앤트로픽,,,,
2373,경쟁사/해외이슈,경쟁사_해외이슈,메타,"메타, 텐트에 데이터센터 세울 계획중?",메타 텐트에 데이터센터 세울 계획중,스타트업레시피,스타트업레시피,"Fri, 12 Jun 2026 02:00:58 GMT","메타, 텐트에 데이터센터 세울 계획중? 스타트업레시피",https://news.google.com/rss/articles/CBMiXkFVX3lxTE9vVGlnbWRUZGprLUpiajRXT1BMeDAyU000eGdkR0diUU1KNFMtQmZwOVoyNjhtbzVjaUo5ZkpGS3lMVmduNzNOLW4yUFEwRy1KRDNfVkJ3Z1lPdkI2Tnc?oc=5,google_rss_메타 AI when:2d,202.5,14.0,ai_infrastructure_security,ai_infrastructure_security,메타,,,,,,,general,14.0,published_yesterday,general,event:메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,202.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,메타,메타 데이터센터 전략 및 인력 양성,"메타의 데이터센터 건설 및 관련 인력 양성 노력은 AI 시대에 필수적인 인프라 및 인재 확보 전략을 보여주며, 카카오의 인프라 투자 및 인력 개발 계획 수립에 시사점을 제공한다.",2,2,2,,,메타의 데이터센터 건설 및 인력 양성 전략은 카카오의 AI 인프라 및 인재 확보 전략에 중요한 참고가 된다.,gemini,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,메타의 인프라 확장 및 인재 양성 프로그램은 카카오의 AI 시대 인프라 및 인력 확보 전략 수립에 참고할 만한 해외 빅테크의 사례를 제공한다.,메타 데이터센터 전략 및 인력 양성,메타,,,,
2440,경쟁사/해외이슈,경쟁사_해외이슈,애플,"아마존, 글로벌스타 애플 지분 인수로 위성 통신·주가 매력 부각",아마존 글로벌스타 애플 지분 인수로 위성 통신 주가 매력 부각,simplywall.st,simplywall.st,"Fri, 12 Jun 2026 21:03:31 GMT","아마존, 글로벌스타 애플 지분 인수로 위성 통신·주가 매력 부각 simplywall.st",https://news.google.com/rss/articles/CBMijgFBVV95cUxOaVZhUUh5QkpDRm5vRE5pVldnTUltSk5rbkVrUWN0TXNacHJKemVxQjR2RzNVZ3c1VGdNcGRjampGRkxsT2VCMHRPTnZCa3IwM0EyRnpxMFZvb3VuOFNUX2k3N1pNOE9wc1JhOHdGeHBEdS1HUVJObENOSHVLd3hlbjM3SVBfdjVKVFBvOUtB0gGTAUFVX3lxTFBhYmhIRExEOUh6Wm1pUlpnejBXUHR1MEM4YVBCbVpVd3FjWWY0WVhoX1JXdUlBWk1CSWV0TnBGYzBmbWlYSW5qZ3FHNFl5eFpUZGJoYlB2ZHQxWmZ5WEpCTGZuZFRFVlRURm1QblNVTVNkcXcxUVptaGVuTG9FUktFUzkyeUxscGxqVERZdWs4alB6NA?oc=5,"google_rss_""애플"" when:2d",202.0,39.0,"financial_performance,strategy_mna_governance",financial_performance,애플,,,,,,,general,24.0,published_today,direct_risk,global_incident:mna_capital:apple:mna_capital,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,Y,global,202.0,"strategy_mna_governance,financial_performance",competitor:strategy_mna,global_incident:mna_capital:apple:mna_capital:general,global_incident:mna_capital:apple:mna_capital,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,아마존,아마존 위성 통신 분야 투자 (애플 연관),"아마존의 위성 통신 분야 투자는 미래 통신 인프라 및 기술 동향 변화를 시사하며, 카카오의 신기술 탐색 및 장기적 인프라 전략 수립에 간접적인 참고 자료가 될 수 있다.",3,3,3,,,해외 빅테크 기업의 신기술 분야 투자는 카카오의 미래 사업 방향성 및 투자 전략에 간접적인 시사점을 제공한다.,gemini,,,COMP_OVERSEAS_MARKET_SIGNAL,mixed,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,아마존 위성 통신 분야 투자 (애플 연관),아마존,,,,
2012,경쟁사/해외이슈,경쟁사_해외이슈,구글,테슬라·엔비디아에 구글까지…TSMC 병목에 삼성 ‘대박’ 터지나,테슬라 엔비디아에 구글까지 tsmc 병목에 삼성 대박 터지나,중앙일보,중앙일보,"Fri, 12 Jun 2026 07:26:19 GMT",테슬라·엔비디아에 구글까지…TSMC 병목에 삼성 ‘대박’ 터지나 중앙일보,https://news.google.com/rss/articles/CBMiVkFVX3lxTFA5bzNNRFY5dHJLMmNmQTdtNklOTkFUazNRS255RktRS3RDS29kUDFiZllmNDRNNnlyYVk5VE1BcFEtUk9pTEx5TFZGOG91WS13dTZIWk9n?oc=5,google_rss_구글 when:2d,202.0,13.5,kim_beomsoo_trial,kim_beomsoo_trial,구글,,,,,,,general,14.0,published_yesterday,general,event:구글:kim_beomsoo_trial,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,202.0,,,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,competitor_general_low_relevance,competitor_general_low_relevance:테슬라 엔비디아에 구글까지 tsmc 병목에 삼성 대박 터지나,카카오 대외협력 관점 간접 참고,4,2,2,,Y,"카카오의 직접적인 영향 경로가 약하며, 반도체 공급망 이슈는 간접적이라 우선순위가 낮다.",gemini,,,COMP_GENERAL_LOW_RELEVANCE,other,,카카오 대외협력 관점 간접 참고,competitor_general_low_relevance:테슬라 엔비디아에 구글까지 tsmc 병목에 삼성 대박 터지나,competitor_general_low_relevance,,,,
2154,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,"오픈AI, 토큰 가격 대폭 인하 검토...앤트로픽과 가격 전쟁 예고",오픈ai 토큰 가격 대폭 인하 검토 앤트로픽과 가격 전쟁 예고,AI타임스,AI타임스,"Fri, 12 Jun 2026 03:51:30 GMT","오픈AI, 토큰 가격 대폭 인하 검토...앤트로픽과 가격 전쟁 예고 AI타임스",https://news.google.com/rss/articles/CBMiakFVX3lxTE04M3F2YkRKS0tpZF83X0twMmpuUV81c1VyakI2ZFUxTlpkS1hxNEtob250ZzhYNE1JTnV4SmhyLW5oRzl6NWluVDI4YU44S1hYcVVPclpWbTNFTmNkdDFMcEg5akhyeXlTY0E?oc=5,google_rss_오픈AI when:2d,202.0,13.5,ai_infrastructure_security,ai_infrastructure_security,"앤트로픽,오픈AI",,,,,,,general,14.0,published_yesterday,business_change,global_incident:ai_security_policy:openai:anthropic_glasswing_security,consultation,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,global,202.0,ai_infrastructure_security,competitor:ai_strategy,global_incident:ai_security_policy:openai:anthropic_glasswing_security:announcement,global_incident:ai_security_policy:openai:anthropic_glasswing_security,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,오픈AI,오픈AI-앤트로픽 AI 서비스 가격 경쟁,"오픈AI의 AI 서비스 가격 인하 경쟁은 글로벌 AI 시장의 가격 책정 동향에 영향을 미쳐, 카카오 AI 서비스의 가격 전략 수립에 참고가 될 수 있다.",2,2,2,,,해외 AI 선도 기업들의 가격 경쟁은 카카오 AI 서비스의 가격 전략 및 수익성 모델에 시사점을 제공한다. (2156번과 동일 이슈),gemini,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,오픈AI와 앤트로픽의 가격 경쟁은 카카오의 AI 서비스 경쟁력 확보를 위한 비용 효율화 및 수익 모델 다각화 전략에 대한 고민을 심화시킨다.,오픈AI-앤트로픽 AI 서비스 가격 경쟁,오픈AI,,,,
720,정부/국회,정부_국회,금융위원회,"[A 주간 서머리] 경제·산업계 ""빚투 열풍에 가계대출 9조 증가...개보위, 쿠팡에 6200억원 과징금""",a 주간 서머리 경제 산업계 빚투 열풍에 가계대출 9조 증가 개보위 쿠팡에 6200억원 과징금,아시아에이,아시아에이,"Fri, 12 Jun 2026 08:00:00 GMT","[A 주간 서머리] 경제·산업계 ""빚투 열풍에 가계대출 9조 증가...개보위, 쿠팡에 6200억원 과징금"" 아시아에이",https://news.google.com/rss/articles/CBMibkFVX3lxTE9KaEh4eXNGUllnZ2dnQ000S05FbnQ5dU9JeUpSVFFXaXRYN0ZLYkFjbVAtazY0VkxXeU9MU091WkhyY3llSVdjaDRHUjBSbXlNS2pZcGJjY0RVVHBHczk5aDFNR2V5ZnpSc2pyRmdB0gFuQVVfeXFMT0poSHh5c0ZSWWdnZ2dDTTRLTkVudDl1T0l5SlJUUVdpdFg3RktiQWNtUC1rNjRWTFd5T0xTT3VaSHJjeWVJV2NoNEdSMFJteU1LallwYmNjRFVUcEdzOTloMU1HZXlmelJzanJGZ0E?oc=5,google_rss_금융위원회 AI when:2d,201.6,130.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,쿠팡,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,analysis_with_direct_risk,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,coupang,201.6,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,정부_국회,COMPETITOR_PLATFORM_RISK,쿠팡,쿠팡 개인정보 유출 과징금 및 개인정보보호법 강화,"쿠팡에 대한 역대 최대 개인정보 유출 과징금 부과는 플랫폼 사업자의 개인정보 보호 의무와 법적 책임이 강화되고 있음을 명확히 보여주며, 카카오의 개인정보보호 시스템 및 준법 리스크 관리를 철저히 점검할 필요성을 강조한다.",1,1,1,,,경쟁사에 대한 역대 최대 과징금은 플랫폼 사업자의 개인정보보호 의무 강화 및 규제 리스크에 대한 중대한 선례가 된다.,gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"개인정보보호위원회의 쿠팡 과징금 부과는 국내 플랫폼 기업에 대한 개인정보보호 관련 규제 집행 강화를 예고하며, 향후 개인정보보호법 개정 시 매출액 기반 징벌적 과징금 도입 등 추가적인 규제 강화 가능성에 선제적으로 대응해야 한다.","쿠팡의 대규모 과징금은 경쟁사로서 개인정보보호 시스템 및 준법 리스크 관리의 중요성을 상기시키며, 카카오의 관련 정책 및 프로세스가 선제적으로 강화되어야 할 필요성을 보여준다.",쿠팡 개인정보 유출 과징금 및 개인정보보호법 강화,쿠팡,,,,
556,정부/국회,정부_국회,공정거래위원회,"개보위 쿠팡 과징금, 국제 흐름 엇박자에 형평성도 의문[사설]",개보위 쿠팡 과징금 국제 흐름 엇박자에 형평성도 의문 사설,문화일보,문화일보,"Fri, 12 Jun 2026 02:37:21 GMT","개보위 쿠팡 과징금, 국제 흐름 엇박자에 형평성도 의문[사설] 문화일보",https://news.google.com/rss/articles/CBMiUEFVX3lxTFAzM3l2dnVObGRlM0NSSk5YVkdkNjRXeHRaODZhcGUxNmpFc2NDUE9NSHZxYnBsSXdyaXVOQ3lVZU5rd1VRMUhpTzRaV1ZMVE9u?oc=5,google_rss_공정거래위원회 과징금 when:2d,201.6,130.0,"antitrust_platform,legal_regulatory_enforcement",antitrust_general,쿠팡,,Y,,,,government:platform_obligation,platform_operator_obligation,14.0,published_yesterday,official_action,global_incident:platform_regulation:coupang:platform_operator_obligation,penalty_or_sanction,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,Y,coupang,201.6,"legal_regulatory_enforcement,policy_legislation",government:platform_obligation,global_incident:platform_regulation:coupang:platform_operator_obligation:sanction_penalty,global_incident:platform_regulation:coupang:platform_operator_obligation,정부_국회,COMPETITOR_PLATFORM_RISK,쿠팡,쿠팡 개인정보 유출 과징금 및 개인정보보호법 강화,"쿠팡에 대한 역대 최대 개인정보 유출 과징금 부과는 플랫폼 사업자의 개인정보 보호 의무와 법적 책임이 강화되고 있음을 명확히 보여주며, 카카오의 개인정보보호 시스템 및 준법 리스크 관리를 철저히 점검할 필요성을 강조한다.",1,1,1,,,경쟁사에 대한 역대 최대 과징금은 플랫폼 사업자의 개인정보보호 의무 강화 및 규제 리스크에 대한 중대한 선례가 된다. (720번과 동일 이슈),gemini,,GOV_REGULATORY_ENFORCEMENT,COMP_DOMESTIC_DIRECT_RISK,domestic,"개인정보보호위원회의 쿠팡 과징금 부과는 국내 플랫폼 기업에 대한 개인정보보호 관련 규제 집행 강화를 예고하며, 향후 개인정보보호법 개정 시 매출액 기반 징벌적 과징금 도입 등 추가적인 규제 강화 가능성에 선제적으로 대응해야 한다.","쿠팡의 대규모 과징금은 경쟁사로서 개인정보보호 시스템 및 준법 리스크 관리의 중요성을 상기시키며, 카카오의 관련 정책 및 프로세스가 선제적으로 강화되어야 할 필요성을 보여준다.",쿠팡 개인정보 유출 과징금 및 개인정보보호법 강화,쿠팡,,,,
