id,원카테고리,JSON카테고리,검색어,기사제목,기사제목_정규화,언론사,정규언론사,게시일,본문요약,링크,수집채널,랭킹점수,중요도점수,사건태그,사건단계,주요주체,랭킹감점사유,정책규제의무,강제검토,강제검토사유,자사홍보성,이슈패밀리,코드힌트,오늘성점수,오늘성사유,기사유형,v26이벤트키,v26진행단계,v27_industry_ok,v27_industry_reason,v27_industry_score,v32_competitor_basis,v32_competitor_portfolio,v32_actor_group,랭킹원점수,편집신호,스토리버킷,전역사건키,전역사건기본키,Gemini카테고리,Gemini내부카테고리,Gemini이슈패밀리,Gemini이슈그룹,Gemini관련성,Gemini중요도,Gemini대외협력중요도,Gemini관련도,GeminiPR성,Gemini제외,Gemini판단사유,Gemini라벨소스,Gemini자사티어,Gemini정부티어,Gemini경쟁사티어,Gemini경쟁사범위,Gemini정책영향경로,Gemini경쟁시사점,Gemini중복그룹,Gemini이슈유형,v26_2_profile_reason,v27_event_key,v26가드레일사유
2009,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI·5G로 미래 UAM 교통관리 기술 공개",kt ai 5g로 미래 uam 교통관리 기술 공개,전파신문,전파신문,"Wed, 15 Jul 2026 01:07:00 GMT","KT, AI·5G로 미래 UAM 교통관리 기술 공개 전파신문",https://news.google.com/rss/articles/CBMiakFVX3lxTE9TalRWOUdoMjBrT3lERHJTWl90UnNWUHNrWGJjeGNUZllIZjJRUVNPYWUxeFdyb3NQaS1VZWwwZk5TOFBDbFBhS2lna1dacG5oNkZjR2FxcHhKa1pYRExqY2JSWjFlcVVmUlE?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2060,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, '2026 대한민국 드론·UAM 박람회' 참가? ""AI 기반 미래 UAM 기술 공개""",kt 2026 대한민국 드론 uam 박람회 참가 ai 기반 미래 uam 기술 공개,네이트,네이트,"Wed, 15 Jul 2026 01:02:00 GMT","KT, '2026 대한민국 드론·UAM 박람회' 참가? ""AI 기반 미래 UAM 기술 공개"" 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE5vNUU4NGVXZDd3MDBaMHpvZG5ZaUEtYmw0SEhDVG9CVGtUOEZhc0dMU1Q1ejRzUVBoQ3g2MWh6TE1YZTJzUi1BdmVWTWYtOWxuVjNB?oc=5,"google_rss_""KT"" when:2d",199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2039,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 교통관리 앞세워 UAM 상용화 기술 공개",kt ai 교통관리 앞세워 uam 상용화 기술 공개,네이트,네이트,"Wed, 15 Jul 2026 01:01:00 GMT","KT, AI 교통관리 앞세워 UAM 상용화 기술 공개 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFB1d2tUWnBMQVdkd3NYdjVmWVltb1g4Skh6ZTg3Q1kyYUFoQkF4aEJ4VnFVOGluR0FZbGIzd0Zka3hvMUI0RjZ1LXZmbEhONW9tZlZ3?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2041,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 도심항공교통 관제에 AI 접목…5G 항공망 기술 공개",kt 도심항공교통 관제에 ai 접목 5g 항공망 기술 공개,네이트,네이트,"Wed, 15 Jul 2026 01:01:00 GMT","KT, 도심항공교통 관제에 AI 접목…5G 항공망 기술 공개 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTFAxLUlRNWd6TzBYdDRUTTNTSVRhTGlYYUZETHJmbDFIdTBxQ2hBRmVVOV9BV2xCblZGb2lNMG5VUlVWU1BoM2FSeEN1aDRsMHRHVjdV?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
2049,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI·5G로 미래 UAM 교통관리 기술 공개",kt ai 5g로 미래 uam 교통관리 기술 공개,네이트,네이트,"Wed, 15 Jul 2026 01:01:00 GMT","KT, AI·5G로 미래 UAM 교통관리 기술 공개 네이트",https://news.google.com/rss/articles/CBMiU0FVX3lxTE91OXVGWlhRNWEwcGZZN2xxejlzbXBxSHJCOHJxSnB3cFhIOHdYNTFhckRVZGdBd2ljZ08wMVI4d2Jjd1FzM2lhNXZ5RFFQMVo5Z1pV?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1990,경쟁사/해외이슈,경쟁사_해외이슈,KT,KT ‘2026 드론·UAM 박람회’서 AI·5G 기반 차세대 항공 교통관리 기술 공개,kt 2026 드론 uam 박람회서 ai 5g 기반 차세대 항공 교통관리 기술 공개,IT조선,IT조선,"Wed, 15 Jul 2026 01:00:00 GMT",KT ‘2026 드론·UAM 박람회’서 AI·5G 기반 차세대 항공 교통관리 기술 공개 IT조선,https://news.google.com/rss/articles/CBMicEFVX3lxTE03dmNreDhXQnZjbThfYVVrRzNNQmFaNlF2QTA5Z0szR0hybjJOajRrWmJTOTV5c20wMExTODRMZmdCa2J4VG9WeHFJMGlMXzdYdkVzdlg5eDVRc1VNSDNxMm1QR0ZSRFZ5TFRCRmFVUFXSAXRBVV95cUxONWJxTHVRMzBjY0d2cG83alUxanhEaGNqakd6aFpRcE14Rmp5SVpTbVM5RkJsNl9iTmRCSmRDLWFfU2UxUVRDTWJkQnpiN0U5cjZ2bUFIbnZ2U2ZwWUhoVUlTNHdKaXNmWkpxdTBvN29QLXoyaQ?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1999,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, AI 교통관리 앞세워 UAM 상용화 기술 공개",kt ai 교통관리 앞세워 uam 상용화 기술 공개,이투데이,이투데이,"Wed, 15 Jul 2026 01:00:00 GMT","KT, AI 교통관리 앞세워 UAM 상용화 기술 공개 이투데이",https://news.google.com/rss/articles/CBMiVEFVX3lxTE9YdGM2cjN4cTZYZ2x2UlNtM0xIRzFIVXlsbV9ORkpUaXFwUFM3bUlhMDllbWYzS3ZXeTJjb2pXSHRISHFQWjh5WE5BZG9maHRBdUZFVg?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
2024,경쟁사/해외이슈,경쟁사_해외이슈,KT,"KT, 도심항공교통 관제에 AI 접목…5G 항공망 기술 공개",kt 도심항공교통 관제에 ai 접목 5g 항공망 기술 공개,디지털투데이,디지털투데이,"Wed, 15 Jul 2026 01:00:00 GMT","KT, 도심항공교통 관제에 AI 접목…5G 항공망 기술 공개 디지털투데이",https://news.google.com/rss/articles/CBMic0FVX3lxTE9uS1VCUEc0UFh1Qy1FQkFpN09xNm1QTVRxWjZUeDBOdGtiVDFTNnV3UXdVWk43aWFqTHp1Wkx2eVNtcm1wZG9qLVEydUZuNDNqeXlfR0duM0hJMEFSSTByN3kzRTN5SEF1R0V0ak1RLVVVZU0?oc=5,google_rss_KT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,KT,,,,,,,general,24.0,published_today,business_change,event:KT:ai_infrastructure_security,rumor_or_report,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_domestic_public_infra,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_public_infra,,,
1899,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, ‘하이퍼 AI 네트워크’ 실증사업기관 선정…‘AI고속도로’ 구축 사업 착수",skt 하이퍼 ai 네트워크 실증사업기관 선정 ai고속도로 구축 사업 착수,더퍼블릭,더퍼블릭,"Wed, 15 Jul 2026 00:00:18 GMT","SKT, ‘하이퍼 AI 네트워크’ 실증사업기관 선정…‘AI고속도로’ 구축 사업 착수 더퍼블릭",https://news.google.com/rss/articles/CBMib0FVX3lxTFBNSnNvM1FsbDBtZC00MEtGVHRaaDlibS1GZEM1Y1ZjNXplTGdJM0VHMXVhc1loOXBIM2UzQ19aY2drMF9GSzNLWnA5a2duRzRBUEtSY2VCR1E2Wmk3UDFMcHEwMjNYYi1YZjF3RlA5Y9IBb0FVX3lxTFBNSnNvM1FsbDBtZC00MEtGVHRaaDlibS1GZEM1Y1ZjNXplTGdJM0VHMXVhc1loOXBIM2UzQ19aY2drMF9GSzNLWnA5a2duRzRBUEtSY2VCR1E2Wmk3UDFMcHEwMjNYYi1YZjF3RlA5Yw?oc=5,google_rss_SKT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,comp_domestic_ai_platform,,,
1884,경쟁사/해외이슈,경쟁사_해외이슈,SKT,"SKT, AI-RAN 선도망 구축 사업 착수…피지컬 AI 서비스 실증",skt ai ran 선도망 구축 사업 착수 피지컬 ai 서비스 실증,v.daum.net,v.daum.net,"Tue, 14 Jul 2026 21:01:36 GMT","SKT, AI-RAN 선도망 구축 사업 착수…피지컬 AI 서비스 실증 v.daum.net",https://news.google.com/rss/articles/CBMiT0FVX3lxTE9BRWFuVmlEbVFFV3pUb2VfNXJzUndrUUFnbUtnYUdrZzEwNXRQQUNTVFEwUVZqNWxqcWljSDJPMTRqUzJUZU8wZ19VRFVtbDA?oc=5,google_rss_SKT when:2d,199.0,11.0,ai_infrastructure_security,ai_infrastructure_security,SKT,,,,,,,general,24.0,published_today,business_change,event:SKT:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=False",2,naver_telco_strategy_or_infra,Y,telco,199.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,KT 금융 AX/AI 인프라 전략,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_PUBLIC_INFRA,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,KT 금융 AX/AI 인프라 전략,self_filler_reference,,,
2549,경쟁사/해외이슈,경쟁사_해외이슈,구글,"구글 AI 책임자 ""AGI 도래 눈앞…美 주도 규제기관 신설해야""",구글 ai 책임자 agi 도래 눈앞 주도 규제기관 신설해야,연합뉴스,연합뉴스,"Tue, 14 Jul 2026 18:44:23 GMT","구글 AI 책임자 ""AGI 도래 눈앞…美 주도 규제기관 신설해야"" 연합뉴스",https://news.google.com/rss/articles/CBMiW0FVX3lxTE41M2ZqbkpnVW4zSEs2dTVWM1Q5SXZrbmxrV0JjajNqOU51SV9jaHExMTVEVDhMTEpIM0ZTY3psM2dmOVh0NzdIT3BobENKdXI3LVhZeEJPZDdpb1nSAWBBVV95cUxQVWZfbUR0M0ZkRXNYOWhQVkFHMS1CMUdCVlBoOVF2RmhvMVdVWkRFem8zRVVZT1pYNkxCWWlWZjlNVmM2TV9zay1WY0U4UVZ2VGN4Q2JXRFpBVWlEbHg3d0s?oc=5,"google_rss_""구글"" when:2d",198.5,27.5,"ai_infrastructure_security,platform_obligation,policy_legislation",ai_infrastructure_security,구글,,,,,,,general,24.0,published_today,business_change,event:구글:ai_infrastructure_security+platform_obligation,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,198.5,"policy_legislation,ai_infrastructure_security,platform_obligation",competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,comp_overseas_regulation_data:구글 ai 책임자 agi 도래 눈앞 주도 규제기관 신설해야,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_overseas_regulation_data:구글 ai 책임자 agi 도래 눈앞 주도 규제기관 신설해야,comp_overseas_regulation_data,,,
1794,경쟁사/해외이슈,경쟁사_해외이슈,네이버,'AI 검색' 시대에도 네이버는 왜 강해졌나,ai 검색 시대에도 네이버는 왜 강해졌나,v.daum.net,v.daum.net,"Mon, 13 Jul 2026 22:13:04 GMT",'AI 검색' 시대에도 네이버는 왜 강해졌나 v.daum.net,https://news.google.com/rss/articles/CBMiVEFVX3lxTE9QX2lXSlNOd29ZVzRvYXhsbmxQaFBZNUdsS2RWQmx1VGpHNFkzME16cTZUOHlmOTVnRDhKU0ZZbWZSMmZfOWpCbmYzRVBfTEZTVXNiYw?oc=5,google_rss_네이버 AI when:2d,198.0,16.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,198.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,SELF_AFFILIATE_BUSINESS,self_filler_reference,self_filler_reference:ai 검색 시대에도 네이버는 왜 강해졌나,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,2,5,,,v26: 카카오 직접 주체가 없어 자사 섹션 제외/재분류 / v26.2: overseas structural industry candidate,local_low_confidence,OFF_TOPIC,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,self_filler_reference:ai 검색 시대에도 네이버는 왜 강해졌나,self_filler_reference,,,
1788,경쟁사/해외이슈,경쟁사_해외이슈,네이버,'AI 검색' 시대에도 네이버는 왜 강해졌나,ai 검색 시대에도 네이버는 왜 강해졌나,뉴스웨이,뉴스웨이,"Mon, 13 Jul 2026 22:13:00 GMT",'AI 검색' 시대에도 네이버는 왜 강해졌나 뉴스웨이,https://news.google.com/rss/articles/CBMiakFVX3lxTE1yYkVEdW9YZmY2NDFyaExuclE1WXVkSjdmTHV5RGZKTVF6ZnJ4UDdrMFI4UTNKMnB0bHJoTjRfd0NDSGFlMklpOV9aLWVpOVlManVoNGQ3UE0ycjRrcFgyYnRnN1NUdkhSS1E?oc=5,google_rss_네이버 AI when:2d,198.0,16.5,"ai_infrastructure_security,search_ads",ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,198.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:ai 검색 시대에도 네이버는 왜 강해졌나,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:ai 검색 시대에도 네이버는 왜 강해졌나,comp_domestic_ai_platform,,,
1782,경쟁사/해외이슈,경쟁사_해외이슈,네이버,"네이버 커넥트재단, 특수교육 분야의 인공지능(AI) 교육 콘텐츠 개발 협력",네이버 커넥트재단 특수교육 분야의 인공지능 ai 교육 콘텐츠 개발 협력,파이낸셜뉴스,파이낸셜뉴스,"Tue, 14 Jul 2026 06:26:00 GMT","네이버 커넥트재단, 특수교육 분야의 인공지능(AI) 교육 콘텐츠 개발 협력 파이낸셜뉴스",https://news.google.com/rss/articles/CBMiWkFVX3lxTE9EV3o5SnpwRGVxZ1lhcHllTExtTlFvT1ZlWWViZ3hKY2R0bVZDVFItTzRTQlFxOVAxajRnZkhMdm0xQkpuSUtnTzRnT2hBWEFFN0Z2c2RVREN1QQ?oc=5,google_rss_네이버 AI when:2d,198.0,13.5,ai_infrastructure_security,ai_infrastructure_security,네이버,,,,,,,general,14.0,published_yesterday,business_change,event:네이버:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,naver_telco_strategy_or_infra,Y,naver,198.0,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_domestic_ai_platform,comp_domestic_ai_platform:네이버 커넥트재단 특수교육 분야의 인공지능 ai 교육 콘텐츠 개발 협력,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,4,5,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_DOMESTIC_AI_PLATFORM,domestic,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,comp_domestic_ai_platform:네이버 커넥트재단 특수교육 분야의 인공지능 ai 교육 콘텐츠 개발 협력,comp_domestic_ai_platform,,,
2809,경쟁사/해외이슈,경쟁사_해외이슈,메타,"[AI 인프라 전쟁] 메타, 루이지애나 데이터센터 규모 5GW로 확대",ai 인프라 전쟁 메타 루이지애나 데이터센터 규모 5gw로 확대,numbers.co.kr,numbers.co.kr,"Mon, 13 Jul 2026 19:05:00 GMT","[AI 인프라 전쟁] 메타, 루이지애나 데이터센터 규모 5GW로 확대 numbers.co.kr",https://news.google.com/rss/articles/CBMia0FVX3lxTFAxUlhFQ2pjSGZsNUFDUjZNNXVGX05rVVBDdHhPR3NnamE0b1J6dzNpa0dySXBESzlYd0pleUxkQ3BBLXlmd3VaX1ZDMzkyd19obTlEaTB6SVZxWUU0QVBqRjZzQzhIQ2k1R0RZ?oc=5,google_rss_메타 when:2d,197.5,14.0,ai_infrastructure_security,ai_infrastructure_security,메타,,,,,,,general,14.0,published_yesterday,business_change,event:메타:ai_infrastructure_security,general,Y,"industry_basis_pass:actor=True,change=True,bridge=True",3,global_platform_or_overseas_rule,Y,global,197.5,ai_infrastructure_security,competitor:ai_strategy,,,경쟁사_해외이슈,COMPETITOR_PLATFORM_RISK,comp_overseas_regulation_data,국가 AI 인프라/AIDC/GPU 정책,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_REGULATION_DATA,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,국가 AI 인프라/AIDC/GPU 정책,comp_overseas_regulation_data,,,
2722,경쟁사/해외이슈,경쟁사_해외이슈,오픈AI,AI 대기업 오픈AI의 최고 보안 책임자가 대규모 IPO를 앞두고 회사를 떠났다,ai 대기업 오픈ai의 최고 보안 책임자가 대규모 ipo를 앞두고 회사를 떠났다,Cryptopolitan,Cryptopolitan,"Tue, 14 Jul 2026 00:18:24 GMT",AI 대기업 오픈AI의 최고 보안 책임자가 대규모 IPO를 앞두고 회사를 떠났다 Cryptopolitan,https://news.google.com/rss/articles/CBMifkFVX3lxTE1WZjVnbk1PTTRJR052SDBDWXpDcDRDNWhEY2poQkw5c0xvT0JhaG1ZOXZQajJFV2ZpeHY1MFU4OFF4QXlzTk1JcThSYVJ2OHlUUWlNd2REeVRrMV9EVllNWFoyRmUtMXNpSElfUFV0d3FaWkhEZncyNGc4bUFnZw?oc=5,google_rss_오픈AI 규제 when:2d,197.0,37.5,"ai_infrastructure_security,phishing_security,privacy_security_reliability,strategy_mna_governance",security_general,오픈AI,,,,,,,general,14.0,published_yesterday,direct_risk,global_incident:ai_security_policy:openai:openai_security_access,general,Y,"industry_basis_pass:actor=True,change=False,bridge=True",2,global_platform_or_overseas_rule,Y,global,197.0,"privacy_security_reliability,strategy_mna_governance,ai_infrastructure_security",competitor:strategy_mna,global_incident:ai_security_policy:openai:openai_security_access:general,global_incident:ai_security_policy:openai:openai_security_access,경쟁사_해외이슈,COMPETITOR_AI_STRATEGY,comp_overseas_platform_ai,global_incident:ai_security_policy:openai:openai_security_access,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,4,3,4,,,로컬 보조 라벨 / v26.2: overseas structural industry candidate,local_low_confidence,,,COMP_OVERSEAS_PLATFORM_AI,overseas,,카카오가 경쟁사 전략·리스크·AI/플랫폼 대응을 비교 참고할 이슈,global_incident:ai_security_policy:openai:openai_security_access,comp_overseas_platform_ai,,,
